"","gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","AC190A","AC191A","AC192A","AC202A","AC203A","AC204A"
"1","LOC101850631",86757.0002404634,-10.9271526575054,0.19326791081988,-56.5388874498113,0,0,83.6723385004155,98.9728979217176,84.6685526737764,151911.162091675,204282.923433399,164080.60212861
"2","LOC101847465",4915.73116566556,-7.97565926596611,0.248221774451162,-32.1311830261503,1.61799070076151e-226,1.05363554433589e-222,33.8249879044233,54.7714095294942,28.2228508912588,10359.5086275329,11509.2874527785,7508.77166535684
"3","LOC101846325",2276.83066808148,-9.18114727524745,0.377013699864337,-24.3522908545529,5.48225097337333e-131,2.38002788924047e-127,8.01118134578446,7.68721537256059,7.78561403896795,6563.68380303482,3882.92945609472,3190.88673860204
"4","LOC101852443",1030.98138398924,-8.28815690295664,0.360325443660447,-23.0018641447008,4.46527586106123e-117,1.45389382036154e-113,8.01118134578446,2.88270576471022,8.75881579383894,2154.27347767681,2095.28527395261,1916.67684940166
"5","LOC101856068",637.127401330116,-6.89257152262341,0.304186814650757,-22.6590081839573,1.137124197316e-113,2.96198110916871e-110,13.3519689096408,9.60901921570074,8.75881579383894,1325.51278747418,1270.28979351184,1195.2420230755
"6","LOC101857597",567.139134311328,-6.15686268265925,0.272071788082337,-22.6295520239533,2.21845670363275e-113,4.81553001801883e-110,14.2421001702835,17.2962345882613,15.5712280779359,1048.13851996215,1235.18360285478,1072.40312021456
"7","LOC101853463",2953.23912113071,-5.21954762727599,0.234145381219593,-22.2919094115328,4.42703531371252e-110,8.23681541797027e-107,204.730189947825,162.392424745342,95.3737719773574,5543.28270982387,6683.11008455609,5030.54554573375
"8","LOC106011452",1915.32071173688,-5.84229567283215,0.264043198917914,-22.1262872771375,1.7652736364465e-108,2.87386548013491e-105,56.968400681134,84.5593690981665,55.4725000276466,3083.89753788382,5426.67799788256,2784.34846484798
"9","LOC106012394",681.172757883167,-7.32070717231455,0.331037258394915,-22.1144508258984,2.29484501720094e-108,3.32089572266944e-105,6.23091882449903,11.5308230588409,7.78561403896795,1465.04044931357,1353.4360345417,1243.01270752142
"10","LOC101846602",517.29940919522,-4.88540418179151,0.221503966517217,-22.0556058593731,8.4394042837141e-108,1.09914801391092e-104,32.0447253831379,35.5533710980927,34.0620614204848,1042.25482337856,964.496395946441,995.385077944604
