"","cluster","cluster_col"
"LOC101850480","C4","#FB8072"
"LOC101846819","C4","#FB8072"
"LOC101855847","C4","#FB8072"
"LOC101850100","C4","#FB8072"
"LOC106012878","C4","#FB8072"
"LOC101855034","C4","#FB8072"
"LOC101863358","C4","#FB8072"
"LOC101853031","C4","#FB8072"
"LOC101861305","C4","#FB8072"
"LOC101852224","C4","#FB8072"
"LOC106010966","C4","#FB8072"
"LOC101860630","C4","#FB8072"
"LOC101864384","C4","#FB8072"
"LOC101844982","C4","#FB8072"
"LOC101862051","C4","#FB8072"
"LOC106012471","C4","#FB8072"
"LOC118477922","C4","#FB8072"
"LOC101859091","C4","#FB8072"
"LOC101858670","C4","#FB8072"
"LOC101857330","C4","#FB8072"
"LOC106013569","C4","#FB8072"
"LOC101860924","C4","#FB8072"
"LOC101850205","C4","#FB8072"
"LOC101855154","C4","#FB8072"
"LOC101850693","C4","#FB8072"
"LOC101845531","C4","#FB8072"
"TRNAA-AGC","C4","#FB8072"
"LOC101852710","C4","#FB8072"
"LOC101857294","C4","#FB8072"
"LOC101845490","C4","#FB8072"
"LOC101855987","C4","#FB8072"
"LOC118477111","C4","#FB8072"
"LOC101858366","C4","#FB8072"
"LOC101859984","C4","#FB8072"
"LOC101857928","C4","#FB8072"
"LOC101850688","C4","#FB8072"
"LOC101854768","C4","#FB8072"
"LOC101861797","C4","#FB8072"
"LOC101851840","C4","#FB8072"
"LOC106012451","C4","#FB8072"
"LOC101859632","C4","#FB8072"
"LOC101860637","C4","#FB8072"
"LOC101856376","C4","#FB8072"
"LOC101850467","C4","#FB8072"
"LOC101857946","C4","#FB8072"
"LOC101851215","C4","#FB8072"
"LOC101845945","C4","#FB8072"
"LOC101849939","C4","#FB8072"
"LOC118478245","C4","#FB8072"
"LOC101859045","C4","#FB8072"
"LOC101847155","C4","#FB8072"
"LOC101851972","C4","#FB8072"
"LOC101860095","C4","#FB8072"
"LOC101846133","C4","#FB8072"
"LOC101855437","C4","#FB8072"
"LOC101849955","C4","#FB8072"
"LOC101856380","C4","#FB8072"
"LOC101847591","C4","#FB8072"
"LOC101855252","C4","#FB8072"
"LOC101851035","C4","#FB8072"
"LOC101849387","C4","#FB8072"
"LOC101860435","C4","#FB8072"
"LOC101846436","C4","#FB8072"
"LOC101852594","C4","#FB8072"
"LOC101859537","C4","#FB8072"
"LOC118479156","C4","#FB8072"
"LOC101850019","C4","#FB8072"
"LOC101857062","C4","#FB8072"
"LOC101858319","C4","#FB8072"
"LOC101855853","C4","#FB8072"
"LOC101859082","C4","#FB8072"
"LOC101846807","C4","#FB8072"
"LOC101856110","C4","#FB8072"
"LOC101850820","C4","#FB8072"
"LOC118478896","C4","#FB8072"
"LOC101861766","C4","#FB8072"
"LOC101860178","C4","#FB8072"
"LOC106012935","C4","#FB8072"
"LOC101854704","C4","#FB8072"
"LOC101859957","C4","#FB8072"
"LOC101850158","C4","#FB8072"
"LOC101851421","C4","#FB8072"
"LOC101850814","C4","#FB8072"
"LOC101849293","C4","#FB8072"
"LOC106014204","C4","#FB8072"
"LOC101851147","C4","#FB8072"
"LOC106011456","C4","#FB8072"
"LOC101859086","C4","#FB8072"
"LOC101854749","C4","#FB8072"
"LOC101846058","C4","#FB8072"
"LOC101855870","C4","#FB8072"
"LOC101859625","C4","#FB8072"
"LOC101849710","C4","#FB8072"
"LOC118478427","C4","#FB8072"
"LOC101845242","C4","#FB8072"
"LOC106013968","C4","#FB8072"
"LOC118479122","C4","#FB8072"
"LOC101854408","C4","#FB8072"
"LOC101852489","C4","#FB8072"
"TRNAR-CCU","C4","#FB8072"
"LOC101864503","C4","#FB8072"
"LOC101855362","C4","#FB8072"
"LOC118477254","C4","#FB8072"
"LOC101847316","C4","#FB8072"
"LOC101863816","C4","#FB8072"
"LOC101861162","C4","#FB8072"
"LOC101847060","C4","#FB8072"
"LOC101862263","C4","#FB8072"
"LOC101862379","C4","#FB8072"
"LOC101864624","C4","#FB8072"
"LOC101861041","C4","#FB8072"
"LOC101855720","C4","#FB8072"
"LOC106013725","C4","#FB8072"
"LOC101852313","C4","#FB8072"
"LOC101860726","C4","#FB8072"
"LOC101856082","C4","#FB8072"
"LOC106013188","C4","#FB8072"
"LOC101863172","C4","#FB8072"
"LOC118478971","C4","#FB8072"
"LOC101852570","C4","#FB8072"
"LOC101848031","C4","#FB8072"
"LOC101864654","C4","#FB8072"
"LOC101848325","C4","#FB8072"
"LOC101863354","C4","#FB8072"
"LOC101863458","C4","#FB8072"
"LOC101851911","C4","#FB8072"
"LOC101856994","C4","#FB8072"
"LOC106014118","C4","#FB8072"
"LOC118478891","C4","#FB8072"
"LOC101861521","C4","#FB8072"
"LOC101852967","C4","#FB8072"
"LOC106012232","C4","#FB8072"
"LOC101848222","C4","#FB8072"
"LOC106013023","C4","#FB8072"
"LOC101859085","C4","#FB8072"
"LOC101853948","C4","#FB8072"
"LOC106012597","C4","#FB8072"
"LOC101859674","C4","#FB8072"
"LOC101847919","C4","#FB8072"
"LOC118477846","C4","#FB8072"
"LOC101862804","C4","#FB8072"
"LOC101864203","C4","#FB8072"
"LOC101848300","C4","#FB8072"
"LOC101862322","C4","#FB8072"
"LOC106012484","C4","#FB8072"
"LOC101852227","C4","#FB8072"
"LOC106011522","C4","#FB8072"
"LOC101850236","C4","#FB8072"
"LOC101857428","C4","#FB8072"
"LOC101862022","C4","#FB8072"
"LOC101864012","C4","#FB8072"
"LOC101847188","C4","#FB8072"
"LOC101859087","C4","#FB8072"
"LOC101847386","C4","#FB8072"
"LOC101856109","C4","#FB8072"
"LOC118477169","C4","#FB8072"
"LOC101850572","C4","#FB8072"
"LOC101851696","C4","#FB8072"
"LOC101860884","C4","#FB8072"
"LOC101853686","C4","#FB8072"
"LOC101855681","C4","#FB8072"
"LOC101851114","C4","#FB8072"
"LOC106012465","C4","#FB8072"
"LOC101864442","C4","#FB8072"
"LOC101857498","C4","#FB8072"
"LOC100533254","C4","#FB8072"
"LOC106011305","C4","#FB8072"
"LOC101850684","C4","#FB8072"
"LOC101863627","C4","#FB8072"
"LOC101856445","C4","#FB8072"
"LOC101857056","C4","#FB8072"
"LOC106011934","C4","#FB8072"
"LOC101850471","C4","#FB8072"
"LOC101857985","C4","#FB8072"
"LOC101862779","C4","#FB8072"
"LOC101862526","C4","#FB8072"
"LOC101855734","C4","#FB8072"
"LOC101854212","C4","#FB8072"
"LOC101864720","C4","#FB8072"
"LOC106013024","C4","#FB8072"
"LOC101857150","C4","#FB8072"
"LOC106012479","C4","#FB8072"
"LOC101857228","C4","#FB8072"
"LOC118477817","C4","#FB8072"
"LOC101851566","C4","#FB8072"
"LOC101845115","C4","#FB8072"
"LOC118478445","C4","#FB8072"
"LOC101853797","C4","#FB8072"
"LOC101847373","C4","#FB8072"
"LOC101853884","C4","#FB8072"
"LOC101856410","C4","#FB8072"
"LOC101862750","C4","#FB8072"
"LOC101857550","C4","#FB8072"
"LOC118477166","C4","#FB8072"
"LOC101853955","C4","#FB8072"
"LOC106013042","C4","#FB8072"
"LOC101849758","C4","#FB8072"
"LOC101864668","C4","#FB8072"
"LOC101862148","C4","#FB8072"
"LOC101856442","C4","#FB8072"
"LOC101854120","C4","#FB8072"
"LOC101846743","C4","#FB8072"
"LOC101857522","C4","#FB8072"
"LOC101848024","C4","#FB8072"
"LOC101853651","C4","#FB8072"
"LOC101851920","C4","#FB8072"
"LOC101856064","C4","#FB8072"
"LOC101862047","C4","#FB8072"
"LOC101845680","C4","#FB8072"
"LOC101864616","C4","#FB8072"
"LOC101862775","C4","#FB8072"
"LOC101864224","C4","#FB8072"
"LOC106013378","C4","#FB8072"
"LOC101852580","C4","#FB8072"
"LOC106011765","C4","#FB8072"
"LOC101847946","C4","#FB8072"
"LOC118478409","C4","#FB8072"
"LOC118478481","C4","#FB8072"
"LOC101855345","C4","#FB8072"
"LOC101851770","C4","#FB8072"
"LOC101861337","C4","#FB8072"
"LOC101863271","C4","#FB8072"
"LOC101855445","C4","#FB8072"
"LOC101860870","C4","#FB8072"
"LOC106012620","C4","#FB8072"
"LOC101850270","C4","#FB8072"
"LOC101858347","C4","#FB8072"
"LOC101860550","C4","#FB8072"
"LOC106013318","C4","#FB8072"
"LOC101856553","C4","#FB8072"
"LOC101849601","C4","#FB8072"
"LOC101845487","C4","#FB8072"
"LOC101853429","C4","#FB8072"
"LOC106012120","C4","#FB8072"
"LOC106012025","C4","#FB8072"
"LOC106012779","C4","#FB8072"
"LOC101863230","C4","#FB8072"
"LOC101861496","C4","#FB8072"
"LOC101849876","C4","#FB8072"
"LOC101844963","C4","#FB8072"
"LOC118478327","C4","#FB8072"
"LOC101863389","C4","#FB8072"
"LOC101848769","C4","#FB8072"
"LOC101858087","C4","#FB8072"
"LOC101859750","C4","#FB8072"
"LOC101861309","C4","#FB8072"
"LOC101862246","C4","#FB8072"
"LOC101845878","C4","#FB8072"
"LOC106011057","C4","#FB8072"
"LOC106011215","C4","#FB8072"
"LOC101857995","C4","#FB8072"
"LOC101855125","C4","#FB8072"
"LOC101850044","C4","#FB8072"
"LOC101860542","C4","#FB8072"
"LOC106011242","C4","#FB8072"
"LOC101851664","C4","#FB8072"
"LOC106012090","C4","#FB8072"
"LOC101848435","C4","#FB8072"
"LOC101845388","C4","#FB8072"
"LOC101856070","C4","#FB8072"
"LOC101854478","C4","#FB8072"
"LOC101860511","C4","#FB8072"
"LOC101850897","C4","#FB8072"
"LOC101863294","C4","#FB8072"
"LOC101851568","C4","#FB8072"
"LOC106013166","C4","#FB8072"
"LOC101857344","C4","#FB8072"
"LOC106014027","C4","#FB8072"
"LOC101864151","C4","#FB8072"
"LOC106012617","C4","#FB8072"
"LOC118478385","C4","#FB8072"
"LOC101849869","C4","#FB8072"
"LOC106012461","C4","#FB8072"
"LOC101856029","C4","#FB8072"
"LOC101849365","C4","#FB8072"
"TRNAG-GCC","C4","#FB8072"
"LOC101851956","C4","#FB8072"
"LOC101860866","C4","#FB8072"
"LOC101860002","C4","#FB8072"
"LOC101849007","C4","#FB8072"
"LOC118478742","C4","#FB8072"
"LOC101863191","C4","#FB8072"
"LOC118478065","C4","#FB8072"
"LOC101860744","C4","#FB8072"
"LOC101850805","C4","#FB8072"
"LOC101855142","C4","#FB8072"
"LOC101863539","C4","#FB8072"
"LOC101854047","C4","#FB8072"
"LOC101852316","C4","#FB8072"
"LOC101858398","C4","#FB8072"
"TRNAT-CGU","C4","#FB8072"
"LOC101853248","C4","#FB8072"
"LOC101858416","C4","#FB8072"
"LOC101845111","C4","#FB8072"
"LOC101863158","C4","#FB8072"
"LOC101864566","C4","#FB8072"
"LOC118477795","C4","#FB8072"
"LOC106012849","C4","#FB8072"
"TRNAS-UGA","C4","#FB8072"
"LOC101850218","C4","#FB8072"
"LOC101846030","C4","#FB8072"
"LOC101858911","C4","#FB8072"
"LOC101850844","C4","#FB8072"
"LOC106012581","C4","#FB8072"
"LOC101847319","C4","#FB8072"
"LOC101849401","C4","#FB8072"
"LOC101857942","C4","#FB8072"
"LOC101864424","C4","#FB8072"
"LOC101853131","C4","#FB8072"
"LOC101862713","C4","#FB8072"
"LOC101862394","C4","#FB8072"
"LOC101863143","C4","#FB8072"
"LOC118477436","C4","#FB8072"
"LOC101862800","C4","#FB8072"
"LOC118478066","C4","#FB8072"
"LOC101849659","C4","#FB8072"
"LOC101856818","C4","#FB8072"
"LOC101852149","C4","#FB8072"
"LOC101856851","C4","#FB8072"
"LOC101852155","C4","#FB8072"
"LOC118477549","C4","#FB8072"
"LOC101861704","C4","#FB8072"
"LOC101847409","C4","#FB8072"
"LOC106012122","C4","#FB8072"
"LOC101859258","C4","#FB8072"
"LOC101846084","C4","#FB8072"
"LOC101849688","C4","#FB8072"
"LOC101861246","C4","#FB8072"
"LOC101858055","C4","#FB8072"
"LOC118479194","C4","#FB8072"
"LOC101849102","C4","#FB8072"
"LOC101852332","C4","#FB8072"
"LOC101846823","C4","#FB8072"
"LOC101853241","C4","#FB8072"
"LOC101846886","C4","#FB8072"
"LOC101851903","C4","#FB8072"
"LOC101861656","C4","#FB8072"
"LOC101846087","C4","#FB8072"
"LOC101854145","C4","#FB8072"
"LOC101856946","C4","#FB8072"
"LOC101849203","C4","#FB8072"
"LOC101864652","C4","#FB8072"
"LOC101853607","C4","#FB8072"
"LOC101855689","C4","#FB8072"
"LOC101849943","C4","#FB8072"
"LOC101859208","C4","#FB8072"
"LOC101852075","C4","#FB8072"
"LOC101862604","C4","#FB8072"
"LOC101859148","C4","#FB8072"
"LOC101856640","C4","#FB8072"
"LOC101861433","C4","#FB8072"
"LOC101852701","C4","#FB8072"
"LOC101848831","C4","#FB8072"
"LOC101856892","C4","#FB8072"
"LOC101853009","C4","#FB8072"
"LOC101850913","C4","#FB8072"
"LOC101848566","C4","#FB8072"
"LOC106011749","C4","#FB8072"
"LOC101845149","C4","#FB8072"
"LOC101848191","C4","#FB8072"
"LOC101846184","C4","#FB8072"
"LOC101849515","C4","#FB8072"
"LOC118477691","C4","#FB8072"
"LOC101849054","C4","#FB8072"
"LOC101851260","C4","#FB8072"
"LOC101852331","C4","#FB8072"
"LOC101861469","C4","#FB8072"
"LOC118477410","C4","#FB8072"
"LOC101855112","C4","#FB8072"
"LOC101862397","C4","#FB8072"
"LOC106014233","C4","#FB8072"
"LOC101849697","C4","#FB8072"
"LOC101854286","C4","#FB8072"
"LOC106013118","C4","#FB8072"
"LOC101856356","C4","#FB8072"
"LOC106011594","C4","#FB8072"
"LOC106012760","C4","#FB8072"
"LOC118477876","C4","#FB8072"
"LOC101861619","C4","#FB8072"
"LOC101849039","C4","#FB8072"
"LOC101852480","C4","#FB8072"
"LOC101862070","C4","#FB8072"
"LOC118478866","C4","#FB8072"
"LOC101862023","C4","#FB8072"
"LOC101860484","C4","#FB8072"
"LOC118477974","C4","#FB8072"
"LOC106012704","C4","#FB8072"
"LOC101848868","C4","#FB8072"
"LOC106013402","C4","#FB8072"
"LOC101847947","C4","#FB8072"
"LOC101853584","C4","#FB8072"
"LOC106012699","C4","#FB8072"
"LOC101852617","C4","#FB8072"
"LOC101847018","C4","#FB8072"
"LOC106013885","C4","#FB8072"
"LOC101863306","C4","#FB8072"
"LOC101853791","C4","#FB8072"
"LOC101861844","C4","#FB8072"
"LOC118477362","C4","#FB8072"
"LOC101863822","C4","#FB8072"
"LOC101861760","C4","#FB8072"
"LOC106012485","C4","#FB8072"
"LOC101862746","C4","#FB8072"
"LOC101860796","C4","#FB8072"
"LOC101845419","C4","#FB8072"
"LOC101851146","C4","#FB8072"
"LOC101849999","C4","#FB8072"
"LOC101853631","C4","#FB8072"
"LOC101852115","C4","#FB8072"
"LOC106012561","C4","#FB8072"
"LOC101849101","C4","#FB8072"
"LOC101859882","C4","#FB8072"
"LOC101861137","C4","#FB8072"
"LOC101863678","C4","#FB8072"
"LOC101859467","C4","#FB8072"
"LOC101855400","C4","#FB8072"
"LOC101864101","C4","#FB8072"
"LOC101858082","C4","#FB8072"
"LOC118478549","C4","#FB8072"
"LOC101863586","C4","#FB8072"
"LOC101857706","C4","#FB8072"
"LOC101861733","C4","#FB8072"
"LOC106013221","C4","#FB8072"
"LOC101849375","C4","#FB8072"
"LOC101850513","C4","#FB8072"
"LOC101861063","C4","#FB8072"
"LOC101854423","C4","#FB8072"
"LOC101854996","C4","#FB8072"
"LOC101857795","C4","#FB8072"
"LOC101855656","C4","#FB8072"
"LOC101855217","C4","#FB8072"
"LOC101855934","C4","#FB8072"
"LOC101864120","C4","#FB8072"
"LOC118478791","C4","#FB8072"
"LOC106012765","C4","#FB8072"
"LOC101860910","C4","#FB8072"
"LOC101847753","C4","#FB8072"
"LOC101854091","C4","#FB8072"
"LOC101849727","C4","#FB8072"
"LOC101855053","C4","#FB8072"
"LOC101850371","C4","#FB8072"
"TRNAH-GUG","C4","#FB8072"
"LOC101850246","C4","#FB8072"
"CPEB","C4","#FB8072"
"LOC101847773","C4","#FB8072"
"LOC101854733","C4","#FB8072"
"LOC101860562","C4","#FB8072"
"LOC101849824","C4","#FB8072"
"LOC101856108","C4","#FB8072"
"LOC101854171","C4","#FB8072"
"LOC106012139","C4","#FB8072"
"LOC101862933","C4","#FB8072"
"LOC101864557","C4","#FB8072"
"LOC101847197","C4","#FB8072"
"LOC101846414","C4","#FB8072"
"LOC101861566","C4","#FB8072"
"LOC101847667","C4","#FB8072"
"LOC101860256","C4","#FB8072"
"LOC106011908","C4","#FB8072"
"LOC101856636","C4","#FB8072"
"LOC101862884","C4","#FB8072"
"LOC118477152","C4","#FB8072"
"LOC101850170","C4","#FB8072"
"LOC106011731","C4","#FB8072"
"LOC101850725","C4","#FB8072"
"LOC101858698","C4","#FB8072"
"LOC101847259","C4","#FB8072"
"LOC101849477","C4","#FB8072"
"LOC106012825","C4","#FB8072"
"LOC101848010","C4","#FB8072"
"LOC101855469","C4","#FB8072"
"LOC106012615","C4","#FB8072"
"LOC106011840","C4","#FB8072"
"LOC118477318","C4","#FB8072"
"LOC101845001","C4","#FB8072"
"LOC101849847","C4","#FB8072"
"LOC101855859","C4","#FB8072"
"LOC101851479","C4","#FB8072"
"LOC101863426","C4","#FB8072"
"LOC101846736","C4","#FB8072"
"LOC106012903","C4","#FB8072"
"LOC101850748","C4","#FB8072"
"LOC101845809","C4","#FB8072"
"LOC106012530","C4","#FB8072"
"LOC101847613","C4","#FB8072"
"LOC101852276","C4","#FB8072"
"LOC101861998","C4","#FB8072"
"LOC101851474","C4","#FB8072"
"LOC101854855","C4","#FB8072"
"LOC101848597","C4","#FB8072"
"LOC101860442","C4","#FB8072"
"LOC101850268","C4","#FB8072"
"LOC106011251","C4","#FB8072"
"LOC101860899","C4","#FB8072"
"TRNAS-CGA","C4","#FB8072"
"LOC101844975","C4","#FB8072"
"LOC106011208","C4","#FB8072"
"LOC101849333","C4","#FB8072"
"LOC101857866","C4","#FB8072"
"LOC101857309","C4","#FB8072"
"LOC118477177","C4","#FB8072"
"LOC106013283","C4","#FB8072"
"LOC101847924","C4","#FB8072"
"LOC101848731","C4","#FB8072"
"LOC101846938","C4","#FB8072"
"LOC101855311","C4","#FB8072"
"LOC101846854","C4","#FB8072"
"LOC106013483","C4","#FB8072"
"LOC118477656","C4","#FB8072"
"LOC101857615","C4","#FB8072"
"LOC101850096","C4","#FB8072"
"LOC101860628","C4","#FB8072"
"LOC101862932","C4","#FB8072"
"LOC101852251","C4","#FB8072"
"LOC101854989","C4","#FB8072"
"LOC101860510","C4","#FB8072"
"LOC101851918","C4","#FB8072"
"LOC101845570","C4","#FB8072"
"LOC101864480","C4","#FB8072"
"LOC106013000","C4","#FB8072"
"TRNAT-AGU","C4","#FB8072"
"LOC101845770","C4","#FB8072"
"LOC101845646","C4","#FB8072"
"LOC106011044","C4","#FB8072"
"LOC118478256","C4","#FB8072"
"LOC101846683","C4","#FB8072"
"LOC101846988","C4","#FB8072"
"LOC101849926","C4","#FB8072"
"LOC106011537","C4","#FB8072"
"LOC106014047","C4","#FB8072"
"LOC101851927","C4","#FB8072"
"LOC101864695","C4","#FB8072"
"LOC101847546","C4","#FB8072"
"LOC101864694","C4","#FB8072"
"LOC101853530","C4","#FB8072"
"LOC118477143","C4","#FB8072"
"LOC118478298","C4","#FB8072"
"LOC101849302","C4","#FB8072"
"LOC101856737","C4","#FB8072"
"LOC101846216","C4","#FB8072"
"LOC101850118","C4","#FB8072"
"LOC101850514","C4","#FB8072"
"LOC101847153","C4","#FB8072"
"LOC101862384","C4","#FB8072"
"LOC101854881","C4","#FB8072"
"LOC106013245","C4","#FB8072"
"LOC118478064","C4","#FB8072"
"LOC106013781","C4","#FB8072"
"LOC101857840","C4","#FB8072"
"LOC118477160","C4","#FB8072"
"LOC101857734","C4","#FB8072"
"LOC106012110","C4","#FB8072"
"LOC100533297","C4","#FB8072"
"LOC101850106","C4","#FB8072"
"LOC101854395","C4","#FB8072"
"LOC118477444","C4","#FB8072"
"LOC101850357","C4","#FB8072"
"LOC101852269","C4","#FB8072"
"LOC101862968","C4","#FB8072"
"LOC101860087","C4","#FB8072"
"LOC101852437","C4","#FB8072"
"LOC101858941","C4","#FB8072"
"LOC101852184","C4","#FB8072"
"LOC101850749","C4","#FB8072"
"LOC101849263","C4","#FB8072"
"LOC101859330","C4","#FB8072"
"LOC101859742","C4","#FB8072"
"LOC101850793","C4","#FB8072"
"LOC101860354","C4","#FB8072"
"LOC101854984","C4","#FB8072"
"LOC101850299","C4","#FB8072"
"LOC101855665","C4","#FB8072"
"LOC101856377","C4","#FB8072"
"LOC101855673","C4","#FB8072"
"LOC101856695","C4","#FB8072"
"LOC101846591","C4","#FB8072"
"LOC101861549","C4","#FB8072"
"LOC101861023","C4","#FB8072"
"LOC101863607","C4","#FB8072"
"LOC101863974","C4","#FB8072"
"LOC101845019","C4","#FB8072"
"LOC118477141","C4","#FB8072"
"LOC101862569","C4","#FB8072"
"LOC101850356","C4","#FB8072"
"LOC101864541","C4","#FB8072"
"LOC101852560","C4","#FB8072"
"LOC101853840","C4","#FB8072"
"LOC101857643","C4","#FB8072"
"LOC118478232","C4","#FB8072"
"LOC101851134","C4","#FB8072"
"LOC101859832","C4","#FB8072"
"LOC118479014","C4","#FB8072"
"LOC101849745","C4","#FB8072"
"LOC101855925","C4","#FB8072"
"LOC106013025","C4","#FB8072"
"LOC101848002","C4","#FB8072"
"LOC106011886","C4","#FB8072"
"LOC101851467","C4","#FB8072"
"LOC101856014","C4","#FB8072"
"LOC101853128","C4","#FB8072"
"LOC101863404","C4","#FB8072"
"LOC101858311","C4","#FB8072"
"LOC101853734","C4","#FB8072"
"LOC118478099","C4","#FB8072"
"LOC101853811","C4","#FB8072"
"LOC101849464","C4","#FB8072"
"LOC101862978","C4","#FB8072"
"LOC101863576","C4","#FB8072"
"LOC118478197","C4","#FB8072"
"LOC101856741","C4","#FB8072"
"LOC101858357","C4","#FB8072"
"LOC101847365","C4","#FB8072"
"LOC101854172","C4","#FB8072"
"LOC101854329","C4","#FB8072"
"LOC101853399","C4","#FB8072"
"LOC101845432","C4","#FB8072"
"LOC101861718","C4","#FB8072"
"LOC101858316","C4","#FB8072"
"LOC118477274","C4","#FB8072"
"LOC101852834","C4","#FB8072"
"LOC106011156","C4","#FB8072"
"LOC101860191","C4","#FB8072"
"LOC101858895","C4","#FB8072"
"LOC101848044","C4","#FB8072"
"LOC101861468","C4","#FB8072"
"LOC101854284","C4","#FB8072"
"LOC106010965","C4","#FB8072"
"LOC101854823","C4","#FB8072"
"LOC101855485","C4","#FB8072"
"LOC101856901","C4","#FB8072"
"LOC101863289","C4","#FB8072"
"LOC101856563","C4","#FB8072"
"LOC101849533","C4","#FB8072"
"LOC101860682","C4","#FB8072"
"LOC101853397","C4","#FB8072"
"LOC101855795","C4","#FB8072"
"LOC101862491","C4","#FB8072"
"LOC101852568","C4","#FB8072"
"TRNAW-CCA","C4","#FB8072"
"LOC101854080","C4","#FB8072"
"LOC106013446","C4","#FB8072"
"LOC101851691","C4","#FB8072"
"LOC101849767","C4","#FB8072"
"LOC101857924","C4","#FB8072"
"LOC101851529","C4","#FB8072"
"LOC101857420","C4","#FB8072"
"LOC101860961","C4","#FB8072"
"LOC101849818","C4","#FB8072"
"LOC118477555","C4","#FB8072"
"LOC101849841","C4","#FB8072"
"LOC101846816","C4","#FB8072"
"LOC101848386","C4","#FB8072"
"LOC101852393","C4","#FB8072"
"LOC101854314","C4","#FB8072"
"LOC101845636","C4","#FB8072"
"LOC101858826","C4","#FB8072"
"LOC101850186","C4","#FB8072"
"LOC101856256","C4","#FB8072"
"LOC101856591","C4","#FB8072"
"LOC101858796","C4","#FB8072"
"LOC101862806","C4","#FB8072"
"LOC101863863","C4","#FB8072"
"LOC101857500","C4","#FB8072"
"LOC101849496","C4","#FB8072"
"LOC106011866","C4","#FB8072"
"LOC101864529","C4","#FB8072"
"LOC101864679","C4","#FB8072"
"LOC101845863","C4","#FB8072"
"LOC101847041","C4","#FB8072"
"LOC101859433","C4","#FB8072"
"LOC101847849","C4","#FB8072"
"LOC101857427","C4","#FB8072"
"LOC106013913","C4","#FB8072"
"LOC101850195","C4","#FB8072"
"LOC106012811","C4","#FB8072"
"LOC101853486","C4","#FB8072"
"LOC101860576","C4","#FB8072"
"LOC118479126","C4","#FB8072"
"LOC106012931","C4","#FB8072"
"LOC118478018","C4","#FB8072"
"LOC101846992","C4","#FB8072"
"LOC101849764","C4","#FB8072"
"LOC106011303","C4","#FB8072"
"LOC101862565","C4","#FB8072"
"LOC118477638","C4","#FB8072"
"LOC101847116","C4","#FB8072"
"LOC101863698","C4","#FB8072"
"LOC118478901","C4","#FB8072"
"LOC101854190","C4","#FB8072"
"LOC101861830","C4","#FB8072"
"LOC101860942","C4","#FB8072"
"LOC101856686","C4","#FB8072"
"LOC101864015","C4","#FB8072"
"LOC101847506","C4","#FB8072"
"LOC101853405","C4","#FB8072"
"LOC101848493","C4","#FB8072"
"LOC101859077","C4","#FB8072"
"LOC101849436","C4","#FB8072"
"LOC118477250","C4","#FB8072"
"LOC101851879","C4","#FB8072"
"LOC118477781","C4","#FB8072"
"LOC106011275","C4","#FB8072"
"LOC101852363","C4","#FB8072"
"LOC101854924","C4","#FB8072"
"LOC101857966","C4","#FB8072"
"LOC118478260","C4","#FB8072"
"LOC118477875","C4","#FB8072"
"LOC101864708","C4","#FB8072"
"LOC101859212","C4","#FB8072"
"LOC101855104","C4","#FB8072"
"LOC101854303","C4","#FB8072"
"LOC101859421","C4","#FB8072"
"LOC106013749","C4","#FB8072"
"LOC101860476","C4","#FB8072"
"LOC106011801","C4","#FB8072"
"LOC101864301","C4","#FB8072"
"LOC101860917","C4","#FB8072"
"LOC106011316","C4","#FB8072"
"LOC101855416","C4","#FB8072"
"LOC101860993","C4","#FB8072"
"LOC101860374","C4","#FB8072"
"LOC101848812","C4","#FB8072"
"LOC101861369","C4","#FB8072"
"LOC101854420","C4","#FB8072"
"LOC101851624","C4","#FB8072"
"LOC101846496","C4","#FB8072"
"LOC101855442","C4","#FB8072"
"LOC101846281","C4","#FB8072"
"LOC101860730","C4","#FB8072"
"LOC106012546","C4","#FB8072"
"LOC101864249","C4","#FB8072"
"LOC101861001","C4","#FB8072"
"LOC101845614","C4","#FB8072"
"LOC101849151","C4","#FB8072"
"LOC101851915","C4","#FB8072"
"LOC106013906","C4","#FB8072"
"LOC106013371","C4","#FB8072"
"LOC101861625","C4","#FB8072"
"LOC101861078","C4","#FB8072"
"LOC101850368","C4","#FB8072"
"LOC101860020","C4","#FB8072"
"LOC101864018","C4","#FB8072"
"LOC118477767","C4","#FB8072"
"LOC101855944","C4","#FB8072"
"LOC101848224","C4","#FB8072"
"TRNAE-CUC","C4","#FB8072"
"LOC101860021","C4","#FB8072"
"LOC101856590","C4","#FB8072"
"LOC101862459","C4","#FB8072"
"LOC106013557","C4","#FB8072"
"LOC106013312","C4","#FB8072"
"LOC106012861","C4","#FB8072"
"LOC101862893","C4","#FB8072"
"LOC101850797","C4","#FB8072"
"LOC118477195","C4","#FB8072"
"LOC106012714","C4","#FB8072"
"LOC101857713","C4","#FB8072"
"LOC101856699","C4","#FB8072"
"LOC118477145","C4","#FB8072"
"LOC101864205","C4","#FB8072"
"LOC101851597","C4","#FB8072"
"LOC101858213","C4","#FB8072"
"LOC101855547","C4","#FB8072"
"LOC118477403","C4","#FB8072"
"LOC106012243","C4","#FB8072"
"LOC101847677","C4","#FB8072"
"LOC101852401","C4","#FB8072"
"LOC101852641","C4","#FB8072"
"LOC101853587","C4","#FB8072"
"LOC106013199","C4","#FB8072"
"LOC118477243","C4","#FB8072"
"LOC101858605","C4","#FB8072"
"LOC101856489","C4","#FB8072"
"LOC101857279","C4","#FB8072"
"LOC101858795","C4","#FB8072"
