"","gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","AC163A","AC164A","AC172A","AC190A","AC191A","AC192A","AC278A","AC282A","AC286A","AC304A","AC308A","AC312A","AC169A","AC170A","AC174A","AC202A","AC203A","AC204A","AC279A","AC283A","AC290A","AC305A","AC309A","AC313A"
"22","LOC106012172",7.5395833040792,-2.13533582674695,0.387274825002968,-5.5137480902111,3.51271286734075e-08,3.09054864819307e-05,18.3926352364526,17.6939545251694,14.6025248663965,0.87909213796364,0.963787673067501,0.979613333571431,9.46094461130221,4.8069090343025,0,13.2248629239567,10.7664886986401,10.2285112666385,7.8075600971266,11.2180979458302,17.6123083090116,2.50515278646687,0,1.93876204708179,6.82476765534776,5.04075647478096,2.45915913076173,8.98742688826146,8.10867986432588,6.44800379144493
"24","LOC101857681",534.488821257159,1.03426617980797,0.194045083816819,5.33003031802817,9.81963724081456e-08,7.31034224743103e-05,238.082445005193,402.797670661209,569.498469789462,719.097368854258,961.860097721366,933.571506893574,517.198305417854,666.237592154326,1081.71229717198,320.448601618951,306.355542061305,206.429954653977,368.907214589232,481.358384584714,501.950786806832,691.422169064855,703.205656401758,782.290485997501,323.688980225065,551.458758341037,687.334977047904,275.914005469627,210.825676472473,326.084763167358
"26","LOC101860988",12.5563527136927,-1.46359326895754,0.273482879156756,-5.35168151465391,8.71406681197395e-08,7.31034224743103e-05,22.4798875112199,18.7347753795911,23.9898622805085,5.27455282778184,1.927575346135,2.93884000071429,9.46094461130221,12.4979634891865,4.04882955897187,16.2767543679467,6.85140189913461,15.8076992302595,21.4707902670982,16.317233375753,12.0083920288716,6.68040743057831,7.28710524768661,12.6019533060316,7.79973446325458,5.04075647478096,4.91831826152346,22.4685672206537,29.7318261691949,14.7382943804456
"29","LOC101863993",11.7127099704001,-2.82440412350976,0.535002013678749,-5.27924017348788,1.29720681296434e-07,8.65818450749578e-05,39.8507096789807,22.898058797278,15.6455623568534,0,0,0,3.1536482037674,11.536581682326,3.37402463247656,14.2421600719534,0,43.7036390483645,26.3505153278023,31.6146396655215,19.2134272461945,1.67010185764458,4.55444077980413,0.969381023540893,1.94993361581365,4.03260517982477,3.6887386961426,8.08868419943532,13.5144664405431,11.0537207853342
"30","LOC101846413",10.3938755907372,-2.57483060029386,0.488878289187469,-5.26681314601495,1.38812366984877e-07,8.95617391786427e-05,32.698018198138,31.2246256326519,17.7316373377671,3.51636855185456,1.927575346135,4.89806666785716,3.1536482037674,4.8069090343025,2.69921970598124,0,11.7452603985165,10.2285112666385,34.1580754249289,38.7534292674134,15.2106299032373,0.835050928822289,2.73266446788248,0.969381023540893,0.974966807906823,7.05705906469334,2.45915913076173,12.582397643566,5.40578657621726,3.68457359511139
"31","LOC101853514",105.48985324214,1.10641568785478,0.213237335868514,5.18865837142617,2.11814576733784e-07,0.000117539246787055,33.7198312668298,61.408430410882,73.0126243319824,124.831083590837,140.713000267855,118.533213362143,189.218892226044,84.6015990037239,188.270574492192,88.5048518757104,91.0257680885026,59.511338278624,68.3161508498577,70.3680689329349,96.867695699564,150.309167188012,154.85098651334,272.396067614991,67.2727097455708,76.6194984166705,162.304502630274,60.2157601513518,47.300632541901,51.5840303315594
"33","LOC101864179",3.03087337541507,-3.77414776165773,0.725811528482625,-5.19990054380636,1.99395191552132e-07,0.000117539246787055,7.15269148084269,10.4082085442173,0,0.87909213796364,0,0,0,0,0,4.06918859198668,4.89385849938186,4.6493233030175,8.78350510926743,11.2180979458302,9.60671362309725,0.835050928822289,0,0,0.974966807906823,0,2.45915913076173,2.69622806647844,1.35144664405431,2.76343019633354
"34","LOC106011443",14.4588833030649,-2.96428041205224,0.571369850315162,-5.18802385253119,2.12537385696783e-07,0.000117539246787055,39.8507096789807,35.3879090503388,12.5164498854827,6.15364496574548,4.8189383653375,0.979613333571431,0,0,0,19.3286458119367,27.4056075965384,21.3868871938805,58.5567007284495,56.090489729151,26.4184624635174,1.67010185764458,5.46532893576496,0.969381023540893,13.6495353106955,3.02445388486857,2.45915913076173,4.49371344413073,2.70289328810863,3.68457359511139
"35","LOC106012782",358.96347095127,1.21061304723552,0.2333465410287,5.18804796462196,2.12509875016097e-07,0.000117539246787055,108.312185281332,212.327454302033,227.382172919602,494.92887367353,386.478856900068,452.581360110001,572.387148983784,346.09745046978,571.559772741529,169.888623715444,309.291857160934,232.466165150875,112.233676396195,68.3284147609657,195.336510336311,401.659496763521,435.404538549275,803.6168685154,279.815473869258,709.738511649159,561.917861379055,337.028508309805,268.937882166808,357.403638725805
"38","LOC101846736",4.76318363149358,-3.45234417360099,0.671162839602502,-5.14382497047311,2.69200357770874e-07,0.000137122161184554,18.3926352364526,18.7347753795911,11.4734123950258,0,0,0.979613333571431,0,1.922763613721,0.674804926495311,1.01729714799667,0.978771699876372,5.579187963621,11.7113401456899,11.2180979458302,15.2106299032373,0,0,1.93876204708179,1.94993361581365,2.01630258991238,0,1.79748537765229,1.35144664405431,7.36914719022278
"39","LOC101849771",17.0137844096143,-1.4848804570092,0.289099384611713,-5.13622835622266,2.80307028915022e-07,0.00013911853465844,20.4362613738363,24.9797005061215,20.8607498091378,7.91182924167276,5.78272603840501,1.95922666714286,6.30729640753481,16.3434907166285,8.77246404443905,26.4497258479134,27.4056075965384,38.1244510847435,18.5429552306757,61.1896251590738,16.0111893718288,7.5154583594006,10.0197697155691,10.6631912589498,12.6745685027887,7.05705906469334,12.2957956538087,17.9748537765229,18.9202530167604,10.1325773865563
