"","gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","AC190Pp","AC191Pp","AC192Pp","AC196Pp","AC197Pp","AC198Pp","AC202Pp","AC203Pp","AC204Pp","AC208Pp","AC209Pp","AC210Pp"
"1","LOC101862321",4491.17857950485,0.274586877675365,0.0498741600127374,5.5055940311624,3.67925510640705e-08,0.000313362157412689,4200.60080971168,4164.4041682098,4150.22463842324,4858.02040587323,4637.0890290755,5068.74864980322,4011.12652403835,3960.48706627103,3902.63439660565,4791.22718231732,5075.91015761301,5073.66992611616
"2","LOC101847394",77.4842135733524,-0.867275749547547,0.170105022384453,-5.09847232839148,3.42405574281149e-07,0.00145813413807627,79.3343787951434,113.36077088604,107.176130772468,59.4661503591777,38.2291207833764,61.0202485931367,98.7479774992148,119.45021865621,83.4409963398201,53.7828013235772,62.9877169000019,52.8140519720627
"3","LOC101862956",7163.06518528137,0.315497480381054,0.0680048431523774,4.63933840232708,3.49526317887939e-06,0.00992305216483858,6590.93533964327,6470.11947038246,5933.45302702048,7882.29890985427,7469.14362548725,7570.57884212183,6106.05262519938,6745.10179659606,6450.41329332067,8616.18708661783,7485.64024130165,8636.85796583132
"4","LOC101848631",22.4945259307738,-1.2192003093777,0.270409504916832,-4.50871839639175,6.52204088447016e-06,0.0138870555532581,34.0004480550614,23.5277071650271,43.3265209505723,15.7767337687614,10.332194806318,17.2890704347221,31.011761528679,26.3009655756792,28.9922105926493,13.6735935568417,8.09842074428595,17.6046839906876
"5","LOC101857950",333.371281416394,0.353550398760116,0.0801051956005907,4.41357637428338,1.01676825331983e-05,0.01731963042705,292.609916595074,281.263044745552,298.724960238156,383.495990071432,381.257988353133,370.189508131696,305.221021361209,303.556977685964,277.193818349233,404.738369282513,353.631039167153,348.572743015614
"6","LOC100533349",161.385196368717,-0.549797834815723,0.128195201497655,-4.288755182664,1.79677285799954e-05,0.0185716120512812,191.638889037619,163.624508920416,164.18471097059,135.922629392406,144.650727288451,118.989484756617,224.427221589125,188.490253292368,217.795142988683,144.028518798732,117.877013055718,124.993256333882
"7","LOC100533392",232.774151359136,-0.560075608791509,0.129290539293727,-4.33191486284319,1.47818103639241e-05,0.0185716120512812,220.487754054035,295.165780797613,304.045761056648,211.165513520345,193.212042878146,231.87694465392,282.370249708499,273.968391413325,289.214978838868,164.994695585889,171.866484684291,154.921219118051
"8","LOC101857727",53.5250228974571,-0.756661449534841,0.177240728434125,-4.2691172408269,1.96248101986064e-05,0.0185716120512812,57.6977300328315,74.8608864341772,63.0894954192544,47.3302013062843,35.129462341481,50.8502071609473,79.977700784488,69.0400346361579,60.1058024481755,39.1976348629461,35.0931565585725,29.9279627841689
"9","LOC101858137",115.987033365757,1.33727204805306,0.311711388672403,4.29009685449281,1.78595212406234e-05,0.0185716120512812,21.6366487623118,39.5693256866365,74.4912114588787,116.505110907777,111.587703908234,151.533617339623,73.4489088837135,73.4235288987711,110.311825669593,199.634465929888,194.362097862863,225.339955080801
"10","LOC101846762",24.758361711893,-0.975744226821079,0.23360423406493,-4.17691156466742,2.954938427141e-05,0.0251672105839599,34.0004480550614,28.8749133388969,31.1646905083064,14.5631388634721,18.5979506513723,17.2890704347221,39.988850392244,26.3009655756792,36.0634814689053,20.0546038833678,12.5975433800004,17.6046839906876
"11","LOC101846927",443.752235258968,-0.548144283111929,0.135152614403708,-4.05574309849897,4.99751644794075e-05,0.038694406897374,541.946535665525,589.262120360452,611.892094126503,368.93285120796,355.427501337338,388.495582709637,543.52192573948,486.567863150065,389.627025281702,413.854098320408,281.645076995723,353.85414821282
"12","LOC101849198",26.8832931684374,-1.20461264087787,0.306658000017469,-3.92819571251768,8.55855504675981e-05,0.0534348970975716,18.5456989391244,45.9859730952803,26.6040040924567,15.7767337687614,18.5979506513723,22.3740911508168,38.3566524170504,49.3143104543985,47.3775148709148,20.9661767871572,9.89806979857172,8.80234199534379
"13","LOC101853539",58.6989544859479,1.31106887659202,0.332834701153589,3.93909911450916,8.17881396041163e-05,0.0534348970975716,32.9701314473323,43.8470906257324,46.3669785611388,108.009946570751,70.2589246829621,168.822687774345,19.5863757023236,31.7803334039457,28.2850835050237,61.0753845538927,44.0914018300013,49.2931151739252
"14","LOC101854344",232.821638889183,-1.37609194832005,0.350869208849047,-3.92195129585191,8.78347492504405e-05,0.0534348970975716,143.21400847435,495.151291700344,586.80831883933,91.0196178967006,88.8568753343344,146.448596623528,209.737439812382,258.626161494179,325.278460307773,159.525258163153,224.056307258578,65.137330765544
"15","LOC101845584",139.367647800417,-0.558610261536504,0.144627584515714,-3.86240469552896,0.000112276371337628,0.0597661159176611,168.971923667578,135.819036816293,156.583566944174,114.077921097198,105.388387024443,98.6494018922377,220.34672665114,161.093414151035,152.739450927128,108.477175550944,134.07385454429,116.190914338538
"16","LOC101859936",6195.52288847656,0.300618034839594,0.0777899251146786,3.86448546384921,0.000111323619007001,0.0597661159176611,5815.10693402324,5727.92725344933,5679.57481653818,6962.39397164495,6006.10484091263,7315.31080217387,5467.04711791108,5670.04982869018,4959.78939260591,7500.42185237955,6887.25693075163,6355.29092063821
"17","LOC101854331",14563.1434713535,0.41905948947318,0.110216745411099,3.80213993717674,0.000143451659197404,0.0707658752853639,16385.1250127164,12629.0315414457,12554.8095884316,16872.6099682377,16590.4052005047,16469.3650952876,11630.2266722422,11490.2343358749,10089.289286242,16868.6565846237,16221.1367508048,16956.8316198303
"18","LOC101859676",95.7344362561051,-0.618182889598216,0.163031419286666,-3.79180217103572,0.000149558031599924,0.0707658752853639,121.577359712038,131.541271877197,129.979562851717,89.8060229914113,88.8568753343344,87.4623563168293,112.621660288361,112.87497726229,89.0980130408248,65.63324907284,64.7873659542876,54.5745203711315
"19","LOC101846811",371.993540933101,0.38579866216713,0.10269111749605,3.7568844470114,0.000172041887680538,0.0745806724300807,282.306750517783,366.818343527468,335.210451564954,399.272723840193,374.02545198871,452.566843732431,298.692229460435,333.145563958603,321.03569778202,402.915223474934,489.504542765729,408.428668583952
"20","LOC106011730",37.312825596331,-0.925875189482243,0.246740626492458,-3.7524229497348,0.000175133667794014,0.0745806724300807,36.0610812705197,44.9165318605063,53.968122587555,32.7670624428122,38.2291207833764,26.4421077236926,40.8049493798408,65.752413939198,52.3274044842939,14.5851664606311,24.2952622328579,17.6046839906876
"21","LOC101849577",38.0584281386051,-0.840785446375907,0.225078284428219,-3.73552450211627,0.000187324338136419,0.0759733994241848,32.9701314473323,48.1248555648282,52.4478937822717,40.0486318745483,32.0298038995857,18.306074577941,53.0464341937931,58.0812989796249,48.791769046166,30.9934787288411,22.4956131785721,19.3651523897563
"22","LOC101846359",117.488094863336,-0.619644106553702,0.166610050505104,-3.71912801583791,0.000199911720159879,0.0770061055465139,125.698626142954,146.513449164033,167.985282983798,82.5244535596752,97.1226311793888,115.93847232696,171.380787395332,113.970850827943,127.282875772607,65.63324907284,98.9806979857172,96.8257619487816
"23","LOC101846510",72.8541959114709,-0.60785567433416,0.164497245063029,-3.69523315786385,0.000219685096392553,0.0770061055465139,92.7284946956221,87.6941812514647,91.9738427196359,74.0292892226498,42.3619987059036,61.0202485931367,93.8513835736339,71.2317817674645,89.0980130408248,45.5786451894722,66.5870150085734,58.095457169269
"24","LOC101854756",308.149746225002,0.457308456394114,0.12360016035031,3.69990180512714,0.000215682904600374,0.0770061055465139,306.004032495553,260.943661284846,255.398439287584,269.418068974234,340.962428608492,421.039715292643,234.220409440286,252.050920100259,252.444370282337,402.915223474934,362.629284438582,339.77040102027
"25","LOC101861010",695.470533566432,0.348656752432246,0.0945385350818245,3.68798556197723,0.000226036472779482,0.0770061055465139,634.675030361147,609.581503821157,660.539415895567,879.856306334773,862.738266327549,834.960401582754,597.38445892087,574.237748402329,596.108134868375,717.407875282292,714.46067455145,663.696586448921
"26","LOC101847075",50.5358607908801,-0.883279856776999,0.246246792828656,-3.5869699931142,0.00033454280450353,0.0972161525774685,38.121714485978,80.208092608047,69.930525043029,25.4854930110762,38.2291207833764,43.7311781584146,81.6098987596817,54.793678282665,67.884200412057,20.0546038833678,45.8910508842871,40.4907731785814
"27","LOC101850856",43.5313237031321,-0.634232704151067,0.176303412499765,-3.59739323906683,0.00032142235649464,0.0972161525774685,48.4248805632693,59.8887091473418,55.4883513928382,32.7670624428122,36.1626818221128,31.5271284397873,55.4947311565835,49.3143104543985,51.6202773966683,40.1092077667355,38.692454667144,22.8860891878938
"28","LOC101852723",36.7936104191083,-0.766738491538926,0.214633767894923,-3.57231063433734,0.000353845336374489,0.0972161525774685,41.2126643091654,27.805472104123,47.887207366422,25.4854930110762,25.8304870157949,24.4080994372547,46.5176422930186,56.9854254139716,55.8630399224219,25.5240413061044,28.7943848685723,35.2093679813751
"29","LOC101853605",166.493301792491,-0.416737680220237,0.116544399461502,-3.57578469789874,0.000349178943118324,0.0972161525774685,206.063321545827,205.3327170766,185.467914244555,152.912958066457,159.115800017296,128.142522045587,199.94425196122,191.777873989328,156.982213452882,147.67481041389,141.272450761433,123.232787934813
"30","LOC101858070",84.7630515938254,-0.505353445478669,0.140350270158736,-3.60065887231363,0.000317411805420747,0.0972161525774685,88.6072282647056,109.083005946944,105.655901967185,63.1069350750458,68.1924857216985,61.0202485931367,101.196274462005,88.7657588179173,99.7049193552087,65.63324907284,72.8857866985736,93.3048251506441
