"","gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","AC196A","AC197A","AC198A","AC208A","AC209A","AC210A"
"1","LOC101847465",3947.37452192596,-7.70783516492488,0.199429521718938,-38.6494190954726,0,0,30.2064318039602,50.9793905302545,33.2595864886756,7511.7266970745,8568.60319604498,7489.47182961336
"2","LOC101850631",84594.7744299165,-11.103695542726,0.239128363339052,-46.4340381361722,0,0,70.7963245405317,87.3932409090077,72.9565122977401,109634.930104188,245894.611426704,151807.958970859
"3","LOC101852738",2831.05007475842,-6.24372590379554,0.194697632245489,-32.0688332558816,1.19957427153365e-225,5.37009415556565e-222,87.7874424302593,69.1863157196311,63.3005033171569,4383.1144382197,5851.60987821684,6531.30187064695
"4","LOC101857532",1340.29517358997,-4.02574926913327,0.150801869474637,-26.6956191137296,5.29165223182354e-157,1.77667223683475e-153,165.191423927907,160.220941666514,139.475685275091,2375.50331445946,2696.23426775934,2505.14540845153
"5","LOC101861925",714.68901018657,-5.98622834850614,0.239353494355995,-25.0099893657817,4.7602478699701e-138,1.27860257787397e-134,16.9911178897276,32.7724653408779,18.239128074435,1506.21788879068,1429.93221356259,1283.98124746111
"6","LOC101848347",2586.74849729235,-3.1388913327511,0.134830472927524,-23.2802812642981,7.02326738217272e-120,1.57204134904299e-116,525.780703587682,523.145650441421,533.226273705542,4195.60152107661,5088.40950804039,4654.32732690242
"7","LOC101857597",582.544581393488,-5.50125590317361,0.236691869363906,-23.242268177432,1.70319262835228e-119,3.26769671411017e-116,23.5987748468439,16.9931301767515,34.3324763754071,1167.87936438033,1254.09084827393,998.372894307664
"8","LOC101847784",1211.85311985164,-3.57386046714917,0.158292461063786,-22.5775785096237,7.1986170860634e-113,1.20846784332289e-109,197.285757719615,184.496841919016,181.318390857619,2450.91611809309,1895.17915922215,2361.92245129833
"9","LOC106012394",557.087410336621,-6.42692986197223,0.284913191867897,-22.5575018827214,1.13345454895572e-112,1.69136606583058e-109,11.3274119264851,13.3517451388762,13.9475685275091,1215.77668560709,1013.53009159432,1074.59095922545
"10","LOC101853471",6622.26907103718,-4.45954034537301,0.200251979970066,-22.2696442054637,7.27767565379034e-110,9.77391840304042e-107,419.114241279947,638.456176640806,671.629069093902,12302.4779116922,9593.12337296984,16108.8136545464
"11","LOC101845452",472.606044887254,-4.84349844246602,0.228323217470193,-21.213341753553,7.19181430656676e-100,8.78055146701742e-97,39.6459417426977,30.3448753156277,24.6764673948239,1033.35922816898,935.37837368825,772.231383013142
"12","LOC101851682",699.623069708931,-3.6685431007526,0.173612098273754,-21.1306881100417,4.15448821238776e-99,4.64956472436397e-96,92.507197399628,94.6760109847583,119.090777427193,1187.24211125923,1257.75421005078,1446.46811113199
"13","LOC101845676",452.005736608399,-4.28312150717048,0.208070066827623,-20.5849960663436,3.74067933938647e-94,3.8644095021508e-91,47.1975496936878,32.7724653408779,51.4987145631107,943.679137361415,875.543464666417,761.343088024888
"14","LOC106013217",1311.24176291552,-3.87995653039073,0.189432993228723,-20.4819470159881,3.1193728025657e-93,2.99236976703267e-90,157.639815976917,165.076121717014,178.099721197424,2037.1647900491,2117.42310701753,3212.04702153514
"15","LOC101856068",555.218349629351,-7.34443955928188,0.363394069742704,-20.2106753268759,7.88615928102537e-91,7.06074127627805e-88,1.88790198774751,12.1379501262511,7.51022920712031,1139.34479003246,1078.24948298528,1092.17974343724
"16","LOC101854709",460.334059624201,-4.33631597343381,0.214784420609735,-20.1891550659204,1.21931812856675e-90,1.02346515416572e-87,31.1503827978339,50.9793905302545,49.3529347896477,884.571804783702,985.444317971825,760.505526871945
"17","LOC101854731",493.736820064309,-6.73257368110892,0.351799454206031,-19.1375330479222,1.22955472548094e-81,9.71348233129943e-79,8.4955589448638,4.85518005050043,13.9475685275091,881.514528960717,743.662440699928,1309.94564320234
"18","LOC101855371",319.760479021874,-4.20041493271387,0.222089125111441,-18.9131950094637,8.88093844065592e-80,6.62616684766717e-77,31.1503827978339,26.7034902777523,40.769815695796,648.142474472851,608.118054956591,563.678655930417
"19","LOC101859366",319.325139314617,-4.4699211051875,0.237122121888418,-18.8507131666564,2.89907638478662e-79,2.04918925514128e-76,33.0382847855814,23.062105239877,25.7493572815553,649.161566413846,660.62624042473,524.313281742112
