"","RSB441-01","RSB441-02","RSB441-03","RSB441-04","RSB441-05","RSB441-06"
"ame-miR-184-3p_MIMAT0001476_Apis_mellifera_miR-184-3p ",1955.77840579789,1578.34805822202,1619.49794214972,1658.38274205321,1345.02093388563,1140.18329081283
"ame-miR-2-3p_MIMAT0001485_Apis_mellifera_miR-2-3p ",47.6077638253434,35.4894829659389,41.1301064672945,51.2901878985528,42.1721039977481,63.8030028019615
"ame-miR-2b-5p_MIMAT0037292_Apis_mellifera_miR-2b-5p ",27.0206227116814,54.1681582111699,24.6780638803767,39.892368365541,50.2476132739127,64.3937713464241
"ame-miR-317-3p_MIMAT0001488_Apis_mellifera_miR-317-3p ",55.3279417429666,29.8858803923696,61.6951597009417,59.1261888274983,49.3503344654499,51.9876319127094
"ame-miR-750-3p_MIMAT0018615_Apis_mellifera_miR-750-3p ",321.674079900969,711.657526843301,166.576931192543,329.112039015713,484.530556569872,733.734532222558
"ame-miR-8-3p_MIMAT0001490_Apis_mellifera_miR-8-3p ",43.7476748665318,9.3393376226155,39.0736011439297,39.892368365541,25.1238066369563,19.495361967266
"ame-miR-87-3p_MIMAT0004434_Apis_mellifera_miR-87-3p ",198.151233218997,201.729692648495,164.520425869178,196.612386944452,192.914943819486,214.448981639926
"ami-let-7a-5p_MIMAT0037999_Alligator_mississippiensis_let-7a-5p ",542.985846872835,381.044975002713,645.742671536523,727.323358950311,515.038036057605,519.285550582631
"ami-let-7c-5p_MIMAT0038005_Alligator_mississippiensis_let-7c-5p ",514.67852784155,472.570483704344,642.657913551476,725.186267787871,511.448920823754,485.0209750038
"ami-miR-100-5p_MIMAT0038114_Alligator_mississippiensis_miR-100-5p ",833.779215103311,808.786638118503,511.041572856134,686.718626863956,627.197887115446,724.282235511156
"ami-miR-124-3p_MIMAT0038126_Alligator_mississippiensis_miR-124-3p ",274.066316075625,300.726671448219,319.786577783214,326.974947853274,373.267984320494,379.864174089456
"ami-miR-153-3p_MIMAT0038184_Alligator_mississippiensis_miR-153-3p ",15.4403558352465,7.4714700980924,23.6498112186943,19.2338204619573,13.4591821269409,15.9507507004904
"ami-miR-184-3p_MIMAT0038199_Alligator_mississippiensis_miR-184-3p ",1078.25151582805,1512.97269486371,736.228905764571,788.586638940249,1331.56175175869,1234.70625792685
"ami-miR-1a-3p_MIMAT0038019_Alligator_mississippiensis_miR-1a-3p ",25.7339263920775,29.8858803923696,16.4520425869178,32.7687311574087,18.8428549777173,17.7230563338782
"ami-miR-99b-5p_MIMAT0038112_Alligator_mississippiensis_miR-99b-5p ",32.1674079900969,125.147124143048,24.6780638803767,24.9327302284631,68.1931894431672,93.3414300250919
"api-miR-100_MIMAT0014687_Acyrthosiphon_pisum_miR-100 ",150.543469393653,127.014991667571,102.825266168236,115.402922771744,120.235360334005,116.381403259134
"api-miR-124_MIMAT0014712_Acyrthosiphon_pisum_miR-124 ",283.073190312853,330.612551840589,352.69066295705,316.289492041075,405.570021425152,365.685729022354
"api-miR-137_MIMAT0014126_Acyrthosiphon_pisum_miR-137 ",25.7339263920775,28.0180128678465,26.7345692037414,21.370911624397,18.8428549777173,15.9507507004904
"api-miR-184a_MIMAT0014132_Acyrthosiphon_pisum_miR-184a ",1968.64536899393,1557.80151545227,1610.24366819458,1634.87473926637,1395.26854715954,1215.21089595958
"api-miR-184b_MIMAT0014715_Acyrthosiphon_pisum_miR-184b ",4211.35705406348,5971.57247590035,2980.90446621717,2758.98469070965,6089.83127303652,4540.05626419513
"api-miR-252a_MIMAT0014719_Acyrthosiphon_pisum_miR-252a ",165.9838252289,201.729692648495,238.554617510308,158.857109741351,346.349620066612,235.125880696117
"api-miR-2a_MIMAT0014727_Acyrthosiphon_pisum_miR-2a ",217.451678013055,132.61859424114,221.074322261708,248.614938563818,173.174810033306,233.944343607192
"api-miR-317_MIMAT0014732_Acyrthosiphon_pisum_miR-317 ",42.4609785469279,20.5465427697541,52.4408857458004,33.4810948782219,45.761219231599,36.6276497566816
"api-miR-71_MIMAT0014735_Acyrthosiphon_pisum_miR-71 ",1384.48523989377,806.91877059398,1460.11877958895,1306.47506397147,1229.27196759394,918.645086639353
"api-miR-87a_MIMAT0014739_Acyrthosiphon_pisum_miR-87a ",180.137484744543,183.051017403264,177.887710471049,175.241475320055,192.914943819486,204.996684928525
"api-miR-87b_MIMAT0014738_Acyrthosiphon_pisum_miR-87b ",168.557217868108,112.072051471386,141.898867312166,141.04801672102,136.386378886334,142.375219215488
"asu-let-7-5p_MIMAT0021417_Ascaris_suum_let-7-5p ",546.845935831647,435.213133213882,634.431892258017,760.092090107719,568.874764565369,580.725479206742
"asu-miR-100a-5p_MIMAT0021487_Ascaris_suum_miR-100a-5p ",2861.61261479902,2250.78036705034,1850.85479102825,2248.93226660738,1930.04671700332,2345.35112151655
"asu-miR-124-3p_MIMAT0021496_Ascaris_suum_miR-124-3p ",277.926405034437,334.348286889635,352.69066295705,297.055671579118,370.576147895106,392.861082067633
"asu-miR-34-5p_MIMAT0021437_Ascaris_suum_miR-34-5p ",153.116862032861,222.276235418249,275.571713330873,267.136395304962,343.657783641224,284.750438430976
"asu-miR-71-5p_MIMAT0021466_Ascaris_suum_miR-71-5p ",195.577840579789,179.315282354218,222.10257492339,131.074924629635,196.504059053337,149.46444174904
"asu-miR-87b-3p_MIMAT0021484_Ascaris_suum_miR-87b-3p ",211.018196415036,196.126090074926,213.876553629931,218.695662289662,233.292490200309,219.76589854009
"ath-miR5658_MIMAT0022431_Arabidopsis_thaliana_miR5658 ",32.1674079900969,14.9429401961848,63.7516650243064,52.7149153401792,27.8156430623445,18.9045934228034
"bbe-let-7a-5p_MIMAT0031568_Branchiostoma_belcheri_let-7a-5p ",540.412454233628,496.852761523145,661.166461461758,732.309904996003,583.231225500772,518.104013493706
"bbe-miR-1-5p_MIMAT0031592_Branchiostoma_belcheri_miR-1-5p ",24.4472300724736,22.4144102942772,28.7910745271061,20.6585479035837,17.0482973607918,17.7230563338782
"bbe-miR-100-5p_MIMAT0031570_Branchiostoma_belcheri_miR-100-5p ",715.403153699755,674.300176352839,460.657192433698,591.261888274983,553.621024821502,635.076185297302
"bbe-miR-124-3p_MIMAT0031578_Branchiostoma_belcheri_miR-124-3p ",308.80711670493,321.273214217973,367.086200220603,339.797494827912,408.26185785054,383.999553900694
"bbe-miR-184-3p_MIMAT0031602_Branchiostoma_belcheri_miR-184-3p ",3077.77759649247,2021.03266153399,2526.41678975356,2645.00649537953,1960.55419649106,1473.9675184342
"bbe-miR-22-3p_MIMAT0031653_Branchiostoma_belcheri_miR-22-3p ",18.0137484744543,29.8858803923696,16.4520425869178,18.521456741144,49.3503344654499,38.990723934532
"bbe-miR-29b-3p_MIMAT0031665_Branchiostoma_belcheri_miR-29b-3p ",73.3416902174209,22.4144102942772,89.4579815663654,88.3331013808408,32.3020371046581,30.7199643120555
"bbe-miR-375-3p_MIMAT0031676_Branchiostoma_belcheri_miR-375-3p ",27.0206227116814,44.8288205885544,13.3672846018707,14.2472744162647,16.1510185523291,14.1784450671026
"bbe-miR-71-5p_MIMAT0031717_Branchiostoma_belcheri_miR-71-5p ",649.781641399957,455.759675983637,744.45492705803,584.850614787664,585.025783117698,472.614835570085
"bbe-miR-92a-3p_MIMAT0031720_Branchiostoma_belcheri_miR-92a-3p ",620.187626049068,642.546428435947,588.160522482311,502.216423173329,1054.3025999437,931.051226073068
"bdo-let-7_MIMAT0045392_Bactrocera_dorsalis_let-7 ",302.373635106911,270.84079105585,348.577652310321,354.75713296499,331.993159131209,288.885818242215
"bdo-miR-124_MIMAT0045395_Bactrocera_dorsalis_miR-124 ",307.520420385326,319.40534669345,346.521146986956,325.550220411647,415.440088318242,371.002645922517
"bdo-miR-137_MIMAT0045408_Bactrocera_dorsalis_miR-137 ",11.5802668764349,14.9429401961848,39.0736011439297,24.2203665076499,11.6646245100154,20.6768990561912
"bdo-miR-184_MIMAT0045407_Bactrocera_dorsalis_miR-184 ",1903.02385669413,1565.27298555036,1516.67267598148,1649.12201368263,1401.54949881878,1144.90943916853
"bdo-miR-2a_MIMAT0045403_Bactrocera_dorsalis_miR-2a ",624.047715007879,325.008949267019,721.833368501018,748.694270574708,400.186348574376,472.024067025623
"bdo-miR-2a-2_MIMAT0045417_Bactrocera_dorsalis_miR-2a-2 ",42.4609785469279,39.2252180149851,29.8193271887885,47.0160055736734,30.5074794877327,44.3076408346955
"bdo-miR-8_MIMAT0045387_Bactrocera_dorsalis_miR-8 ",20.587141113662,22.4144102942772,15.4237899252354,12.110183253825,17.0482973607918,18.3138248783408
"bdo-miR-92b_MIMAT0045385_Bactrocera_dorsalis_miR-92b ",73.3416902174209,143.825799388279,45.2431171140239,42.0294595279807,135.489100077872,149.46444174904
"bfl-let-7a-5p_MIMAT0009462_Branchiostoma_floridae_let-7a-5p ",535.265668955212,422.138060542221,668.364230093535,719.487358021365,573.361158607682,536.417838372047
"bfl-let-7b_MIMAT0010006_Branchiostoma_floridae_let-7b ",595.740395976594,470.702616179821,654.996945491664,798.559731031634,605.66319571234,539.962449638822
"bfl-miR-1-3p_MIMAT0009463_Branchiostoma_floridae_miR-1-3p ",19.3004447940581,24.2822778188003,30.8475798504708,26.3574576700896,18.8428549777173,12.9969079781773
"bfl-miR-100-5p_MIMAT0009481_Branchiostoma_floridae_miR-100-5p ",6262.35098751206,4094.36561375464,3827.15640678175,4545.59290250924,3668.97304780409,4372.86876611221
"bfl-miR-124-3p_MIMAT0009482_Branchiostoma_floridae_miR-124-3p ",297.226849828495,321.273214217973,366.057947558921,355.469496685803,373.267984320494,377.501099911606
"bfl-miR-184-3p_MIMAT0009488_Branchiostoma_floridae_miR-184-3p ",795.178325515195,1066.55235650269,599.471301760817,616.194618503446,920.608057482757,858.97746364863
"bfl-miR-22-3p_MIMAT0009470_Branchiostoma_floridae_miR-22-3p ",14.1536595156426,9.3393376226155,14.3955372635531,14.9596381370779,37.6857099554345,38.990723934532
"bfl-miR-33_MIMAT0009474_Branchiostoma_floridae_miR-33 ",21.8738374332659,1.8678675245231,21.5933058953296,28.4945488325293,8.97278808462726,16.541519244953
"bfl-miR-71-5p_MIMAT0009476_Branchiostoma_floridae_miR-71-5p ",640.77476716273,425.873795591267,722.8616211627,579.864068741971,574.258437416145,466.707150125459
"bfl-miR-92a_MIMAT0009478_Branchiostoma_floridae_miR-92a ",602.173877574614,650.017898534039,672.477240740264,559.917884559201,995.082198585163,935.186605884306
"bma-let-7_MIMAT0014094_Brugia_malayi_let-7 ",522.398705759173,440.816735787452,654.996945491664,733.022268716816,572.463879799219,551.777820528075
"bma-miR-100b_MIMAT0014113_Brugia_malayi_miR-100b ",563.572987986497,661.225103681178,369.142705543968,499.366968290076,480.044162527559,548.233209261299
"bma-miR-100c_MIMAT0014114_Brugia_malayi_miR-100c ",118.376061403557,119.543521569478,71.9776863177653,85.4836464975879,104.981620590139,87.4337445804658
"bma-miR-124_MIMAT0014116_Brugia_malayi_miR-124 ",369.281843726312,341.819756987727,372.227463529015,334.810948782219,361.603359810479,375.728794278218
"bma-miR-34_MIMAT0014101_Brugia_malayi_miR-34 ",102.93570556831,132.61859424114,192.283247734602,171.679656715989,249.443508752638,187.864397139109
"bma-miR-87a_MIMAT0014109_Brugia_malayi_miR-87a ",198.151233218997,164.372342158033,170.689941839272,172.392020436802,236.88160543416,222.12897271794
"bmo-let-7-5p_MIMAT0004190_Bombyx_mori_let-7-5p ",312.667205663742,240.95491066348,383.538242807521,346.921132036044,341.863226024299,306.01810603163
"bmo-miR-100_MIMAT0013596_Bombyx_mori_miR-100 ",679.375656750846,629.471355764285,455.515929125286,557.068429675948,555.415582438428,656.934621442419
"bmo-miR-1175-3p_MIMAT0013613_Bombyx_mori_miR-1175-3p ",14.1536595156426,24.2822778188003,17.4802952486001,21.370911624397,34.0965947215836,45.4891779236207
"bmo-miR-124_MIMAT0004198_Bombyx_mori_miR-124 ",492.804690408284,485.645556376006,599.471301760817,576.302250137905,619.122377839281,571.273182495341
"bmo-miR-137_MIMAT0009152_Bombyx_mori_miR-137 ",43.7476748665318,13.0750726716617,47.2996224373886,46.3036418528601,17.9455761692545,30.7199643120555
"bmo-miR-184-3p_MIMAT0007902_Bombyx_mori_miR-184-3p ",2099.88839359352,1668.00569939913,1546.49200317027,1762.38784529194,1416.80323856264,1147.27251334638
"bmo-miR-2a-3p_MIMAT0007894_Bombyx_mori_miR-2a-3p ",43.7476748665318,44.8288205885544,40.1018538056121,54.1396427818057,35.8911523385091,53.1691690016346
"bmo-miR-34-5p_MIMAT0004197_Bombyx_mori_miR-34-5p ",34.7408006293046,87.7897736525857,60.6669070392593,73.373463243763,125.619033184782,109.882949270045
"bmo-miR-8-3p_MIMAT0004193_Bombyx_mori_miR-8-3p ",46.3210675057395,24.2822778188003,35.9888431588826,28.4945488325293,26.9183642538818,20.0861305117286
"bmo-miR-92b_MIMAT0009155_Bombyx_mori_miR-92b ",73.3416902174209,196.126090074926,70.9494336560829,54.1396427818057,193.812222627949,170.141340805231
"bta-let-7a-5p_MIMAT0003844_Bos_taurus_let-7a-5p ",822.198948226876,584.64253517573,919.257879544031,1130.5212249306,780.632563362572,756.183736912137
"bta-let-7c_MIMAT0004332_Bos_taurus_let-7c ",748.857258009455,603.321210420962,871.958257106642,1086.35467424018,714.23393153633,720.146855699918
"bta-miR-1_MIMAT0009214_Bos_taurus_miR-1 ",16.7270521548504,18.678675245231,18.5085479102825,27.0698213909028,26.9183642538818,21.2676676006538
"bta-miR-100_MIMAT0009215_Bos_taurus_miR-100 ",697.3894052253,702.318189220686,447.289907831827,593.398979437423,584.128504309235,630.940805486064
"bta-miR-11980_MIMAT0046368_Bos_taurus_miR-11980 ",119.66275772316,704.186056745209,157.322657237401,88.3331013808408,113.954408674766,78.5722164135267
"bta-miR-11987_MIMAT0046387_Bos_taurus_miR-11987 ",39.8875859077201,123.279256618525,23.6498112186943,37.7552772031013,27.8156430623445,20.6768990561912
"bta-miR-124a_MIMAT0003811_Bos_taurus_miR-124a ",358.988273169481,308.198141546312,378.396979499109,348.345859477671,424.41287640287,395.224156245484
"bta-miR-124b_MIMAT0013774_Bos_taurus_miR-124b ",344.834613653839,302.594538972742,364.001442235556,342.646949711165,441.461173763661,381.636479722844
"bta-miR-184_MIMAT0009246_Bos_taurus_miR-184 ",880.100282609051,1245.86763885691,623.121112979511,656.7993505898,1016.61688998827,1018.48497065353
"bta-miR-2354_MIMAT0011890_Bos_taurus_miR-2354 ",39.8875859077201,18.678675245231,20.5650532336472,32.0563674365955,23.3292490200309,26.5845845008173
"bta-miR-2478_MIMAT0012070_Bos_taurus_miR-2478 ",2314.76667896737,2144.31191815252,9584.34305954129,3380.8782189796,3342.36356152366,1336.90921611888
"bta-miR-2889_MIMAT0013847_Bos_taurus_miR-2889 ",410.456125953636,366.102034806528,484.307003652392,654.662259427361,180.353040501008,146.510599026726
"bta-miR-2898_MIMAT0013856_Bos_taurus_miR-2898 ",4112.28143745398,1477.48321189777,5465.16289684175,6248.85455897368,4214.51856334943,2878.22434862182
"bta-miR-99b_MIMAT0004345_Bos_taurus_miR-99b ",146.683380434842,141.957931863756,79.1754549495418,113.978195330117,105.878899398602,145.919830482264
"cbn-let-7_MIMAT0029682_Caenorhabditis_brenneri_let-7 ",1362.6114024605,928.330159687981,1500.22063339457,1966.12386944452,1231.96380401932,1182.71862601414
"cbn-miR-124_MIMAT0029752_Caenorhabditis_brenneri_miR-124 ",313.953901983346,302.594538972742,342.408136340226,312.727673437009,366.089753852792,378.091868456068
"cbn-miR-87_MIMAT0029721_Caenorhabditis_brenneri_miR-87 ",213.591589054243,194.258222550402,189.198489749554,208.722570198277,205.476847137964,217.993592906702
"cbr-let-7_MIMAT0000463_Caenorhabditis_briggsae_let-7 ",536.552365274816,474.438351228868,671.448988078582,752.256089178774,568.874764565369,525.78400457172
"cbr-miR-124a_MIMAT0000494_Caenorhabditis_briggsae_miR-124a ",262.486049199191,366.102034806528,339.323378355179,321.276038086768,403.775463808227,361.550349211115
"cbr-miR-87_MIMAT0000492_Caenorhabditis_briggsae_miR-87 ",195.577840579789,169.975944731602,168.633436515907,156.007654858098,202.785010712576,203.815147839599
