contrast	gene	log2FoldChange
Hyp_T2h.Control	LOC101847001	-0.6848318944319748
Hyp_T2h.Control	LOC101847694	0.6178971612964332
Hyp_T2h.Control	LOC101852128	-2.894187207052785
Hyp_T2h.Control	LOC101853981	-1.2355646092005337
Hyp_T2h.Control	LOC101857153	-0.7066175675747485
Hyp_T2h.Control	LOC101858530	-1.9676126314868674
Hyp_T2h.Control	LOC101856763	0.7333183395781306
Hyp_T2h.Control	LOC101859896	-4.1633634707015785
Hyp_T2h.Control	LOC101859745	-1.2487448056046049
Hyp_T2h.Control	LOC101860211	-0.7656453098567421
Hyp_T2h.Control	LOC101861549	-1.4421922814249089
Hyp_T2h.Control	LOC101864031	-2.555501089887821
Hyp_T2h.Control	LOC101845135	-2.214629330710022
Hyp_T2h.Control	LOC101845657	-2.1189517998229492
Hyp_T2h.Control	LOC101848702	0.5289177869394207
Hyp_T2h.Control	LOC101850124	0.6300186339886782
Hyp_T2h.Control	LOC101846389	0.36447423903765414
Hyp_T2h.Control	LOC101848005	-1.6530708205428128
Hyp_T2h.Control	LOC101848789	-2.6709925068771194
Hyp_T2h.Control	LOC101852365	-1.79861859228847
Hyp_T2h.Control	LOC106014233	-4.13325737928248
Hyp_T2h.Control	LOC101853201	-0.9534427379886886
Hyp_T2h.Control	LOC101859985	0.6099856726898626
Hyp_T2h.Control	LOC101861245	0.47876335293369016
Hyp_T2h.Control	LOC101863630	-3.3986302483244026
Hyp_T2h.Control	LOC101856938	0.3728618059989541
Hyp_T2h.Control	LOC101857611	0.48568256435253
Hyp_T2h.Control	LOC100533454	0.48598354673835054
Hyp_T2h.Control	LOC118477235	-2.44627954086083
Hyp_T2h.Control	LOC101861475	-0.96613225549343
Hyp_T2h.Control	LOC101852216	-4.578188594167653
Hyp_T2h.Control	LOC101852658	-1.859764615640795
Hyp_T2h.Control	LOC118477287	-3.801561319507075
Hyp_T2h.Control	LOC101864184	-4.318598775836519
Hyp_T2h.Control	LOC101846543	-1.4835769519469029
Hyp_T2h.Control	LOC101847778	0.6645885262872459
Hyp_T2h.Control	LOC101848250	0.5015647391429171
Hyp_T2h.Control	LOC101848478	-1.2947603140855197
Hyp_T2h.Control	TRNAA-AGC	-1.7654199654738612
Hyp_T2h.Control	TRNAQ-UUG	-2.706635527781704
Hyp_T2h.Control	LOC101856852	0.6399204140432206
Hyp_T2h.Control	LOC101849171	-0.6742042762491274
Hyp_T2h.Control	LOC106011126	-2.2062519472884805
Hyp_T2h.Control	LOC101863309	-1.3202674966163572
Hyp_T2h.Control	LOC106011222	-2.748066922829343
Hyp_T2h.Control	LOC101849172	-1.7337399945488445
Hyp_T2h.Control	LOC101855834	-2.5792504235898424
Hyp_T2h.Control	LOC101856619	-1.8696430499893666
Hyp_T2h.Control	LOC101845435	-3.2641718201478898
Hyp_T2h.Control	LOC101845890	0.5966752150324811
Hyp_T2h.Control	LOC106011300	-3.5999743292336914
Hyp_T2h.Control	LOC101860458	-2.318039600064997
Hyp_T2h.Control	LOC106011305	-2.388496589959954
Hyp_T2h.Control	LOC101851543	-0.807595680226563
Hyp_T2h.Control	LOC101864186	-2.937563139863521
Hyp_T2h.Control	LOC101849332	0.5931824610626529
Hyp_T2h.Control	LOC101855688	-2.403203774443199
Hyp_T2h.Control	LOC101852808	0.7559050502163294
Hyp_T2h.Control	LOC101861087	0.5748110419729093
Hyp_T2h.Control	LOC101852810	-2.286039604470321
Hyp_T2h.Control	LOC101853046	-1.345845757723446
Hyp_T2h.Control	LOC101863942	-1.3259478889741056
Hyp_T2h.Control	LOC101864428	0.6787465627485361
Hyp_T2h.Control	LOC101855385	-0.9818451917847968
Hyp_T2h.Control	LOC101856303	-4.095630385767776
Hyp_T2h.Control	LOC101850216	-0.9939519823653759
Hyp_T2h.Control	LOC101862003	1.216131183384862
Hyp_T2h.Control	LOC101863223	-0.9585164628610895
Hyp_T2h.Control	LOC101845812	-2.205202715979314
Hyp_T2h.Control	LOC101855387	-2.8637044435762924
Hyp_T2h.Control	LOC101848010	-2.0745843249007203
Hyp_T2h.Control	LOC101849576	-0.9811308227838843
Hyp_T2h.Control	LOC106011731	-2.2747724752305554
Hyp_T2h.Control	LOC101859213	-1.499196337414421
Hyp_T2h.Control	LOC101860861	0.8684158684017387
Hyp_T2h.Control	LOC101862232	2.99500346569678
Hyp_T2h.Control	LOC101863788	-0.4563687358302024
Hyp_T2h.Control	LOC101846703	-0.6976209345259871
Hyp_T2h.Control	LOC101847462	0.5649942791495934
Hyp_T2h.Control	LOC101848329	-4.043004128536509
Hyp_T2h.Control	LOC101852137	0.6151440704880524
Hyp_T2h.Control	LOC101856548	0.643617242268448
Hyp_T2h.Control	LOC101862233	-1.6677462319599254
Hyp_T2h.Control	LOC101847392	-1.3993297747581914
Hyp_T2h.Control	LOC101849018	0.6975063418091878
Hyp_T2h.Control	LOC101849740	-0.9533540897231607
Hyp_T2h.Control	LOC101859612	-2.546577575976188
Hyp_T2h.Control	TRNAK-CUU	-2.08100429134113
Hyp_T2h.Control	LOC101856067	0.6353139810041128
Hyp_T2h.Control	LOC101855537	-2.0859069018307137
Hyp_T2h.Control	LOC101855763	-2.5371427691189834
Hyp_T2h.Control	LOC101856231	-3.2763666172125765
Hyp_T2h.Control	LOC106012057	-2.2631998624014376
Hyp_T2h.Control	LOC101864112	0.4251915403740165
Hyp_T2h.Control	LOC101847696	-1.4423179397068093
Hyp_T2h.Control	LOC101854220	-2.322968367246775
Hyp_T2h.Control	LOC101847627	0.7289153544175252
Hyp_T2h.Control	LOC101848934	1.3995487490325564
Hyp_T2h.Control	LOC101849261	-1.6471825184634747
Hyp_T2h.Control	LOC106012167	-1.8881976759063943
Hyp_T2h.Control	LOC101856551	-2.0598780494908904
Hyp_T2h.Control	LOC106012139	-2.3730787434482137
Hyp_T2h.Control	LOC101860465	-2.052194900657986
Hyp_T2h.Control	LOC101844966	0.7786985067480888
Hyp_T2h.Control	LOC101847784	-2.135035481661586
Hyp_T2h.Control	LOC101849981	0.6871061222565588
Hyp_T2h.Control	LOC118477951	-1.2184311205120837
Hyp_T2h.Control	LOC101854993	-0.6967764044863476
Hyp_T2h.Control	TRNAD-GUC	-1.1416418833940898
Hyp_T2h.Control	LOC118478018	-2.10874523545513
Hyp_T2h.Control	LOC118478056	-1.9584934275719903
Hyp_T2h.Control	LOC101853210	-2.7178082647385167
Hyp_T2h.Control	LOC106012355	-1.341159229005685
Hyp_T2h.Control	LOC101858229	1.1251428000998351
Hyp_T2h.Control	LOC101854134	-1.7522442374367806
Hyp_T2h.Control	LOC101847547	0.5065662871076375
Hyp_T2h.Control	TRNAE-CUC	-2.3047257178696685
Hyp_T2h.Control	LOC101856553	-1.2887944351631395
Hyp_T2h.Control	LOC106012581	-3.770283503148641
Hyp_T2h.Control	LOC101861096	-1.1399472336432666
Hyp_T2h.Control	LOC106012541	0.8999388956180184
Hyp_T2h.Control	LOC106012576	-1.7294798094413837
Hyp_T2h.Control	LOC101857532	-2.0083397270136163
Hyp_T2h.Control	LOC101863156	-4.1878873897754145
Hyp_T2h.Control	LOC118478249	-2.4261402672294925
Hyp_T2h.Control	LOC101847394	0.7173522093586547
Hyp_T2h.Control	LOC101849343	3.494687183616127
Hyp_T2h.Control	LOC101852898	0.5584750466812838
Hyp_T2h.Control	LOC106012714	-5.169820671072186
Hyp_T2h.Control	LOC101854223	0.9285831207216628
Hyp_T2h.Control	LOC106012716	-4.0655006927889685
Hyp_T2h.Control	LOC101862238	-1.191465053340594
Hyp_T2h.Control	LOC101855694	0.4690396543044925
Hyp_T2h.Control	LOC101846399	0.7232429936342167
Hyp_T2h.Control	LOC101856625	0.4606308651614668
Hyp_T2h.Control	LOC106012939	-4.131129333386014
Hyp_T2h.Control	LOC101857462	-2.698603824683142
Hyp_T2h.Control	LOC101863711	-0.4853037663550781
Hyp_T2h.Control	LOC101864433	0.6808100659968847
Hyp_T2h.Control	LOC101848260	-0.9568632757171218
Hyp_T2h.Control	LOC101859070	-1.3423820891916638
Hyp_T2h.Control	LOC101854225	-0.5056051510154818
Hyp_T2h.Control	LOC101851169	-0.4880129491496827
Hyp_T2h.Control	LOC101862393	0.2787860934005539
Hyp_T2h.Control	LOC101862990	0.8900293452776574
Hyp_T2h.Control	LOC101845744	-1.7571177404447669
Hyp_T2h.Control	LOC101846552	0.7908390597031545
Hyp_T2h.Control	LOC101848794	-1.1457426917388955
Hyp_T2h.Control	LOC101848637	-3.2771687647115333
Hyp_T2h.Control	LOC101859905	-0.9684040185253879
Hyp_T2h.Control	LOC101849818	-1.9053109620505027
Hyp_T2h.Control	LOC101850057	-2.1694648341374787
Hyp_T2h.Control	LOC101851700	-5.628264117290952
Hyp_T2h.Control	LOC101853281	1.1580369282473637
Hyp_T2h.Control	LOC101862010	-1.6574519258323634
Hyp_T2h.Control	LOC101855618	-4.851256726337751
Hyp_T2h.Control	LOC101856555	0.5493965286553948
Hyp_T2h.Control	LOC101845298	-2.9661956750456846
Hyp_T2h.Control	LOC101859219	-2.4149646577491923
Hyp_T2h.Control	LOC101859684	-1.2001605608382442
Hyp_T2h.Control	LOC101848261	-1.601948613541609
Hyp_T2h.Control	LOC101851320	0.5542118805937101
Hyp_T2h.Control	LOC101853992	0.5476309898097047
Hyp_T2h.Control	LOC106013362	-1.810238357407971
Hyp_T2h.Control	LOC101861415	-3.805303319960097
Hyp_T2h.Control	LOC101861634	-1.6303520523461543
Hyp_T2h.Control	LOC101857306	0.7820591689925931
Hyp_T2h.Control	LOC101862992	-3.7185568120232078
Hyp_T2h.Control	LOC101863953	1.1544002604541566
Hyp_T2h.Control	LOC101864196	0.4899642627635495
Hyp_T2h.Control	LOC101864668	-1.7544248366596669
Hyp_T2h.Control	LOC101861789	-1.5335862358743257
Hyp_T2h.Control	LOC101849268	1.5666742072711615
Hyp_T2h.Control	LOC101863158	-2.7793039457079063
Hyp_T2h.Control	LOC101863870	0.5394737347092281
Hyp_T2h.Control	LOC101853283	-0.5790463725971517
Hyp_T2h.Control	LOC101854545	-0.953691375989395
Hyp_T2h.Control	LOC101855924	-1.7144385667115785
Hyp_T2h.Control	LOC101857621	0.4082862630447674
Hyp_T2h.Control	LOC101854386	-0.9341075488456706
Hyp_T2h.Control	LOC101860716	-1.3675608186777846
Hyp_T2h.Control	LOC101855846	0.7361043882411745
Hyp_T2h.Control	LOC101860947	0.8135327465010315
Hyp_T2h.Control	LOC101863718	0.5797691662444668
Hyp_T2h.Control	LOC101850388	0.761798601461971
Hyp_T2h.Control	LOC101850623	-1.1352094360430065
Hyp_T2h.Control	LOC101863719	-1.6324718672010026
Hyp_T2h.Control	LOC101852899	0.7604170824113479
Hyp_T2h.Control	LOC118478929	-4.224499994971741
Hyp_T2h.Control	LOC101857310	-0.6977442529396234
Hyp_T2h.Control	LOC101848094	-2.1662556465666545
Hyp_T2h.Control	LOC101848566	-2.142128520260591
Hyp_T2h.Control	LOC101849748	0.9153065194367097
Hyp_T2h.Control	LOC101858000	-2.015202490204619
Hyp_T2h.Control	LOC101856710	-4.1178322906772475
Hyp_T2h.Control	LOC101860071	-1.9126021452740154
Hyp_T2h.Control	LOC101860307	-1.0877709235682327
Hyp_T2h.Control	LOC101851702	-1.150883271311309
Hyp_T2h.Control	LOC101851915	-4.868084830666112
Hyp_T2h.Control	LOC106014022	-1.6814469693066534
Hyp_T2h.Control	LOC101854924	-1.8074420232550188
Hyp_T2h.Control	LOC101863239	-1.8329627870816656
Hyp_T2h.Control	LOC101855620	-2.676049902828736
Hyp_T2h.Control	LOC101846266	-1.8466025860737252
Hyp_T2h.Control	LOC101846943	-1.7282942811411786
Hyp_T2h.Control	LOC101862164	-1.086213734796532
Hyp_T2h.Control	LOC101862322	-2.826932971336364
Hyp_T2h.Control	LOC101850134	0.5584630264065472
Hyp_T2h.Control	LOC101850776	-1.0506969713344234
Hyp_T2h.Control	LOC101854142	-0.6330188094673351
Hyp_T2h.Control	LOC101856713	-1.420744856229321
Hyp_T2h.Control	LOC106014181	-3.9046294209274963
Hyp_T2h.Control	LOC106014185	-1.7430047808462952
Hyp_T2h.Control	LOC118479167	-0.9459005581959028
Hyp_T2h.Control	LOC101851918	-1.7192718223449326
Hyp_T2h.Control	LOC106014186	-3.3595233804269777
Hyp_T2h.Control	TRNAR-CCU	-2.060889144968371
Hyp_T2h.Control	LOC101855621	0.3768243960977917
Hyp_T2h.Control	LOC101848493	-4.685615991864318
Hyp_T2h.Control	LOC101857465	-1.0231620946191977
Hyp_T2h.Control	LOC101852001	-1.6519066995255873
Hyp_T2h.Control	LOC106014197	-2.1689888270067277
Hyp_T2h.Control	LOC101859077	-2.1940785034415473
Hyp_T2h.Control	LOC101854927	0.4109093401048745
Hyp_T2h.Control	LOC101860951	-0.7913637002279698
Hyp_T2h.Control	LOC101857928	-2.341980976896926
Hyp_T2h.Control	LOC101858605	-2.9141979007840373
Hyp_T2h.Control	LOC100885792	-1.1897440124159646
Hyp_T2h.Control	LOC118479194	-2.6884369210765726
Hyp_T2h.Control	LOC101849903	-4.069120938724744
Hyp_T2h.Control	LOC101850138	-0.6255242062624647
Hyp_T2h.Control	LOC101850394	-0.9258711553644949
Hyp_T2h.Control	LOC101860234	-1.1276970874963106
Hyp_T2h.Control	LOC101860873	-1.8491008553173836
Hyp_T2h.Control	LOC101861642	-2.318430373738546
Hyp_T2h.Control	LOC101862247	-1.349868392165596
Hyp_T2h.Control	LOC101848943	-1.2181405488082186
Hyp_T2h.Control	LOC101846268	-2.131635273456274
Hyp_T2h.Control	LOC101857230	0.4484466204173965
Hyp_T2h.Control	LOC101853064	-4.167730997468512
Hyp_T2h.Control	LOC101849276	-0.5008224491406876
Hyp_T2h.Control	LOC101847018	-2.0462754795407054
Hyp_T2h.Control	LOC101848644	-2.670280315545962
Hyp_T2h.Control	LOC101848872	0.5590976508468221
Hyp_T2h.Control	LOC101845448	-0.8253573781109437
Hyp_T2h.Control	LOC101846335	1.1617013270383507
Hyp_T2h.Control	LOC101847314	-4.550637816906193
Hyp_T2h.Control	LOC101848024	-2.5116800142773017
Hyp_T2h.Control	TRNAH-GUG	-3.415182708197987
Hyp_T2h.Control	LOC118477212	-0.9438105169614153
Hyp_T2h.Control	LOC101860479	-0.7768008827980372
Hyp_T2h.Control	LOC101863652	0.7756744810118532
Hyp_T2h.Control	LOC101864367	-0.748744118096481
Hyp_T2h.Control	LOC101849906	-2.0396397163405595
Hyp_T2h.Control	LOC101850937	-0.751461412246664
Hyp_T2h.Control	LOC101851328	-5.620359947213374
Hyp_T2h.Control	LOC101851924	0.528010692015141
Hyp_T2h.Control	LOC106011026	-4.493517192993609
Hyp_T2h.Control	LOC101853224	0.7963056563826726
Hyp_T2h.Control	LOC101856161	-2.06261457105155
Hyp_T2h.Control	LOC101856716	-0.7340439610972537
Hyp_T2h.Control	LOC101850630	0.4251796051365007
Hyp_T2h.Control	LOC101852154	0.6147055462934811
Hyp_T2h.Control	LOC101852753	-4.821411876914005
Hyp_T2h.Control	LOC101856953	0.7265313310384691
Hyp_T2h.Control	LOC106011041	-3.240953799615904
Hyp_T2h.Control	LOC118477231	-1.997855915381414
Hyp_T2h.Control	LOC101856785	-1.9238317149967719
Hyp_T2h.Control	LOC106011044	-4.862651424249221
Hyp_T2h.Control	LOC101862396	0.51692269157181
Hyp_T2h.Control	LOC101864440	-1.1823302298022111
Hyp_T2h.Control	LOC101854625	-3.6474697309758035
Hyp_T2h.Control	LOC101850144	0.370673656610447
Hyp_T2h.Control	LOC101850938	0.8404971039456868
Hyp_T2h.Control	LOC101855547	-4.723494933653849
Hyp_T2h.Control	LOC101857772	0.6972159867112889
Hyp_T2h.Control	LOC101858006	-0.6321406997279042
Hyp_T2h.Control	LOC106011047	-2.431825783407993
Hyp_T2h.Control	LOC101846487	-2.8208075220272306
Hyp_T2h.Control	LOC101847177	-1.7827145791132197
Hyp_T2h.Control	LOC101847409	-2.2555611343304456
Hyp_T2h.Control	LOC101861716	0.3924742385657101
Hyp_T2h.Control	LOC101862331	-1.1033882528701737
Hyp_T2h.Control	LOC101845224	-0.42146631965555553
Hyp_T2h.Control	LOC101849436	-2.119094917708162
Hyp_T2h.Control	LOC101856637	-1.3954746995243208
Hyp_T2h.Control	LOC101854002	0.38364017068873335
Hyp_T2h.Control	LOC101859844	-3.5085252064792902
Hyp_T2h.Control	LOC101862397	-3.3382981427816487
Hyp_T2h.Control	LOC101849113	-1.344291499005255
Hyp_T2h.Control	LOC101849824	-1.609305258815668
Hyp_T2h.Control	LOC101853528	0.9639173385615106
Hyp_T2h.Control	LOC101853766	-1.4283442586180037
Hyp_T2h.Control	LOC101855170	-1.3002523185646664
Hyp_T2h.Control	LOC101861189	0.6468681193772894
Hyp_T2h.Control	LOC118477250	-1.6736228553551111
Hyp_T2h.Control	LOC101848946	-3.9657398008303093
Hyp_T2h.Control	LOC101855705	-2.2878088338707014
Hyp_T2h.Control	LOC101849353	0.5638945335082249
Hyp_T2h.Control	LOC101849825	0.4415506999418184
Hyp_T2h.Control	LOC101855930	-0.8895500939695256
Hyp_T2h.Control	LOC101857316	1.3827726502498845
Hyp_T2h.Control	LOC106011083	-5.98742111725066
Hyp_T2h.Control	LOC100533381	-0.8416321523505462
Hyp_T2h.Control	LOC101846197	-3.516419997250877
Hyp_T2h.Control	LOC101846410	-1.3784357651594505
Hyp_T2h.Control	LOC101857317	0.6187745703650832
Hyp_T2h.Control	LOC101853142	0.30525392858833517
Hyp_T2h.Control	LOC101853767	-0.8437777141270495
Hyp_T2h.Control	LOC101855470	0.6202646025142776
Hyp_T2h.Control	LOC101862856	-1.3373840988234915
Hyp_T2h.Control	LOC101851712	-1.172227734546453
Hyp_T2h.Control	LOC101864512	-2.5564365741593633
Hyp_T2h.Control	LOC101845832	-2.4199774900160835
Hyp_T2h.Control	LOC101847022	0.46769513250013817
Hyp_T2h.Control	LOC101853530	-2.0418194938925804
Hyp_T2h.Control	LOC101848498	-2.1401623477097576
Hyp_T2h.Control	LOC101850542	-1.3916609610566657
Hyp_T2h.Control	LOC118477141	-2.7579086052353787
Hyp_T2h.Control	LOC100856795	0.8277507030374083
Hyp_T2h.Control	LOC101860238	0.5016491867141157
Hyp_T2h.Control	LOC118477274	-2.834374782781878
Hyp_T2h.Control	LOC101861561	0.5725860689038824
Hyp_T2h.Control	LOC101862481	0.6980809811322344
Hyp_T2h.Control	LOC101864205	-2.785674566492868
Hyp_T2h.Control	LOC101845304	-0.5703795984453006
Hyp_T2h.Control	LOC101852227	-2.4375645229003995
Hyp_T2h.Control	LOC101853143	0.8757210921310393
Hyp_T2h.Control	LOC101862565	-3.0922188834857947
Hyp_T2h.Control	LOC101854395	-2.878228949538484
Hyp_T2h.Control	LOC101854552	-1.826311542481973
Hyp_T2h.Control	LOC101858389	-1.8582136034050982
Hyp_T2h.Control	LOC101863726	0.475584438494477
Hyp_T2h.Control	LOC101864442	-3.5560893857036304
Hyp_T2h.Control	LOC101845388	-1.8645767851008686
Hyp_T2h.Control	LOC101860149	-1.4365581346836025
Hyp_T2h.Control	LOC101860390	-2.0817628534823593
Hyp_T2h.Control	LOC101861191	0.3418903001790907
Hyp_T2h.Control	LOC101848336	0.6706486730372597
Hyp_T2h.Control	LOC101857469	-1.1266412281652516
Hyp_T2h.Control	LOC101852157	-1.0037363796792165
Hyp_T2h.Control	LOC118477283	-1.6406364798318154
Hyp_T2h.Control	LOC101854553	-2.8394104139964957
Hyp_T2h.Control	LOC101855172	0.8413645137960928
Hyp_T2h.Control	LOC101848573	0.7127838149699123
Hyp_T2h.Control	LOC101850871	-5.676258077493533
Hyp_T2h.Control	LOC101858842	-2.774361137280373
Hyp_T2h.Control	LOC101860391	-0.9388715809477929
Hyp_T2h.Control	LOC101860796	-2.470238959102941
Hyp_T2h.Control	LOC100533208	0.6024747642571636
Hyp_T2h.Control	LOC101848950	-0.7404238418197913
Hyp_T2h.Control	LOC101855471	-2.654597365306262
Hyp_T2h.Control	LOC118477304	-2.829834940838919
Hyp_T2h.Control	LOC101860005	0.7855726292649496
Hyp_T2h.Control	LOC106011128	-4.179565097302785
Hyp_T2h.Control	LOC106011129	-1.820526779644937
Hyp_T2h.Control	LOC101860876	-1.6745152313627591
Hyp_T2h.Control	LOC101862170	-1.1490802032133
Hyp_T2h.Control	LOC101853298	0.888115859229672
Hyp_T2h.Control	LOC101862567	1.190581653637649
