contrast	gene
Hyp_T6h.Control	LOC101849310
Hyp_T6h.Control	LOC101851517
Hyp_T6h.Control	LOC101856828
Hyp_T6h.Control	LOC101854737
Hyp_T6h.Control	LOC101860034
Hyp_T6h.Control	LOC101861675
Hyp_T6h.Control	LOC101854269
Hyp_T6h.Control	LOC101856446
Hyp_T6h.Control	LOC101847600
Hyp_T6h.Control	LOC101853874
Hyp_T6h.Control	LOC118478199
Hyp_T6h.Control	LOC101854514
Hyp_T6h.Control	LOC101847129
Hyp_T6h.Control	LOC101855438
Hyp_T6h.Control	LOC101861677
Hyp_T6h.Control	LOC101863529
Hyp_T6h.Control	LOC101853339
Hyp_T6h.Control	ER
Hyp_T6h.Control	LOC101863365
Hyp_T6h.Control	LOC101847205
Hyp_T6h.Control	LOC101852562
Hyp_T6h.Control	LOC101854657
Hyp_T6h.Control	LOC118478238
Hyp_T6h.Control	LOC101864243
Hyp_T6h.Control	LOC101856978
Hyp_T6h.Control	LOC101847280
Hyp_T6h.Control	LOC101850427
Hyp_T6h.Control	LOC101855038
Hyp_T6h.Control	LOC101862057
Hyp_T6h.Control	LOC101846155
Hyp_T6h.Control	LOC101850977
Hyp_T6h.Control	LOC101857199
Hyp_T6h.Control	LOC101853341
Hyp_T6h.Control	LOC101861973
Hyp_T6h.Control	LOC101849148
Hyp_T6h.Control	LOC100533314
Hyp_T6h.Control	LOC101846834
Hyp_T6h.Control	LOC101852565
Hyp_T6h.Control	LOC101862823
Hyp_T6h.Control	LOC101849075
Hyp_T6h.Control	LOC101853480
Hyp_T6h.Control	LOC101855669
Hyp_T6h.Control	LOC101863923
Hyp_T6h.Control	LOC101849558
Hyp_T6h.Control	LOC101852347
Hyp_T6h.Control	LOC101855585
Hyp_T6h.Control	LOC101853808
Hyp_T6h.Control	LOC106012732
Hyp_T6h.Control	LOC101856043
Hyp_T6h.Control	LOC101861148
Hyp_T6h.Control	LOC101845712
Hyp_T6h.Control	LOC101849790
Hyp_T6h.Control	LOC101860679
Hyp_T6h.Control	LOC101851288
Hyp_T6h.Control	LOC101854974
Hyp_T6h.Control	LOC101856913
Hyp_T6h.Control	LOC101857353
Hyp_T6h.Control	LOC101845262
Hyp_T6h.Control	LOC101864084
Hyp_T6h.Control	LOC101857133
Hyp_T6h.Control	LOC101857510
Hyp_T6h.Control	LOC101857432
Hyp_T6h.Control	LOC101856370
Hyp_T6h.Control	LOC101855898
Hyp_T6h.Control	LOC101859590
Hyp_T6h.Control	LOC100533389
Hyp_T6h.Control	LOC101862672
Hyp_T6h.Control	LOC101853186
Hyp_T6h.Control	LOC101860520
Hyp_T6h.Control	LOC101857817
Hyp_T6h.Control	LOC101858730
Hyp_T6h.Control	LOC101848770
Hyp_T6h.Control	LOC101851142
Hyp_T6h.Control	LOC101848461
Hyp_T6h.Control	LOC101852116
Hyp_T6h.Control	LOC101862439
Hyp_T6h.Control	LOC101854819
Hyp_T6h.Control	LOC101849872
Hyp_T6h.Control	LOC101861067
Hyp_T6h.Control	LOC101861228
Hyp_T6h.Control	LOC101862675
Hyp_T6h.Control	LOC101850506
Hyp_T6h.Control	LOC101862442
Hyp_T6h.Control	LOC101862891
Hyp_T6h.Control	LOC101852500
Hyp_T6h.Control	LOC101860044
Hyp_T6h.Control	LOC101846377
Hyp_T6h.Control	LOC101847759
Hyp_T6h.Control	LOC106012882
Hyp_T6h.Control	LOC101853345
Hyp_T6h.Control	LOC101854894
Hyp_T6h.Control	LOC101855364
Hyp_T6h.Control	LOC101861981
Hyp_T6h.Control	LOC106012890
Hyp_T6h.Control	LOC101851366
Hyp_T6h.Control	LOC101861684
Hyp_T6h.Control	LOC101847899
Hyp_T6h.Control	LOC101863535
Hyp_T6h.Control	LOC101854978
Hyp_T6h.Control	LOC101856126
Hyp_T6h.Control	LOC101856602
Hyp_T6h.Control	LOC101859663
Hyp_T6h.Control	LOC100533247
Hyp_T6h.Control	LOC101861230
Hyp_T6h.Control	LOC101848773
Hyp_T6h.Control	LOC101859593
Hyp_T6h.Control	LOC100533420
Hyp_T6h.Control	LOC101851217
Hyp_T6h.Control	LOC101856838
Hyp_T6h.Control	LOC106012967
Hyp_T6h.Control	LOC101862677
Hyp_T6h.Control	LOC101848608
Hyp_T6h.Control	LOC101862828
Hyp_T6h.Control	LOC101853816
Hyp_T6h.Control	LOC101857437
Hyp_T6h.Control	LOC118478493
Hyp_T6h.Control	LOC101857824
Hyp_T6h.Control	LOC101863054
Hyp_T6h.Control	LOC101847838
Hyp_T6h.Control	LOC101851296
Hyp_T6h.Control	LOC101860768
Hyp_T6h.Control	LOC101849725
Hyp_T6h.Control	LOC100533239
Hyp_T6h.Control	LOC101857597
Hyp_T6h.Control	LOC101861315
Hyp_T6h.Control	LOC101856128
Hyp_T6h.Control	LOC106013036
Hyp_T6h.Control	LOC101846990
Hyp_T6h.Control	LOC101850751
Hyp_T6h.Control	LOC101852207
Hyp_T6h.Control	LOC101856923
Hyp_T6h.Control	LOC106013078
Hyp_T6h.Control	LOC101846308
Hyp_T6h.Control	LOC101849406
Hyp_T6h.Control	LOC101851672
Hyp_T6h.Control	LOC101856924
Hyp_T6h.Control	LOC101848778
Hyp_T6h.Control	LOC101852272
Hyp_T6h.Control	LOC101855371
Hyp_T6h.Control	LOC101857902
Hyp_T6h.Control	LOC101847611
Hyp_T6h.Control	LOC100533212
Hyp_T6h.Control	LOC101855139
Hyp_T6h.Control	LOC101859970
Hyp_T6h.Control	LOC101862140
Hyp_T6h.Control	LOC101845803
Hyp_T6h.Control	LOC101846688
Hyp_T6h.Control	LOC101856465
Hyp_T6h.Control	LOC101852960
Hyp_T6h.Control	LOC101856377
Hyp_T6h.Control	LOC101859438
Hyp_T6h.Control	LOC118478573
Hyp_T6h.Control	LOC101850115
Hyp_T6h.Control	LOC118478581
Hyp_T6h.Control	LOC101855290
Hyp_T6h.Control	LOC101856378
Hyp_T6h.Control	LOC101862833
Hyp_T6h.Control	LOC106013171
Hyp_T6h.Control	LOC101852961
Hyp_T6h.Control	LOC101853195
Hyp_T6h.Control	LOC101855598
Hyp_T6h.Control	LOC101862834
Hyp_T6h.Control	LOC101845428
Hyp_T6h.Control	LOC101847844
Hyp_T6h.Control	LOC101855291
Hyp_T6h.Control	LOC101860529
Hyp_T6h.Control	LOC101861393
Hyp_T6h.Control	LOC101847528
Hyp_T6h.Control	LOC118478611
Hyp_T6h.Control	LOC106013241
Hyp_T6h.Control	LOC101860365
Hyp_T6h.Control	LOC101855600
Hyp_T6h.Control	LOC101859274
Hyp_T6h.Control	LOC101863617
Hyp_T6h.Control	LOC101851767
Hyp_T6h.Control	LOC101852882
Hyp_T6h.Control	LOC101846839
Hyp_T6h.Control	LOC101852053
Hyp_T6h.Control	LOC101858671
Hyp_T6h.Control	LOC101849323
Hyp_T6h.Control	LOC101858068
Hyp_T6h.Control	LOC118478636
Hyp_T6h.Control	LOC101864023
Hyp_T6h.Control	LOC101847378
Hyp_T6h.Control	LOC101854903
Hyp_T6h.Control	LOC101857906
Hyp_T6h.Control	LOC106013295
Hyp_T6h.Control	LOC101850443
Hyp_T6h.Control	LOC101861912
Hyp_T6h.Control	LOC101863383
Hyp_T6h.Control	LOC101846100
Hyp_T6h.Control	LOC101856383
Hyp_T6h.Control	LOC101862144
Hyp_T6h.Control	LOC101863300
Hyp_T6h.Control	LOC101864563
Hyp_T6h.Control	LOC101845277
Hyp_T6h.Control	LOC101849797
Hyp_T6h.Control	LOC101852654
Hyp_T6h.Control	LOC118478663
Hyp_T6h.Control	LOC101845200
Hyp_T6h.Control	LOC101864099
Hyp_T6h.Control	LOC101846923
Hyp_T6h.Control	LOC106013361
Hyp_T6h.Control	LOC101858365
Hyp_T6h.Control	LOC100533345
Hyp_T6h.Control	LOC106013369
Hyp_T6h.Control	LOC101850995
Hyp_T6h.Control	LOC101858523
Hyp_T6h.Control	LOC101863302
Hyp_T6h.Control	LOC101850605
Hyp_T6h.Control	LOC118478695
Hyp_T6h.Control	LOC101854756
Hyp_T6h.Control	LOC101847616
Hyp_T6h.Control	LOC101849413
Hyp_T6h.Control	LOC101856297
Hyp_T6h.Control	LOC101845808
Hyp_T6h.Control	LOC101852884
Hyp_T6h.Control	LOC101857909
Hyp_T6h.Control	LOC101862537
Hyp_T6h.Control	LOC101846386
Hyp_T6h.Control	LOC101851613
Hyp_T6h.Control	LOC101856136
Hyp_T6h.Control	LOC100533331
Hyp_T6h.Control	LOC101863624
Hyp_T6h.Control	LOC101864568
Hyp_T6h.Control	LOC101848244
Hyp_T6h.Control	LOC101850122
Hyp_T6h.Control	LOC101855220
Hyp_T6h.Control	ddx5
Hyp_T6h.Control	LOC106013432
Hyp_T6h.Control	LOC101855680
Hyp_T6h.Control	LOC101859206
Hyp_T6h.Control	LOC101862076
Hyp_T6h.Control	LOC101863625
Hyp_T6h.Control	LOC101863854
Hyp_T6h.Control	LOC101859366
Hyp_T6h.Control	LOC101845362
Hyp_T6h.Control	LOC101848925
Hyp_T6h.Control	LOC101851838
Hyp_T6h.Control	LOC101853356
Hyp_T6h.Control	LOC101856060
Hyp_T6h.Control	LOC101860287
Hyp_T6h.Control	LOC101850518
Hyp_T6h.Control	LOC100533455
Hyp_T6h.Control	LOC101850916
Hyp_T6h.Control	LOC101854987
Hyp_T6h.Control	LOC101845584
Hyp_T6h.Control	LOC101851452
Hyp_T6h.Control	LOC101851682
Hyp_T6h.Control	LOC101848248
Hyp_T6h.Control	LOC101845811
Hyp_T6h.Control	LOC101852738
Hyp_T6h.Control	LOC101854762
Hyp_T6h.Control	LOC101858369
Hyp_T6h.Control	LOC101846174
Hyp_T6h.Control	LOC101854835
Hyp_T6h.Control	LOC101855986
Hyp_T6h.Control	LOC101857290
Hyp_T6h.Control	LOC101859676
Hyp_T6h.Control	LOC101845510
Hyp_T6h.Control	LOC101848623
Hyp_T6h.Control	LOC101847541
Hyp_T6h.Control	LOC101847777
Hyp_T6h.Control	LOC101849569
Hyp_T6h.Control	LOC106013573
Hyp_T6h.Control	LOC101845434
Hyp_T6h.Control	LOC101851309
Hyp_T6h.Control	LOC101855304
Hyp_T6h.Control	LOC101863706
Hyp_T6h.Control	LOC101850049
Hyp_T6h.Control	LOC101857453
Hyp_T6h.Control	LOC100533225
Hyp_T6h.Control	LOC101851617
Hyp_T6h.Control	LOC101849174
Hyp_T6h.Control	LOC101852891
Hyp_T6h.Control	LOC101845371
Hyp_T6h.Control	LOC101846323
Hyp_T6h.Control	LOC101854130
Hyp_T6h.Control	LOC101860938
Hyp_T6h.Control	LOC101861630
Hyp_T6h.Control	LOC101862987
Hyp_T6h.Control	LOC101863474
Hyp_T6h.Control	LOC101851908
Hyp_T6h.Control	LOC101845288
Hyp_T6h.Control	LOC101859613
Hyp_T6h.Control	LOC101861333
Hyp_T6h.Control	LOC101845817
Hyp_T6h.Control	LOC101850924
Hyp_T6h.Control	LOC101852814
Hyp_T6h.Control	LOC101853277
Hyp_T6h.Control	LOC101861925
Hyp_T6h.Control	LOC101852743
Hyp_T6h.Control	LOC101859682
Hyp_T6h.Control	LOC101848713
Hyp_T6h.Control	LOC101850863
Hyp_T6h.Control	LOC101858822
Hyp_T6h.Control	LOC101850384
Hyp_T6h.Control	LOC101861557
Hyp_T6h.Control	LOC101854063
Hyp_T6h.Control	LOC101861015
Hyp_T6h.Control	LOC101861706
Hyp_T6h.Control	LOC101864277
Hyp_T6h.Control	LOC101844970
Hyp_T6h.Control	LOC101858460
Hyp_T6h.Control	LOC101861412
Hyp_T6h.Control	LOC101861863
Hyp_T6h.Control	LOC101848403
Hyp_T6h.Control	LOC101853517
Hyp_T6h.Control	LOC101862550
Hyp_T6h.Control	LOC101862241
Hyp_T6h.Control	LOC101846185
Hyp_T6h.Control	LOC101851240
Hyp_T6h.Control	LOC101845822
Hyp_T6h.Control	LOC101850460
Hyp_T6h.Control	LOC101852666
Hyp_T6h.Control	LOC101856632
Hyp_T6h.Control	LOC101856864
Hyp_T6h.Control	LOC101853907
Hyp_T6h.Control	LOC101855319
Hyp_T6h.Control	LOC101855926
Hyp_T6h.Control	LOC101861866
Hyp_T6h.Control	LOC101848870
Hyp_T6h.Control	LOC101856240
Hyp_T6h.Control	LOC106014078
Hyp_T6h.Control	LOC106014121
Hyp_T6h.Control	LOC106014134
Hyp_T6h.Control	LOC101848267
Hyp_T6h.Control	LOC106014153
Hyp_T6h.Hyp_T2h	LOC101847916
Hyp_T6h.Hyp_T2h	LOC101852216
Hyp_T6h.Hyp_T2h	LOC101857918
Hyp_T6h.Hyp_T2h	LOC101848094
Hyp_T6h.Hyp_T2h	LOC101856239
Hyp_T6h.Hyp_T2h	LOC101860474
Hyp_T6h.Hyp_T2h	LOC101845448
Hyp_T6h.Hyp_T2h	LOC101847408
Hyp_T6h.Hyp_T2h	LOC100533301
Hyp_T6h.Hyp_T2h	LOC100533411
Hyp_T6h.Hyp_T2h	LOC100856795
Hyp_T6h.Hyp_T2h	LOC101845077
Hyp_T6h.Hyp_T2h	LOC101863968
Hyp_T6h.Hyp_T2h	LOC106011289
Hyp_T6h.Hyp_T2h	LOC101858096
Hyp_T6h.Hyp_T2h	LOC101845914
Hyp_T6h.Hyp_T2h	LOC101848430
Hyp_T6h.Hyp_T2h	LOC101857797
Hyp_T6h.Hyp_T2h	LOC101856659
Hyp_T6h.Hyp_T2h	LOC101847822
Hyp_T6h.Hyp_T2h	LOC101845924
Hyp_T6h.Hyp_T2h	LOC101853169
Hyp_T6h.Hyp_T2h	LOC101863681
Hyp_T6h.Hyp_T2h	LOC101845787
Hyp_T6h.Hyp_T2h	LOC101864238
Hyp_T6h.Hyp_T2h	LOC101857813
Hyp_T6h.Hyp_T2h	LOC101856369
Hyp_T6h.Hyp_T2h	LOC101848458
Hyp_T6h.Hyp_T2h	LOC101854819
Hyp_T6h.Hyp_T2h	LOC101853879
Hyp_T6h.Hyp_T2h	LOC101862891
Hyp_T6h.Hyp_T2h	LOC101851217
Hyp_T6h.Hyp_T2h	LOC106013068
Hyp_T6h.Hyp_T2h	LOC101851983
Hyp_T6h.Hyp_T2h	LOC101852207
Hyp_T6h.Hyp_T2h	LOC106013078
Hyp_T6h.Hyp_T2h	LOC101864330
Hyp_T6h.Hyp_T2h	LOC101853119
Hyp_T6h.Hyp_T2h	LOC101856927
Hyp_T6h.Hyp_T2h	LOC101851767
Hyp_T6h.Hyp_T2h	LOC101863138
Hyp_T6h.Hyp_T2h	LOC101855980
Hyp_T6h.Hyp_T2h	LOC100533452
Hyp_T6h.Hyp_T2h	LOC101858069
Hyp_T6h.Hyp_T2h	LOC106013432
Hyp_T6h.Hyp_T2h	LOC101855680
Hyp_T6h.Hyp_T2h	LOC101853356
Hyp_T6h.Hyp_T2h	LOC101845584
Hyp_T6h.Hyp_T2h	LOC101856766
Hyp_T6h.Hyp_T2h	LOC101858460
LtH_6.Control	LOC101848083
LtH_6.Control	LOC101848620
LtH_6.Control	LOC101850212
LtH_6.Control	LOC101850682
LtH_6.Control	LOC101850917
LtH_6.Control	LOC101853981
LtH_6.Control	LOC101855910
LtH_6.Control	LOC101859745
LtH_6.Control	LOC101860615
LtH_6.Control	LOC101862382
LtH_6.Control	LOC101845657
LtH_6.Control	LOC101862691
LtH_6.Control	LOC101848154
LtH_6.Control	LOC101848702
LtH_6.Control	LOC101850373
LtH_6.Control	LOC101851304
LtH_6.Control	LOC101851991
LtH_6.Control	LOC101847774
LtH_6.Control	LOC101849803
LtH_6.Control	LOC101851776
LtH_6.Control	LOC101857155
LtH_6.Control	LOC101858752
LtH_6.Control	LOC101851541
LtH_6.Control	LOC101863308
LtH_6.Control	LOC101846543
LtH_6.Control	LOC101849171
LtH_6.Control	LOC101859369
LtH_6.Control	LOC101861010
LtH_6.Control	LOC106011226
LtH_6.Control	LOC118477356
LtH_6.Control	LOC101857074
LtH_6.Control	LOC101851543
LtH_6.Control	LOC101852061
LtH_6.Control	LOC101852288
LtH_6.Control	LOC101854298
LtH_6.Control	LOC101856141
LtH_6.Control	LOC101857156
LtH_6.Control	LOC101854990
LtH_6.Control	LOC101860137
LtH_6.Control	LOC101845285
LtH_6.Control	LOC101858904
LtH_6.Control	LOC101861697
LtH_6.Control	LOC100533336
LtH_6.Control	LOC101862385
LtH_6.Control	LOC101853986
LtH_6.Control	LOC101862464
LtH_6.Control	LOC101863223
LtH_6.Control	LOC101845286
LtH_6.Control	LOC101845589
LtH_6.Control	LOC101854915
LtH_6.Control	LOC101851994
LtH_6.Control	LOC101863788
LtH_6.Control	LOC101845814
LtH_6.Control	LOC101852137
LtH_6.Control	LOC101856548
LtH_6.Control	LOC101857847
LtH_6.Control	LOC101852063
LtH_6.Control	LOC101862386
LtH_6.Control	LOC101863859
LtH_6.Control	LOC101847696
LtH_6.Control	LOC101850296
LtH_6.Control	LOC118477858
LtH_6.Control	LOC101863947
LtH_6.Control	LOC101847627
LtH_6.Control	LOC101848711
LtH_6.Control	LOC101848934
LtH_6.Control	LOC101856309
LtH_6.Control	LOC101851092
LtH_6.Control	LOC101852065
LtH_6.Control	LOC101852523
LtH_6.Control	LOC101845207
LtH_6.Control	LOC101846324
LtH_6.Control	LOC101847784
LtH_6.Control	LOC101849262
LtH_6.Control	LOC101851315
LtH_6.Control	LOC101852294
LtH_6.Control	LOC101857850
LtH_6.Control	LOC101863071
LtH_6.Control	LOC101845664
LtH_6.Control	LOC101853900
LtH_6.Control	LOC101859532
LtH_6.Control	LOC101861094
LtH_6.Control	LOC101862848
LtH_6.Control	LOC118478142
LtH_6.Control	LOC101864497
LtH_6.Control	LOC101850455
LtH_6.Control	LOC101861096
LtH_6.Control	LOC101861785
LtH_6.Control	LOC100533367
LtH_6.Control	LOC101855994
LtH_6.Control	KHC1
LtH_6.Control	LOC101851383
LtH_6.Control	LOC101857532
LtH_6.Control	LOC101858540
LtH_6.Control	LOC101848163
LtH_6.Control	LOC101849343
LtH_6.Control	LOC101849815
LtH_6.Control	LOC101851697
LtH_6.Control	LOC101852299
LtH_6.Control	LOC101858907
LtH_6.Control	LOC101854223
LtH_6.Control	LOC101855228
LtH_6.Control	LOC100533340
LtH_6.Control	LOC118478329
LtH_6.Control	LOC101855694
LtH_6.Control	LOC101848488
LtH_6.Control	LOC101851996
LtH_6.Control	LOC101859991
LtH_6.Control	LOC101863711
LtH_6.Control	LOC101861256
LtH_6.Control	LOC101861708
LtH_6.Control	LOC101863402
LtH_6.Control	LOC101846939
LtH_6.Control	LOC101849663
LtH_6.Control	LOC101855767
LtH_6.Control	LOC101849109
LtH_6.Control	LOC101863639
LtH_6.Control	LOC101852143
LtH_6.Control	LOC101856555
LtH_6.Control	LOC101859684
LtH_6.Control	LOC101857306
LtH_6.Control	LOC101864435
LtH_6.Control	LOC101848565
LtH_6.Control	LOC101849268
LtH_6.Control	LOC101851171
LtH_6.Control	LOC101852819
LtH_6.Control	LOC101853053
LtH_6.Control	LOC101853283
LtH_6.Control	LOC101858990
LtH_6.Control	LOC101850530
LtH_6.Control	LOC118478822
LtH_6.Control	LOC101859539
LtH_6.Control	LOC101862091
LtH_6.Control	LOC101862321
LtH_6.Control	LOC101862320
LtH_6.Control	LOC101863236
LtH_6.Control	LOC101846554
LtH_6.Control	LOC101845148
LtH_6.Control	LOC101852667
LtH_6.Control	LOC101853285
LtH_6.Control	LOC101853672
LtH_6.Control	LOC101854387
LtH_6.Control	LOC101855316
LtH_6.Control	LOC101857310
LtH_6.Control	LOC101860626
LtH_6.Control	LOC101848094
LtH_6.Control	LOC101849026
LtH_6.Control	LOC101850389
LtH_6.Control	LOC101858466
LtH_6.Control	LOC101859147
LtH_6.Control	LOC100533406
LtH_6.Control	LOC101859381
LtH_6.Control	LOC101861181
LtH_6.Control	LOC101850059
LtH_6.Control	LOC101850775
LtH_6.Control	LOC101846404
LtH_6.Control	LOC101846790
LtH_6.Control	LOC118479089
LtH_6.Control	LOC101848939
LtH_6.Control	LOC101856239
LtH_6.Control	LOC100533262
LtH_6.Control	LOC101853221
LtH_6.Control	LOC101855702
LtH_6.Control	LOC101863565
LtH_6.Control	LOC100533366
LtH_6.Control	LOC101855166
LtH_6.Control	LOC101859998
LtH_6.Control	LOC101856158
LtH_6.Control	LOC100533260
LtH_6.Control	LOC100533398
LtH_6.Control	LOC101860233
LtH_6.Control	LOC101847406
LtH_6.Control	LOC101849523
LtH_6.Control	LOC101845985
LtH_6.Control	LOC106014215
LtH_6.Control	LOC101846793
LtH_6.Control	LOC101854777
LtH_6.Control	LOC101857544
LtH_6.Control	LOC101858918
LtH_6.Control	LOC101849671
LtH_6.Control	LOC101860235
LtH_6.Control	LOC101857230
LtH_6.Control	LOC101858246
LtH_6.Control	LOC101858763
LtH_6.Control	LOC101859462
LtH_6.Control	LOC100533424
LtH_6.Control	LOC100533399
LtH_6.Control	LOC101847935
LtH_6.Control	LOC101858919
LtH_6.Control	LOC100533258
LtH_6.Control	LOC101845448
LtH_6.Control	LOC101850780
LtH_6.Control	LOC101848269
LtH_6.Control	LOC101860479
LtH_6.Control	LOC101863652
LtH_6.Control	LOC101864367
LtH_6.Control	LOC101850937
LtH_6.Control	LOC101852385
LtH_6.Control	LOC101861873
LtH_6.Control	LOC101854148
LtH_6.Control	LOC101846946
LtH_6.Control	LOC101850630
LtH_6.Control	LOC101852386
LtH_6.Control	LOC101857388
LtH_6.Control	LOC101846269
LtH_6.Control	LOC101846485
LtH_6.Control	LOC101851925
LtH_6.Control	LOC101862396
LtH_6.Control	LOC101862855
LtH_6.Control	LOC101847475
LtH_6.Control	LOC101848418
LtH_6.Control	LOC101849526
LtH_6.Control	LOC101849907
LtH_6.Control	LOC101860077
LtH_6.Control	GnRH
LtH_6.Control	LOC101848098
LtH_6.Control	LOC101848335
LtH_6.Control	LOC101845224
LtH_6.Control	LOC100533282
LtH_6.Control	LOC101848804
LtH_6.Control	LOC101849823
LtH_6.Control	LOC101857547
LtH_6.Control	LOC101858695
LtH_6.Control	LOC101853765
LtH_6.Control	LOC100533301
LtH_6.Control	LOC106011055
LtH_6.Control	LOC101861494
LtH_6.Control	LOC100533411
LtH_6.Control	LOC101863001
LtH_6.Control	LOC101863415
LtH_6.Control	LOC101845755
LtH_6.Control	LOC101846195
LtH_6.Control	LOC100533356
LtH_6.Control	LOC101858090
LtH_6.Control	LOC101863960
LtH_6.Control	LOC101861189
LtH_6.Control	LOC101855930
LtH_6.Control	LOC101858250
LtH_6.Control	LOC101848099
LtH_6.Control	LOC100533381
LtH_6.Control	LOC101850234
LtH_6.Control	LOC118477265
LtH_6.Control	LOC101854852
LtH_6.Control	LOC101855470
LtH_6.Control	LOC101851712
LtH_6.Control	LOC101855406
LtH_6.Control	LOC101850146
LtH_6.Control	LOC100533263
LtH_6.Control	LOC101858330
LtH_6.Control	LOC101853769
LtH_6.Control	LOC101861191
LtH_6.Control	LOC101847410
LtH_6.Control	LOC101848729
LtH_6.Control	LOC101850633
LtH_6.Control	LOC101852157
LtH_6.Control	LOC101853683
LtH_6.Control	LOC101858608
LtH_6.Control	LOC101860239
LtH_6.Control	LOC101862399
LtH_6.Control	LOC101845757
LtH_6.Control	LOC101847411
LtH_6.Control	LOC101856083
LtH_6.Control	LOC101860391
LtH_6.Control	LOC101848950
LtH_6.Control	LOC101849440
LtH_6.Control	LOC101853446
LtH_6.Control	LOC101855083
LtH_6.Control	LOC101855238
LtH_6.Control	LOC101862170
LtH_6.Control	LOC101862567
LtH_6.Control	LOC101845226
LtH_6.Control	LOC101848182
LtH_6.Control	LOC101849675
LtH_6.Control	LOC101850066
LtH_6.Control	LOC101850312
LtH_6.Control	LOC101848501
LtH_6.Control	LOC101858010
LtH_6.Control	LOC101845452
LtH_6.Control	LOC101845676
LtH_6.Control	LOC101846950
LtH_6.Control	LOC101851793
LtH_6.Control	LOC101860392
LtH_6.Control	LOC101862568
LtH_6.Control	LOC101846564
LtH_6.Control	LOC100533257
LtH_6.Control	LOC101853070
LtH_6.Control	LOC101855932
LtH_6.Control	LOC101856499
LtH_6.Control	LOC101858697
LtH_6.Control	LOC101851251
LtH_6.Control	LOC101861564
LtH_6.Control	LOC101863089
LtH_6.Control	LOC118477345
LtH_6.Control	LOC101852309
LtH_6.Control	LOC101853685
LtH_6.Control	LOC101861794
LtH_6.Control	LOC101857177
LtH_6.Control	LOC101858612
LtH_6.Control	MRP
LtH_6.Control	LOC101849827
LtH_6.Control	LOC101846273
LtH_6.Control	LOC101852607
LtH_6.Control	LOC101853918
LtH_6.Control	LOC101855409
LtH_6.Control	LOC101857397
LtH_6.Control	LOC101846492
LtH_6.Control	LOC101849828
LtH_6.Control	LOC101851631
LtH_6.Control	LOC101845077
LtH_6.Control	LOC101859228
LtH_6.Control	LOC118477363
LtH_6.Control	LOC101863732
LtH_6.Control	LOC101851717
LtH_6.Control	LOC101859918
LtH_6.Control	LOC101851253
LtH_6.Control	LOC101861194
LtH_6.Control	LOC101855088
LtH_6.Control	LOC101861429
LtH_6.Control	LOC101861649
LtH_6.Control	LOC101849600
LtH_6.Control	LOC100533395
LtH_6.Control	LOC101855857
LtH_6.Control	LOC101858769
LtH_6.Control	LOC101857937
LtH_6.Control	LOC101852838
LtH_6.Control	LOC101854315
LtH_6.Control	LOC101848185
LtH_6.Control	LOC101863969
LtH_6.Control	LOC101853376
LtH_6.Control	LOC101857631
LtH_6.Control	LOC101847568
LtH_6.Control	LOC101848340
LtH_6.Control	LOC101849446
LtH_6.Control	LOC101851857
LtH_6.Control	LOC101847027
LtH_6.Control	LOC101863886
LtH_6.Control	LOC101848956
LtH_6.Control	LOC101858926
LtH_6.Control	LOC101863970
LtH_6.Control	LOC101860731
LtH_6.Control	LOC101862789
LtH_6.Control	LOC106011304
LtH_6.Control	LOC101857475
LtH_6.Control	LOC101858700
LtH_6.Control	LOC101860798
LtH_6.Control	LOC101845228
LtH_6.Control	LOC101845837
LtH_6.Control	LOC101847094
LtH_6.Control	PC1B
LtH_6.Control	LOC101855936
LtH_6.Control	LOC101856331
LtH_6.Control	LOC101858701
LtH_6.Control	LOC101845765
LtH_6.Control	LOC101858479
LtH_6.Control	LOC101846871
LtH_6.Control	LOC101862861
LtH_6.Control	LOC101863253
LtH_6.Control	LOC101850637
LtH_6.Control	LOC101851336
LtH_6.Control	LOC101852538
LtH_6.Control	LOC101861028
LtH_6.Control	LOC101845908
LtH_6.Control	LOC101857014
LtH_6.Control	LOC101857476
LtH_6.Control	LOC101859394
LtH_6.Control	LOC101860157
LtH_6.Control	LOC101848651
LtH_6.Control	LOC101851722
LtH_6.Control	LOC101855860
LtH_6.Control	LOC101860318
LtH_6.Control	LOC101860800
LtH_6.Control	LOC101849915
LtH_6.Control	LOC101852614
LtH_6.Control	LOC101856170
LtH_6.Control	LOC101856643
LtH_6.Control	LOC101849996
LtH_6.Control	LOC100533543
LtH_6.Control	LOC100533276
LtH_6.Control	LOC101850552
LtH_6.Control	LOC101853304
LtH_6.Control	LOC101855552
LtH_6.Control	LOC101862490
LtH_6.Control	LOC101851029
LtH_6.Control	LOC101858480
LtH_6.Control	LOC101845230
LtH_6.Control	LOC101861030
LtH_6.Control	LOC101846805
LtH_6.Control	LOC101848653
LtH_6.Control	LOC101850238
LtH_6.Control	LOC101859092
LtH_6.Control	LOC101845085
LtH_6.Control	LOC101850709
LtH_6.Control	LOC101850947
LtH_6.Control	LOC101847482
LtH_6.Control	LOC101857100
LtH_6.Control	LOC101854632
LtH_6.Control	LOC101858621
LtH_6.Control	LOC101850877
LtH_6.Control	LOC101848280
LtH_6.Control	LOC101851570
LtH_6.Control	LOC101852916
LtH_6.Control	LOC118477492
LtH_6.Control	LOC101858703
LtH_6.Control	LOC101847575
LtH_6.Control	LOC101845459
LtH_6.Control	LOC101862719
LtH_6.Control	LOC101848654
