contrast	gene
LtH_6.Hyp_T6h	LOC101845915
LtH_6.Hyp_T6h	LOC101850326
LtH_6.Hyp_T6h	LOC101850797
LtH_6.Hyp_T6h	LOC101851861
LtH_6.Hyp_T6h	LOC101853078
LtH_6.Hyp_T6h	LOC101853926
LtH_6.Hyp_T6h	LOC101854160
LtH_6.Hyp_T6h	LOC106011477
LtH_6.Hyp_T6h	LOC100533316
LtH_6.Hyp_T6h	LOC101859006
LtH_6.Hyp_T6h	LOC101860089
LtH_6.Hyp_T6h	LOC101860887
LtH_6.Hyp_T6h	LOC101847951
LtH_6.Hyp_T6h	LOC101850241
LtH_6.Hyp_T6h	LOC101853690
LtH_6.Hyp_T6h	LOC101856507
LtH_6.Hyp_T6h	LOC106011490
LtH_6.Hyp_T6h	LOC101861032
LtH_6.Hyp_T6h	LOC101847101
LtH_6.Hyp_T6h	LOC101847578
LtH_6.Hyp_T6h	LOC101848514
LtH_6.Hyp_T6h	LOC101856258
LtH_6.Hyp_T6h	LOC101858932
LtH_6.Hyp_T6h	LOC101845767
LtH_6.Hyp_T6h	LOC101845996
LtH_6.Hyp_T6h	LOC101862867
LtH_6.Hyp_T6h	LOC101863808
LtH_6.Hyp_T6h	LOC101847102
LtH_6.Hyp_T6h	LOC101849202
LtH_6.Hyp_T6h	LOC101850164
LtH_6.Hyp_T6h	LOC118477542
LtH_6.Hyp_T6h	LOC101856571
LtH_6.Hyp_T6h	LOC101851863
LtH_6.Hyp_T6h	LOC101853080
LtH_6.Hyp_T6h	LOC118477545
LtH_6.Hyp_T6h	LOC101861118
LtH_6.Hyp_T6h	LOC101852687
LtH_6.Hyp_T6h	LOC101850327
LtH_6.Hyp_T6h	LOC118477551
LtH_6.Hyp_T6h	LOC101858177
LtH_6.Hyp_T6h	LOC101845619
LtH_6.Hyp_T6h	LOC101850242
LtH_6.Hyp_T6h	LOC101861808
LtH_6.Hyp_T6h	LOC118477566
LtH_6.Hyp_T6h	LOC101851345
LtH_6.Hyp_T6h	LOC101852761
LtH_6.Hyp_T6h	LOC101856096
LtH_6.Hyp_T6h	LOC101858262
LtH_6.Hyp_T6h	LOC101863259
LtH_6.Hyp_T6h	LOC101863505
LtH_6.Hyp_T6h	LOC101850558
LtH_6.Hyp_T6h	LOC101858485
LtH_6.Hyp_T6h	LOC101853548
LtH_6.Hyp_T6h	PC2
LtH_6.Hyp_T6h	LOC101859632
LtH_6.Hyp_T6h	LOC101860091
LtH_6.Hyp_T6h	LOC101860324
LtH_6.Hyp_T6h	LOC101855557
LtH_6.Hyp_T6h	LOC101861035
LtH_6.Hyp_T6h	LOC101856650
LtH_6.Hyp_T6h	LOC118477576
LtH_6.Hyp_T6h	LOC101862792
LtH_6.Hyp_T6h	LOC100533443
LtH_6.Hyp_T6h	LOC101850244
LtH_6.Hyp_T6h	LOC101846346
LtH_6.Hyp_T6h	LOC101846576
LtH_6.Hyp_T6h	LOC101846957
LtH_6.Hyp_T6h	LOC101852014
LtH_6.Hyp_T6h	LOC101860166
LtH_6.Hyp_T6h	LOC101852237
LtH_6.Hyp_T6h	LOC101853232
LtH_6.Hyp_T6h	LOC101854323
LtH_6.Hyp_T6h	LOC101859567
LtH_6.Hyp_T6h	LOC101846879
LtH_6.Hyp_T6h	LOC101847718
LtH_6.Hyp_T6h	LOC106011599
LtH_6.Hyp_T6h	LOC101852403
LtH_6.Hyp_T6h	LOC101858263
LtH_6.Hyp_T6h	LOC101850329
LtH_6.Hyp_T6h	LOC101855185
LtH_6.Hyp_T6h	LOC101855639
LtH_6.Hyp_T6h	LOC101853082
LtH_6.Hyp_T6h	LOC106011624
LtH_6.Hyp_T6h	LOC101862870
LtH_6.Hyp_T6h	LOC101863262
LtH_6.Hyp_T6h	LOC101849047
LtH_6.Hyp_T6h	LOC101849286
LtH_6.Hyp_T6h	LOC101851347
LtH_6.Hyp_T6h	LOC101852239
LtH_6.Hyp_T6h	LOC101853931
LtH_6.Hyp_T6h	LOC101854407
LtH_6.Hyp_T6h	LOC101854635
LtH_6.Hyp_T6h	LOC101849922
LtH_6.Hyp_T6h	LOC101863581
LtH_6.Hyp_T6h	LOC101864062
LtH_6.Hyp_T6h	LOC101864295
LtH_6.Hyp_T6h	LOC101847871
LtH_6.Hyp_T6h	LOC101853313
LtH_6.Hyp_T6h	LOC101857108
LtH_6.Hyp_T6h	LOC101859782
LtH_6.Hyp_T6h	LOC101852922
LtH_6.Hyp_T6h	LOC101853550
LtH_6.Hyp_T6h	LOC101858625
LtH_6.Hyp_T6h	LOC101859011
LtH_6.Hyp_T6h	LOC118477621
LtH_6.Hyp_T6h	LOC101860093
LtH_6.Hyp_T6h	LOC101848430
LtH_6.Hyp_T6h	LOC101851495
LtH_6.Hyp_T6h	LOC106011661
LtH_6.Hyp_T6h	LOC101854791
LtH_6.Hyp_T6h	LOC101846210
LtH_6.Hyp_T6h	LOC101861122
LtH_6.Hyp_T6h	LOC101848966
LtH_6.Hyp_T6h	LOC106011673
LtH_6.Hyp_T6h	LOC101850886
LtH_6.Hyp_T6h	LOC101851124
LtH_6.Hyp_T6h	LOC101856341
LtH_6.Hyp_T6h	LOC101852320
LtH_6.Hyp_T6h	LOC101848585
LtH_6.Hyp_T6h	LOC101849844
LtH_6.Hyp_T6h	LOC101855251
LtH_6.Hyp_T6h	LOC101856097
LtH_6.Hyp_T6h	LOC101859933
LtH_6.Hyp_T6h	LOC101854016
LtH_6.Hyp_T6h	LOC101854948
LtH_6.Hyp_T6h	LOC101855641
LtH_6.Hyp_T6h	LOC101859404
LtH_6.Hyp_T6h	LOC101847186
LtH_6.Hyp_T6h	LOC101849207
LtH_6.Hyp_T6h	LOC118477652
LtH_6.Hyp_T6h	LOC101860808
LtH_6.Hyp_T6h	LOC101864141
LtH_6.Hyp_T6h	LOC101851266
LtH_6.Hyp_T6h	LOC101846134
LtH_6.Hyp_T6h	LOC101847187
LtH_6.Hyp_T6h	LOC101847421
LtH_6.Hyp_T6h	LOC101850561
LtH_6.Hyp_T6h	LOC101856424
LtH_6.Hyp_T6h	LOC101857794
LtH_6.Hyp_T6h	LOC101862268
LtH_6.Hyp_T6h	LOC101846211
LtH_6.Hyp_T6h	LOC101846580
LtH_6.Hyp_T6h	LOC101852691
LtH_6.Hyp_T6h	LOC101857251
LtH_6.Hyp_T6h	LOC101859853
LtH_6.Hyp_T6h	LOC101861280
LtH_6.Hyp_T6h	LOC101863981
LtH_6.Hyp_T6h	LOC101848432
LtH_6.Hyp_T6h	LOC101855488
LtH_6.Hyp_T6h	LOC101857113
LtH_6.Hyp_T6h	LOC101857336
LtH_6.Hyp_T6h	LOC101853852
LtH_6.Hyp_T6h	LOC101858106
LtH_6.Hyp_T6h	LOC101859856
LtH_6.Hyp_T6h	LOC101845772
LtH_6.Hyp_T6h	LOC101852407
LtH_6.Hyp_T6h	LOC101853086
LtH_6.Hyp_T6h	LOC100533328
LtH_6.Hyp_T6h	LOC101854170
LtH_6.Hyp_T6h	LOC101855725
LtH_6.Hyp_T6h	LOC101857797
LtH_6.Hyp_T6h	LOC101863670
LtH_6.Hyp_T6h	LOC100533407
LtH_6.Hyp_T6h	LOC101864619
LtH_6.Hyp_T6h	LOC101848748
LtH_6.Hyp_T6h	LOC100533261
LtH_6.Hyp_T6h	LOC101848886
LtH_6.Hyp_T6h	LOC100533347
LtH_6.Hyp_T6h	LOC101855255
LtH_6.Hyp_T6h	LOC101858407
LtH_6.Hyp_T6h	LOC101859706
LtH_6.Hyp_T6h	LOC101845400
LtH_6.Hyp_T6h	LOC101852545
LtH_6.Hyp_T6h	LOC101854084
LtH_6.Hyp_T6h	LOC101861207
LtH_6.Hyp_T6h	LOC101863022
LtH_6.Hyp_T6h	LOC101854085
LtH_6.Hyp_T6h	LOC101858342
LtH_6.Hyp_T6h	LOC101856265
LtH_6.Hyp_T6h	LOC101863437
LtH_6.Hyp_T6h	LOC106011809
LtH_6.Hyp_T6h	LOC101845548
LtH_6.Hyp_T6h	LOC101846351
LtH_6.Hyp_T6h	LOC101848110
LtH_6.Hyp_T6h	LOC101855423
LtH_6.Hyp_T6h	LOC101858628
LtH_6.Hyp_T6h	LOC101859015
LtH_6.Hyp_T6h	LOC101848520
LtH_6.Hyp_T6h	LOC101852851
LtH_6.Hyp_T6h	LOC101854498
LtH_6.Hyp_T6h	LOC101856965
LtH_6.Hyp_T6h	LOC101857408
LtH_6.Hyp_T6h	LOC101858030
LtH_6.Hyp_T6h	LOC101859410
LtH_6.Hyp_T6h	LOC101859858
LtH_6.Hyp_T6h	LOC101846353
LtH_6.Hyp_T6h	LOC101850417
LtH_6.Hyp_T6h	LOC101850650
LtH_6.Hyp_T6h	LOC101851350
LtH_6.Hyp_T6h	LOC101857485
LtH_6.Hyp_T6h	LOC101853939
LtH_6.Hyp_T6h	LOC101858408
LtH_6.Hyp_T6h	LOC101860018
LtH_6.Hyp_T6h	LOC101862187
LtH_6.Hyp_T6h	LOC101852410
LtH_6.Hyp_T6h	LOC101848522
LtH_6.Hyp_T6h	LOC101848752
LtH_6.Hyp_T6h	LOC101849376
LtH_6.Hyp_T6h	LOC118477736
LtH_6.Hyp_T6h	LOC101864226
LtH_6.Hyp_T6h	LOC101845469
LtH_6.Hyp_T6h	LOC101845924
LtH_6.Hyp_T6h	LOC101857950
LtH_6.Hyp_T6h	LOC101855872
LtH_6.Hyp_T6h	LOC101861285
LtH_6.Hyp_T6h	LOC101849846
LtH_6.Hyp_T6h	LOC100533434
LtH_6.Hyp_T6h	LOC101855646
LtH_6.Hyp_T6h	LOC118477770
LtH_6.Hyp_T6h	LOC101852024
LtH_6.Hyp_T6h	LOC101852478
LtH_6.Hyp_T6h	LOC101853003
LtH_6.Hyp_T6h	LOC101857951
LtH_6.Hyp_T6h	LOC101860818
LtH_6.Hyp_T6h	LOC101861732
LtH_6.Hyp_T6h	LOC106011913
LtH_6.Hyp_T6h	LOC101846654
LtH_6.Hyp_T6h	LOC101848357
LtH_6.Hyp_T6h	LOC101856183
LtH_6.Hyp_T6h	LOC101858862
LtH_6.Hyp_T6h	LOC101845697
LtH_6.Hyp_T6h	LOC101849932
LtH_6.Hyp_T6h	LOC101855105
LtH_6.Hyp_T6h	LOC100533544
LtH_6.Hyp_T6h	LOC101857409
LtH_6.Hyp_T6h	LOC101860102
LtH_6.Hyp_T6h	LOC101859860
LtH_6.Hyp_T6h	LOC101853092
LtH_6.Hyp_T6h	LOC101849620
LtH_6.Hyp_T6h	LOC101854952
LtH_6.Hyp_T6h	LOC101851044
LtH_6.Hyp_T6h	LOC101857340
LtH_6.Hyp_T6h	LOC101845550
LtH_6.Hyp_T6h	LOC101846002
LtH_6.Hyp_T6h	LOC101847425
LtH_6.Hyp_T6h	LOC101851807
LtH_6.Hyp_T6h	LOC101857341
LtH_6.Hyp_T6h	LOC101855951
LtH_6.Hyp_T6h	LOC101858034
LtH_6.Hyp_T6h	LOC101863440
LtH_6.Hyp_T6h	LOC106011952
LtH_6.Hyp_T6h	LOC101863902
LtH_6.Hyp_T6h	LOC101846214
LtH_6.Hyp_T6h	LOC101849134
LtH_6.Hyp_T6h	LOC101852324
LtH_6.Hyp_T6h	LOC101864393
LtH_6.Hyp_T6h	LOC101847115
LtH_6.Hyp_T6h	LOC101856578
LtH_6.Hyp_T6h	LOC101857028
LtH_6.Hyp_T6h	LOC101860577
LtH_6.Hyp_T6h	LOC101849292
LtH_6.Hyp_T6h	LOC118477814
LtH_6.Hyp_T6h	LOC101861510
LtH_6.Hyp_T6h	LOC101862040
LtH_6.Hyp_T6h	LOC101862585
LtH_6.Hyp_T6h	LOC101851194
LtH_6.Hyp_T6h	LOC101852547
LtH_6.Hyp_T6h	LOC101853857
LtH_6.Hyp_T6h	LOC101853390
LtH_6.Hyp_T6h	LOC100533382
LtH_6.Hyp_T6h	LOC101860977
LtH_6.Hyp_T6h	LOC101845623
LtH_6.Hyp_T6h	LOC101854092
LtH_6.Hyp_T6h	LOC100533315
LtH_6.Hyp_T6h	LOC101859414
LtH_6.Hyp_T6h	LOC101860337
LtH_6.Hyp_T6h	LOC101846357
LtH_6.Hyp_T6h	LOC101852098
LtH_6.Hyp_T6h	LOC118477134
LtH_6.Hyp_T6h	LOC106011996
LtH_6.Hyp_T6h	LOC101861818
LtH_6.Hyp_T6h	LOC101863441
LtH_6.Hyp_T6h	LOC101845473
LtH_6.Hyp_T6h	LOC101845700
LtH_6.Hyp_T6h	LOC106012004
LtH_6.Hyp_T6h	LOC101850654
LtH_6.Hyp_T6h	LOC101861211
LtH_6.Hyp_T6h	LOC101863989
LtH_6.Hyp_T6h	LOC101845932
LtH_6.Hyp_T6h	LOC101851417
LtH_6.Hyp_T6h	LOC101852415
LtH_6.Hyp_T6h	LOC101858279
LtH_6.Hyp_T6h	LOC101864231
LtH_6.Hyp_T6h	LOC101856667
LtH_6.Hyp_T6h	LOC101859105
LtH_6.Hyp_T6h	LOC101860579
LtH_6.Hyp_T6h	LOC101845005
LtH_6.Hyp_T6h	LOC101846740
LtH_6.Hyp_T6h	LOC101849773
LtH_6.Hyp_T6h	LOC101851418
LtH_6.Hyp_T6h	LOC106012035
LtH_6.Hyp_T6h	LOC101853170
LtH_6.Hyp_T6h	LOC101857189
LtH_6.Hyp_T6h	LOC101860901
LtH_6.Hyp_T6h	LOC101851740
LtH_6.Hyp_T6h	LOC101864627
LtH_6.Hyp_T6h	LOC101845552
LtH_6.Hyp_T6h	LOC101846509
LtH_6.Hyp_T6h	LOC101850180
LtH_6.Hyp_T6h	LOC101858501
LtH_6.Hyp_T6h	LOC101856517
LtH_6.Hyp_T6h	LOC101860339
LtH_6.Hyp_T6h	LOC101848050
LtH_6.Hyp_T6h	LOC101849468
LtH_6.Hyp_T6h	LOC118477856
LtH_6.Hyp_T6h	LOC101848209
LtH_6.Hyp_T6h	LOC101855346
LtH_6.Hyp_T6h	LOC101856349
LtH_6.Hyp_T6h	LOC101845474
LtH_6.Hyp_T6h	LOC101845701
LtH_6.Hyp_T6h	LOC101846359
LtH_6.Hyp_T6h	LOC101863907
LtH_6.Hyp_T6h	LOC101847665
LtH_6.Hyp_T6h	LOC101849775
LtH_6.Hyp_T6h	LOC101851353
LtH_6.Hyp_T6h	LOC101858947
LtH_6.Hyp_T6h	LOC101856103
LtH_6.Hyp_T6h	LOC101857883
LtH_6.Hyp_T6h	LOC101852100
LtH_6.Hyp_T6h	LOC101855111
LtH_6.Hyp_T6h	LOC101856351
LtH_6.Hyp_T6h	LOC101861445
LtH_6.Hyp_T6h	LOC101861895
LtH_6.Hyp_T6h	LOC101851504
LtH_6.Hyp_T6h	LOC101851741
LtH_6.Hyp_T6h	LOC101851957
LtH_6.Hyp_T6h	LOC101853626
LtH_6.Hyp_T6h	LOC101851874
LtH_6.Hyp_T6h	LOC101858637
LtH_6.Hyp_T6h	LOC101864399
LtH_6.Hyp_T6h	LOC100533286
LtH_6.Hyp_T6h	LOC101846659
LtH_6.Hyp_T6h	LOC101847119
LtH_6.Hyp_T6h	LOC101847733
LtH_6.Hyp_T6h	LOC101853861
LtH_6.Hyp_T6h	LOC101856742
LtH_6.Hyp_T6h	LOC101861290
LtH_6.Hyp_T6h	LOC101861738
LtH_6.Hyp_T6h	LOC100533537
LtH_6.Hyp_T6h	LOC101845626
LtH_6.Hyp_T6h	LOC118477888
LtH_6.Hyp_T6h	LOC101851742
LtH_6.Hyp_T6h	LOC101851958
LtH_6.Hyp_T6h	LOC101857491
LtH_6.Hyp_T6h	LOC101856191
LtH_6.Hyp_T6h	LOC101856905
LtH_6.Hyp_T6h	LOC101859868
LtH_6.Hyp_T6h	LOC106012158
LtH_6.Hyp_T6h	LOC101847884
LtH_6.Hyp_T6h	LOC101853328
LtH_6.Hyp_T6h	LOC101860504
LtH_6.Hyp_T6h	LOC101854262
LtH_6.Hyp_T6h	LOC101857725
LtH_6.Hyp_T6h	LOC101863681
LtH_6.Hyp_T6h	LOC101863910
LtH_6.Hyp_T6h	LOC101846660
LtH_6.Hyp_T6h	LOC101848827
LtH_6.Hyp_T6h	LOC101850965
LtH_6.Hyp_T6h	LOC101852186
LtH_6.Hyp_T6h	LOC106012173
LtH_6.Hyp_T6h	LOC101861961
LtH_6.Hyp_T6h	LOC101847966
LtH_6.Hyp_T6h	LOC101853394
LtH_6.Hyp_T6h	LOC106012186
LtH_6.Hyp_T6h	LOC101856352
LtH_6.Hyp_T6h	LOC101857418
LtH_6.Hyp_T6h	LOC100533376
LtH_6.Hyp_T6h	LOC101860748
LtH_6.Hyp_T6h	LOC101845703
LtH_6.Hyp_T6h	LOC101846972
LtH_6.Hyp_T6h	LOC101854647
LtH_6.Hyp_T6h	LOC101854176
LtH_6.Hyp_T6h	LOC101859252
LtH_6.Hyp_T6h	LOC101859650
LtH_6.Hyp_T6h	LOC106012202
LtH_6.Hyp_T6h	LOC106012205
LtH_6.Hyp_T6h	LOC101849622
LtH_6.Hyp_T6h	LOC106012208
LtH_6.Hyp_T6h	LOC106012216
LtH_6.Hyp_T6h	LOC101851960
LtH_6.Hyp_T6h	LOC101852775
LtH_6.Hyp_T6h	LOC106012221
LtH_6.Hyp_T6h	LOC101850343
LtH_6.Hyp_T6h	LOC101850815
LtH_6.Hyp_T6h	LOC101851876
LtH_6.Hyp_T6h	LOC101853706
LtH_6.Hyp_T6h	LOC101855031
LtH_6.Hyp_T6h	LOC101846007
LtH_6.Hyp_T6h	LOC101851508
LtH_6.Hyp_T6h	LOC101863518
LtH_6.Hyp_T6h	LOC101845939
LtH_6.Hyp_T6h	LOC101849066
LtH_6.Hyp_T6h	LOC101847826
LtH_6.Hyp_T6h	LOC101851509
LtH_6.Hyp_T6h	LOC101852420
LtH_6.Hyp_T6h	LOC101852777
LtH_6.Hyp_T6h	LOC101860110
LtH_6.Hyp_T6h	LOC101859025
LtH_6.Hyp_T6h	LOC101862194
LtH_6.Hyp_T6h	LOC106012260
LtH_6.Hyp_T6h	LOC101854731
LtH_6.Hyp_T6h	LOC101858644
LtH_6.Hyp_T6h	LOC101845177
LtH_6.Hyp_T6h	LOC101846221
LtH_6.Hyp_T6h	LOC101848213
LtH_6.Hyp_T6h	LOC101848442
LtH_6.Hyp_T6h	LOC106012275
LtH_6.Hyp_T6h	LOC106012279
LtH_6.Hyp_T6h	LOC101856817
LtH_6.Hyp_T6h	LOC101861594
LtH_6.Hyp_T6h	LOC101848599
LtH_6.Hyp_T6h	LOC101845859
LtH_6.Hyp_T6h	LOC101851279
LtH_6.Hyp_T6h	LOC101860827
LtH_6.Hyp_T6h	LOC101849856
LtH_6.Hyp_T6h	LOC101855198
LtH_6.Hyp_T6h	LOC101851655
LtH_6.Hyp_T6h	LOC101852863
LtH_6.Hyp_T6h	LOC106012296
LtH_6.Hyp_T6h	LOC101847508
LtH_6.Hyp_T6h	LOC101845252
LtH_6.Hyp_T6h	LOC101846825
LtH_6.Hyp_T6h	LOC101852638
LtH_6.Hyp_T6h	LOC101845705
LtH_6.Hyp_T6h	LOC101847437
LtH_6.Hyp_T6h	LOC101854101
LtH_6.Hyp_T6h	LOC118477990
LtH_6.Hyp_T6h	LOC106012314
LtH_6.Hyp_T6h	LOC101864236
LtH_6.Hyp_T6h	LOC118477173
LtH_6.Hyp_T6h	LOC101848054
LtH_6.Hyp_T6h	LOC101853473
LtH_6.Hyp_T6h	LOC106012318
LtH_6.Hyp_T6h	LOC101861135
LtH_6.Hyp_T6h	LOC101852780
LtH_6.Hyp_T6h	LOC101854732
LtH_6.Hyp_T6h	LOC101860906
LtH_6.Hyp_T6h	LOC101860509
LtH_6.Hyp_T6h	LOC101861825
LtH_6.Hyp_T6h	LOC101864311
LtH_6.Hyp_T6h	LOC101850098
LtH_6.Hyp_T6h	LOC101853014
LtH_6.Hyp_T6h	LOC101854264
LtH_6.Hyp_T6h	LOC101857125
LtH_6.Hyp_T6h	LOC101861375
LtH_6.Hyp_T6h	LOC101864076
LtH_6.Hyp_T6h	LOC101848055
LtH_6.Hyp_T6h	LOC101851512
LtH_6.Hyp_T6h	LOC101853710
LtH_6.Hyp_T6h	LOC101854961
LtH_6.Hyp_T6h	LOC106012352
LtH_6.Hyp_T6h	LOC106012354
LtH_6.Hyp_T6h	LOC101845941
LtH_6.Hyp_T6h	LOC106012360
LtH_6.Hyp_T6h	LOC101851132
LtH_6.Hyp_T6h	LOC101852030
LtH_6.Hyp_T6h	LOC101856823
LtH_6.Hyp_T6h	LOC101860183
LtH_6.Hyp_T6h	LOC101845015
LtH_6.Hyp_T6h	LOC101847509
LtH_6.Hyp_T6h	LOC101848671
LtH_6.Hyp_T6h	LOC101849305
LtH_6.Hyp_T6h	LOC101850580
LtH_6.Hyp_T6h	LOC101850821
LtH_6.Hyp_T6h	LOC106012369
LtH_6.Hyp_T6h	LOC101854426
LtH_6.Hyp_T6h	LOC101854883
LtH_6.Hyp_T6h	LOC101861747
LtH_6.Hyp_T6h	LOC101862429
LtH_6.Hyp_T6h	LOC101863116
LtH_6.Hyp_T6h	LOC101848899
LtH_6.Hyp_T6h	LOC106012378
LtH_6.Hyp_T6h	LOC101856746
LtH_6.Hyp_T6h	LOC101864315
LtH_6.Hyp_T6h	LOC101863199
LtH_6.Hyp_T6h	LOC101846665
LtH_6.Hyp_T6h	LOC101847274
LtH_6.Hyp_T6h	LOC101852032
LtH_6.Hyp_T6h	LOC101858648
LtH_6.Hyp_T6h	LOC101862740
LtH_6.Hyp_T6h	LOC101852033
LtH_6.Hyp_T6h	LOC101854348
LtH_6.Hyp_T6h	LOC101855581
LtH_6.Hyp_T6h	LOC101856973
LtH_6.Hyp_T6h	LOC100533285
LtH_6.Hyp_T6h	LOC106012402
LtH_6.Hyp_T6h	LOC101847889
LtH_6.Hyp_T6h	LOC101857659
LtH_6.Hyp_T6h	LOC101861218
LtH_6.Hyp_T6h	LOC101858504
LtH_6.Hyp_T6h	LOC101847745
LtH_6.Hyp_T6h	LOC101848130
LtH_6.Hyp_T6h	LOC101849709
LtH_6.Hyp_T6h	LOC101850425
LtH_6.Hyp_T6h	LOC101859655
LtH_6.Hyp_T6h	LOC101860112
LtH_6.Hyp_T6h	LOC101857810
LtH_6.Hyp_T6h	LOC101851136
LtH_6.Hyp_T6h	LOC101851591
LtH_6.Hyp_T6h	LOC101852493
LtH_6.Hyp_T6h	LOC101854589
LtH_6.Hyp_T6h	LOC101854965
LtH_6.Hyp_T6h	LOC101859345
LtH_6.Hyp_T6h	LOC101860031
LtH_6.Hyp_T6h	LOC101861901
LtH_6.Hyp_T6h	LOC118478141
LtH_6.Hyp_T6h	LOC101850581
LtH_6.Hyp_T6h	LOC101851515
LtH_6.Hyp_T6h	LOC101849711
LtH_6.Hyp_T6h	LOC101851968
LtH_6.Hyp_T6h	LOC101860268
LtH_6.Hyp_T6h	LOC101859346
LtH_6.Hyp_T6h	LOC101860986
LtH_6.Hyp_T6h	LOC101861220
LtH_6.Hyp_T6h	LOC101862815
LtH_6.Hyp_T6h	LOC101863527
LtH_6.Hyp_T6h	LOC101848057
LtH_6.Hyp_T6h	LOC101848765
LtH_6.Hyp_T6h	LOC101853570
LtH_6.Hyp_T6h	LOC101851814
LtH_6.Hyp_T6h	LOC101854884
LtH_6.Hyp_T6h	LOC101855582
LtH_6.Hyp_T6h	LOC106012473
LtH_6.Hyp_T6h	LOC101860113
LtH_6.Hyp_T6h	LOC101861750
LtH_6.Hyp_T6h	LOC101848131
LtH_6.Hyp_T6h	LOC101848766
LtH_6.Hyp_T6h	LOC100533357
LtH_6.Hyp_T6h	LOC101852195
LtH_6.Hyp_T6h	LOC101857266
LtH_6.Hyp_T6h	LOC101864164
LtH_6.Hyp_T6h	LOC101860755
LtH_6.Hyp_T6h	LOC101861221
LtH_6.Hyp_T6h	LOC101850021
LtH_6.Hyp_T6h	LOC101850663
LtH_6.Hyp_T6h	LOC101854967
LtH_6.Hyp_T6h	LOC101845182
LtH_6.Hyp_T6h	LOC101845413
LtH_6.Hyp_T6h	LOC101849861
LtH_6.Hyp_T6h	LOC101854591
LtH_6.Hyp_T6h	LOC101855508
LtH_6.Hyp_T6h	FUR
LtH_6.Hyp_T6h	LOC101862200
LtH_6.Hyp_T6h	LOC101863454
LtH_6.Hyp_T6h	LOC118478177
LtH_6.Hyp_T6h	LOC101846517
LtH_6.Hyp_T6h	LOC101849310
LtH_6.Hyp_T6h	LOC101856364
LtH_6.Hyp_T6h	LOC101859186
LtH_6.Hyp_T6h	LOC101859426
LtH_6.Hyp_T6h	LOC101861455
LtH_6.Hyp_T6h	LOC101861828
LtH_6.Hyp_T6h	LOC101862131
LtH_6.Hyp_T6h	LOC101857043
LtH_6.Hyp_T6h	LOC101860428
LtH_6.Hyp_T6h	LOC101863999
LtH_6.Hyp_T6h	LOC101845792
LtH_6.Hyp_T6h	LOC101847057
LtH_6.Hyp_T6h	LOC101848767
LtH_6.Hyp_T6h	LOC101849629
LtH_6.Hyp_T6h	LOC101857891
LtH_6.Hyp_T6h	LOC101854654
LtH_6.Hyp_T6h	LOC101856974
LtH_6.Hyp_T6h	LOC101864640
LtH_6.Hyp_T6h	LOC101851755
LtH_6.Hyp_T6h	LOC101861600
LtH_6.Hyp_T6h	LOC101851430
LtH_6.Hyp_T6h	LOC101850190
LtH_6.Hyp_T6h	LOC101852108
LtH_6.Hyp_T6h	LOC101860913
LtH_6.Hyp_T6h	LOC101858121
LtH_6.Hyp_T6h	LOC101862054
LtH_6.Hyp_T6h	LOC101848223
LtH_6.Hyp_T6h	LOC101851756
LtH_6.Hyp_T6h	LOC101854514
LtH_6.Hyp_T6h	LOC118478205
LtH_6.Hyp_T6h	LOC101860035
LtH_6.Hyp_T6h	LOC101859877
LtH_6.Hyp_T6h	LOC101862600
LtH_6.Hyp_T6h	LOC101849864
LtH_6.Hyp_T6h	LOC101846753
LtH_6.Hyp_T6h	LOC101847129
LtH_6.Hyp_T6h	LOC106012587
LtH_6.Hyp_T6h	LOC101858292
LtH_6.Hyp_T6h	LOC101858727
LtH_6.Hyp_T6h	LOC101861224
LtH_6.Hyp_T6h	LOC101859351
LtH_6.Hyp_T6h	LOC101863529
LtH_6.Hyp_T6h	LOC101850975
LtH_6.Hyp_T6h	LOC101854887
LtH_6.Hyp_T6h	LOC106012598
LtH_6.Hyp_T6h	LOC101855965
LtH_6.Hyp_T6h	LOC101856202
LtH_6.Hyp_T6h	LOC101856448
LtH_6.Hyp_T6h	LOC101863365
LtH_6.Hyp_T6h	LOC101845414
LtH_6.Hyp_T6h	LOC100533552
LtH_6.Hyp_T6h	LOC101853249
LtH_6.Hyp_T6h	LOC101850498
LtH_6.Hyp_T6h	LOC101852562
LtH_6.Hyp_T6h	LOC101856596
LtH_6.Hyp_T6h	LOC118478238
LtH_6.Hyp_T6h	LOC101849482
LtH_6.Hyp_T6h	LOC101852642
LtH_6.Hyp_T6h	LOC101858123
LtH_6.Hyp_T6h	LOC101856978
LtH_6.Hyp_T6h	LOC101860915
LtH_6.Hyp_T6h	LOC101848678
LtH_6.Hyp_T6h	LOC101852563
LtH_6.Hyp_T6h	LOC101853251
LtH_6.Hyp_T6h	LOC101862057
LtH_6.Hyp_T6h	LOC101845185
LtH_6.Hyp_T6h	LOC106012635
LtH_6.Hyp_T6h	LOC101851432
LtH_6.Hyp_T6h	LOC101856980
LtH_6.Hyp_T6h	LOC101857813
LtH_6.Hyp_T6h	LOC101863603
LtH_6.Hyp_T6h	LOC101864644
LtH_6.Hyp_T6h	LOC118478258
LtH_6.Hyp_T6h	LOC101849484
LtH_6.Hyp_T6h	LOC101855206
LtH_6.Hyp_T6h	LOC101853341
LtH_6.Hyp_T6h	LOC101849787
LtH_6.Hyp_T6h	LOC101846833
LtH_6.Hyp_T6h	LOC101852564
LtH_6.Hyp_T6h	LOC101853022
