contrast	gene
Hyp_T6h.Control	LOC101863403
Hyp_T6h.Control	LOC101863867
Hyp_T6h.Control	LOC101864356
Hyp_T6h.Control	LOC101845898
Hyp_T6h.Control	LOC101847011
Hyp_T6h.Control	LOC101862010
Hyp_T6h.Control	LOC101855618
Hyp_T6h.Control	LOC106013261
Hyp_T6h.Control	LOC101863157
Hyp_T6h.Control	TRNAL-CAA
Hyp_T6h.Control	LOC101863404
Hyp_T6h.Control	LOC101863640
Hyp_T6h.Control	LOC101856555
Hyp_T6h.Control	LOC101857463
Hyp_T6h.Control	LOC101845064
Hyp_T6h.Control	LOC101858381
Hyp_T6h.Control	LOC101858597
Hyp_T6h.Control	LOC101858831
Hyp_T6h.Control	LOC101845298
Hyp_T6h.Control	LOC101859219
Hyp_T6h.Control	LOC101845746
Hyp_T6h.Control	LOC101859458
Hyp_T6h.Control	LOC101846184
Hyp_T6h.Control	LOC101846627
Hyp_T6h.Control	LOC101846859
Hyp_T6h.Control	LOC101847307
Hyp_T6h.Control	LOC101848261
Hyp_T6h.Control	LOC101861486
Hyp_T6h.Control	LOC101859537
Hyp_T6h.Control	LOC101851320
Hyp_T6h.Control	LOC101852075
Hyp_T6h.Control	LOC106013354
Hyp_T6h.Control	LOC101852750
Hyp_T6h.Control	LOC101860225
Hyp_T6h.Control	LOC101853992
Hyp_T6h.Control	LOC106013362
Hyp_T6h.Control	LOC101854468
Hyp_T6h.Control	LOC101861415
Hyp_T6h.Control	LOC101861634
Hyp_T6h.Control	LOC106013319
Hyp_T6h.Control	LOC101856489
Hyp_T6h.Control	LOC118478692
Hyp_T6h.Control	LOC101862088
Hyp_T6h.Control	LOC101857306
Hyp_T6h.Control	LOC101862992
Hyp_T6h.Control	LOC101858324
Hyp_T6h.Control	LOC106013374
Hyp_T6h.Control	LOC101863953
Hyp_T6h.Control	LOC101864196
Hyp_T6h.Control	LOC101864435
Hyp_T6h.Control	LOC101864668
Hyp_T6h.Control	LOC106013353
Hyp_T6h.Control	LOC101861789
Hyp_T6h.Control	LOC101845146
Hyp_T6h.Control	LOC101848331
Hyp_T6h.Control	LOC101849023
Hyp_T6h.Control	LOC101849268
Hyp_T6h.Control	LOC101863158
Hyp_T6h.Control	LOC101863641
Hyp_T6h.Control	LOC101849746
Hyp_T6h.Control	LOC101850931
Hyp_T6h.Control	LOC101851171
Hyp_T6h.Control	LOC101863870
Hyp_T6h.Control	LOC101864118
Hyp_T6h.Control	LOC101852592
Hyp_T6h.Control	LOC101853669
Hyp_T6h.Control	LOC101856398
Hyp_T6h.Control	LOC101845523
Hyp_T6h.Control	LOC101856777
Hyp_T6h.Control	LOC101858990
Hyp_T6h.Control	LOC101861260
Hyp_T6h.Control	LOC101857224
Hyp_T6h.Control	LOC101857924
Hyp_T6h.Control	LOC101858158
Hyp_T6h.Control	LOC101858600
Hyp_T6h.Control	LOC101852077
Hyp_T6h.Control	LOC101854140
Hyp_T6h.Control	LOC101854998
Hyp_T6h.Control	LOC101860716
Hyp_T6h.Control	LOC101855846
Hyp_T6h.Control	LOC101860947
Hyp_T6h.Control	LOC118478866
Hyp_T6h.Control	LOC101856153
Hyp_T6h.Control	LOC101861636
Hyp_T6h.Control	LOC101857001
Hyp_T6h.Control	LOC101862321
Hyp_T6h.Control	LOC101862320
Hyp_T6h.Control	LOC101863236
Hyp_T6h.Control	LOC101863718
Hyp_T6h.Control	LOC101864670
Hyp_T6h.Control	LOC101846554
Hyp_T6h.Control	LOC101847554
Hyp_T6h.Control	LOC101848869
Hyp_T6h.Control	LOC101850388
Hyp_T6h.Control	LOC101850623
Hyp_T6h.Control	LOC101864671
Hyp_T6h.Control	LOC101852667
Hyp_T6h.Control	LOC101852899
Hyp_T6h.Control	LOC101854141
Hyp_T6h.Control	LOC101854387
Hyp_T6h.Control	LOC118478929
Hyp_T6h.Control	LOC101857310
Hyp_T6h.Control	LOC101856779
Hyp_T6h.Control	LOC101858159
Hyp_T6h.Control	LOC101859379
Hyp_T6h.Control	LOC101847632
Hyp_T6h.Control	LOC101848094
Hyp_T6h.Control	His.H4
Hyp_T6h.Control	LOC101848566
Hyp_T6h.Control	LOC101849748
Hyp_T6h.Control	LOC101850133
Hyp_T6h.Control	LOC101853437
Hyp_T6h.Control	LOC101858000
Hyp_T6h.Control	LOC101858686
Hyp_T6h.Control	LOC101854922
Hyp_T6h.Control	LOC101855544
Hyp_T6h.Control	LOC118479039
Hyp_T6h.Control	LOC101859147
Hyp_T6h.Control	LOC101855998
Hyp_T6h.Control	LOC101856710
Hyp_T6h.Control	LOC101859381
Hyp_T6h.Control	LOC101860071
Hyp_T6h.Control	LOC101860307
Hyp_T6h.Control	LOC101861181
Hyp_T6h.Control	LOC106013931
Hyp_T6h.Control	LOC101850303
Hyp_T6h.Control	LOC101863645
Hyp_T6h.Control	LOC106013958
Hyp_T6h.Control	LOC106013968
Hyp_T6h.Control	LOC101851702
Hyp_T6h.Control	LOC101851915
Hyp_T6h.Control	LOC106014076
Hyp_T6h.Control	LOC101844973
Hyp_T6h.Control	LOC118479122
Hyp_T6h.Control	LOC101852820
Hyp_T6h.Control	LOC106014022
Hyp_T6h.Control	LOC101854471
Hyp_T6h.Control	LOC101848018
Hyp_T6h.Control	LOC101854924
Hyp_T6h.Control	TRNAS-AGA
Hyp_T6h.Control	LOC101863239
Hyp_T6h.Control	LOC101855620
Hyp_T6h.Control	LOC101857002
Hyp_T6h.Control	LOC101845149
Hyp_T6h.Control	LOC101858991
Hyp_T6h.Control	LOC101846266
Hyp_T6h.Control	LOC101860228
Hyp_T6h.Control	LOC101846481
Hyp_T6h.Control	LOC101846943
Hyp_T6h.Control	LOC101862164
Hyp_T6h.Control	LOC101862322
Hyp_T6h.Control	LOC101849272
Hyp_T6h.Control	LOC118479159
Hyp_T6h.Control	LOC101850134
Hyp_T6h.Control	LOC101850776
Hyp_T6h.Control	LOC101852000
Hyp_T6h.Control	LOC101853600
Hyp_T6h.Control	LOC101859761
Hyp_T6h.Control	LOC101859997
Hyp_T6h.Control	LOC101860474
Hyp_T6h.Control	LOC101860949
Hyp_T6h.Control	LOC101856713
Hyp_T6h.Control	LOC101857701
Hyp_T6h.Control	LOC101862998
Hyp_T6h.Control	LOC101863487
Hyp_T6h.Control	LOC101864123
Hyp_T6h.Control	LOC101864363
Hyp_T6h.Control	LOC106014181
Hyp_T6h.Control	LOC106014185
Hyp_T6h.Control	LOC101845525
Hyp_T6h.Control	LOC118479167
Hyp_T6h.Control	LOC101846190
Hyp_T6h.Control	LOC101851704
Hyp_T6h.Control	LOC101851918
Hyp_T6h.Control	LOC101848264
Hyp_T6h.Control	LOC101852148
Hyp_T6h.Control	LOC101852823
Hyp_T6h.Control	LOC101848720
Hyp_T6h.Control	LOC106014186
Hyp_T6h.Control	LOC101853997
Hyp_T6h.Control	LOC101854231
Hyp_T6h.Control	TRNAR-CCU
Hyp_T6h.Control	LOC101855621
Hyp_T6h.Control	LOC101856318
Hyp_T6h.Control	LOC101847555
Hyp_T6h.Control	LOC101861183
Hyp_T6h.Control	LOC101848265
Hyp_T6h.Control	LOC101848493
Hyp_T6h.Control	LOC101848940
Hyp_T6h.Control	LOC101849180
Hyp_T6h.Control	LOC101849430
Hyp_T6h.Control	LOC101864200
Hyp_T6h.Control	LOC101849667
Hyp_T6h.Control	LOC101849901
Hyp_T6h.Control	LOC101850626
Hyp_T6h.Control	LOC101857465
Hyp_T6h.Control	LOC101857927
Hyp_T6h.Control	LOC101858162
Hyp_T6h.Control	LOC101852001
Hyp_T6h.Control	LOC101852224
Hyp_T6h.Control	LOC106014197
Hyp_T6h.Control	LOC101858839
Hyp_T6h.Control	LOC101859077
Hyp_T6h.Control	LOC101853060
Hyp_T6h.Control	LOC101859544
Hyp_T6h.Control	LOC101854694
Hyp_T6h.Control	LOC101854927
Hyp_T6h.Control	LOC101859762
Hyp_T6h.Control	LOC101860476
Hyp_T6h.Control	LOC101860951
Hyp_T6h.Control	LOC101861639
Hyp_T6h.Control	LOC100533260
Hyp_T6h.Control	LOC101857928
Hyp_T6h.Control	LOC101858605
Hyp_T6h.Control	LOC100533398
Hyp_T6h.Control	LOC101859079
Hyp_T6h.Control	LOC101846332
Hyp_T6h.Control	LOC101847406
Hyp_T6h.Control	LOC101849275
Hyp_T6h.Control	LOC101849523
Hyp_T6h.Control	LOC101860953
Hyp_T6h.Control	LOC101850535
Hyp_T6h.Control	LOC101853440
Hyp_T6h.Control	LOC101853679
Hyp_T6h.Control	LOC101854067
Hyp_T6h.Control	LOC101853140
Hyp_T6h.Control	LOC101862706
Hyp_T6h.Control	LOC106014214
Hyp_T6h.Control	LOC101846408
Hyp_T6h.Control	LOC101848643
Hyp_T6h.Control	LOC118479194
Hyp_T6h.Control	LOC106014219
Hyp_T6h.Control	LOC101849903
Hyp_T6h.Control	LOC101850138
Hyp_T6h.Control	LOC101856636
Hyp_T6h.Control	LOC101857544
Hyp_T6h.Control	LOC101860001
Hyp_T6h.Control	LOC101860234
Hyp_T6h.Control	LOC101860873
Hyp_T6h.Control	LOC101861642
Hyp_T6h.Control	LOC101862247
Hyp_T6h.Control	LOC101848268
Hyp_T6h.Control	LOC101848723
Hyp_T6h.Control	LOC101848943
Hyp_T6h.Control	LOC101849183
Hyp_T6h.Control	LOC101850140
Hyp_T6h.Control	LOC106014222
Hyp_T6h.Control	LOC101846268
Hyp_T6h.Control	RHO
Hyp_T6h.Control	LOC101853063
Hyp_T6h.Control	LOC101853998
Hyp_T6h.Control	LOC118477119
Hyp_T6h.Control	LOC101856079
Hyp_T6h.Control	LOC101856320
Hyp_T6h.Control	LOC101861643
Hyp_T6h.Control	LOC101857230
Hyp_T6h.Control	LOC101858763
Hyp_T6h.Control	LOC101862779
Hyp_T6h.Control	LOC106014236
Hyp_T6h.Control	LOC101853064
Hyp_T6h.Control	LOC101845903
Hyp_T6h.Control	LOC101846560
Hyp_T6h.Control	LOC101853763
Hyp_T6h.Control	LOC101853999
Hyp_T6h.Control	LOC101854234
Hyp_T6h.Control	LOC101847017
Hyp_T6h.Control	LOC106014237
Hyp_T6h.Control	LOC106014241
Hyp_T6h.Control	LOC101847704
Hyp_T6h.Control	LOC101847935
Hyp_T6h.Control	LOC101848415
Hyp_T6h.Control	LOC101849276
Hyp_T6h.Control	LOC101850141
Hyp_T6h.Control	LOC101850537
Hyp_T6h.Control	LOC106014246
Hyp_T6h.Control	LOC101855403
Hyp_T6h.Control	LOC101847018
Hyp_T6h.Control	LOC101855773
Hyp_T6h.Control	LOC118479204
Hyp_T6h.Control	LOC101857169
Hyp_T6h.Control	LOC101847705
Hyp_T6h.Control	LOC101858919
Hyp_T6h.Control	LOC101859766
Hyp_T6h.Control	LOC101860630
Hyp_T6h.Control	LOC101848644
Hyp_T6h.Control	LOC118479206
Hyp_T6h.Control	LOC118479205
Hyp_T6h.Control	LOC101849591
Hyp_T6h.Control	LOC101845222
Hyp_T6h.Control	LOC118479207
Hyp_T6h.Control	LOC101850538
Hyp_T6h.Control	LOC101846117
Hyp_T6h.Control	LOC101847314
Hyp_T6h.Control	LOC101847799
Hyp_T6h.Control	LOC101848024
Hyp_T6h.Control	TRNAH-GUG
Hyp_T6h.Control	LOC101855852
Hyp_T6h.Control	LOC106011018
Hyp_T6h.Control	LOC118477212
Hyp_T6h.Control	LOC101861714
Hyp_T6h.Control	LOC101864367
Hyp_T6h.Control	LOC101849906
Hyp_T6h.Control	LOC101846864
Hyp_T6h.Control	LOC101850937
Hyp_T6h.Control	LOC101851328
Hyp_T6h.Control	LOC101851474
Hyp_T6h.Control	LOC101851710
Hyp_T6h.Control	TRNAM-CAU
Hyp_T6h.Control	LOC106011026
Hyp_T6h.Control	LOC101858005
Hyp_T6h.Control	LOC106011027
Hyp_T6h.Control	LOC101853224
Hyp_T6h.Control	LOC106011030
Hyp_T6h.Control	LOC101856161
Hyp_T6h.Control	LOC101856321
Hyp_T6h.Control	LOC101860076
Hyp_T6h.Control	LOC101860311
Hyp_T6h.Control	LOC101860553
Hyp_T6h.Control	LOC101861023
Hyp_T6h.Control	LOC118477224
Hyp_T6h.Control	LOC101848270
Hyp_T6h.Control	LOC101855546
Hyp_T6h.Control	LOC101848725
Hyp_T6h.Control	LOC101848945
Hyp_T6h.Control	LOC101850398
Hyp_T6h.Control	LOC101850630
Hyp_T6h.Control	LOC101851246
Hyp_T6h.Control	LOC101852154
Hyp_T6h.Control	LOC101852386
Hyp_T6h.Control	LOC101856717
Hyp_T6h.Control	LOC101856953
Hyp_T6h.Control	LOC101857388
Hyp_T6h.Control	LOC101857624
Hyp_T6h.Control	LOC101858089
Hyp_T6h.Control	LOC101858329
Hyp_T6h.Control	LOC101864511
Hyp_T6h.Control	LOC101858921
Hyp_T6h.Control	LOC101844982
Hyp_T6h.Control	LOC101859550
Hyp_T6h.Control	LOC101861715
Hyp_T6h.Control	LOC101862098
Hyp_T6h.Control	LOC101862330
Hyp_T6h.Control	LOC101845449
Hyp_T6h.Control	LOC106011041
Hyp_T6h.Control	LOC101853764
Hyp_T6h.Control	LOC101847019
Hyp_T6h.Control	TRNAI-AAU
Hyp_T6h.Control	LOC101854931
Hyp_T6h.Control	LOC101849034
Hyp_T6h.Control	LOC106011042
Hyp_T6h.Control	LOC101855405
Hyp_T6h.Control	LOC101855853
Hyp_T6h.Control	LOC118477231
Hyp_T6h.Control	LOC101850781
Hyp_T6h.Control	LOC101856785
Hyp_T6h.Control	LOC101851392
Hyp_T6h.Control	LOC106011044
Hyp_T6h.Control	LOC101857468
Hyp_T6h.Control	LOC101853065
Hyp_T6h.Control	LOC101853295
Hyp_T6h.Control	LOC101859463
Hyp_T6h.Control	LOC101853226
Hyp_T6h.Control	LOC101862396
Hyp_T6h.Control	LOC101862630
Hyp_T6h.Control	LOC101864440
Hyp_T6h.Control	LOC101854625
Hyp_T6h.Control	LOC101847475
Hyp_T6h.Control	LOC101847706
Hyp_T6h.Control	LOC101848418
Hyp_T6h.Control	Tld-2
Hyp_T6h.Control	LOC101849278
Hyp_T6h.Control	LOC101849526
Hyp_T6h.Control	LOC101849907
Hyp_T6h.Control	LOC101850144
Hyp_T6h.Control	LOC101850938
Hyp_T6h.Control	LOC101855547
Hyp_T6h.Control	LOC101857172
Hyp_T6h.Control	LOC101857389
Hyp_T6h.Control	LOC101857772
Hyp_T6h.Control	LOC101858006
Hyp_T6h.Control	LOC106011047
Hyp_T6h.Control	LOC101846058
Hyp_T6h.Control	TRNAN-GUU
Hyp_T6h.Control	LOC101859843
Hyp_T6h.Control	LOC101846487
Hyp_T6h.Control	LOC101860077
Hyp_T6h.Control	LOC101846719
Hyp_T6h.Control	LOC101846947
Hyp_T6h.Control	LOC101847177
Hyp_T6h.Control	LOC101860792
Hyp_T6h.Control	LOC101847409
Hyp_T6h.Control	LOC101861716
Hyp_T6h.Control	LOC101862331
Hyp_T6h.Control	LOC101863327
Hyp_T6h.Control	LOC101863797
Hyp_T6h.Control	LOC101848569
Hyp_T6h.Control	LOC101849436
Hyp_T6h.Control	LOC101849823
Hyp_T6h.Control	LOC101855704
Hyp_T6h.Control	LOC101850309
Hyp_T6h.Control	LOC106011052
Hyp_T6h.Control	LOC101852453
Hyp_T6h.Control	LOC101856637
Hyp_T6h.Control	LOC101857547
Hyp_T6h.Control	LOC101858249
Hyp_T6h.Control	LOC101854002
Hyp_T6h.Control	LOC101859155
Hyp_T6h.Control	LOC100533301
Hyp_T6h.Control	LOC101859387
Hyp_T6h.Control	LOC101859844
Hyp_T6h.Control	LOC118477243
Hyp_T6h.Control	LOC101860312
Hyp_T6h.Control	LOC101860554
Hyp_T6h.Control	LOC101861025
Hyp_T6h.Control	LOC101847939
Hyp_T6h.Control	LOC101848419
Hyp_T6h.Control	LOC101862397
Hyp_T6h.Control	LOC101849113
Hyp_T6h.Control	LOC101849824
Hyp_T6h.Control	LOC101850065
Hyp_T6h.Control	LOC101850310
Hyp_T6h.Control	LOC101845755
Hyp_T6h.Control	LOC101851711
Hyp_T6h.Control	LOC118477245
Hyp_T6h.Control	LOC101852155
Hyp_T6h.Control	LOC101847315
Hyp_T6h.Control	LOC101847560
Hyp_T6h.Control	LOC101852831
Hyp_T6h.Control	LOC106011061
Hyp_T6h.Control	LOC101853528
Hyp_T6h.Control	LOC101855170
Hyp_T6h.Control	LOC101856006
Hyp_T6h.Control	ADD
Hyp_T6h.Control	LOC101857232
Hyp_T6h.Control	LOC101858090
Hyp_T6h.Control	LOC101864441
Hyp_T6h.Control	LOC101860794
Hyp_T6h.Control	LOC101861189
Hyp_T6h.Control	LOC118477250
Hyp_T6h.Control	LOC106011070
Hyp_T6h.Control	LOC101846196
Hyp_T6h.Control	LOC101848570
Hyp_T6h.Control	LOC101855002
Hyp_T6h.Control	LOC101848946
Hyp_T6h.Control	LOC101855469
Hyp_T6h.Control	LOC101855705
Hyp_T6h.Control	LOC101849593
Hyp_T6h.Control	LOC101849825
Hyp_T6h.Control	LOC101851247
Hyp_T6h.Control	LOC101857774
Hyp_T6h.Control	LOC101858250
Hyp_T6h.Control	LOC106011083
Hyp_T6h.Control	LOC101848099
Hyp_T6h.Control	LOC101849279
Hyp_T6h.Control	LOC100533381
Hyp_T6h.Control	LOC101861103
Hyp_T6h.Control	LOC118477262
Hyp_T6h.Control	LOC101846197
Hyp_T6h.Control	LOC101846410
Hyp_T6h.Control	LOC118477265
Hyp_T6h.Control	LOC101857317
Hyp_T6h.Control	LOC101850940
Hyp_T6h.Control	LOC101858696
Hyp_T6h.Control	LOC101858924
Hyp_T6h.Control	LOC101852455
Hyp_T6h.Control	LOC101860556
Hyp_T6h.Control	LOC101853370
Hyp_T6h.Control	LOC101861270
Hyp_T6h.Control	LOC101853767
Hyp_T6h.Control	LOC101861718
Hyp_T6h.Control	LOC101862168
Hyp_T6h.Control	LOC101855470
Hyp_T6h.Control	LOC101856496
Hyp_T6h.Control	LOC101862856
Hyp_T6h.Control	LOC101863329
Hyp_T6h.Control	LOC101851712
Hyp_T6h.Control	LOC101851927
Hyp_T6h.Control	LOC101864049
Hyp_T6h.Control	LOC101864512
Hyp_T6h.Control	LOC101845608
Hyp_T6h.Control	LOC101845832
Hyp_T6h.Control	LOC101846060
Hyp_T6h.Control	LOC101847022
Hyp_T6h.Control	LOC106011101
Hyp_T6h.Control	LOC101853530
Hyp_T6h.Control	LOC101848498
Hyp_T6h.Control	LOC101854932
Hyp_T6h.Control	LOC101855406
Hyp_T6h.Control	LOC101849354
Hyp_T6h.Control	LOC101850146
Hyp_T6h.Control	LOC118477141
Hyp_T6h.Control	LOC101856559
Hyp_T6h.Control	LOC101850783
Hyp_T6h.Control	LOC101857390
Hyp_T6h.Control	LOC100856795
Hyp_T6h.Control	LOC101860238
Hyp_T6h.Control	LOC101847316
Hyp_T6h.Control	LOC118477274
Hyp_T6h.Control	LOC101860957
Hyp_T6h.Control	LOC101861190
Hyp_T6h.Control	LOC101861561
Hyp_T6h.Control	LOC106011108
Hyp_T6h.Control	LOC101864205
Hyp_T6h.Control	LOC101864597
Hyp_T6h.Control	LOC101845833
Hyp_T6h.Control	LOC101852227
Hyp_T6h.Control	LOC101852456
Hyp_T6h.Control	LOC101852672
Hyp_T6h.Control	LOC106011105
Hyp_T6h.Control	LOC101862565
Hyp_T6h.Control	LOC101863003
Hyp_T6h.Control	LOC101854395
Hyp_T6h.Control	LOC101854552
Hyp_T6h.Control	LOC101863493
Hyp_T6h.Control	LOC101857391
Hyp_T6h.Control	LOC101858389
Hyp_T6h.Control	LOC118477279
Hyp_T6h.Control	LOC101864442
Hyp_T6h.Control	LOC101845388
Hyp_T6h.Control	LOC101845609
Hyp_T6h.Control	LOC101859913
Hyp_T6h.Control	LOC101860149
Hyp_T6h.Control	LOC101860390
Hyp_T6h.Control	LOC101861191
Hyp_T6h.Control	LOC101847940
Hyp_T6h.Control	LOC101848336
Hyp_T6h.Control	LOC101849438
Hyp_T6h.Control	LOC101849909
Hyp_T6h.Control	LOC101850633
Hyp_T6h.Control	LOC101856082
Hyp_T6h.Control	LOC101857469
Hyp_T6h.Control	LOC106011116
Hyp_T6h.Control	LOC101852157
Hyp_T6h.Control	LOC118477283
Hyp_T6h.Control	LOC101853683
Hyp_T6h.Control	LOC101853917
Hyp_T6h.Control	LOC101854151
Hyp_T6h.Control	LOC101854396
Hyp_T6h.Control	LOC101854553
Hyp_T6h.Control	LOC118477284
Hyp_T6h.Control	LOC100533313
Hyp_T6h.Control	LOC101855172
Hyp_T6h.Control	LOC101860004
Hyp_T6h.Control	LOC101861646
Hyp_T6h.Control	LOC101862169
Hyp_T6h.Control	LOC101862399
Hyp_T6h.Control	LOC101852457
Hyp_T6h.Control	LOC101864050
Hyp_T6h.Control	LOC101846563
Hyp_T6h.Control	LOC101847023
Hyp_T6h.Control	LOC101847178
Hyp_T6h.Control	LOC101847411
Hyp_T6h.Control	LOC101849439
Hyp_T6h.Control	LOC101853371
Hyp_T6h.Control	LOC101849910
Hyp_T6h.Control	LOC101850871
Hyp_T6h.Control	LOC101862102
Hyp_T6h.Control	LOC101857470
Hyp_T6h.Control	LOC101858842
Hyp_T6h.Control	LOC101859082
Hyp_T6h.Control	LOC101859465
Hyp_T6h.Control	LOC101860391
Hyp_T6h.Control	LOC101860796
Hyp_T6h.Control	LOC101861496
Hyp_T6h.Control	LOC101861719
Hyp_T6h.Control	LOC101846272
Hyp_T6h.Control	LOC100533208
Hyp_T6h.Control	LOC101848500
Hyp_T6h.Control	LOC101848950
Hyp_T6h.Control	LOC101849440
Hyp_T6h.Control	LOC101850235
Hyp_T6h.Control	LOC101851928
Hyp_T6h.Control	LOC101854480
Hyp_T6h.Control	LOC101855083
Hyp_T6h.Control	LOC101855238
Hyp_T6h.Control	LOC101855471
Hyp_T6h.Control	LOC101859083
Hyp_T6h.Control	LOC118477304
Hyp_T6h.Control	LOC101859313
Hyp_T6h.Control	LOC101856640
Hyp_T6h.Control	LOC101858167
Hyp_T6h.Control	LOC101860005
Hyp_T6h.Control	LOC101860240
Hyp_T6h.Control	LOC118477305
Hyp_T6h.Control	LOC106011128
Hyp_T6h.Control	LOC106011129
Hyp_T6h.Control	LOC101851479
Hyp_T6h.Control	LOC101852159
Hyp_T6h.Control	LOC101852391
Hyp_T6h.Control	LOC101861104
Hyp_T6h.Control	LOC101853069
Hyp_T6h.Control	LOC101862567
Hyp_T6h.Control	LOC101854481
Hyp_T6h.Control	LOC101854700
Hyp_T6h.Control	LOC101863728
Hyp_T6h.Control	LOC106011134
Hyp_T6h.Control	LOC101847640
Hyp_T6h.Control	LOC101848420
Hyp_T6h.Control	LOC101855408
Hyp_T6h.Control	LOC101848501
Hyp_T6h.Control	LOC101857392
Hyp_T6h.Control	LOC101860241
Hyp_T6h.Control	LOC101860634
Hyp_T6h.Control	LOC101848731
Hyp_T6h.Control	LOC101861563
Hyp_T6h.Control	LOC101848951
Hyp_T6h.Control	LOC101862015
Hyp_T6h.Control	LOC101849189
Hyp_T6h.Control	LOC101862249
Hyp_T6h.Control	LOC101849911
Hyp_T6h.Control	LOC101864208
Hyp_T6h.Control	LOC118477315
Hyp_T6h.Control	LOC101845452
Hyp_T6h.Control	LOC101845676
Hyp_T6h.Control	LOC101846950
Hyp_T6h.Control	LOC101851333
Hyp_T6h.Control	LOC101851793
Hyp_T6h.Control	LOC106011150
Hyp_T6h.Control	LOC106011154
Hyp_T6h.Control	LOC101853145
Hyp_T6h.Control	LOC101853372
Hyp_T6h.Control	LOC101853606
Hyp_T6h.Control	LOC101860392
Hyp_T6h.Control	LOC101860877
Hyp_T6h.Control	LOC101855084
Hyp_T6h.Control	LOC101856247
Hyp_T6h.Control	LOC106011155
Hyp_T6h.Control	LOC106011156
Hyp_T6h.Control	LOC101856954
Hyp_T6h.Control	LOC101857393
Hyp_T6h.Control	Rap
Hyp_T6h.Control	LOC101857777
Hyp_T6h.Control	LOC101859225
Hyp_T6h.Control	LOC118477318
Hyp_T6h.Control	LOC101861793
Hyp_T6h.Control	LOC101862016
Hyp_T6h.Control	LOC101862335
Hyp_T6h.Control	LOC106011159
Hyp_T6h.Control	LOC101849826
Hyp_T6h.Control	LOC101860006
Hyp_T6h.Control	LOC101851250
Hyp_T6h.Control	LOC101860484
Hyp_T6h.Control	LOC118477323
Hyp_T6h.Control	LOC106011171
Hyp_T6h.Control	LOC101860961
Hyp_T6h.Control	LOC101861192
Hyp_T6h.Control	LOC101861427
Hyp_T6h.Control	LOC101853447
Hyp_T6h.Control	LOC101853840
Hyp_T6h.Control	LOC101861877
Hyp_T6h.Control	LOC101855932
Hyp_T6h.Control	LOC101862336
Hyp_T6h.Control	LOC101862569
Hyp_T6h.Control	LOC101862784
Hyp_T6h.Control	LOC101857627
Hyp_T6h.Control	LOC101858475
Hyp_T6h.Control	LOC101863005
Hyp_T6h.Control	LOC101863495
Hyp_T6h.Control	LOC101864444
Hyp_T6h.Control	LOC101858697
Hyp_T6h.Control	LOC101847412
Hyp_T6h.Control	LOC118477332
Hyp_T6h.Control	LOC101848952
Hyp_T6h.Control	LOC101851565
Hyp_T6h.Control	LOC101851930
Hyp_T6h.Control	LOC101852308
Hyp_T6h.Control	LOC101852537
Hyp_T6h.Control	LOC101853533
Hyp_T6h.Control	LOC100533536
Hyp_T6h.Control	LOC101855326
Hyp_T6h.Control	LOC101855775
Hyp_T6h.Control	LOC101856788
Hyp_T6h.Control	LOC101861106
Hyp_T6h.Control	LOC101862401
Hyp_T6h.Control	LOC101863246
Hyp_T6h.Control	LOC101863653
Hyp_T6h.Control	LOC101863882
Hyp_T6h.Control	LOC101846199
Hyp_T6h.Control	LOC101846723
Hyp_T6h.Control	LOC101846951
Hyp_T6h.Control	LOC101853607
Hyp_T6h.Control	LOC101854071
Hyp_T6h.Control	LOC101848733
Hyp_T6h.Control	LOC101850785
Hyp_T6h.Control	LRRTK
Hyp_T6h.Control	LOC101851022
Hyp_T6h.Control	LOC101851715
Hyp_T6h.Control	LOC101855239
Hyp_T6h.Control	LOC101855856
Hyp_T6h.Control	LOC101857009
Hyp_T6h.Control	LOC101857864
Hyp_T6h.Control	LOC101858844
Hyp_T6h.Control	LOC101859084
Hyp_T6h.Control	LOC101860485
Hyp_T6h.Control	KLC2
Hyp_T6h.Control	LOC101861564
Hyp_T6h.Control	LOC101861941
Hyp_T6h.Control	LOC106011181
Hyp_T6h.Control	LOC101846413
Hyp_T6h.Control	LOC101862711
Hyp_T6h.Control	LOC106011185
Hyp_T6h.Control	LOC101863089
Hyp_T6h.Control	LOC101863418
Hyp_T6h.Control	LOC101845075
Hyp_T6h.Control	LOC101845305
Hyp_T6h.Control	LOC101845991
Hyp_T6h.Control	LOC101848503
Hyp_T6h.Control	LOC101850069
Hyp_T6h.Control	LOC101850466
Hyp_T6h.Control	LOC101859917
Hyp_T6h.Control	LOC101860637
Hyp_T6h.Control	LOC101853685
Hyp_T6h.Control	LOC101856010
Hyp_T6h.Control	LOC100533312
Hyp_T6h.Control	LOC101850070
Hyp_T6h.Control	LOC101863730
Hyp_T6h.Control	LOC101846800
Hyp_T6h.Control	LOC101847642
Hyp_T6h.Control	LOC101848184
Hyp_T6h.Control	LOC101848575
Hyp_T6h.Control	LOC101848808
Hyp_T6h.Control	LOC101852834
Hyp_T6h.Control	LOC106011202
Hyp_T6h.Control	LOC106011208
Hyp_T6h.Control	LOC101859085
Hyp_T6h.Control	LOC101853686
Hyp_T6h.Control	LOC101854153
Hyp_T6h.Control	LOC101855174
Hyp_T6h.Control	LOC101856327
Hyp_T6h.Control	LOC101860007
Hyp_T6h.Control	LOC101860727
Hyp_T6h.Control	LOC106011214
Hyp_T6h.Control	LOC101861648
Hyp_T6h.Control	LOC101862337
Hyp_T6h.Control	LOC101863248
Hyp_T6h.Control	LOC106011206
