"","RSB441-01","RSB441-03","RSB441-04","RSB441-07","RSB441-08","RSB441-09","RSB441-10","RSB441-11","RSB441-12","RSB443-01","RSB443-02","RSB443-05"
"aca-let-7c-5p_MIMAT0021696_Anolis_carolinensis_let-7c-5p ",552.936216618972,586.05123541709,685.209266301968,478.500795615145,590.55002374368,567.433198988962,554.090792916412,677.681653607862,609.892653561408,580.490700877311,755.089748290418,563.267971141596
"aca-miR-100_MIMAT0021709_Anolis_carolinensis_miR-100 ",586.4881715109,392.82419765276,473.138095301359,534.193287266314,592.662903971743,538.805938499429,606.287751669408,328.397102690111,464.918170337795,549.75884024263,580.525989277042,617.757336178916
"aca-miR-124a_MIMAT0021725_Anolis_carolinensis_miR-124a ",320.756688766831,371.590457239097,355.402031401021,397.803511794064,317.98847432352,360.907962600186,301.13630049805,370.171999145391,297.947558625082,373.050641593213,340.196348960952,375.723179850356
"aca-miR-124b_MIMAT0021726_Anolis_carolinensis_miR-124b ",48.3148150443762,42.4674808273254,31.4450357000903,62.5119804247815,53.878445815613,46.0080972153212,20.0757533665367,51.0582067786746,32.99419273365,140.854361242289,39.7842985658392,54.4893650373198
"aca-miR-137b-5p_MIMAT0021755_Anolis_carolinensis_miR-137b-5p ",6.71039097838558,10.6168702068313,9.50663870002731,10.2292331604188,2.11288022806326,4.08960864136189,2.67676711553822,4.64165516169769,9.99824022231817,7.68296515867029,11.3669424473826,11.4047508217646
"aca-miR-184-3p_MIMAT0021814_Anolis_carolinensis_miR-184-3p ",1014.6111159319,676.294632175157,708.610223102036,895.626192267778,918.046459093484,918.117139985744,964.97454515153,748.466894823752,774.863617229658,630.003143010964,491.214298619035,568.336749284603
"aca-miR-1a-3p_MIMAT0021840_Anolis_carolinensis_miR-1a-3p ",57.709362414116,43.5291678480085,57.771112100166,36.3706067926001,72.8943678681823,55.2097166583855,53.5353423107645,37.1332412935815,41.9926089337363,17.0732559081562,25.9815827368746,29.7790715901631
"aca-miR-99b-5p_MIMAT0021998_Anolis_carolinensis_miR-99b-5p ",52.3410496314075,22.2954274343458,35.8327151001029,52.2827472643627,25.3545627367591,37.8288799325975,58.8888765418409,25.5291033893373,19.9964804446363,54.6344189060999,47.0916187105852,45.6190032870584
"aga-miR-100_MIMAT0001498_Anopheles_gambiae_miR-100 ",868.324592603094,563.755807982744,699.83486430201,749.007183635109,882.127495216409,773.958435377737,820.429120912466,511.74248157717,647.885966406218,724.759713301231,890.681133198482,964.968638974861
"aga-miR-124_MIMAT0001499_Anopheles_gambiae_miR-124 ",358.33487824579,400.256006797542,357.595871101027,406.896163492214,386.657081735576,342.504723714058,392.14638242635,353.926206079449,374.934008336931,396.953199864632,350.751366947807,348.478497331696
"aga-miR-137_MIMAT0010107_Anopheles_gambiae_miR-137 ",13.4207819567712,28.6655495584446,15.3568779000441,15.9121404717626,16.903041824506,26.5824561688523,24.090904039844,20.8874482276396,30.9945446891863,20.4879070897874,24.3577338158199,23.443098911405
"aga-miR-184_MIMAT0001504_Anopheles_gambiae_miR-184 ",857.587967037677,587.112922437773,635.482233101825,831.977630380728,723.661478111665,744.308772727863,794.999833314852,659.115032961072,678.880511095404,478.904828223782,443.310755447923,472.663561835355
"aga-miR-2_MIMAT0009202_Anopheles_gambiae_miR-2 ",44.2885804573448,54.1460380548398,39.4891146001134,43.1900955662127,36.975403991107,50.0977058566831,52.1969587529954,46.4165516169769,48.991377089359,56.3417444969155,54.3989388553312,53.855767769444
"aga-miR-8_MIMAT0001525_Anopheles_gambiae_miR-8 ",45.6306586530219,35.0356716825434,40.9516744001176,22.7316292453751,30.6367633069172,33.7392712912356,36.136356059766,23.2082758084884,29.9947206669545,19.6342442943796,31.6650539605659,30.4126688580389
"age-miR-100_MIMAT0002418_Ateles_geoffroyi_miR-100 ",849.535497863614,502.177960783123,699.103584402008,772.875394342753,807.120247120164,762.712011613992,781.615997737161,485.052964397408,584.897053005613,675.247271167578,850.896834632643,978.274181600253
"age-miR-124a_MIMAT0002466_Ateles_geoffroyi_miR-124a ",342.229939897665,363.096961073632,375.146588701078,452.359421982964,316.932034209488,336.370310752015,313.181752517972,290.103447606105,348.938583758904,363.660350843727,346.69174464517,314.897842134278
"aja-miR-29b_MIMAT0031135_Artibeus_jamaicensis_miR-29b ",12.078703761094,12.7402442481976,10.2379186000294,11.3658146226875,20.0723621666009,10.2240216034047,8.03030134661467,6.96248274254653,6.99876815562272,23.0488954760109,14.614640289492,14.5727371611437
"ame-let-7-5p_MIMAT0004418_Apis_mellifera_let-7-5p ",340.887861701987,333.369724494504,384.653227401105,296.647761652145,340.173716718184,367.042375562229,290.429232035897,370.171999145391,322.943159180877,335.489478595269,345.879820184643,330.104176563298
"ame-miR-100-5p_MIMAT0004420_Apis_mellifera_miR-100-5p ",719.353912882934,477.75915930741,623.781754701792,626.256385710083,742.677400164234,632.866937250752,685.252381577785,398.021930115577,519.908491560545,635.125119783411,655.223039645556,747.644776093457
"ame-miR-124-3p_MIMAT0001473_Apis_mellifera_miR-124-3p ",291.230968461934,403.441067859591,356.133311301023,430.764374199858,338.060836490121,370.109582043251,331.91912232674,342.322068175204,344.939287669977,363.660350843727,333.700953276733,352.280080938951
"ame-miR-137-3p_MIMAT0004421_Apis_mellifera_miR-137-3p ",44.2885804573448,38.2207327445928,43.876794000126,34.0974438680626,33.8060836490121,31.6944669705546,30.7828218286896,35.9728275031571,34.9938407781136,19.6342442943796,38.1604496447846,37.3822388046729
"ame-miR-184-3p_MIMAT0001476_Apis_mellifera_miR-184-3p ",2039.95885742922,1672.15705757594,1702.41960720489,2053.80270231964,2054.77602179152,1826.01025836808,2157.47429512381,1863.62454742162,1986.65033217462,655.613026873198,1138.31809365932,1136.67349856921
"ame-miR-2-3p_MIMAT0001485_Apis_mellifera_miR-2-3p ",49.6568932400533,42.4674808273254,52.6521528001512,52.2827472643627,43.3140446752967,54.187314498045,49.5201916374571,55.6998619403722,50.9910251338227,65.7320352464014,52.7750899342765,55.1229623051956
"ame-miR-2b-5p_MIMAT0037292_Apis_mellifera_miR-2b-5p ",28.1836421092194,25.4804884963952,40.9516744001176,28.4145365567189,21.1288022806326,42.9408907342998,22.7525204820749,31.3311723414594,41.9926089337363,52.0734305198764,27.6054316579293,33.580655197418
"ame-miR-317-3p_MIMAT0001488_Apis_mellifera_miR-317-3p ",57.709362414116,63.7012212409881,60.6962317001744,60.238817500244,39.0882842191702,50.0977058566831,49.5201916374571,37.1332412935815,55.9901452449818,63.171046860178,64.1420323816591,50.0541841621891
"ame-miR-71-5p_MIMAT0004432_Apis_mellifera_miR-71-5p ",4.02623458703135,7.43180914478194,8.77535880002521,6.81948877361252,11.6208412543479,10.2240216034047,9.36868490438378,11.6041379042442,6.99876815562272,13.658604726525,13.8027158289646,15.8399316968953
"ame-miR-750-3p_MIMAT0018615_Apis_mellifera_miR-750-3p ",335.519548919279,171.993297350668,337.851313800971,333.018368444745,274.674429648223,209.592442869797,218.156519916365,273.857654540164,160.971667579323,499.392735313569,296.352428092476,314.264244866402
"ame-miR-8-3p_MIMAT0001490_Apis_mellifera_miR-8-3p ",45.6306586530219,40.3441067859591,40.9516744001176,21.5950477831063,27.4674429648223,28.6272604895332,21.4141369243058,40.6144826648548,32.99419273365,20.4879070897874,27.6054316579293,29.7790715901631
"ame-miR-87-3p_MIMAT0004434_Apis_mellifera_miR-87-3p ",206.680042134276,169.869923309301,201.83325240058,214.813896368795,193.328540867788,210.614845030137,131.161588661373,172.901654773239,168.970259757177,178.415524240232,187.554550381813,220.491849220782
"ami-let-7a-5p_MIMAT0037999_Alligator_mississippiensis_let-7a-5p ",566.356998575743,666.739448989008,746.636777902145,566.01756820984,626.468987620755,609.351687562921,594.242299649486,728.739860386537,687.87892729549,613.783549898216,732.355863395653,631.696476072184
"ami-let-7c-5p_MIMAT0038005_Alligator_mississippiensis_let-7c-5p ",536.831278270846,663.554387926959,744.442938202139,552.378590662614,548.292419182415,574.590014111345,551.414025800874,653.31296400895,619.890893783727,548.905177447222,743.722805843035,584.176680981498
"ami-miR-100-5p_MIMAT0038114_Alligator_mississippiensis_miR-100-5p ",869.666670798771,527.658449279518,704.953823602025,756.96325387099,821.910408716606,757.600000812289,792.323066199314,530.309102223961,577.89828484999,740.979306413979,833.846420961569,923.784816562933
"ami-miR-124-3p_MIMAT0038126_Alligator_mississippiensis_miR-124-3p ",285.862655679226,330.184663432455,335.657474100964,367.115812312808,289.464591244666,350.683940996782,366.717094828737,298.226344139076,303.946502758472,376.465292774844,329.641330974096,341.508927385062
"ami-miR-153-3p_MIMAT0038184_Alligator_mississippiensis_miR-153-3p ",16.1049383481254,24.4188014757121,19.7445573000567,29.5511180189876,15.8466017104744,29.6496626498737,38.8131231753042,39.4540688744303,26.9952486002591,12.8049419311172,19.4861870526559,26.6110852507841
"ami-miR-184-3p_MIMAT0038199_Alligator_mississippiensis_miR-184-3p ",1124.66152797742,760.167906809124,809.526849302325,1045.65494528725,1028.97267106681,962.080432880384,1058.66139419537,929.491446129962,887.843731741854,704.271806211443,575.654442513878,606.986182625027
"ami-miR-1a-3p_MIMAT0038019_Alligator_mississippiensis_miR-1a-3p ",26.8415639135423,16.9869923309301,33.6388754000966,18.1853033963001,23.2416825086958,33.7392712912356,32.1212053864587,11.6041379042442,20.9963044668682,11.0976163403015,12.9907913684373,15.8399316968953
"ami-miR-99b-5p_MIMAT0038112_Alligator_mississippiensis_miR-99b-5p ",33.5519548919279,25.4804884963952,25.5947965000735,19.3218848585688,34.8625237630437,32.7168691308951,46.8434245219189,24.3686895989129,23.9957765335636,75.9759887912951,44.6558453290032,46.2526005549342
"api-miR-100_MIMAT0014687_Acyrthosiphon_pisum_miR-100 ",157.023148894223,106.168702068313,118.46734380034,102.292331604188,130.998574139922,112.464237637452,202.095917223136,104.437241138198,85.9848659119363,150.244651991775,122.600593539627,119.116286360653
"api-miR-124_MIMAT0014712_Acyrthosiphon_pisum_miR-124 ",295.257203048965,364.158648094315,324.688275600933,435.310700048933,388.769961963639,368.06477772257,323.888820980125,322.595033737989,342.939639625513,358.53837407128,299.600125934585,338.974538313559
"api-miR-137_MIMAT0014126_Acyrthosiphon_pisum_miR-137 ",26.8415639135423,27.6038625377615,21.938397000063,26.1413736321813,24.2981226227274,31.6944669705546,32.1212053864587,18.5666206467907,23.9957765335636,21.3415698851953,24.3577338158199,19.6415153041502
"api-miR-184a_MIMAT0014132_Acyrthosiphon_pisum_miR-184a ",2053.37963938599,1662.60187438979,1678.28737050482,2127.68049736711,2124.5010693176,1870.99595342306,2109.29248704412,1840.41627161313,1981.65121206346,753.784248345096,1186.22163683043,1195.59804448166
"api-miR-184b_MIMAT0014715_Acyrthosiphon_pisum_miR-184b ",4392.6219344512,3077.83067296041,2832.24705270814,3329.04710298518,3417.58376889232,3090.72173070925,3292.42355211202,3381.44578529677,3103.45376500756,3122.69850560177,1942.9352340419,2323.4011813006
"api-miR-252a_MIMAT0014719_Acyrthosiphon_pisum_miR-252a ",173.128087242348,246.311388798487,163.075417700468,132.980031085444,140.506535166207,120.643454920176,92.3484654860687,172.901654773239,153.9728994237,208.293722079506,159.949118723884,143.192982539933
"api-miR-278_MIMAT0014723_Acyrthosiphon_pisum_miR-278 ",32.2098766962508,13.8019312688807,9.50663870002731,1.13658146226875,8.45152091225302,14.3136302447666,6.69191778884556,41.7748964552792,15.9971843557091,2.56098838622343,8.11924460527331,3.16798633937906
"api-miR-2a_MIMAT0014727_Acyrthosiphon_pisum_miR-2a ",226.811215069433,228.262709446874,255.216685100733,185.262778349807,172.199738587155,230.040486076606,256.969643091669,189.147447839181,257.954597735809,229.635291964701,211.912284197633,200.216736648756
"api-miR-317_MIMAT0014732_Acyrthosiphon_pisum_miR-317 ",44.2885804573448,54.1460380548398,34.3701553000987,50.0095843398252,41.2011644472335,46.0080972153212,30.7828218286896,41.7748964552792,32.99419273365,48.6587793382452,47.9035431711125,44.3518087513068
"api-miR-71_MIMAT0014735_Acyrthosiphon_pisum_miR-71 ",1444.07613854858,1507.59556937005,1341.16733660385,1475.28273802484,1278.29253797827,1324.01079764091,1227.29772247428,1587.44606530061,1499.73603334773,1281.34785590712,1557.27111529142,1241.21704776871
"api-miR-87a_MIMAT0014739_Acyrthosiphon_pisum_miR-87a ",187.890947394796,183.671854578182,179.894855400517,192.082267123419,212.344462920357,206.525236388775,148.560574912371,205.393240905123,205.963748579754,184.391163808087,216.783830960797,234.43098911405
"api-miR-87b_MIMAT0014738_Acyrthosiphon_pisum_miR-87b ",175.812243633702,146.512808854273,144.793420200416,154.575078868551,158.466017104744,118.598650599495,121.792903756989,148.532965174326,133.976418979064,133.171396083618,156.701420881775,172.972054130097
"asu-let-7-5p_MIMAT0021417_Ascaris_suum_let-7-5p ",570.383233162774,655.060891761494,780.275653302241,541.012776039927,602.170864998028,631.844535090411,606.287751669408,717.135722482293,697.877167517808,571.100410127825,739.663183540399,617.12373891104
"asu-miR-100a-5p_MIMAT0021487_Ascaris_suum_miR-100a-5p ",2984.78190718591,1911.03663722964,2308.65064430663,2110.63177543308,2278.74132596622,1964.03455001405,2219.03993878119,1550.31282400703,1816.68024839521,2369.76792005208,2919.68036005628,3386.57739679621
"asu-miR-124-3p_MIMAT0021496_Ascaris_suum_miR-124-3p ",289.888890266257,364.158648094315,304.943718300876,356.886579152389,372.923360253165,358.863158279506,353.333259251046,320.27420615714,349.938407781136,342.318780958532,333.700953276733,356.715261814082
"asu-miR-2a-3p_MIMAT0021426_Ascaris_suum_miR-2a-3p ",8.0524691740627,8.49349616546507,7.31279900002101,12.5023960849563,5.28220057015814,10.2240216034047,4.01515067330734,8.12289653297095,8.99841620008636,19.6342442943796,5.68347122369132,14.5727371611437
"asu-miR-34-5p_MIMAT0021437_Ascaris_suum_miR-34-5p ",159.707305285577,284.53212154308,274.229962500788,270.506388019963,275.730869762255,249.466127123075,263.661560880515,317.953378576292,320.943511136413,352.562734503426,257.380053987164,188.178388559116
"asu-miR-71-5p_MIMAT0021466_Ascaris_suum_miR-71-5p ",203.995885742922,229.324396467557,134.555501600387,192.082267123419,178.538379271345,145.181106768347,159.267643374524,199.591171953001,170.969907801641,221.098664010623,198.109568368669,181.208818612482
"asu-miR-72-5p_MIMAT0021468_Ascaris_suum_miR-72-5p ",21.4732511308339,9.55518318614821,13.1630382000378,6.81948877361252,5.28220057015814,7.1568151223833,13.3838355776911,15.0853792755175,8.99841620008636,3.41465118163124,10.5550179868553,5.7023754108823
"asu-miR-87b-3p_MIMAT0021484_Ascaris_suum_miR-87b-3p ",220.100824091047,220.830900302092,224.502929300645,262.550317784082,268.335788964033,256.622942245458,192.727232318752,213.516137438094,227.959877068854,221.098664010623,216.783830960797,297.157118633756
"ath-miR414_MIMAT0001322_Arabidopsis_thaliana_miR414 ",4.02623458703135,7.43180914478194,4.3876794000126,9.09265169815003,12.6772813683795,6.13441296204283,17.3989862509985,15.0853792755175,3.99929608892727,14.5122675219328,5.68347122369132,10.137556286013
"ath-miR5658_MIMAT0022431_Arabidopsis_thaliana_miR5658 ",33.5519548919279,65.8245952823543,54.1147126001554,45.4632584907502,77.1201283243088,52.1425101773641,56.2121094263027,69.6248274254653,59.989441333909,39.2684885887593,61.7062590000772,55.7565595730714
"bbe-let-7a-5p_MIMAT0031568_Branchiostoma_belcheri_let-7a-5p ",563.672842184389,682.664754299255,751.755737202159,563.744405285302,628.581867848819,572.545209790664,630.378655709252,700.889929416351,716.873823940213,585.612677649758,746.970503685145,657.673964055092
"bbe-miR-1-5p_MIMAT0031592_Branchiostoma_belcheri_miR-1-5p ",25.4994857178652,29.7272365791278,21.2071171000609,17.0487219340313,24.2981226227274,21.4704453671499,29.4444382709205,23.2082758084884,14.9973603334773,14.5122675219328,14.614640289492,20.9087098399018
