"","gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","AC178A","AC186A","AC176A","AC180A"
"38","LOC101859745",6782.43510326855,3.09320793969746,0.280396591856984,11.0315461368915,2.69196724139595e-28,8.57887455086971e-26,14893.4462888385,9390.67528542166,1209.55166626696,1636.06717254709
"39","LOC101849413",205.323514354242,-6.48132621938569,0.595246235297252,-10.8884791453558,1.30806387786654e-27,3.98061452841326e-25,5.55021476069109,3.49789245794201,411.308501123524,400.937449074812
"40","LOC101861955",381.207019487247,-3.40822110114844,0.313025163610936,-10.8880099664594,1.31481900195318e-27,3.98061452841326e-25,52.1720187504963,79.285562380019,668.249367257479,725.121129560995
"41","LOC106012574",230.958514252615,-4.6163893044553,0.424324611866333,-10.8793814343004,1.44540458859905e-27,4.26923160193524e-25,26.6410308513173,9.3277132211787,388.965817111876,498.899495826089
"42","LOC106013374",213.235610851183,-4.11383914659951,0.383709943310575,-10.7212211158932,8.09277519202176e-27,2.33341684703294e-24,25.530987899179,20.9873547476521,453.962716054853,352.461384703046
"43","LOC101852128",191.568266468397,-4.47811469881549,0.418969885981424,-10.6883927667633,1.15352575479448e-26,3.24865043966537e-24,19.9807731384879,12.8256056791207,410.29292457754,323.173762478438
"44","LOC101848340",220.237564578794,-3.85913786360599,0.36272346374361,-10.6393389161442,1.95511548429992e-26,5.38101102610729e-24,31.0812026598701,25.6512113582414,384.90351092794,439.314333369127
"45","LOC101850439",421.594194755773,-3.5398325305315,0.332824568241669,-10.6357308573482,2.03229063826816e-26,5.46911991765054e-24,85.4733073146428,47.8045302585409,878.473712276169,674.625229173739
"46","LOC101858324",182.066765075473,-4.2052603695119,0.40957820726121,-10.2672952197136,9.89397292838238e-25,2.60469591658067e-22,22.2008590427644,15.1575339844154,384.90351092794,306.005156346771
"47","LOC101845435",152.513793892511,-5.45236368825623,0.532148743657556,-10.2459392289102,1.23420279172931e-24,3.18004166124298e-22,8.88034361710575,4.66385661058935,299.595081065283,296.915894277065
"48","LOC101850319",417.700777759628,-8.93208449630879,0.87742819209159,-10.1798467120332,2.43945345447189e-24,6.1545377778447e-22,1.11004295213822,2.33192830529468,903.863125925769,763.49801385531
"49","LOC101862029",521.151239963244,-2.86183917109011,0.283696400594323,-10.0876823431484,6.26307825718964e-24,1.54787505499115e-21,107.674166357407,144.57955492827,970.891177960714,861.460060606586
"50","LOC101851452",279.556522689146,-3.17670016228982,0.321565398484383,-9.87886189640548,5.14134978822589e-23,1.24523491870831e-20,58.8322764633256,52.4683868691302,550.442487923333,456.482939500794
"51","LOC101848956",623.497652092175,-2.59107300480629,0.271355089042031,-9.54864349127776,1.31405546114901e-21,3.0602330066374e-19,200.917774337018,153.907268149449,1116.11862403643,1023.0469418458
"52","LOC101850341",195.098051469608,3.7882816593017,0.396732438063288,9.54870662402801,1.31325504034593e-21,3.0602330066374e-19,274.18060917814,453.560055379814,24.3738371036162,28.2777042168633
"53","LOC101861981",377.141747139149,-2.74997782825533,0.290814911949338,-9.45611010736063,3.19612315494131e-21,7.30283988798855e-19,107.674166357407,87.4473114485503,642.859953607878,670.585557142759
"54","LOC101859062",148.638491822035,-6.42449955636409,0.684678585590913,-9.38323425263756,6.39794290434841e-21,1.43479793651221e-18,1.11004295213822,5.82982076323669,334.124683628739,253.489419944025
"55","LOC101859126",1057.34279176458,-2.60071113113026,0.279337920180332,-9.31026882942109,1.27509204898401e-20,2.8075208569448e-18,291.941296412352,306.64857214625,2197.7076455094,1433.07365299032
"56","LOC101861199",145.263632550104,-3.95020439085518,0.425527554365817,-9.28307544441476,1.6465584962503e-20,3.56068274814127e-18,15.5406013299351,19.8213905950047,241.707217944194,303.985320331281
"57","LOC101854894",348.210085586682,-2.94683670581858,0.317768622866415,-9.27352952357852,1.80085853047909e-20,3.8260345270354e-18,62.1624053197403,97.9409888223764,658.093601797639,574.643346406972
"58","LOC101849802",151.368354722575,-3.66216170287509,0.400329141273347,-9.14787689756149,5.80634117693762e-20,1.21232399401232e-17,23.3109019949026,20.9873547476521,301.626234157251,259.548927990495
"59","LOC101854594",1670.84682275328,-2.57556579717615,0.283163893290829,-9.09567165235599,9.40036285391971e-20,1.92946430781301e-17,597.203108250362,362.614851473322,2602.92268735702,3120.64664393242
"60","LOC106013295",321.708095323386,-2.79164676175167,0.309437740126146,-9.02167512150789,1.85234848329e-19,3.73865668877364e-17,87.6933932189193,74.6217057694296,629.657458510086,494.859823795108
"61","LOC101852365",123.361164339879,-4.70821663409539,0.522909499220084,-9.00388430716533,2.17869718256029e-19,4.32524965259101e-17,9.99038656924397,8.16174906853136,294.517198335363,180.775323386376
"62","LOC101861104",113.078828064987,-5.13255826210664,0.572186611355705,-8.97007752408932,2.96305812586562e-19,5.78752159745687e-17,4.44017180855287,8.16174906853136,252.878559950019,186.834831432847
"63","LOC101862822",107.512429664898,-4.81415674474509,0.543841208777095,-8.85213673963842,8.5859415785458e-19,1.65040877009825e-16,8.88034361710575,5.82982076323669,228.504722846402,186.834831432847
"64","LOC118478682",242.589742957551,-3.28339815550795,0.372394447120177,-8.81699010524814,1.17577627883507e-18,2.22478917760824e-16,29.9711597077319,60.6301359376616,383.887934381956,495.869741802853
"65","LOC101850506",1760.07496190899,-2.06380903119229,0.234178446735411,-8.81297600169034,1.21866645262798e-18,2.2704693448192e-16,634.944568623061,724.063738793997,2809.08472619177,2872.20681402712
"66","LOC101852753",115.403989408603,-6.05636239455514,0.68835348090905,-8.79833190725936,1.38864810298594e-18,2.54795886775148e-16,2.22008590427644,4.66385661058935,229.520299392386,225.211715727161
"67","LOC101853728",117.798629783688,-4.23062755153201,0.483929804104157,-8.74223392659951,2.28545654186007e-18,4.1308774211829e-16,14.4305583777968,9.3277132211787,188.897237553026,258.53900998275
"68","LOC101856240",112.250769696752,-4.30940472928755,0.494847872834117,-8.70854451612879,3.0780145401229e-18,5.48158177660123e-16,13.3205154256586,8.16174906853136,239.676064852226,187.844749440592
"69","LOC101857558",1208.80181052594,2.64192178802023,0.30572838308285,8.64140176119761,5.55274825478946e-18,9.74547556021744e-16,2586.40007848205,1581.04739098979,399.121582571716,268.638190060202
"70","LOC101861413",110.564199574336,-4.20150259344092,0.487033720102711,-8.62671806903812,6.31375570603932e-18,1.0922797371448e-15,8.88034361710575,13.9915698317681,229.520299392386,189.864585456082
"71","LOC101853474",499.671236792551,-2.36393663814949,0.27836022071499,-8.49236515216697,2.02473673701843e-17,3.45345942046383e-15,166.506442820733,158.571124760038,937.377151943241,736.230227646191
"72","LOC101845466",1310.02208837736,-8.24163525744733,0.970912012622756,-8.48855009547563,2.09231041528425e-17,3.5191498790406e-15,3.33012885641466,13.9915698317681,3530.14407384042,1692.62258098082
"73","LOC101856370",167.584202317598,-3.03743915548323,0.361294293974725,-8.40710524948319,4.20253929523297e-17,6.97160970757141e-15,36.6314174205612,36.1448887320675,306.704116887171,290.856386230594
"74","LOC118478968",393.513544574837,-2.32054504126464,0.278267028196947,-8.33927417236886,7.47479196523877e-17,1.2232396040411e-14,135.425240160863,127.09009263856,663.171484527559,648.367360972366
"75","LOC101864238",1840.94280299024,-1.96247672473542,0.23870341796333,-8.22140186127076,2.0113805934946e-16,3.24770919829594e-14,677.126200804313,826.668584226962,2977.67043282512,2882.30599410457
"76","LOC101855936",384.602045689634,-3.134141315582,0.382838829054792,-8.18658160490152,2.68750458546015e-16,4.2823263855161e-14,42.1816321812523,115.430451112086,767.775868763912,613.020230701287
"77","LOC101846924",83.4149505167916,5.525951094418,0.67514864674482,8.18479178038935,2.72774867734388e-16,4.29000473800447e-14,159.846185107903,166.732873828569,2.03115309196802,5.04959003872559
"78","LOC101856247",96.1934091911865,-4.33737521137537,0.531009282470161,-8.16817211028529,3.13097030891789e-16,4.86103210781995e-14,12.2104724735204,5.82982076323669,205.14646228877,161.586881239219
"79","LOC101859026",192.115582078989,-2.84045740341901,0.348842761257566,-8.14251496341578,3.87150637429012e-16,5.93467622691815e-14,54.3921046547727,39.6427811900095,327.015647806851,347.411794664321
"80","LOC101863118",766.74247957792,-2.25415288495365,0.277353015403212,-8.12737832208743,4.38674606629447e-16,6.64043685785325e-14,308.591940694425,222.699153155642,1409.62024582581,1126.05857863581
"81","LOC101852861",305.140666004794,-2.762633328415,0.341111503497888,-8.09891575067361,5.54511674901237e-16,8.29029183093083e-14,54.3921046547727,102.604845432966,565.676136113094,497.889577818343
"82","LOC101860665",136.447030818523,-3.17092554709537,0.39428721023213,-8.04217196197801,8.82599144311227e-16,1.3034482484889e-13,28.8611167555937,25.6512113582414,263.034325409859,228.241469750397
"83","LOC101848576",262.95562943884,-2.59244206756259,0.322540469318614,-8.03757144968283,9.16364669111591e-16,1.33700917384836e-13,88.8034361710575,60.6301359376616,458.025022238789,444.363923407852
"84","LOC118478845",147.307859160858,-3.23400003588343,0.402854418016161,-8.02771396130921,9.93056807765438e-16,1.43165689786184e-13,36.6314174205612,19.8213905950047,280.299126691587,252.47950193628
"85","LOC101853328",394.445103261835,-2.3779538830497,0.300097296828346,-7.92394302841681,2.30095078677415e-15,3.27817812092175e-13,132.095111304448,122.42623602797,772.853751493832,550.40531422109
"86","LOC101853748",155.484326926613,-2.91231151192444,0.369703592750502,-7.87742280310984,3.34202532165588e-15,4.70603798200613e-13,32.1912456120083,40.8087453426568,280.299126691587,268.638190060202
"87","LOC101859089",194.385662686447,-2.87100392331,0.366292400121922,-7.83801116909436,4.57738310425069e-15,6.29910334005407e-13,39.9615462769759,53.6343510217775,404.199465301636,279.747288145398
"88","LOC106013690",121.649772888246,-3.57819470267086,0.456470637255884,-7.83882775939655,4.54771836538724e-15,6.29910334005407e-13,16.6506442820733,20.9873547476521,281.314703237571,167.64638928569
"89","LOC101857144",228.348634360401,-2.5487528204308,0.327442869097262,-7.78380921061905,7.0372859519888e-15,9.57545313242522e-13,59.9423194154638,73.4557416167823,423.495419675332,356.501056734027
"90","LOC106011630",89.0858901526089,-5.94485467694999,0.764949532325134,-7.7715645617562,7.752254843718e-15,1.04310895730472e-12,2.22008590427644,3.49789245794201,214.286651202626,136.338931045591
"91","LOC101857249",392.077087143522,-2.32178109920157,0.29955977891263,-7.75064365326142,9.14279231551085e-15,1.21669466967952e-12,107.674166357407,153.907268149449,705.825699458887,600.901214608346
"92","LOC101863854",108.456401846159,-3.55804945688389,0.461633206581175,-7.70752494872406,1.28281234108529e-14,1.68857146201553e-12,23.3109019949026,10.493677373826,198.037426466882,201.983601549024
"93","LOC101860770",180.694557749458,-2.91056033513887,0.378399641144044,-7.69176293703438,1.4512132520438e-14,1.88969811637101e-12,55.5021476069109,29.1491038161834,337.171413266691,300.955566308045
"94","LOC101854331",2804.79228259292,1.8263068378722,0.238303863239432,7.66377352446548,1.80548154434186e-14,2.32599803212552e-12,4126.02965309776,4625.37979355199,1363.91930125653,1103.84038246541
"95","LOC101862833",158.411338696933,-2.86741332896191,0.375879884637561,-7.62853625893492,2.37434067477776e-14,3.02665953384828e-12,33.3012885641466,43.1406736479515,313.813152709059,243.390239866574
"96","LOC101862085",232.85653697297,-2.94180075005751,0.386369659949072,-7.6139538245453,2.658358032845e-14,3.35340789351593e-12,44.4017180855287,62.9620642429562,538.255569371525,285.806796191869
"97","LOC106011452",1814.98017184306,-5.58294678736402,0.736149081819463,-7.58398933754727,3.35088709245645e-14,4.18342708140697e-12,112.11433816596,36.1448887320675,3773.88244487658,3337.77901559762
"98","LOC101852778",561.424865429545,-2.00528564571813,0.264618607110568,-7.57802207340713,3.50862715974232e-14,4.33566070453872e-12,204.247903193432,243.686507903294,926.205809937417,871.559240684037
"99","LOC101864181",80.2297328332658,-4.25924917544442,0.563086384796799,-7.56411323456429,3.9051944367577e-14,4.77696006354906e-12,7.77030066496753,8.16174906853136,179.75704863917,125.229832960395
"100","LOC101858186",79.6581879637634,-5.7858520322523,0.765054233693934,-7.56266912518907,3.94881176662571e-14,4.78201104938373e-12,4.44017180855287,1.16596415264734,172.648012817282,140.378603076571
"101","LOC101864023",446.280837738732,-2.1393596458741,0.282959136066654,-7.56066644679802,4.01009369325931e-14,4.80814204211586e-12,155.406013299351,174.894622897101,640.82880051591,813.993914242566
"102","LOC118477172",660.625985674567,-1.95515873474931,0.259154037117068,-7.54438848994702,4.54414656942399e-14,5.39506028977692e-12,287.501124603799,254.18018527712,1122.21208331233,978.61054950502
"103","LOC101855829",394.029348113537,-2.26638161636007,0.302614653124829,-7.48933203649323,6.92250106540436e-14,8.1389794079657e-12,149.85579853866,121.260271875323,758.635679850056,546.365642190109
"104","LOC101851575",210.164660137608,-2.66741078474566,0.356264767784469,-7.48715850106002,7.03806885274751e-14,8.19528978911273e-12,41.0715892291141,73.4557416167823,362.560826916292,363.570482788243
"105","LOC101846245",88.9594291494036,-4.03735191928043,0.540291372793486,-7.4725455977688,7.86580991242141e-14,9.07190076565935e-12,12.2104724735204,8.16174906853136,212.255498110658,123.209996944904
"106","LOC101846543",155.288598852536,-2.91091586139388,0.391430258465405,-7.43661430980342,1.03298582031221e-13,1.18013757396046e-11,33.3012885641466,39.6427811900095,331.077953990787,217.1323716652
"107","LOC101860737",67.7920355898945,-5.05073805659339,0.692390912704576,-7.29463365841197,2.99472801516145e-13,3.38936039846777e-11,5.55021476069109,2.33192830529468,126.947068248001,136.338931045591
"108","LOC118477283",127.863358075026,-2.84022177699731,0.393554596179504,-7.21684311292317,5.32083023133907e-13,5.96622723162187e-11,27.7510738034555,34.9789245794201,238.660488306242,210.062945610985
"109","LOC101859476",97.9548009553817,-3.44076279409755,0.47756509602737,-7.20480374868172,5.8127507623586e-13,6.45801942496905e-11,14.4305583777968,18.6554264423574,219.364533932546,139.368685068826
"110","LOC101862331",1798.47357942843,-1.83777076399379,0.256267333106341,-7.17130327036723,7.428713239293e-13,8.17307308894492e-11,649.375127000858,923.443608896692,2877.1283547727,2743.94722704349
"111","LOC101864457",127.792207985299,-2.84501548455643,0.396785904235886,-7.1701526041739,7.49142124585372e-13,8.17307308894492e-11,34.4113315162848,27.9831396635361,247.800677220098,200.973683541279
"112","LOC101849423",718.323082435287,-1.89026419872573,0.263997785400424,-7.16015172573755,8.05878168112817e-13,8.71355769271984e-11,337.453057450018,272.835611719477,1228.84762064065,1034.156039931
"113","LOC101850219",75.9323729296796,-3.88511532283871,0.543586758566982,-7.14718536021878,8.85752388374762e-13,9.49244373736139e-11,13.3205154256586,5.82982076323669,142.180716437761,142.398439092062
"114","LOC101864107",1616.50333488075,-1.94258278730428,0.272497674408186,-7.12880501282519,1.01244036238194e-12,1.07549585863555e-10,530.600531122069,804.515265326663,2811.11587928374,2319.78166379054
"115","LOC101852651",360.203998995858,-2.40536719682955,0.33815083001388,-7.11329674018784,1.13303305102162e-12,1.19313306503233e-10,83.2532214103664,145.745519080917,709.888005642823,501.929249849324
"116","LOC101856330",98.6658406428191,-3.3001729957261,0.464630355641208,-7.10279247935003,1.22260922061661e-12,1.2763618673851e-10,18.8707301863497,17.4894622897101,142.180716437761,216.122453657455
"117","LOC101858939",125.239952840866,-2.95728230059308,0.417585174465614,-7.0818661231868,1.42226027476255e-12,1.47210016473286e-10,19.9807731384879,37.3108528847148,237.644911760258,206.023273580004
"118","LOC101860874",319.090570273303,-2.04982037784183,0.290259547687767,-7.06202567381807,1.64092658407268e-12,1.68403567229831e-10,115.444467022375,132.919913401797,526.068650819717,501.929249849324
"119","LOC101845017",218.445094032514,-2.33710781693846,0.33134838911501,-7.05332481977832,1.7469240266161e-12,1.77775209767403e-10,74.3728777932607,69.9578491588403,414.355230761476,315.094418416477
"120","LOC101857128",333.85174794964,-6.16099815438109,0.87586872778547,-7.03415701341278,2.00469279127197e-12,2.02306914185863e-10,3.33012885641466,15.1575339844154,541.302299009477,775.617029948251
"121","LOC101845529",83.2239943164146,3.54254169675277,0.50526920573901,7.01119651962844,2.36288561577296e-12,2.36483841380252e-10,186.487215959221,120.094307722676,10.1557654598401,16.1586881239219
"122","LOC101849487",65.3306851114089,-4.46023883079954,0.638896528711575,-6.98115990674459,2.9275286248196e-12,2.90593210217749e-10,6.66025771282931,4.66385661058935,98.510924960449,151.487701161768
"123","LOC101859113",156.90074155218,-2.67138908547042,0.386073654694057,-6.9193767898702,4.53634830917464e-12,4.46627463610609e-10,46.6218039898052,38.4768170373621,213.271074656642,329.233270524909
"124","LOC101854808",60.2381057732853,-4.67120897600987,0.67544192096018,-6.91578184748952,4.65289956506469e-12,4.54408175265592e-10,4.44017180855287,4.66385661058935,103.588807690369,128.25958698363
"125","LOC101848074",764.733992535238,-1.83149835970629,0.265601453709142,-6.89566391346617,5.36138137427082e-12,5.19410627539357e-10,311.922069550839,359.11695901538,1349.70122961275,1038.19571196198
"126","LOC101847991",511.927688289038,-1.94121762865065,0.286171765400919,-6.78340026288426,1.1737983839178e-11,1.12815066898766e-09,212.0182038584,211.039511629168,670.280520349447,954.372517319137
"127","LOC101861959",256.470855917517,-2.24166214558983,0.330939257541234,-6.77363623235458,1.25585206462912e-11,1.197509330918e-09,105.454080453131,73.4557416167823,481.383282796421,365.590318803733
"128","LOC101851546",81.9051639802578,-3.26893754796514,0.48291251622752,-6.76921272097452,1.29485045323346e-11,1.22504992098885e-09,12.2104724735204,18.6554264423574,152.336481897602,144.418275107552
"129","LOC101846605",162.066177634916,-2.43028748803299,0.360013411997695,-6.75054708253076,1.47288713326872e-11,1.38268706851815e-09,44.4017180855287,57.1322434797196,246.785100674114,299.9456483003
"130","LOC100533237",197362.212463525,1.79408921296927,0.265952198540858,6.74590856105914,1.52072372663563e-11,1.41661264073519e-09,234302.316122575,378455.640451189,91114.4809760474,85576.4123042904
"131","LOC101864318",145.769037247562,-2.47839625798305,0.369109771360943,-6.71452356529323,1.88681684930202e-11,1.74422534695018e-09,44.4017180855287,44.3066378005988,274.205667415683,220.162125688436
"132","LOC101855403",84.7742416840616,-3.10749752984481,0.462966694436806,-6.71214056472258,1.91789800867094e-11,1.7595261276519e-09,17.7606872342115,17.4894622897101,156.398788081538,147.448029130787
"133","LOC101859283",409.68872542176,-1.81990092680124,0.271187494481183,-6.71085858985845,1.93482545165079e-11,1.7617094901873e-09,179.826958246391,181.890407812985,633.719764694022,643.31777093364
"134","LOC101854247",142.416490071083,-2.55825424814957,0.382988178772276,-6.67972117664421,2.39397282566578e-11,2.16350827752333e-09,51.0619757983581,31.4810321214781,242.722794490178,244.400157874319
"135","LOC101853625",99.3261753986443,-2.90712635292602,0.43620289317731,-6.66461960339249,2.65351733975034e-11,2.38030333217605e-09,19.9807731384879,26.8171755108888,192.959543736962,157.547209208238
"136","LOC101853766",57.985627447665,3.94166442172143,0.592225881027179,6.65567741633455,2.81998153343138e-11,2.51102767425397e-09,120.994681783066,96.775024669729,6.09345927590406,8.07934406196095
"137","LOC101845656",135.664389105136,-2.86963199849113,0.432300335350112,-6.6380517520697,3.17856275086317e-11,2.80966386225935e-09,18.8707301863497,46.6385661058935,265.065478501827,212.082781626475
"138","LOC101848092",90.1306835510323,-3.06350381056704,0.463507217702891,-6.60939828671828,3.85885241238617e-11,3.38628280536207e-09,24.4209449470408,13.9915698317681,171.632436271298,150.477783154023
"139","LOC101855543",286.976817601458,-1.93811116513086,0.294053567520037,-6.59101394850035,4.36832839147503e-11,3.80578826048652e-09,122.104724735204,115.430451112086,440.76022095706,469.61187360148
"140","LOC100533407",1862.98363865481,-2.06769307118693,0.315485532304094,-6.55400282886475,5.60149049664805e-11,4.84528927960056e-09,505.06954322289,930.439393812576,2418.08775598793,3598.33786159586
"141","LOC101852738",2304.14839952746,-6.28074030952869,0.963226866092445,-6.52052027473858,7.006393557387e-11,6.01754794184089e-09,36.6314174205612,80.4515265326663,7095.83332679028,2003.67732736632
"142","LOC101856227",151.829191978408,2.41024062292342,0.370134887513777,6.51178990208996,7.42605396167997e-11,6.28877716614996e-09,291.941296412352,219.2012606977,41.6386383853444,54.5355724182364
"143","LOC106013869",80.3784500873768,3.15688843876938,0.484745307490462,6.51246827970893,7.39258288677909e-11,6.28877716614996e-09,116.554509974513,172.562694591806,14.2180716437761,18.1785241394121
"144","LOC101860266",121.62891726662,-3.45799614641709,0.532974239518994,-6.48811122567183,8.69191060207347e-11,7.30965537438262e-09,31.0812026598701,9.3277132211787,312.797576163075,133.309177022356
"145","LOC101864505",55.8274849618256,-4.07034891956161,0.631656325001122,-6.44392964727201,1.16419066517647e-10,9.72299927950831e-09,4.44017180855287,8.16174906853136,115.775726242177,94.9322927280411
