"","gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","AC163A","AC164A","AC172A","AC178A","AC186A","AC169A","AC170A","AC174A","AC176A","AC180A"
"20","LOC101864261",34.5765681364604,-3.25188235324129,0.399012848300206,-8.14981865144019,3.64470423461239e-16,3.50201406382732e-13,66.7913870373605,63.4323291861128,50.9868517010516,4.44017180855287,8.16174906853136,47.1680567930496,52.9844491790218,41.6958479752331,1.01557654598401,9.08926206970607
"21","LOC101846943",616.713016081307,-1.74765131685252,0.215004929069795,-8.12842442456378,4.3490613704875e-16,3.97980535031707e-13,1087.27618570654,1087.25237920758,640.047712842988,247.539578326823,269.337719261535,930.782987382845,668.92867088515,731.345173485589,301.626234157251,202.993519556769
"22","LOC118478414",83.7964881249318,-2.15153698060976,0.265096224249422,-8.11606044824476,4.81560891860823e-16,4.13933149975185e-13,104.019373254906,140.218832937723,103.05853003404,36.6314174205612,32.6469962741255,131.022379980693,155.641819463376,94.2326164240269,17.2648012817282,23.2281141781377
"23","LOC118479095",67.8495945176668,-4.64887184496833,0.57304234031658,-8.11261492894232,4.95418767207642e-16,4.13933149975185e-13,88.690202459446,153.57300750322,74.8530376036715,7.77030066496753,8.16174906853136,158.275035016677,150.122606007228,35.0245122991958,1.01557654598401,1.00991800774512
"24","LOC106011128",29.8546448423551,-3.8914433555711,0.48103200458304,-8.08978055201174,5.97723246121297e-16,4.78601984196373e-13,54.7470385552135,51.1910025010735,33.6296255900553,3.33012885641466,1.16596415264734,45.0716987133585,59.6075053263995,41.6958479752331,5.07788272992005,3.02975402323536
"25","LOC106012167",58.7668616335323,-2.47963671969533,0.312023852600686,-7.94694603963068,1.91165629942662e-15,1.46945196424325e-12,93.069965543863,89.0278304366495,60.750291388487,17.7606872342115,20.9873547476521,92.2397555064081,123.630381417717,65.8794398008683,15.2336481897602,9.08926206970607
"26","LOC106014117",41.2858395806723,-4.9621602250106,0.625625233107825,-7.93152187989735,2.16476448748083e-15,1.60001073676612e-12,63.5065647240477,71.2222643493196,44.477891909428,4.44017180855287,2.33192830529468,98.5288297454813,97.1381568282066,29.1870935826632,1.01557654598401,1.00991800774512
"27","LOC101859612",125.067261897623,-2.80770317401659,0.354547153124303,-7.91912485906275,2.39188068084084e-15,1.67737019198234e-12,209.133687280916,243.713685820328,144.281942047657,53.2820617026345,24.4852472055941,187.624048132353,207.522425951169,149.271135751335,9.14018891385609,22.2181961703926
"28","LOC118477818",34.1184158576109,-3.4648490753185,0.437677466490617,-7.91644382129228,2.44400090417367e-15,1.67737019198234e-12,74.4559724350904,67.8837207079452,47.7323718052398,4.44017180855287,6.99578491588403,41.9271615938219,56.2959772527106,33.3566783801865,3.04672963795203,5.04959003872559
"29","LOC101846899",36.5852854851521,-2.99949230564524,0.380947997527325,-7.87375790164138,3.44144588288311e-15,2.28049191487465e-12,62.4116239529434,56.755241903364,46.6475451733025,9.99038656924397,9.3277132211787,62.8907423907328,72.853617621155,35.8584292587005,5.07788272992005,4.03967203098047
"30","LOC106012698",119.205784380852,-1.68983228107688,0.214887146456284,-7.86381274517344,3.72614431541633e-15,2.38684384364519e-12,203.658983425394,203.651162123836,121.500582776974,51.0619757983581,54.8003151744249,149.889602697913,169.991774449362,139.264132237279,49.7632507532165,48.4760643717657
"31","LOC101854989",66.7243246631958,-2.01717359381015,0.256796647800407,-7.85513989800205,3.99326180648858e-15,2.47543587533197e-12,111.683958652636,97.9306134803144,86.7861305549815,24.4209449470408,22.1533189002994,99.5770087853269,103.761212975584,73.3846924364103,14.2180716437761,33.3272942555889
"32","LOC101846299",43.2873151875603,-2.40511612833161,0.307696477692573,-7.8165214836636,5.43030534510291e-15,3.26106805677633e-12,71.1711501217776,64.5451770665709,55.3261582288007,12.2104724735204,12.8256056791207,82.8061441477982,67.3344041650068,43.3636818942425,11.1713420058241,12.1190160929414
"33","LOC101848597",30.3973879751905,-2.98056932959854,0.381728337140433,-7.8080903082184,5.80609792224439e-15,3.38108435672032e-12,58.0318608685264,56.755241903364,41.2234120136162,4.44017180855287,8.16174906853136,46.119877753204,39.7383368842663,38.3601801372145,6.09345927590406,5.04959003872559
"34","LOC101855374",40.2325664098634,-2.88537290804055,0.370658084524301,-7.78445966379935,7.00117754690746e-15,3.95710673290943e-12,84.3104393750289,58.9809376642803,43.3930652774907,9.99038656924397,6.99578491588403,61.8425633508872,80.5805164597623,40.0280140562238,8.12461236787208,8.07934406196095
"35","LOC101846985",29.3334590521288,-3.42169540537718,0.443132704448158,-7.72160432085076,1.14874527011345e-14,6.2427345550018e-12,41.6077493019623,50.0781546206153,28.205492430369,4.44017180855287,4.66385661058935,56.6016681516595,59.6075053263995,40.0280140562238,4.06230618393604,4.03967203098047
"36","LOC106013847",28.5306399764871,-4.24296862182717,0.549699395470778,-7.71870709116093,1.1751560797751e-14,6.2427345550018e-12,44.8925716152751,63.4323291861128,39.0537587497417,3.33012885641466,3.49789245794201,56.6016681516595,36.4268088105775,35.0245122991958,3.04672963795203,0
"37","LOC118477318",156.493372493428,-1.59277942522442,0.206430049783168,-7.7158312314387,1.20196273369967e-14,6.2427345550018e-12,267.165548149442,255.955012505367,170.317781214151,76.5929636975371,59.4641717850142,222.213956447256,182.134044052887,184.29564805053,63.9813223969926,82.8132766350997
"38","LOC101849319",33.1337113675308,-2.8052480055529,0.365164215171262,-7.68215473752606,1.56434716063068e-14,7.91106825943152e-12,52.557157013005,55.6423940229059,59.6654647565498,4.44017180855287,5.82982076323669,40.8789825539763,54.0882918702514,40.0280140562238,5.07788272992005,13.1289341006865
"39","LOC106012139",36.3082209561296,-3.48627478424978,0.455212296403933,-7.65856900569363,1.88016209775663e-14,9.26437821348438e-12,95.2598470860716,58.9809376642803,37.9689321178044,3.33012885641466,5.82982076323669,48.2162358328951,67.3344041650068,35.0245122991958,5.07788272992005,6.05950804647071
"40","5-HT2",47.1544361896971,-2.51711009165587,0.329052485867381,-7.64957020464617,2.01652160435787e-14,9.5538153626098e-12,89.7851432305502,58.9809376642803,59.6654647565498,19.9807731384879,4.66385661058935,80.7097860681071,75.0613030036142,58.3741871653264,15.2336481897602,9.08926206970607
"41","LOC101864480",38.742820764023,-2.6758221095799,0.349863601653342,-7.64818659881972,2.03833288165167e-14,9.5538153626098e-12,70.0762093506733,81.2378952734426,39.0537587497417,9.99038656924397,10.493677373826,52.4089519922773,59.6075053263995,48.3671836512704,6.09345927590406,10.0991800774512
"42","LOC101864262",38.6908863782309,-2.42078459226388,0.316686583885068,-7.64410213582786,2.1040834497312e-14,9.62718372702013e-12,65.6964462662563,68.9965685884033,43.3930652774907,11.1004295213822,8.16174906853136,66.0352795102694,55.192134561481,45.0315158132518,13.2024950977921,10.0991800774512
"43","LOC101864020",34.2705207609733,-3.0949141195278,0.407496148018743,-7.59495306783965,3.07904008866197e-14,1.37604449729807e-11,56.9369200974221,68.9965685884033,29.2903190623062,6.66025771282931,8.16174906853136,62.8907423907328,59.6075053263995,40.0280140562238,6.09345927590406,4.03967203098047
"44","LOC101845201",35.0346605802473,-4.00610126997411,0.528467344225485,-7.5806032553353,3.43951900120008e-14,1.4688274810236e-11,66.7913870373605,58.9809376642803,21.6965326387454,7.77030066496753,1.16596415264734,62.8907423907328,68.4382468562365,57.5402702058217,4.06230618393604,1.00991800774512
"45","LOC101854362",56.0684399447756,-2.28291950608974,0.301135493232044,-7.58103763056122,3.42802144444682e-14,1.4688274810236e-11,84.3104393750289,82.3507431539008,56.410984860738,18.8707301863497,15.1575339844154,96.4324716657903,110.384269122962,63.3776889223544,11.1713420058241,22.2181961703926
"46","LOC106011722",43.211270270516,-2.6791984922074,0.353805650827837,-7.57251470104728,3.66067774473253e-14,1.5292879178375e-11,87.5952616883417,77.8993516320683,43.3930652774907,7.77030066496753,10.493677373826,63.9389214305783,72.853617621155,45.8654327727564,15.2336481897602,7.06942605421583
"47","LOC101856020",218.994655695271,-1.86612941879915,0.247811754703848,-7.53043139954884,5.05729555863807e-14,2.067788271284e-11,371.184921404348,367.239800551179,225.643939442952,89.9134791231957,115.430451112086,302.923742515363,362.060402723316,221.82191122824,75.1526644028168,58.5752444492169
"48","LOC101857469",72.6876969295351,-1.73288281730797,0.231065551284397,-7.49952906296759,6.40475211802075e-14,2.56416919691677e-11,139.057477930242,93.479221958482,94.3799169785423,28.8611167555937,33.8129604267728,88.0470393470259,103.761212975584,86.7273637884849,31.4828729255043,27.2677862091182
"49","LOC118478298",40.2979406519107,-2.73308133748547,0.366427014034096,-7.45873320691131,8.7358290864523e-14,3.42604954192559e-11,75.5509132061947,81.2378952734426,49.9020250691143,15.5406013299351,8.16174906853136,63.9389214305783,56.2959772527106,39.1940970967191,5.07788272992005,8.07934406196095
"50","LOC101864708",44.6056263868555,-2.60029424276474,0.348836249440429,-7.45419734025893,9.0416579677672e-14,3.47507082333164e-11,94.1649063149673,64.5451770665709,46.6475451733025,12.2104724735204,12.8256056791207,84.9025022274893,67.3344041650068,44.1975988537471,7.10903582188807,12.1190160929414
"51","LOC101857627",81.1303670209459,-2.48183938944717,0.334498089937704,-7.41959211160033,1.17481572119785e-13,4.42675170867826e-11,150.006885641285,193.635531199713,79.1923441314206,21.0908160906262,17.4894622897101,91.1915764665625,136.876493712473,74.218609395915,24.3738371036162,23.2281141781377
"52","LOC101847093",28.7449340205881,-3.20565237008602,0.432999397199774,-7.40336451001343,1.32776628130605e-13,4.90686242843428e-11,43.7976308441708,60.0937855447384,28.205492430369,8.88034361710575,3.49789245794201,45.0716987133585,50.7767637965625,40.0280140562238,5.07788272992005,2.01983601549024
"53","LOC101847116",29.2506728293332,-4.13625809948931,0.562868417649008,-7.34853470153051,2.00391444983449e-13,7.00167708772169e-11,62.4116239529434,54.5295461424478,44.477891909428,2.22008590427644,1.16596415264734,59.7462052711961,37.5306515018071,23.3496748661306,1.01557654598401,6.05950804647071
"54","LOC101847743",104.251586088651,-1.77858461878857,0.241953409742985,-7.35093843346896,1.96820068019952e-13,7.00167708772169e-11,191.614634943247,132.428897774516,104.143356665978,54.3921046547727,36.1448887320675,158.275035016677,165.576403684443,120.917959128176,44.6853680232964,34.337212263334
"55","LOC118478212",58.754838598299,-1.98157077376707,0.269511846988393,-7.35244404247805,1.94615017945742e-13,7.00167708772169e-11,85.4053801461331,91.2535261975657,75.9378642356088,31.0812026598701,15.1575339844154,97.4806507056358,92.7227860632881,60.0420210843357,16.2492247357442,22.2181961703926
"56","LOC101850894",38.5428088205208,-2.37424845204863,0.323527655239004,-7.33862596783161,2.15797748946029e-13,7.40533096695685e-11,66.7913870373605,66.7708728274871,37.9689321178044,14.4305583777968,6.99578491588403,64.9871004704239,58.5036626351699,46.6993497322611,11.1713420058241,11.1090980851963
"57","LOC101856082",28.9966827057881,-3.05851187513396,0.417711271200392,-7.32207169403067,2.44171632768694e-13,8.23201099458945e-11,54.7470385552135,40.0625236964923,35.7992788539298,8.88034361710575,3.49789245794201,63.9389214305783,39.7383368842663,34.1905953396912,4.06230618393604,5.04959003872559
"58","LOC101857866",66.4269984741196,-1.86906708809977,0.256252494654016,-7.29384933646531,3.01222276779141e-13,9.98032498769784e-11,119.348544050366,113.510483806728,69.4289044439852,24.4209449470408,20.9873547476521,86.9988603071803,86.0997299159104,86.7273637884849,34.5296025634563,22.2181961703926
"59","LOC101860263",49.558344614619,-2.39364476769006,0.329662579519983,-7.26089315680115,3.84542610589289e-13,1.25250090638888e-10,81.025617061716,76.7865037516102,53.1565049649261,14.4305583777968,12.8256056791207,100.625187825172,84.9958872246808,43.3636818942425,17.2648012817282,11.1090980851963
"60","LOC101861913",39.4802943048903,-2.81132028372896,0.38836797021247,-7.23880571868717,4.52652893577654e-13,1.4497717759803e-10,63.5065647240477,53.4166982619897,44.477891909428,7.77030066496753,6.99578491588403,74.4207118290338,91.6189433720585,33.3566783801865,9.14018891385609,10.0991800774512
"61","LOC101860173",30.036417856808,-3.88364436584929,0.538212003604787,-7.21582636551724,5.36074243912014e-13,1.68880963037003e-10,50.3672754707965,61.2066334251965,29.2903190623062,4.44017180855287,4.66385661058935,63.9389214305783,57.3998199439403,25.0175087851399,0,4.03967203098047
"62","LOC101858239",59.0712462118484,-1.86541376917364,0.259397625082824,-7.19132940626587,6.41634688382406e-13,1.98875706558785e-10,106.209254797114,84.576438914817,74.8530376036715,33.3012885641466,17.4894622897101,85.9506812673348,82.7882018422215,65.0455228413637,18.2803778277122,22.2181961703926
"63","LOC101855789",30.7766210411028,-4.34424854574754,0.605989245086365,-7.16885420157646,7.56280452187178e-13,2.30689546820333e-10,51.4622162419007,53.4166982619897,22.7813592706826,2.22008590427644,5.82982076323669,55.553489111814,82.7882018422215,31.6888444611772,1.01557654598401,1.00991800774512
"64","LOC101847536",161.434632522261,-1.69969851705411,0.237273313295982,-7.16346264754123,7.86643038278498e-13,2.35312801799543e-10,264.975666607234,248.16507734216,235.407379130387,88.8034361710575,87.4473114485503,194.961301411272,225.183909010843,170.119059738951,55.8567100291206,43.4264743330401
"65","LOC101855834",36.5184396769544,-3.56780754497896,0.498313703917858,-7.15976204733691,8.08172187061967e-13,2.35312801799543e-10,85.4053801461331,53.4166982619897,31.4599723261808,6.66025771282931,5.82982076323669,64.9871004704239,76.1651456948438,34.1905953396912,0,7.06942605421583
"66","LOC106012766",30.3513437742362,-3.92066901889137,0.547565742200815,-7.16017953046722,8.05714727452246e-13,2.35312801799543e-10,56.9369200974221,86.8021346757332,31.4599723261808,1.11004295213822,2.33192830529468,37.7344454344397,49.6729211053329,28.3531766231585,4.06230618393604,5.04959003872559
"67","LOC101853640",26.853782890007,-3.18922901335804,0.445894726662919,-7.15242594866791,8.52575269126709e-13,2.42881119419827e-10,44.8925716152751,44.5139152183247,37.9689321178044,1.11004295213822,6.99578491588403,37.7344454344397,58.5036626351699,26.6853427041492,6.09345927590406,4.03967203098047
"68","LOC106011561",31.9650975527409,-3.43920154352739,0.480918094378799,-7.1513249006981,8.59442999456118e-13,2.42881119419827e-10,52.557157013005,44.5139152183247,35.7992788539298,8.88034361710575,6.99578491588403,75.4688908688793,60.7113480176291,31.6888444611772,1.01557654598401,2.01983601549024
"69","LOC118478318",35.7704112751061,-2.24814790280901,0.314527816115902,-7.14769183397306,8.82491471927917e-13,2.45780269797663e-10,51.4622162419007,60.0937855447384,40.1385853816789,14.4305583777968,9.3277132211787,57.649847191505,58.5036626351699,45.8654327727564,6.09345927590406,14.1388521084317
"70","LOC101860899",33.0872642450803,-3.25392466123522,0.455842355826666,-7.1382674726096,9.45145857738702e-13,2.59469542116638e-10,65.6964462662563,87.9149825561914,41.2234120136162,3.33012885641466,9.3277132211787,40.8789825539763,37.5306515018071,35.8584292587005,4.06230618393604,5.04959003872559
"71","LOC101845135",37.1252287542067,-3.51825557292951,0.494620521900458,-7.1130400320057,1.13514335570701e-12,3.07240138966502e-10,89.7851432305502,37.836827935576,22.7813592706826,8.88034361710575,3.49789245794201,59.7462052711961,80.5805164597623,60.0420210843357,4.06230618393604,4.03967203098047
"72","LOC101862320",1879.90141037632,1.12596289749142,0.159285805199669,7.06882133081473,1.56255174140591e-12,4.17049400202742e-10,1254.80212368549,1382.15706752898,1339.76089044253,2091.3209218284,3095.63482527868,1099.53981279798,1134.75028658405,1446.01200778108,3181.8013185679,2773.2348492681
"73","LOC101862893",29.35457979284,-2.86095988431142,0.405054511237578,-7.06314781082238,1.62772414635244e-12,4.2849280712952e-10,60.2217424107349,46.739610979241,39.0537587497417,8.88034361710575,3.49789245794201,57.649847191505,35.3229661193479,30.0210105421679,7.10903582188807,5.04959003872559
"74","LOC118477250",78.2003885858424,-2.20821595739034,0.312781907113828,-7.05992228823748,1.66595746293512e-12,4.326311427733e-10,153.291707954598,137.993137176807,96.5495702424169,25.530987899179,33.8129604267728,137.311454219767,97.1381568282066,60.8759380438404,20.3115309196802,19.1884421471573
"75","LOC101863239",84.7950876528908,-2.02449898310267,0.287016208753332,-7.05360506257182,1.74340759351351e-12,4.46707516327323e-10,120.44348482147,140.218832937723,87.8709571869187,44.4017180855287,12.8256056791207,146.745065578376,130.253437565095,103.405702978578,32.4984494714883,29.2876222246084
"76","LOC101851395",62.9620129602851,-2.04270024388794,0.290296467927778,-7.03660040533505,1.96986720894705e-12,4.98091291504415e-10,114.968780965948,100.156309241231,96.5495702424169,27.7510738034555,26.8171755108888,89.0952183868714,81.6843591509919,59.208104124831,11.1713420058241,22.2181961703926
"77","LOC106011083",25.9363189137002,-4.98622859676329,0.70971634643271,-7.02566401609019,2.1305057486243e-12,5.31713363263807e-10,55.8419793263178,47.8524588596991,24.9510125345572,1.11004295213822,0,46.119877753204,45.2575503404144,34.1905953396912,0,4.03967203098047
"78","LOC118477304",27.2110425697243,-3.50147810739704,0.499363745861799,-7.01187888871309,2.35138712693328e-12,5.79315466900986e-10,47.0824531574837,54.5295461424478,29.2903190623062,8.88034361710575,2.33192830529468,38.7826244742852,56.2959772527106,30.8549275016725,4.06230618393604,0
"79","LOC101852475",34.0986841191085,-2.77835291354445,0.397628576649861,-6.98730694094701,2.80212764401906e-12,6.73106086688928e-10,62.4116239529434,62.3194813056546,35.7992788539298,8.88034361710575,8.16174906853136,58.6980262313506,64.022876091318,27.5192596636539,8.12461236787208,5.04959003872559
"80","LOC101853587",43.3326658566556,-2.93296005247961,0.419707277458209,-6.98810864143678,2.78616612504092e-12,6.73106086688928e-10,105.11431402601,58.9809376642803,56.410984860738,18.8707301863497,8.16174906853136,74.4207118290338,57.3998199439403,45.8654327727564,4.06230618393604,4.03967203098047
"81","LOC101845624",24.3084028785818,-3.2241834424534,0.461646935793862,-6.98408933855263,2.8670958243828e-12,6.79834896777882e-10,39.4178677597538,38.9496758160342,31.4599723261808,3.33012885641466,5.82982076323669,39.8308035141308,52.9844491790218,24.1835918256352,5.07788272992005,2.01983601549024
"82","LOC101860993",25.9188027109049,-3.55008702080918,0.508430456486107,-6.98244366662206,2.90089303927701e-12,6.79834896777882e-10,44.8925716152751,54.5295461424478,28.205492430369,4.44017180855287,2.33192830529468,57.649847191505,37.5306515018071,22.5157579066259,4.06230618393604,3.02975402323536
"83","LOC118477287",27.1519365646222,-4.77181889099476,0.684238227345211,-6.97391449394611,3.08241471212796e-12,7.13671849674253e-10,47.0824531574837,32.2725885332854,24.9510125345572,2.22008590427644,2.33192830529468,55.553489111814,75.0613030036142,30.0210105421679,1.01557654598401,1.00991800774512
"84","LOC118477405",79.6394736445819,-1.39264949001238,0.199780215977893,-6.97090792096494,3.14902037218145e-12,7.20413386812035e-10,96.3547878571759,114.623331687186,105.228183297915,44.4017180855287,41.9747094953042,107.962441104091,119.215010652799,91.7308655455129,30.4672963795203,44.4363923407852
"85","LOC101852810",30.1018776602472,-2.97218521604259,0.426604615381741,-6.96707234023471,3.23604298941571e-12,7.31266386320645e-10,62.4116239529434,61.2066334251965,34.7144522219926,3.33012885641466,5.82982076323669,37.7344454344397,54.0882918702514,27.5192596636539,8.12461236787208,6.05950804647071
"86","LOC101859070",54.3236549377744,-2.11077021666224,0.303032440098933,-6.96549259205755,3.27256643719495e-12,7.31266386320645e-10,82.1205578328203,93.479221958482,59.6654647565498,19.9807731384879,12.8256056791207,111.106978223628,69.5420895474661,55.0385193273077,16.2492247357442,23.2281141781377
"87","LOC101845449",153.657678319881,-1.05695005848344,0.151799492096689,-6.96280365556306,3.33566577582651e-12,7.36798726598368e-10,174.095582605579,217.005336689333,176.826741005775,98.7938227403015,101.438881280318,193.913122371426,202.003212495021,199.306153321614,89.3707360465929,83.8231946428448
"88","LOC101849261",43.7117361311064,-2.9097741110421,0.418588445085523,-6.95139616299633,3.61688585760476e-12,7.80962871074052e-10,62.4116239529434,84.576438914817,42.3082386455535,16.6506442820733,6.99578491588403,62.8907423907328,91.6189433720585,57.5402702058217,1.01557654598401,11.1090980851963
"89","LOC101862491",24.2585266704474,-3.84137315369009,0.552602606237792,-6.95142062366079,3.61625866308333e-12,7.80962871074052e-10,53.6520977841093,35.6111321746598,27.1206657984317,4.44017180855287,2.33192830529468,44.0235196735129,49.6729211053329,21.6818409471212,2.03115309196802,2.01983601549024
"90","LOC101856231",30.5537759492621,-3.21198556835704,0.462595711751022,-6.94339676474516,3.8278236550967e-12,8.17325413111037e-10,51.4622162419007,38.9496758160342,34.7144522219926,6.66025771282931,5.82982076323669,59.7462052711961,75.0613030036142,25.0175087851399,3.04672963795203,5.04959003872559
"91","LOC101863522",57.2254228899827,-3.01202456772361,0.434731928533204,-6.92846411784442,4.25434044474844e-12,8.98413849744295e-10,145.627122556868,122.413266850393,59.6654647565498,17.7606872342115,15.1575339844154,86.9988603071803,65.1267187825476,48.3671836512704,5.07788272992005,6.05950804647071
"92","LOC101856710",30.8031009144514,-4.36171602621949,0.630288806272005,-6.92018640156075,4.51049750171324e-12,9.42154679243732e-10,98.5446693993844,63.4323291861128,30.3751456942435,4.44017180855287,1.16596415264734,38.7826244742852,43.0498649579552,24.1835918256352,3.04672963795203,1.00991800774512
"93","LOC101861797",33.5076722406019,-2.65364505827854,0.38392481825075,-6.91188725534641,4.78247901419302e-12,9.88224722749970e-10,81.025617061716,44.5139152183247,40.1385853816789,4.44017180855287,9.3277132211787,37.7344454344397,52.9844491790218,46.6993497322611,6.09345927590406,12.1190160929414
"94","LOC101846268",66.6672032512851,-2.87994379307465,0.417601101637751,-6.89639893616197,5.33372787699678e-12,1.09040690013029e-09,66.7913870373605,129.090354133142,58.5806381246125,12.2104724735204,10.493677373826,81.7579651079526,208.626268642398,66.713356760373,16.2492247357442,16.1586881239219
"95","TRNAQ-UUG",26.5533134595402,-3.48569961543979,0.505783659853633,-6.89168095396458,5.51369258080557e-12,1.11533295079306e-09,42.7026900730666,65.658024947029,29.2903190623062,4.44017180855287,0,36.6862663945941,50.7767637965625,25.8514257446445,5.07788272992005,5.04959003872559
"96","LOC101858505",228.539014601148,1.02383037095981,0.148701134868662,6.88515505859514,5.77246242573576e-12,1.15450980034921e-09,166.430997207849,200.312618482461,158.384688262841,287.501124603799,336.963640115081,157.226855976832,147.914920624769,140.931966156288,353.420638002436,336.302696579124
