N_unmapped	676353	676353	676353
N_multimapping	1220394	1220394	1220394
N_noFeature	1282128	1631115	4771360
N_ambiguous	102713	22695	2493
LOC118478065	12	7	5
LOC101845732	2	0	2
LOC101855065	0	0	0
LOC118477574	1	0	1
LOC101845963	10	6	4
LOC101846613	138	132	30
LOC106012211	0	3	21
LOC101847001	437	430	7
LOC101855301	9	7	2
LOC101847694	150	148	2
LOC118478385	0	0	0
LOC101848083	4147	319	3828
LOC101848620	182	176	22
LOC101848391	27	35	8
LOC101848850	92	83	9
LOC101849253	46	39	7
LOC101849504	108	75	33
LOC101855532	139	131	8
LOC101849970	55	55	2
LOC101850212	33	36	4
LOC101850446	21	17	10
LOC101850682	343	246	98
LOC101850917	57	50	7
LOC101851377	7	3	4
LOC101851774	43	43	0
LOC101855758	9	7	2
LOC101855985	0	0	0
LOC106012495	2	0	2
LOC101852128	21	16	5
LOC101852364	57	57	0
LOC101852581	14	7	7
LOC101853505	399	162	238
LOC101853268	0	0	0
LOC101853981	98	97	2
LOC101854370	95	92	3
LOC101856476	10	3	7
LOC101854761	88	86	2
LOC101856700	295	49	246
LOC101855452	51	50	2
LOC101856937	14	11	4
LOC101857153	67	42	25
LOC101857372	111	86	25
LOC101857609	16	12	4
LOC101855683	3	1	2
LOC101857841	45	44	1
LOC101858073	9	3	6
LOC101855910	1218	1143	75
LOC101858313	29	23	6
LOC100533353	19	17	2
LOC101856139	30	23	7
LOC101858530	25	9	16
LOC101856539	29	9	20
LOC101856763	205	198	7
LOC101857754	1	22	3
LOC118477465	2	3	24
LOC101857986	26	25	2
LOC101858529	75	75	0
LOC106012539	0	0	0
LOC101858747	914	907	9
LOC101859282	158	156	5
LOC101859675	413	405	9
LOC101859896	5	1	4
LOC101860375	11	8	3
LOC101860616	1	0	1
LOC101859524	4	2	2
LOC106011455	6	0	10
LOC101859745	9631	9625	10
LOC101859983	17	12	5
LOC101860211	154	144	10
LOC101860615	119	114	5
LOC101861328	115	82	33
LOC101861244	841	841	8
LOC101861473	20	27	1
LOC101861549	78	22	58
LOC101862382	2770	2765	7
LOC101862618	5	3	3
LOC101862840	15	14	2
LOC106012640	34	1	33
LOC101863065	45	41	13
LOC101863307	20	25	4
LOC118477666	0	0	0
LOC101861775	79	59	20
LOC101863551	44	42	10
LOC101861996	29	31	6
LOC101864424	7	5	2
LOC101864031	33	7	26
LOC101864654	4	2	4
LOC101845135	8	8	2
LOC101845657	304	304	0
LOC101846041	3962	3954	8
LOC101862459	7	4	3
LOC100533245	79	72	7
LOC101862691	93	80	13
LOC100533249	163	138	26
LOC101846698	0	1	0
LOC101846927	440	424	16
LOC101847156	13	9	4
LOC101847384	50	49	1
LOC101847916	133	124	9
LOC101848154	40	36	4
LOC101848702	459	435	25
LOC101862909	8	6	3
LOC101863146	11	1	10
LOC101849419	9	9	0
LOC101849656	5	4	1
LOC106012021	0	0	0
LOC101863390	2	2	0
LOC101849892	68	55	13
LOC101850124	59	58	1
LOC101850373	80	45	35
LOC101850608	18	15	3
LOC101850854	6	5	1
LOC118477874	23	23	0
LOC101851082	108	104	4
LOC101851304	405	320	85
LOC101851538	72	70	2
LOC101864344	82	78	4
LOC101851775	751	709	42
LOC106012852	5	3	2
LOC101845049	0	0	0
LOC101845281	0	0	0
LOC101851991	80	75	9
LOC101852215	22	24	2
LOC101845508	26	17	9
LOC101852737	492	460	32
LOC101852887	7	2	5
LOC101845733	7	5	2
LOC101853269	175	171	4
LOC101853653	165	147	18
LOC101845964	0	0	0
LOC101854125	142	141	1
LOC101846173	10	2	8
LOC101846389	4479	4435	44
LOC101846614	9	4	5
LOC101854608	17	12	5
LOC106012383	2	1	1
LOC118477135	2	0	2
LOC101847539	7	2	5
LOC101847774	284	240	44
LOC101848005	7	7	0
LOC101848559	5	13	4
LOC101849256	46	13	45
LOC101848789	10	2	8
LOC106014231	0	0	0
LOC101849506	4	1	3
LOC101849013	10	10	0
LOC101849255	26	24	2
LOC101849803	390	373	17
LOC106013019	7	1	63
LOC101850213	4928	4932	53
LOC101851084	48	47	1
LOC118477211	2	2	0
LOC106013075	15	8	7
LOC101851540	53	51	2
LOC101851776	806	798	8
LOC101852130	0	0	0
LOC101852365	5	5	1
LOC101852582	9	5	4
LOC106014233	9	3	6
LOC101852806	14	9	5
LOC101849971	0	0	0
LOC101853201	112	80	32
LOC101850448	3	2	1
LOC101850684	8	1	7
LOC101851159	1	1	0
LOC101851378	9	7	2
LOC101851615	5	4	1
LOC101853419	0	0	0
LOC101851840	18	18	0
LOC101852060	11	7	4
LOC101853654	44	38	6
LOC101853894	57	56	3
LOC101854538	123	105	20
LOC101854126	0	0	0
LOC118478780	17	16	1
LOC101854909	126	88	38
LOC101856541	166	157	9
LOC101856765	65	51	14
LOC106013452	97	66	31
LOC101857154	0	0	0
LOC101857373	111	99	12
LOC106014210	0	0	0
LOC101852287	20	5	15
LOC101852518	0	0	0
LOC101852740	415	337	78
LOC106014212	0	0	0
LOC101857610	30	12	18
LOC101857842	1	0	1
LOC101858074	751	748	4
LOC101858314	1526	1496	32
LOC101858531	6	5	2
LOC101858750	1396	1391	5
LOC101852969	174	172	2
LOC101853203	4	1	3
LOC101858902	7	2	5
LOC101853421	11	8	3
LOC101859139	10	5	5
LOC101853656	11	6	115
LOC101859283	34	136	8
LOC101859525	10	2	8
LOC101859746	172	171	1
LOC101859985	58	57	114
LOC101860213	9	121	1
LOC101860456	1056	1047	9
LOC101853896	2	0	2
LOC101861008	36	8	28
LOC101861245	501	467	34
LOC106014240	1	1	0
LOC101861474	20	17	4
LOC106014242	0	0	0
LOC101862226	21	18	4
LOC101863392	4	3	1
LOC118478418	2	0	2
LOC101854373	18	2	18
LOC118477217	0	0	2
LOC101854610	162	146	16
LOC106014179	8	6	2
LOC101854836	40	40	0
LOC106014243	6	5	1
LOC101863630	1	0	1
LOC101863857	18	5	23
LOC101864107	1403	1419	2
LOC101864346	16	6	10
LOC101864571	15	15	0
LOC101845050	6863	6799	72
LOC101855302	44	36	10
LOC101845888	66	8	61
LOC101846256	9	6	25
LOC101846470	602	621	2
LOC101846699	17	14	3
LOC101846928	25	21	4
LOC101847157	25	23	2
LOC101847776	50	46	4
LOC101847385	11	9	2
LOC101848156	331	323	8
LOC106014199	42	22	20
LOC118477191	54	8	46
LOC101855535	74	7	67
LOC101855760	3	2	1
LOC118479208	1	0	1
LOC118479209	6	6	0
LOC101855987	24	17	7
LOC101856227	230	9	221
LOC101848622	29	28	1
LOC101849014	142	129	13
LOC101856701	7	4	3
LOC101856938	2295	2297	2
LOC101857155	2990	2981	13
LOC101849658	273	254	21
LOC101857374	6	7	1
LOC101850126	26	24	2
LOC101857611	143	136	7
LOC101850376	35	33	2
LOC101857843	3	2	1
LOC101858075	376	376	0
LOC101858315	20	16	4
LOC106011091	2	0	2
LOC106011065	15	14	1
LOC101858532	111	69	42
LOC101858752	407	407	0
LOC106011020	5	1	4
LOC100533454	150	145	5
LOC101858979	8	3	5
LOC101859209	166	161	5
LOC101860135	17	13	4
LOC106011097	4	4	0
LOC101851086	493	485	8
LOC101851541	198	180	33
LOC118477235	0	8	7
LOC101860536	33	22	11
LOC101851777	43	43	0
LOC106011098	0	0	0
LOC101861246	11	6	5
LOC106011100	5	4	1
LOC106011102	3	2	1
LOC106011071	1	1	0
LOC101861475	33	22	11
LOC101861855	4208	4206	2
LOC101862078	544	516	28
LOC101851992	10	10	0
LOC118477240	1	0	1
LOC106011076	3	1	2
LOC101852216	3	1	2
LOC101852441	0	0	0
LOC101852658	23	13	10
LOC101863066	5	5	0
LOC106011104	2	1	1
LOC101852888	10	10	0
LOC118477287	3	0	3
LOC101863308	374	369	5
LOC101863703	46	18	28
LOC101863939	138	131	7
LOC101853131	7	2	5
LOC101864184	5	4	1
LOC101853358	5	0	5
LOC101853826	1	0	1
LOC118477276	6	2	4
LOC101864426	16	14	2
LOC101864656	11	5	6
LOC106011080	3	3	0
LOC101854297	9	6	3
LOC101854539	34	18	16
LOC101854989	31	12	20
LOC101845138	9	9	12
LOC101845368	60	63	8
TRNAT-UGU	3	0	3
LOC101845587	170	167	3
LOC101846543	97	44	53
LOC101846778	147	123	24
LOC101847158	56	51	5
LOC101847386	7	7	0
LOC101847778	47	42	5
LOC101855453	18	9	9
LOC101848007	5	4	2
LOC101855685	14	2	13
LOC101848250	513	503	10
LOC101855912	0	0	0
LOC101856140	16	16	0
LOC106011107	0	0	0
LOC101848478	21	7	14
TRNAA-AGC	10	9	64
TRNAQ-CUG	6	2	5
TRNAQ-UUG	240	4	236
LOC101856852	252	227	26
LOC101848704	50	40	11
LOC106011085	12	11	1
LOC101857073	0	0	0
LOC118477140	78	4	74
LOC101848929	9	9	0
LOC101849171	320	66	254
LOC101857527	36	36	0
LOC101860059	112	104	8
LOC101858980	68	67	1
LOC101859369	134	134	0
LOC101860293	0	0	0
LOC101859606	406	398	8
LOC101860291	30	29	1
LOC101860539	8	1	7
