"","gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","AC163A","AC164A","AC172A","AC193A","AC194A","AC195A","AC292A","AC296A","AC300A","AC304A","AC308A","AC312A","AC169A","AC170A","AC174A","AC205A","AC206A","AC207A","AC293A","AC299A","AC301A","AC305A","AC309A","AC313A"
"3","LOC101854547",11.8344785640472,-5.90079729268588,0.931242598794313,-6.33647698282454,2.3507828070215e-10,1.54822555670436e-06,64.3742233275842,43.7144758857126,37.5493496564481,0,0,0,0,0,1.3431213976633,1.01729714799667,2.93631509962912,2.7895939818105,43.9175255463371,60.1697980730892,18.4128677776031,0,0,1.0209871021467,0,0.736995374922957,1.09185254520058,0.898742688826146,4.05433993216294,0
"4","LOC101846672",130.071239920914,-1.00735202215173,0.162456720776769,-6.20074083322123,5.61979912728849e-10,2.22071982313932e-06,188.013604639294,246.67454249795,165.842960982646,57.0059503493706,71.8752195972522,45.0076486938671,78.1180952534238,85.4471652798598,87.9744515469458,147.508086459517,115.495060585412,172.954826872251,172.742267148926,186.628356735175,129.690633911813,95.3622839277215,78.5612800902679,83.7209423760294,116.621300797179,137.818135110593,100.450434158454,244.458011360712,181.093850303278,132.64464942401
"5","LOC101847632",6.83280409069479,-2.41374971737239,0.388564535464785,-6.21196608816901,5.23257213736612e-10,2.22071982313932e-06,6.13087841215088,13.5306711074825,5.21518745228445,1.90019834497902,0,2.30808454840344,1.77541125575963,6.37665412536267,4.70092489182153,18.3113486639401,11.7452603985165,6.5090526242245,17.5670102185349,15.2974062897684,12.0083920288716,1.14894317985207,1.80600643885673,0,1.85113175868538,2.21098612476887,0,9.88616957708761,10.8115731524345,12.8960075828899
"9","LOC101856572",6.39908472526372,-3.63987884013882,0.608415346636269,-5.98255593035667,2.19663045531517e-09,3.94554768510156e-06,26.5671397859871,23.9388796516998,10.4303749045689,0.95009917248951,0,1.15404227420172,1.18360750383975,0.637665412536267,0.671560698831648,8.13837718397337,0.978771699876372,8.3687819454315,21.4707902670982,22.4361958916604,11.2078325602801,1.14894317985207,0.903003219428367,0,1.85113175868538,2.94798149969183,0,2.69622806647844,4.05433993216294,1.84228679755569
"10","LOC101856710",23.5520629028818,-1.90705770302797,0.318748275838044,-5.98295848978004,2.19120625628345e-09,3.94554768510156e-06,91.9631761822632,59.3267887020386,29.2050497327929,6.65069420742657,1.75305413651835,4.61616909680689,12.4278787903174,13.3909736632616,20.1468209649494,23.3978344039234,20.5542056974038,27.895939818105,36.1099654492105,39.773256353398,23.2162245891517,4.59577271940827,7.22402575542693,8.1678968171736,5.55339527605615,18.4248843730739,13.102230542407,30.557251420089,43.246292609738,23.949728368224
"11","LOC101861761",24.6767884274782,-1.47211265537274,0.244991608304123,-6.00882889647926,1.86868209720806e-09,3.94554768510156e-06,29.6325789920626,21.8572379428563,14.6025248663965,5.70059503493706,7.88874361433256,12.6944650162189,16.5705050537566,14.6663044883341,14.7743353742962,29.5016172919035,32.2994660959203,63.230796921038,28.3024053520839,29.5749854935523,32.822938212249,10.3404886186686,16.2540579497106,7.1469097150269,22.2135811042246,13.2659167486132,16.3777881780087,62.9119882178302,50.0035258300096,39.6091661474474
"12","LOC101852470",62.4280678295568,-1.00279111580461,0.16870296087812,-5.94412279775625,2.77941192036928e-09,4.57630172688803e-06,124.661194380401,95.7555186067991,81.3569242556375,33.2534710371328,54.3446782320687,61.1642405326912,37.8754401228722,35.7092631020309,26.1908672544343,61.0378288798003,48.9385849938186,98.565654023971,93.6907211655192,80.5663397927805,74.4520305790037,44.8087840142306,45.1501609714183,40.839484085868,48.12942572582,37.5867641210708,37.1229865368198,117.735292236225,59.4636523383898,59.87432092056
"13","LOC118477318",94.5384688841971,-1.58154183994356,0.26932709656528,-5.87219726538071,4.30056568802131e-09,6.53619822030192e-06,249.322388760802,239.388796516998,163.756886001732,34.2035702096224,49.0855158225137,47.3157332422706,37.2836363709523,38.8975901647123,50.3670524123736,68.158908915777,63.6201604919642,124.601864520869,206.900342573855,168.271469187453,176.923642558708,82.7239089493488,74.0462639931261,52.0703422094817,22.2135811042246,41.2717409956856,38.2148390820204,129.418947190965,67.5723322027157,43.2937397425588
"14","LOC118477812",6.57321544665078,-3.44532706631331,0.596344115019793,-5.7774143812905,7.585730068221e-09,1.07056324777079e-05,9.19631761822632,4.16328341768692,2.08607498091378,1.90019834497902,0,1.15404227420172,0,1.27533082507253,0.671560698831648,4.06918859198668,4.89385849938186,5.579187963621,3.9037800485633,15.2974062897684,7.20503521732294,0,0.903003219428367,2.0419742042934,3.70226351737077,0.736995374922957,2.18370509040117,41.3421636860027,27.0289328810863,18.4228679755569
"15","LOC101848509",55.6028286226081,-1.24967961594664,0.217269686135363,-5.75174401075016,8.83274762318178e-09,1.1634495169255e-05,84.8104847014205,99.918802024486,54.2379495037583,20.9021817947692,21.9131767064793,30.0050991292448,37.2836363709523,49.7379021778288,28.2055493509292,85.4529604317204,64.5989321918406,111.58375927242,75.1477659348435,73.4275501908886,71.249792704638,29.8725226761537,19.8660708274241,17.3567807364939,37.0226351737077,46.4307086201463,55.6844798052297,93.4692396379192,98.6556050159649,27.6343019633354
