"","cluster","cluster_col"
"LOC101854787","C4","#FB8072"
"LOC101850585","C4","#FB8072"
"LOC118477555","C4","#FB8072"
"LOC101854996","C4","#FB8072"
"LOC101853064","C4","#FB8072"
"LOC118478339","C4","#FB8072"
"LOC101846216","C4","#FB8072"
"LOC118477622","C4","#FB8072"
"LOC101853774","C4","#FB8072"
"LOC101854322","C4","#FB8072"
"LOC101850904","C4","#FB8072"
"LOC101846280","C4","#FB8072"
"LOC101854120","C4","#FB8072"
"LOC101852251","C4","#FB8072"
"LOC101863157","C4","#FB8072"
"LOC118478877","C4","#FB8072"
"LOC106013387","C4","#FB8072"
"LOC101853811","C4","#FB8072"
"LOC106011678","C4","#FB8072"
"LOC101849618","C4","#FB8072"
"LOC101855754","C4","#FB8072"
"LOC118479122","C4","#FB8072"
"LOC101851352","C4","#FB8072"
"LOC101863679","C4","#FB8072"
"LOC106014117","C4","#FB8072"
"LOC106013931","C4","#FB8072"
"LOC101852233","C4","#FB8072"
"LOC101858790","C4","#FB8072"
"LOC101863200","C4","#FB8072"
"LOC101863158","C4","#FB8072"
"LOC101862246","C4","#FB8072"
"LOC106013686","C4","#FB8072"
"LOC101845625","C4","#FB8072"
"LOC101850725","C4","#FB8072"
"LOC101852331","C4","#FB8072"
"LOC101853140","C4","#FB8072"
"LOC106013121","C4","#FB8072"
"LOC101864015","C4","#FB8072"
"LOC106012678","C4","#FB8072"
"LOC101862968","C4","#FB8072"
"LOC101862070","C4","#FB8072"
"LOC101864354","C4","#FB8072"
"LOC101852560","C4","#FB8072"
"LOC106011817","C4","#FB8072"
"LOC101857424","C4","#FB8072"
"LOC101845879","C4","#FB8072"
"LOC101863863","C4","#FB8072"
"LOC101855673","C4","#FB8072"
"LOC106011257","C4","#FB8072"
"LOC106011190","C4","#FB8072"
"LOC106012896","C4","#FB8072"
"LOC101864297","C4","#FB8072"
"LOC101854983","C4","#FB8072"
"LOC118478432","C4","#FB8072"
"LOC101856527","C4","#FB8072"
"LOC101855104","C4","#FB8072"
"LOC118478361","C4","#FB8072"
"LOC101847116","C4","#FB8072"
"LOC101862932","C4","#FB8072"
"LOC100533297","C4","#FB8072"
"LOC101853009","C4","#FB8072"
"LOC101855384","C4","#FB8072"
"LOC101852615","C4","#FB8072"
"LOC106011779","C4","#FB8072"
"LOC106013596","C4","#FB8072"
"LOC101848736","C4","#FB8072"
"LOC101861346","C4","#FB8072"
"LOC106014118","C4","#FB8072"
"LOC101861625","C4","#FB8072"
"LOC106013556","C4","#FB8072"
"LOC101855445","C4","#FB8072"
"LOC101854021","C4","#FB8072"
"LOC101851028","C4","#FB8072"
"LOC101847677","C4","#FB8072"
"LOC101853052","C4","#FB8072"
"LOC101857279","C4","#FB8072"
"LOC101856014","C4","#FB8072"
"LOC101845134","C4","#FB8072"
"LOC101859183","C4","#FB8072"
"LOC106012596","C4","#FB8072"
"LOC101855688","C4","#FB8072"
"LOC101845580","C4","#FB8072"
"LOC101863458","C4","#FB8072"
"LOC101858500","C4","#FB8072"
"LOC101860374","C4","#FB8072"
"LOC118479194","C4","#FB8072"
"LOC118477402","C4","#FB8072"
"LOC101856054","C4","#FB8072"
"LOC101861991","C4","#FB8072"
"LOC118478471","C4","#FB8072"
"LOC101863172","C4","#FB8072"
"LOC101856553","C4","#FB8072"
"LOC106012408","C4","#FB8072"
"LOC101852894","C4","#FB8072"
"LOC101860545","C4","#FB8072"
"LOC101861667","C4","#FB8072"
"LOC106013145","C4","#FB8072"
"LOC101859212","C4","#FB8072"
"LOC106014222","C4","#FB8072"
"TRNAR-CCU","C4","#FB8072"
"LOC101851927","C4","#FB8072"
"LOC101849623","C4","#FB8072"
"LOC101855789","C4","#FB8072"
"LOC106011611","C4","#FB8072"
"LOC101859225","C4","#FB8072"
"LOC101861522","C4","#FB8072"
"LOC101851915","C4","#FB8072"
"LOC101861192","C4","#FB8072"
"LOC101858277","C4","#FB8072"
"LOC118477177","C4","#FB8072"
"LOC101851749","C4","#FB8072"
"LOC101862992","C4","#FB8072"
"LOC100533410","C4","#FB8072"
"LOC101853858","C4","#FB8072"
"LOC101852227","C4","#FB8072"
"LOC101864455","C4","#FB8072"
"LOC106011275","C4","#FB8072"
"LOC101852662","C4","#FB8072"
"LOC101863629","C4","#FB8072"
"LOC118477149","C4","#FB8072"
"LOC101863698","C4","#FB8072"
"LOC101863063","C4","#FB8072"
"LOC101857498","C4","#FB8072"
"LOC106012471","C4","#FB8072"
"LOC101854924","C4","#FB8072"
"LOC101862461","C4","#FB8072"
"LOC101863143","C4","#FB8072"
"LOC101857643","C4","#FB8072"
"LOC118478751","C4","#FB8072"
"LOC101854625","C4","#FB8072"
"LOC101864031","C4","#FB8072"
"LOC101855519","C4","#FB8072"
"LOC106012226","C4","#FB8072"
"LOC101852611","C4","#FB8072"
"LOC101861635","C4","#FB8072"
"LOC101853911","C4","#FB8072"
"LOC101850033","C4","#FB8072"
"LOC101853607","C4","#FB8072"
"LOC101856303","C4","#FB8072"
"LOC101856376","C4","#FB8072"
"LOC101849155","C4","#FB8072"
"LOC118478555","C4","#FB8072"
"LOC101856689","C4","#FB8072"
"LOC106012956","C4","#FB8072"
"LOC106011083","C4","#FB8072"
"LOC106013199","C4","#FB8072"
"LOC101849496","C4","#FB8072"
"LOC106011156","C4","#FB8072"
"LOC106012198","C4","#FB8072"
"LOC106013188","C4","#FB8072"
"LOC101846962","C4","#FB8072"
"LOC101850591","C4","#FB8072"
"LOC101854831","C4","#FB8072"
"LOC101858561","C4","#FB8072"
"LOC101845001","C4","#FB8072"
"LOC101856029","C4","#FB8072"
"LOC101864384","C4","#FB8072"
"LOC101850684","C4","#FB8072"
"LOC101851624","C4","#FB8072"
"LOC106012844","C4","#FB8072"
"LOC101864249","C4","#FB8072"
"LOC101851700","C4","#FB8072"
"LOC101846496","C4","#FB8072"
"LOC101846237","C4","#FB8072"
"LOC101863785","C4","#FB8072"
"LOC101856640","C4","#FB8072"
"LOC106012465","C4","#FB8072"
"LOC101851833","C4","#FB8072"
"LOC101846281","C4","#FB8072"
"LOC101863248","C4","#FB8072"
"LOC101859087","C4","#FB8072"
"LOC101847773","C4","#FB8072"
"LOC101850250","C4","#FB8072"
"LOC101864184","C4","#FB8072"
"LOC101864018","C4","#FB8072"
"LOC101846360","C4","#FB8072"
"LOC101862935","C4","#FB8072"
"LOC101850265","C4","#FB8072"
"LOC118477403","C4","#FB8072"
"LOC101859219","C4","#FB8072"
"LOC101850170","C4","#FB8072"
"LOC101858812","C4","#FB8072"
"LOC106011722","C4","#FB8072"
"LOC106012038","C4","#FB8072"
"LOC101847682","C4","#FB8072"
"LOC101856342","C4","#FB8072"
"LOC101858791","C4","#FB8072"
"LOC106012939","C4","#FB8072"
"TRNAK-CUU","C4","#FB8072"
"LOC101863522","C4","#FB8072"
"LOC101863210","C4","#FB8072"
"LOC101852541","C4","#FB8072"
"LOC106012415","C4","#FB8072"
"LOC101850797","C4","#FB8072"
"LOC101848024","C4","#FB8072"
"LOC101857109","C4","#FB8072"
"LOC101861419","C4","#FB8072"
"LOC118478381","C4","#FB8072"
"LOC106012390","C4","#FB8072"
"LOC101856636","C4","#FB8072"
"LOC101857734","C4","#FB8072"
"LOC101864050","C4","#FB8072"
"LOC101855365","C4","#FB8072"
"LOC106011044","C4","#FB8072"
"LOC118477243","C4","#FB8072"
"LOC118479014","C4","#FB8072"
"LOC101848193","C4","#FB8072"
"LOC101852641","C4","#FB8072"
"LOC118478448","C4","#FB8072"
"LOC101860870","C4","#FB8072"
"LOC101848031","C4","#FB8072"
"LOC101858064","C4","#FB8072"
"LOC101864503","C4","#FB8072"
"LOC101850926","C4","#FB8072"
"LOC101860730","C4","#FB8072"
"LOC101861465","C4","#FB8072"
"LOC101848831","C4","#FB8072"
"LOC101852222","C4","#FB8072"
"TRNAQ-UUG","C4","#FB8072"
"LOC101856460","C4","#FB8072"
"LOC101859110","C4","#FB8072"
"LOC101856590","C4","#FB8072"
"LOC101857500","C4","#FB8072"
"LOC106011208","C4","#FB8072"
"LOC101849903","C4","#FB8072"
"LOC101861001","C4","#FB8072"
"LOC101855471","C4","#FB8072"
"LOC101864668","C4","#FB8072"
"LOC101848329","C4","#FB8072"
"LOC101846487","C4","#FB8072"
"LOC101861282","C4","#FB8072"
"LOC101853716","C4","#FB8072"
"LOC101860877","C4","#FB8072"
"LOC101862704","C4","#FB8072"
"LOC101849906","C4","#FB8072"
"LOC106013847","C4","#FB8072"
"LOC101845750","C4","#FB8072"
"LOC101849745","C4","#FB8072"
"LOC106013551","C4","#FB8072"
"LOC101851096","C4","#FB8072"
"LOC106011242","C4","#FB8072"
"LOC101854303","C4","#FB8072"
"LOC101857407","C4","#FB8072"
"LOC101852177","C4","#FB8072"
"LOC101863108","C4","#FB8072"
"LOC101846363","C4","#FB8072"
"LOC101861161","C4","#FB8072"
"LOC101860744","C4","#FB8072"
"LOC101849727","C4","#FB8072"
"LOC101859832","C4","#FB8072"
"LOC101862774","C4","#FB8072"
"LOC101856699","C4","#FB8072"
"LOC118477287","C4","#FB8072"
"LOC101859128","C4","#FB8072"
"LOC101848780","C4","#FB8072"
"LOC106013076","C4","#FB8072"
"LOC101861718","C4","#FB8072"
"LOC101856994","C4","#FB8072"
"LOC101845357","C4","#FB8072"
"LOC101848224","C4","#FB8072"
"LOC101852866","C4","#FB8072"
"LOC101857023","C4","#FB8072"
"LOC101858316","C4","#FB8072"
"LOC101852276","C4","#FB8072"
"LOC101849464","C4","#FB8072"
"LOC101855925","C4","#FB8072"
"LOC101846854","C4","#FB8072"
"LOC101859316","C4","#FB8072"
"LOC106012569","C4","#FB8072"
"LOC101862531","C4","#FB8072"
"LOC118477905","C4","#FB8072"
"LOC101861369","C4","#FB8072"
"LOC101848044","C4","#FB8072"
"LOC101849515","C4","#FB8072"
"LOC101848492","C4","#FB8072"
"LOC106013111","C4","#FB8072"
"LOC101854172","C4","#FB8072"
"LOC101861816","C4","#FB8072"
"LOC101858065","C4","#FB8072"
"LOC118477691","C4","#FB8072"
"LOC106012092","C4","#FB8072"
"LOC101861415","C4","#FB8072"
"LOC106010965","C4","#FB8072"
"LOC101846938","C4","#FB8072"
"LOC101855705","C4","#FB8072"
"LOC101854518","C4","#FB8072"
"LOC106012025","C4","#FB8072"
"LOC101848002","C4","#FB8072"
"LOC101856354","C4","#FB8072"
"LOC101852616","C4","#FB8072"
"LOC101862569","C4","#FB8072"
"LOC101862168","C4","#FB8072"
"LOC101856442","C4","#FB8072"
"LOC106011222","C4","#FB8072"
"LOC101861171","C4","#FB8072"
"LOC101861468","C4","#FB8072"
"LOC101848003","C4","#FB8072"
"LOC101845913","C4","#FB8072"
"LOC101856019","C4","#FB8072"
"LOC101863036","C4","#FB8072"
"LOC101847675","C4","#FB8072"
"LOC101861913","C4","#FB8072"
"LOC101857774","C4","#FB8072"
"LOC101853587","C4","#FB8072"
"LOC101849230","C4","#FB8072"
"LOC101846929","C4","#FB8072"
"LOC101848708","C4","#FB8072"
"LOC101848644","C4","#FB8072"
"LOC101847436","C4","#FB8072"
"LOC101861646","C4","#FB8072"
"LOC106011522","C4","#FB8072"
"LOC106011749","C4","#FB8072"
"LOC106012530","C4","#FB8072"
"LOC101856288","C4","#FB8072"
"LOC101862713","C4","#FB8072"
"LOC101861701","C4","#FB8072"
"LOC118478064","C4","#FB8072"
"LOC101863306","C4","#FB8072"
"LOC106011251","C4","#FB8072"
"LOC101846600","C4","#FB8072"
"LOC101856146","C4","#FB8072"
"LOC101853168","C4","#FB8072"
"LOC101850424","C4","#FB8072"
"LOC106013685","C4","#FB8072"
"LOC101863627","C4","#FB8072"
"LOC101859758","C4","#FB8072"
"TRNAQ-CUG","C4","#FB8072"
"LOC106012487","C4","#FB8072"
"LOC118477436","C4","#FB8072"
"LOC101848569","C4","#FB8072"
"LOC101850048","C4","#FB8072"
"LOC118478667","C4","#FB8072"
"LOC101848450","C4","#FB8072"
"LOC101852348","C5","#80B1D3"
"LOC101859681","C5","#80B1D3"
"LOC101856866","C5","#80B1D3"
"LOC106013920","C5","#80B1D3"
"LOC118478385","C5","#80B1D3"
"LOC101845067","C5","#80B1D3"
"LOC106013245","C5","#80B1D3"
"LOC101848121","C5","#80B1D3"
"LOC106011396","C5","#80B1D3"
"LOC101846919","C5","#80B1D3"
"LOC101862897","C5","#80B1D3"
"LOC101850806","C5","#80B1D3"
"LOC101849928","C5","#80B1D3"
"LOC106012095","C5","#80B1D3"
"LOC106012218","C5","#80B1D3"
"LOC101857651","C5","#80B1D3"
"LOC101863976","C5","#80B1D3"
"LOC106012065","C5","#80B1D3"
"LOC118479066","C5","#80B1D3"
"LOC101850272","C5","#80B1D3"
"LOC101864390","C5","#80B1D3"
"LOC101859873","C5","#80B1D3"
"LOC106011216","C5","#80B1D3"
"LOC106013042","C5","#80B1D3"
"LOC118478251","C5","#80B1D3"
"LOC118477420","C5","#80B1D3"
"LOC101847763","C5","#80B1D3"
"LOC101862806","C5","#80B1D3"
"LOC101860656","C5","#80B1D3"
"LOC101855667","C5","#80B1D3"
"LOC101851987","C5","#80B1D3"
"LOC106011781","C5","#80B1D3"
"LOC106012998","C5","#80B1D3"
"LOC106013952","C5","#80B1D3"
"LOC118478097","C5","#80B1D3"
"LOC101863760","C5","#80B1D3"
"LOC118477765","C5","#80B1D3"
"LOC101863204","C5","#80B1D3"
"LOC118477116","C5","#80B1D3"
"LOC101853250","C5","#80B1D3"
"LOC101845871","C5","#80B1D3"
"LOC101857925","C5","#80B1D3"
"LOC101848021","C5","#80B1D3"
"LOC118477812","C5","#80B1D3"
"LOC106011104","C5","#80B1D3"
"LOC118478856","C5","#80B1D3"
"LOC101854307","C5","#80B1D3"
"LOC106012604","C5","#80B1D3"
"LOC106014035","C5","#80B1D3"
"LOC101855685","C5","#80B1D3"
"LOC101859020","C5","#80B1D3"
"LOC101862476","C5","#80B1D3"
"LOC101861160","C5","#80B1D3"
"LOC106013024","C5","#80B1D3"
"LOC118478521","C5","#80B1D3"
"LOC106013321","C5","#80B1D3"
"LOC101853622","C5","#80B1D3"
"LOC101853631","C5","#80B1D3"
"LOC101854815","C5","#80B1D3"
"LOC101851237","C5","#80B1D3"
"LOC101860312","C5","#80B1D3"
"LOC106013420","C5","#80B1D3"
"LOC106011352","C5","#80B1D3"
"LOC101854855","C5","#80B1D3"
"LOC101851114","C5","#80B1D3"
"LOC106011478","C5","#80B1D3"
"LOC118478899","C5","#80B1D3"
"LOC101849347","C5","#80B1D3"
"LOC101852135","C5","#80B1D3"
"LOC101856256","C5","#80B1D3"
"LOC101846197","C5","#80B1D3"
"LOC106013431","C5","#80B1D3"
"LOC101853896","C5","#80B1D3"
"LOC106013749","C5","#80B1D3"
"LOC118478779","C5","#80B1D3"
"LOC106012197","C5","#80B1D3"
"LOC101847008","C5","#80B1D3"
"LOC106010976","C5","#80B1D3"
"LOC118478138","C5","#80B1D3"
"LOC101847585","C5","#80B1D3"
"LOC106012716","C5","#80B1D3"
"LOC101854073","C5","#80B1D3"
"LOC101855359","C5","#80B1D3"
"LOC118477889","C5","#80B1D3"
"LOC101864186","C5","#80B1D3"
"LOC106011150","C5","#80B1D3"
"LOC101862030","C5","#80B1D3"
"LOC106013432","C5","#80B1D3"
"LOC101848107","C5","#80B1D3"
"LOC106011706","C5","#80B1D3"
"LOC101857253","C5","#80B1D3"
"LOC118477279","C5","#80B1D3"
"LOC101848672","C5","#80B1D3"
"LOC101855689","C5","#80B1D3"
"LOC101847264","C5","#80B1D3"
"LOC101855154","C5","#80B1D3"
"LOC118479087","C5","#80B1D3"
"LOC101847693","C5","#80B1D3"
"LOC101855680","C5","#80B1D3"
"LOC106012461","C5","#80B1D3"
"LOC101857107","C5","#80B1D3"
"LOC101849514","C5","#80B1D3"
"LOC101861080","C5","#80B1D3"
"LOC101861566","C5","#80B1D3"
"LOC101857482","C5","#80B1D3"
"LOC101847924","C5","#80B1D3"
"LOC101855416","C5","#80B1D3"
"LOC101848214","C5","#80B1D3"
"LOC118477141","C5","#80B1D3"
"LOC101864705","C5","#80B1D3"
"LOC118477613","C5","#80B1D3"
"LOC101845204","C5","#80B1D3"
"LOC101856967","C5","#80B1D3"
"LOC101849713","C5","#80B1D3"
"LOC118477589","C5","#80B1D3"
"LOC101858351","C5","#80B1D3"
"LOC101855248","C5","#80B1D3"
"LOC101845680","C5","#80B1D3"
"LOC106011206","C5","#80B1D3"
"LOC101857943","C5","#80B1D3"
"LOC106012830","C5","#80B1D3"
"LOC106013392","C5","#80B1D3"
"LOC101856432","C5","#80B1D3"
"LOC101857761","C5","#80B1D3"
"LOC101845518","C5","#80B1D3"
"LOC101850316","C5","#80B1D3"
"LOC101853823","C5","#80B1D3"
"LOC106012322","C5","#80B1D3"
"LOC101850908","C5","#80B1D3"
"LOC101850554","C5","#80B1D3"
"LOC101850247","C5","#80B1D3"
"LOC118478438","C5","#80B1D3"
"LOC118477927","C5","#80B1D3"
"LOC101857477","C5","#80B1D3"
"LOC118477963","C5","#80B1D3"
"LOC101849758","C5","#80B1D3"
"LOC106013378","C5","#80B1D3"
"LOC118478764","C5","#80B1D3"
"LOC101852042","C5","#80B1D3"
"LOC106012620","C5","#80B1D3"
"LOC101845570","C5","#80B1D3"
"LOC118478481","C5","#80B1D3"
"LOC101849886","C5","#80B1D3"
"LOC101858445","C6","#FDB462"
"LOC101846598","C6","#FDB462"
"LOC101855193","C6","#FDB462"
"LOC101851605","C6","#FDB462"
"LOC106012949","C6","#FDB462"
"LOC106011289","C6","#FDB462"
"LOC106013078","C6","#FDB462"
"LOC101857902","C6","#FDB462"
"LOC101850052","C6","#FDB462"
"LOC106011374","C6","#FDB462"
"LOC106011636","C6","#FDB462"
"LOC101845924","C6","#FDB462"
"LOC101860641","C6","#FDB462"
"LOC101854617","C6","#FDB462"
"LOC101863111","C6","#FDB462"
"LOC106011940","C6","#FDB462"
"LOC101861532","C6","#FDB462"
"LOC101856382","C6","#FDB462"
"LOC101861883","C6","#FDB462"
"LOC118478603","C6","#FDB462"
"LOC101856247","C6","#FDB462"
"LOC101847320","C6","#FDB462"
"LOC101845211","C6","#FDB462"
"LOC118477315","C6","#FDB462"
"LOC101845280","C6","#FDB462"
"LOC101861202","C6","#FDB462"
"LOC106011527","C6","#FDB462"
"LOC101855037","C6","#FDB462"
"LOC106011013","C6","#FDB462"
"LOC101856278","C6","#FDB462"
"LOC101860341","C6","#FDB462"
"LOC101862186","C6","#FDB462"
"LOC101853674","C6","#FDB462"
"LOC101853589","C6","#FDB462"
"LOC101861096","C6","#FDB462"
"LOC101855669","C6","#FDB462"
"LOC101855696","C6","#FDB462"
"LOC101846459","C6","#FDB462"
"LOC101844981","C6","#FDB462"
"LOC101845269","C6","#FDB462"
"LOC101862659","C6","#FDB462"
"LOC101845616","C6","#FDB462"
"LOC101845209","C6","#FDB462"
"LOC101846410","C6","#FDB462"
"LOC101853328","C6","#FDB462"
"LOC101848651","C6","#FDB462"
"LOC101848649","C6","#FDB462"
"LOC101846007","C6","#FDB462"
"LOC101861296","C6","#FDB462"
"LOC101861744","C6","#FDB462"
"LOC101856307","C6","#FDB462"
"LOC118478052","C6","#FDB462"
"LOC101849631","C6","#FDB462"
"LOC101857052","C6","#FDB462"
"LOC101859506","C6","#FDB462"
"LOC106012151","C6","#FDB462"
"LOC101845714","C6","#FDB462"
"LOC118478367","C6","#FDB462"
"LOC101853146","C6","#FDB462"
"LOC101855168","C6","#FDB462"
"LOC106012790","C6","#FDB462"
"LOC101859450","C6","#FDB462"
"LOC101859535","C6","#FDB462"
"LOC101857004","C6","#FDB462"
"LOC101849272","C6","#FDB462"
"LOC101849772","C6","#FDB462"
"LOC101848807","C6","#FDB462"
"LOC106011115","C6","#FDB462"
"LOC101848572","C6","#FDB462"
"LOC101850638","C6","#FDB462"
"LOC101852892","C6","#FDB462"
"LOC101853177","C6","#FDB462"
"LOC101849872","C6","#FDB462"
"LOC118477565","C6","#FDB462"
"LOC106013262","C6","#FDB462"
"LOC101856720","C6","#FDB462"
"LOC101862489","C6","#FDB462"
"LOC101860390","C6","#FDB462"
"LOC118478461","C6","#FDB462"
"LOC101861404","C6","#FDB462"
"LOC101862794","C6","#FDB462"
"LOC101856566","C6","#FDB462"
"LOC101850663","C6","#FDB462"
"LOC101853815","C6","#FDB462"
"LOC106013057","C6","#FDB462"
"LOC118479056","C6","#FDB462"
"LOC101846240","C6","#FDB462"
"LOC101846320","C6","#FDB462"
"LOC101846999","C6","#FDB462"
"LOC101854034","C6","#FDB462"
"LOC101850276","C6","#FDB462"
"LOC118478829","C6","#FDB462"
"LOC101848595","C6","#FDB462"
"LOC106011030","C6","#FDB462"
"LOC101859411","C6","#FDB462"
"LOC101857495","C6","#FDB462"
"LOC101849920","C6","#FDB462"
"LOC101853118","C6","#FDB462"
"LOC106011116","C6","#FDB462"
"LOC101859396","C6","#FDB462"
"LOC101848882","C6","#FDB462"
"LOC106012940","C6","#FDB462"
"LOC101858337","C6","#FDB462"
"LOC106011146","C6","#FDB462"
"LOC101862062","C6","#FDB462"
"LOC118478911","C6","#FDB462"
"LOC106011101","C6","#FDB462"
"LOC101854678","C6","#FDB462"
"LOC101862912","C6","#FDB462"
"LOC101848377","C6","#FDB462"
"LOC101861355","C6","#FDB462"
"LOC101860737","C6","#FDB462"
"LOC101859791","C6","#FDB462"
"LOC101857291","C6","#FDB462"
"LOC101864596","C6","#FDB462"
"LOC101863680","C6","#FDB462"
"LOC101853471","C6","#FDB462"
"LOC101848340","C6","#FDB462"
"LOC101848115","C6","#FDB462"
"LOC101860452","C6","#FDB462"
"LOC101859262","C6","#FDB462"
"LOC106012576","C6","#FDB462"
"LOC101858198","C6","#FDB462"
"LOC101862675","C6","#FDB462"
"LOC101845452","C6","#FDB462"
"LOC101845676","C6","#FDB462"
"LOC101861955","C6","#FDB462"
"LOC101852861","C6","#FDB462"
"LOC101856297","C6","#FDB462"
"LOC101847784","C6","#FDB462"
"LOC101856370","C6","#FDB462"
"LOC101852778","C6","#FDB462"
"LOC101861981","C6","#FDB462"
"LOC101857128","C6","#FDB462"
"LOC106013295","C6","#FDB462"
"LOC101845832","C6","#FDB462"
"LOC101855491","C6","#FDB462"
"LOC101848186","C6","#FDB462"
"LOC101859945","C6","#FDB462"
"LOC106011630","C6","#FDB462"
"LOC101855371","C6","#FDB462"
"LOC101856061","C6","#FDB462"
"LOC101847465","C6","#FDB462"
"LOC101853463","C6","#FDB462"
"LOC101851818","C6","#FDB462"
"LOC101864001","C6","#FDB462"
"LOC101851461","C6","#FDB462"
"LOC101852738","C6","#FDB462"
"LOC101848576","C6","#FDB462"
"LOC101859002","C6","#FDB462"
"LOC101857249","C6","#FDB462"
"LOC101852116","C6","#FDB462"
"LOC101851452","C6","#FDB462"
"LOC101864023","C6","#FDB462"
"LOC101849536","C6","#FDB462"
"LOC101855936","C6","#FDB462"
"LOC101855230","C6","#FDB462"
"LOC106013841","C6","#FDB462"
"LOC101852874","C6","#FDB462"
"LOC101864571","C6","#FDB462"
"LOC101861413","C6","#FDB462"
"LOC101864318","C6","#FDB462"
"LOC101854808","C6","#FDB462"
"LOC101846193","C6","#FDB462"
"LOC106012574","C6","#FDB462"
"LOC106013224","C6","#FDB462"
"LOC118478460","C6","#FDB462"
"LOC101857494","C6","#FDB462"
"LOC101855403","C6","#FDB462"
"LOC101858939","C6","#FDB462"
"LOC101859026","C6","#FDB462"
"LOC101860038","C6","#FDB462"
"LOC101848092","C6","#FDB462"
"LOC101852604","C6","#FDB462"
"LOC118478849","C6","#FDB462"
"LOC118477283","C6","#FDB462"
"LOC101853733","C6","#FDB462"
"LOC101861199","C6","#FDB462"
"LOC106011061","C6","#FDB462"
"LOC101860665","C6","#FDB462"
"LOC101846605","C6","#FDB462"
"LOC101852651","C6","#FDB462"
"LOC101845017","C6","#FDB462"
"LOC101860671","C6","#FDB462"
"LOC101849838","C6","#FDB462"
"LOC101864181","C6","#FDB462"
"LOC101859089","C6","#FDB462"
"LOC101852196","C6","#FDB462"
"LOC101855120","C6","#FDB462"
"LOC101861889","C6","#FDB462"
"LOC101851693","C6","#FDB462"
"LOC101845026","C6","#FDB462"
"LOC101862878","C6","#FDB462"
"LOC101852426","C6","#FDB462"
"LOC101855937","C6","#FDB462"
"LOC106012457","C6","#FDB462"
"LOC118478919","C6","#FDB462"
"LOC106013103","C6","#FDB462"
"LOC118478682","C6","#FDB462"
"LOC101847351","C6","#FDB462"
"LOC101853210","C6","#FDB462"
"LOC101846245","C6","#FDB462"
"LOC101849371","C6","#FDB462"
"LOC101847839","C6","#FDB462"
"LOC106011500","C6","#FDB462"
"LOC101852365","C6","#FDB462"
"LOC101861104","C6","#FDB462"
"LOC101846602","C6","#FDB462"
"LOC101855596","C6","#FDB462"
"LOC101862085","C6","#FDB462"
"LOC101853805","C6","#FDB462"
"LOC118478342","C6","#FDB462"
"LOC118477496","C6","#FDB462"
"LOC101849802","C6","#FDB462"
"LOC106014052","C6","#FDB462"
"LOC101850036","C6","#FDB462"
"LOC101853412","C6","#FDB462"
"LOC101863854","C6","#FDB462"
"LOC101857261","C6","#FDB462"
"LOC101859895","C6","#FDB462"
"LOC106011005","C6","#FDB462"
"LOC101858045","C6","#FDB462"
"LOC101844996","C6","#FDB462"
"LOC101856068","C6","#FDB462"
"LOC118478845","C6","#FDB462"
"LOC101853866","C6","#FDB462"
"LOC101845656","C6","#FDB462"
"LOC101846723","C6","#FDB462"
"LOC101847073","C6","#FDB462"
"LOC101854534","C6","#FDB462"
"LOC101850319","C6","#FDB462"
"LOC101854731","C6","#FDB462"
"LOC101857575","C6","#FDB462"
"LOC101859366","C6","#FDB462"
"LOC101855645","C6","#FDB462"
"LOC101848923","C6","#FDB462"
"LOC118479015","C6","#FDB462"
"LOC101863715","C6","#FDB462"
"LOC101845337","C6","#FDB462"
"LOC101862029","C6","#FDB462"
"LOC101862822","C6","#FDB462"
"LOC101853625","C6","#FDB462"
"LOC106013217","C6","#FDB462"
"LOC101853474","C6","#FDB462"
"LOC101860770","C6","#FDB462"
"LOC106013117","C6","#FDB462"
"LOC101854668","C6","#FDB462"
"LOC101864505","C6","#FDB462"
"LOC118478895","C6","#FDB462"
"LOC101855274","C6","#FDB462"
"LOC101857597","C6","#FDB462"
"LOC101849172","C6","#FDB462"
"LOC101849413","C6","#FDB462"
"LOC106012394","C6","#FDB462"
"LOC101848956","C6","#FDB462"
"LOC101854894","C6","#FDB462"
"LOC101849487","C6","#FDB462"
"LOC101846979","C6","#FDB462"
"LOC106011953","C6","#FDB462"
"LOC101856161","C6","#FDB462"
"LOC101851682","C6","#FDB462"
"LOC101857532","C6","#FDB462"
"LOC101858348","C6","#FDB462"
"LOC101858186","C6","#FDB462"
"LOC101860873","C6","#FDB462"
"LOC101848347","C6","#FDB462"
"LOC101859062","C6","#FDB462"
"LOC106013887","C6","#FDB462"
"LOC101852231","C6","#FDB462"
"LOC101845427","C6","#FDB462"
"LOC101853579","C6","#FDB462"
"LOC101852111","C6","#FDB462"
"LOC101853748","C6","#FDB462"
"LOC101852753","C6","#FDB462"
"LOC101848384","C6","#FDB462"
"LOC101850673","C6","#FDB462"
"LOC106012918","C6","#FDB462"
"LOC101846543","C6","#FDB462"
"LOC101861925","C6","#FDB462"
"LOC101856240","C6","#FDB462"
"LOC118478883","C6","#FDB462"
"LOC101849699","C6","#FDB462"
"LOC101853728","C6","#FDB462"
"LOC101864670","C6","#FDB462"
"LOC101852684","C6","#FDB462"
"LOC106011452","C6","#FDB462"
"LOC101861648","C6","#FDB462"
"LOC101845435","C6","#FDB462"
"LOC101854709","C6","#FDB462"
"LOC101850631","C6","#FDB462"
"LOC101847211","C6","#FDB462"
"LOC101858957","C6","#FDB462"
