"","gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","AC163A","AC164A","AC172A","AC187A","AC188A","AC189A","AC169A","AC170A","AC174A","AC199A","AC200A","AC201A"
"1","LOC101855680",431.916664069002,-7.16559604785923,0.314145145559006,-22.8098258055473,3.66311339263168e-115,7.34087923883389e-111,1057.71278488673,1106.17079317537,582.551901350313,8.10218074752269,1.23497839190513,6.88597267428126,962.228358578211,905.151006808289,534.540771042489,4.86936401946957,6.70718537991924,6.84467177352864
"2","LOC106013432",921.588520477894,-5.89077107135083,0.314931469835597,-18.7049299151526,4.51325754531153e-78,4.52228406040215e-74,2401.20511103167,3149.35950169648,1519.84211134411,51.313811400977,19.759654270482,35.4135737534465,1490.51059466037,1516.6798577495,798.058530245962,27.5930627769942,28.1701785956608,21.1562582090885
"3","LOC101845966",77.1790352821626,-3.419498174477,0.248242508462353,-13.774829281487,3.61236003913512e-43,2.41305650614226e-39,159.861352581224,195.861226960629,99.8040501382287,10.8029076633636,13.5847623109564,14.7556557306027,145.696886538531,150.122606007228,95.9004503430362,11.3618493787623,14.0850892978304,14.3115864355599
"4","LOC101850183",52.5099318631338,-3.92000916625807,0.320316321664578,-12.2379313857223,1.94937763701192e-34,9.7663819614297e-31,91.9750247727588,143.557376579097,62.9199446523616,8.10218074752269,6.17489195952563,5.90226229224108,92.2397555064081,130.253437565095,70.0490245983917,6.49248535929276,8.71934099389501,3.73345733101562
"5","LOC101847112",56.8755584081162,-2.86757823531638,0.244879035530497,-11.7101826585692,1.13035842100884e-31,4.53047655140344e-28,121.538425592574,117.961875328561,77.022690867546,18.004846105606,12.3497839190513,15.7393661126429,118.444231502547,99.3458422106658,65.8794398008683,9.73872803893915,13.4143707598385,13.0671006585547
"6","LOC101846943",523.244274611117,-2.18241907839246,0.189076723424537,-11.5425052796808,8.0544615980559e-31,2.69019017375067e-27,1087.27618570654,1087.25237920758,640.047712842988,165.644584171575,227.236024110543,130.833480811344,930.782987382845,668.92867088515,731.345173485589,195.586121448695,226.70286584127,187.295109439284
"7","LOC101849086",57.0353875516,-2.35954541492832,0.205075389368774,-11.5057463608434,1.23417027606961e-30,3.14462301911302e-27,89.7851432305502,109.059092284896,77.022690867546,12.6033922739242,18.5246758785769,13.7719453485625,107.962441104091,103.761212975584,86.7273637884849,21.1005774177015,24.8165859057012,19.2895295435807
"8","LOC101858605",31.8087624756596,-4.51609179297303,0.392557564765617,-11.504279112974,1.25533853058404e-30,3.14462301911302e-27,78.8357355195075,54.5295461424478,61.8351180204243,0,4.9399135676205,5.90226229224108,66.0352795102694,57.3998199439403,45.8654327727564,2.43468200973479,2.6828741519677,1.24448577700521
"9","LOC101857279",53.8459424661714,-3.23826856584621,0.284457777916119,-11.384004296065,5.02387957086545e-30,1.11865051777937e-26,118.253603279261,86.8021346757332,74.8530376036715,9.00242305280298,3.70493517571538,6.88597267428126,128.926021901002,100.449684901895,77.5542772339336,9.73872803893915,18.7801190637739,11.2003719930469
"10","LOC101863239",70.3411188234079,-2.67990911489975,0.236341638426445,-11.3391323371645,8.39728796719619e-30,1.68281650862612e-26,120.44348482147,140.218832937723,87.8709571869187,17.1046038003257,19.759654270482,21.641628404884,146.745065578376,130.253437565095,103.405702978578,30.8393054566406,12.7436522218466,13.0671006585547
"11","LOC101863108",36.921517684973,-4.2023529834233,0.373751162821487,-11.243718820028,2.48681014443155e-29,4.5305159358553e-26,62.4116239529434,115.736179567644,46.6475451733025,4.50121152640149,4.9399135676205,4.9185519102009,67.083458550115,70.6459322386957,56.706353246317,4.86936401946957,3.35359268995962,1.24448577700521
"12","LOC101862531",43.9354217607318,-5.39139953141069,0.483996835480457,-11.1393280620497,8.07260989386932e-29,1.34812585227618e-25,66.7913870373605,112.39763592627,39.0537587497417,0,2.46995678381025,2.95113114612054,112.155157263473,121.422696035258,63.3776889223544,0.811560669911596,2.6828741519677,3.11121444251302
"13","LOC101849477",49.9963040420231,-3.01184330200395,0.27073702160983,-11.1246082419583,9.52232631165494e-29,1.46790322527358e-25,120.44348482147,112.39763592627,71.5985577078597,9.00242305280298,19.759654270482,8.85339343836162,90.143397426717,66.2305614737772,71.716858517401,7.30404602920436,10.0607780698789,12.4448577700521
"14","LOC101849343",500.02610357381,3.4038944283467,0.309273355303806,11.0061030799209,3.571184457358e-28,5.11189546610388e-25,72.2660908928819,127.977506252684,68.3440778120479,1483.59931910193,1164.58462356653,1298.49770429304,84.9025022274893,67.3344041650068,96.7343673025408,487.747962616869,566.086446065184,482.238238589518
"15","LOC101859612",109.063727119432,-2.76743820965571,0.251663002575494,-10.9966033200511,3.96798071878133e-28,5.30122224029185e-25,209.133687280916,243.713685820328,144.281942047657,33.308965295371,35.8143733652487,9.83710382040181,187.624048132353,207.522425951169,149.271135751335,27.5930627769942,21.4629932157416,39.201301975664
"16","LOC101853064",31.4380266153286,-4.31347906282853,0.394525871467667,-10.9333237051909,7.98683731459909e-28,1.00035137365354e-24,67.8863278084648,86.8021346757332,61.8351180204243,0,1.23497839190513,5.90226229224108,52.4089519922773,50.7767637965625,40.0280140562238,3.24624267964638,4.02431122795154,3.11121444251302
"17","LOC101856020",187.458431795409,-2.21904765168816,0.204668242659913,-10.8421688819376,2.17258345596225e-27,2.50468699705282e-24,371.184921404348,367.239800551179,225.643939442952,88.2237459174692,61.7489195952563,84.5990928554555,302.923742515363,362.060402723316,221.82191122824,47.8820795247841,57.6817942673054,58.4908315192448
