"","gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","AC190Pp","AC191Pp","AC192Pp","AC193Pp","AC194Pp","AC195Pp","AC202Pp","AC203Pp","AC204Pp","AC205Pp","AC206Pp","AC207Pp"
"1","LOC101856679",1790.54675985881,-1.7630604777297,0.133931412224633,-13.1639056771287,1.41574022263539e-39,1.42777401452779e-35,2976.58467972947,3376.22597818139,2148.08330186522,742.321037835015,734.782227763869,691.843413627428,2880.82942621676,2489.8247411643,2727.38917697191,918.584857825031,812.924696927668,987.167580197612
"2","LOC106013078",74.1500262321215,-2.71815051477328,0.2150384924223,-12.6402974842071,1.2657415321289e-36,6.38250167575999e-33,134.971475612517,157.207861511772,145.181850904549,20.0240742383241,16.2158836472026,13.0290661700081,113.437759275958,113.970850827943,108.190444406716,19.8868886745625,31.3093418349033,16.374817681003
"3","LOC101845085",600.079984323011,-1.56329569554162,0.145759473586789,-10.7251738571269,7.7541115130775e-27,2.60667382031289e-23,876.799433177493,840.580810532333,826.24435567144,200.240742383241,250.332703803691,303.577241761188,954.835815488276,884.369967482213,999.87770190259,367.433943130012,339.929997064665,356.737099478995
"4","LOC101864389",1424.13487359413,-0.862714554629322,0.0872954316482953,-9.88269991154995,4.94814227665695e-23,1.24755037150213e-19,1827.78166211148,1873.66104332398,1877.4825745248,892.501594622445,911.129962427198,1106.16771783368,2047.59235988041,1644.9062220456,1755.08943148672,1075.78597782395,1062.28124082708,1015.23869622219
"5","LOC100856795",744.191168350017,-1.59784743953143,0.164419444382964,-9.71811725509628,2.52405170854971e-22,5.09101229614477e-19,1186.92473210396,1381.71807532796,1360.6047807285,318.954896796162,393.235178444664,329.635374101204,986.663676004551,1033.40877241106,764.404381723267,319.137213491789,393.603154495928,462.003784571157
"6","LOC101862343",468.638677038631,-0.79689105905997,0.0977339273225006,-8.15367887990835,3.53017464962181e-16,5.93363522357266e-13,672.796744847125,611.720386290705,613.412322931787,396.190611715412,346.614512958956,345.270253505214,584.326875119321,510.677081594438,573.480068064356,303.98529831117,337.693615505029,327.496353620061
"7","LOC101849332",1049.75353906608,-0.80915653918317,0.110548404380979,-7.31947732501503,2.48938637346612e-13,3.58649451091512e-10,1301.2898755619,1286.53780543307,1144.73229037828,676.52765105195,659.783765895557,693.146320244429,1524.47290883085,1420.25214108668,1344.24859357625,811.574456861909,840.879466423118,893.597193449023
"8","LOC101858729",583.50305285829,-0.878151968388825,0.122760997250133,-7.15334664966545,8.46873819942008e-13,1.06759030926439e-09,697.524343432624,705.831214950814,673.461360740475,370.445373408996,344.587527503056,375.237105696232,867.513223815416,776.97435804819,813.903277857058,419.51865156339,527.786048074085,429.254149209151
"9","LOC101857824",129.565265056072,-1.47704013305586,0.213780774203068,-6.90913454945597,4.87619309439782e-12,5.46404526188911e-09,205.033004938098,214.957688189566,262.239468911359,85.817461021389,60.8095636770099,48.2075448290298,153.426609668202,109.58735656533,197.995584535166,74.8125812043066,68.2096375688965,73.6866795645137
"10","LOC101854569",183.723817383349,-0.8512543815184,0.124596304074977,-6.83209977886781,8.3680610742885e-12,8.43918959341996e-09,248.306302462721,265.221426223942,256.158553690226,154.4714298385,104.389750978867,132.896474934082,230.139914502302,215.8870924337,201.531219973294,137.31423132436,129.710130458885,128.65928177931
"11","LOC101849343",486.190342231772,-1.9904883692845,0.294275713458204,-6.76402529414719,1.3420963717358e-11,1.12792015907963e-08,1191.04599853488,1199.91306541638,940.261516067683,191.658996281102,230.062849244687,162.863327125101,403.152899872827,337.529058221217,589.743991079745,178.981998071063,184.501478669966,224.568928196613
