"","gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","AC193A","AC194A","AC195A","AC205A","AC206A","AC207A"
"1","LOC101850631",102218.182201693,-11.2025748474421,0.1664315205743,-67.3104157721187,0,0,65.0737399869355,110.848882472395,83.0812960350129,203488.659164435,217875.00630484,191686.423822392
"2","LOC101852738",2250.2796141749,-6.0633947920339,0.17592320460305,-34.4661456441476,2.5803303691476e-260,1.78249221900716e-256,76.3909121585764,61.0978092367533,61.1570651368845,3745.23944354604,5000.81250384136,4556.97995112975
"3","LOC106011452",2896.54065792542,-6.30502737712886,0.203429867510817,-30.9936168876166,6.57122184490531e-211,3.02626670030706e-207,96.1959634589481,70.6988935453859,48.4640893537575,4584.92764802657,6938.75239212759,5640.20496104027
"4","LOC101852443",2872.1663343145,-8.89155854882686,0.29329677325053,-30.3159098897819,7.07412262334196e-202,2.44340195410231e-198,5.65858608582048,14.8380393860687,16.1546964512525,4312.31654602399,6767.78444327831,6116.24569466157
"5","LOC106012394",743.214071161747,-6.24059202490523,0.24016800127629,-25.9842776379108,7.45643961054476e-149,2.06036339318573e-145,15.0895628955213,27.0576012334193,15.0007895618773,1363.05551001292,1653.29644153184,1385.7845217349
"6","LOC101850439",1315.03085895614,-5.21842691933112,0.204663598387361,-25.4975821809521,2.09680023646015e-143,4.82823201115556e-140,84.8787912873071,61.0978092367533,60.0031582475093,2432.79527736483,3265.66970381785,1985.74041378258
"7","LOC106013217",1512.29527575222,-3.81092756603588,0.149873767919433,-25.4275822843428,1.24975337312249e-142,2.46665608615148e-139,238.60371328543,179.802124325303,184.625102300029,2810.07984047389,2615.44585580065,3045.21501832804
"8","LOC101854709",584.445546861073,-4.76201965178254,0.189897269174089,-25.0768200748424,8.90449481635344e-139,1.53780625478424e-135,37.7239072388032,47.132595696924,39.2328342387561,1203.16967381731,1131.2985551516,1048.11571502305
"9","LOC101856068",749.97070245736,-6.920703039254,0.278940266228299,-24.8106991967582,6.8722463743752e-136,1.05496617675964e-132,13.2033675335811,16.5836910785473,5.7695344468759,1300.94158803764,1544.16796354294,1619.15807010457
"10","LOC101857532",1995.16940851802,-4.21886367362602,0.177124117811656,-23.8186855960075,2.13876420196644e-125,2.95491662143683e-122,190.505731555956,212.096680636158,207.703240087532,2822.73267643181,4685.24932165679,3852.72880073988
"11","LOC101857597",602.831729989964,-4.26432638674864,0.182421051361217,-23.3762844525259,7.44932764743749e-121,9.35635552518149e-118,52.8134701343244,68.9532418529073,56.5414375793838,1124.95214244104,1283.16902035282,1030.56106757931
"12","LOC101848347",3482.23873779568,-3.61761424782766,0.154896690760226,-23.3550131385802,1.2256407885177e-120,1.41112109451338e-117,545.110459600706,470.453131123,559.644841346962,5147.40371924709,7490.76060995478,6680.05966550156
"13","LOC101860873",522.520361934675,-5.81819566586292,0.251301145770453,-23.1522846743304,1.37872117262446e-118,1.46526244007535e-115,18.8619536194016,18.329342771026,17.3086033406277,851.1907826241,1181.31577422985,1048.11571502305
"14","LOC101847784",1315.47632729317,-3.27584151315998,0.143049299793697,-22.900087717202,4.63683527996978e-116,4.57589401629018e-113,221.627955027969,264.466231410518,252.705608773164,2217.69706608009,2649.09380318056,2287.26729928674
