"","gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","AC177A","AC181A","AC182A","AC270A","AC274A","AC179A","AC183A","AC184A","AC267A","AC271A","AC275A"
"24","LOC101848340",204.163165860575,-4.19353761781982,0.608435742284369,-6.89232621685769,5.48873253445973e-12,3.4882557979054e-09,11.0538299211023,11.6302711146685,14.4970237441052,15.9451620398885,45.1043561322248,544.467304264109,535.82040019741,424.29055382743,295.549548420164,328.335194498938,19.1011803062869
"25","LOC101849413",179.611710408286,-5.32622536604747,0.773741400972968,-6.88372802508671,5.83061463370154e-12,3.4882557979054e-09,11.0538299211023,7.75351407644567,9.66468249607015,4.98286313746515,6.76565341983371,444.4156201472,434.563001734907,579.19027982792,316.877866347392,159.593267914345,0.868235468467585
"26","LOC101851452",310.945674776978,-3.5666643068646,0.518082028474756,-6.88436214891479,5.80470328285262e-12,3.4882557979054e-09,57.4799155897321,48.8471386816077,47.3569442307437,34.880041962256,36.0834849057798,608.453846431899,460.93211591785,634.19090717592,687.076527512855,769.503845930948,35.597654207171
"27","LOC101851682",686.142689894482,-3.47599146388098,0.505074888342376,-6.88213083665466,5.89638180325836e-12,3.4882557979054e-09,105.011384250472,100.795682993794,135.305554944982,78.7292375719494,105.995236910728,1572.90554565187,1564.2158533322,1683.69267391837,1055.7517373978,1059.21137048884,85.9553113782909
"28","LOC101848115",680.528635601401,-3.23242655469402,0.471550962794587,-6.85488273746162,7.13710390230935e-12,4.07146287969954e-09,173.545129761307,97.6942773632155,92.7809519622734,75.7395196894703,170.268944399148,1116.85600874689,1110.66708938558,1125.82916796008,1831.1884391806,1541.04072712195,150.204736044892
"29","LOC106013295",373.007623035517,-2.9653357588807,0.436958770364798,-6.78630561964707,1.15041321569644e-11,6.33639665321352e-09,96.1683203135903,89.1654118791252,85.0492059654173,52.8183492571306,72.1669698115596,763.184939310375,669.775500246762,842.968798741798,847.038911967067,490.978015303366,93.7694305944991
"30","LOC101861413",137.827957851978,-3.68697823250403,0.547190871463442,-6.73801122201353,1.60569170597825e-11,8.54923787319688e-09,34.2668727554172,15.5070281528913,20.2958332417473,11.9588715299164,10.1484801297506,272.233652132054,183.529034713286,259.288671783429,478.363702082121,205.33656126559,25.17882858556
"31","LOC101849487",63.8121277475894,-4.26380663172393,0.644241305824791,-6.61833786994639,3.63260017209809e-11,1.82800219079961e-08,2.21076598422047,1.55070281528913,2.89940474882104,15.9451620398885,6.76565341983371,176.835534718258,131.845570914717,126.838181435184,141.680969088017,82.3379280322415,13.0235320270138
"32","LOC101857532",1214.18151243031,-3.52923219196899,0.533347187378518,-6.61713847093804,3.66218431763522e-11,1.82800219079961e-08,249.816556216913,198.489960357009,178.796626177298,109.622989024233,162.375682076009,2758.40166326966,2797.23563252664,3002.58526848776,2052.08887485547,1725.03041815696,121.552965585462
"33","LOC101858348",279.871197345305,-6.99526584941632,1.05948017882686,-6.60254527570495,4.04157784136238e-11,1.89870949588474e-08,1.10538299211023,1.55070281528913,2.89940474882104,9.9657262749303,4.51043561322248,456.04953690498,878.618884575674,904.704196785472,568.247327632583,250.063336986808,0.868235468467585
"34","LOC101859366",407.559979596216,-4.62002150916079,0.699432740064194,-6.60538354086308,3.96489491919028e-11,1.89870949588474e-08,47.53146866074,31.0140563057827,48.3234124803507,10.9622989024233,9.02087122644495,1162.22828410223,838.5378310176,905.826658568084,725.162809525762,693.265023678873,11.2870610900786
"35","LOC101850319",296.607229841865,-8.60540608738233,1.30890383391021,-6.57451362310902,4.88124610022587e-11,2.2276612559688e-08,0,1.55070281528913,0.966468249607015,0,4.51043561322248,986.556141059753,430.343943465636,1258.27965830833,367.15175860443,212.452184675784,0.868235468467585
"36","LOC106011005",456.003017272708,-6.48328441411653,0.99506431899666,-6.51544256018921,7.24756537737117e-11,3.21570449368749e-08,11.0538299211023,10.8549197070239,7.73174599685612,10.9622989024233,5.6380445165281,1482.16099494119,1682.34948487179,970.929441959594,798.288470990545,9.14865867024906,26.9152995224951
"37","LOC101852128",123.348726609021,-4.23859844454402,0.656262389609656,-6.45869474108539,1.05609897231356e-10,4.55920780669313e-08,13.2645959053228,10.8549197070239,16.4299602433193,9.9657262749303,6.76565341983371,305.972010729617,383.934302503656,336.738534783674,222.423886955381,36.5946346809962,13.8917674954814
"38","LOC106011630",109.124311414567,-5.02330749826205,0.782345848988297,-6.42082718884241,1.35535821398223e-10,5.69714125051005e-08,4.42153196844093,6.20281126115654,5.79880949764209,8.96915364743727,4.51043561322248,200.103368233818,275.293552069929,188.573579478858,275.744681773452,230.749502016282,0
"39","LOC101859411",38.9825280661943,-4.36400766371903,0.68008722154901,-6.41683526089387,1.39136341614915e-10,5.6985250887565e-08,0,2.3260542229337,2.89940474882104,7.97258101994424,3.38282670991686,83.7642006560167,54.8477575005223,87.5520190437553,147.774774210082,24.3964231206641,13.8917674954814
"40","LOC101853471",4813.58480200318,-3.84586845455253,0.599833487879889,-6.41156009502862,1.44037958973638e-10,5.75179579671479e-08,766.030413532391,721.076809109448,386.587299842806,440.485101351919,586.356629718922,7577.16998434218,5611.34749813035,13450.4595410426,14052.3146114824,9104.94841215787,252.656521324067
"41","LOC106013217",965.621515180034,-3.81565441840642,0.59816079031724,-6.37897782698655,1.78273842974377e-10,6.94528803373103e-08,173.545129761307,134.911144930155,147.869642189873,63.7806481595539,73.2945787148653,2051.05952439663,1653.87084155421,2595.13164139952,1532.59198819941,2142.81916409833,52.9623635765227
"42","LOC101854808",67.0828819061272,-3.89895800800156,0.617385240010289,-6.31527570684486,2.69680253728924e-10,1.02561968876479e-07,4.42153196844093,10.0795682993794,8.69821424646313,10.9622989024233,4.51043561322248,146.587351148029,67.5049323083351,162.756958478776,211.759727991767,103.684798262823,6.94588374774068
"43","LOC106011452",1366.35360991549,-4.76013480917933,0.761709553329226,-6.2492780724281,4.12354199799191e-10,1.53175200776569e-07,70.7445114950549,73.6583837262339,83.1162694662033,155.465329888913,65.4013163917259,3006.20409021038,7069.03213016346,2730.9495170956,1563.06101380973,115.883009823155,96.3741369999019
"44","LOC101848092",89.7002458848263,-2.49308802307378,0.400163274140835,-6.23017699069593,4.65908506773225e-10,1.6913537678838e-07,17.6861278737637,17.0577309681805,34.7928569858525,23.9177430598327,33.8282670991686,198.93997655804,119.188396106904,198.675735522368,184.337604942473,114.866492193127,43.4117734233792
"45","LOC101852753",68.7802938406985,-4.51122861730586,0.724551586368936,-6.22623523593913,4.77776548857165e-10,1.69589440331011e-07,6.6322979526614,6.97816266880111,3.86587299842806,8.96915364743727,0,177.998926394036,112.859808702998,197.553273739756,138.634066526984,99.6187277427119,3.47294187387034
"46","LOC101858324",145.726568981645,-3.73179569444414,0.604826996570903,-6.17002170141501,6.82806205717455e-10,2.37097033128802e-07,13.2645959053228,23.260542229337,20.2958332417473,13.9520167849024,23.679786969418,357.161244463849,418.741533225141,283.982831000899,353.440697079783,81.3214104022138,13.8917674954814
"47","LOC101861296",215.427293872206,-4.71999379265621,0.771068824450442,-6.12136510125443,9.27770461500886e-10,3.15303778330929e-07,12.1592129132126,1.55070281528913,0,28.9006061972979,30.4454403892517,288.521135592947,227.829146540631,280.615445653062,412.855297019919,1010.41852424751,76.4047212251475
"48","LOC101845466",820.179179256305,-9.56390438157113,1.56709271627724,-6.10296013900888,1.04121816461838e-09,3.46487036321862e-07,6.6322979526614,2.3260542229337,0,0.99657262749303,0,1259.95318486759,2512.44919935085,3530.14230631552,1526.49818307734,182.973173404981,0
"49","LOC118478968",417.748325845196,-1.94405925405791,0.318761586075145,-6.09878774288574,1.06875872432562e-09,3.48393532727616e-07,187.91510865874,133.360442114866,148.83611043948,114.605852161698,233.415042984263,529.343212478995,566.408572649624,762.151550393716,1112.1194347769,425.920886981595,381.15537065727
"50","LOC101861199",102.63191391174,-3.23590366589166,0.53158498018397,-6.08727444626405,1.14849005652387e-09,3.66896633457117e-07,24.3184258264251,24.0358936369816,10.6311507456772,17.9383072948745,14.658915742973,219.881026722044,223.61008827136,363.677617566368,143.204420368533,48.7928462413283,38.2023606125737
"51","LOC101862833",159.702308158514,-2.81881175750949,0.463390139445416,-6.08302058581358,1.17939197952328e-09,3.69380942920105e-07,40.8991707080786,44.1950302357403,43.4910712323157,22.9211704323397,33.8282670991686,365.304986194295,229.938675675266,380.514544305552,246.799107443642,314.103947678551,34.7294187387034
"52","LOC101857249",526.052996495652,-2.49462772807122,0.415700567424683,-6.00102074318962,1.96080936609714e-09,6.02307846243646e-07,185.704342674519,153.519578713624,118.875594701663,139.520167849024,147.716766333036,855.092881696838,666.611206544809,859.805725480982,1115.16633733794,1392.62915313791,151.941206981827
"53","LOC101853210",313.12534698544,-6.240509483233,1.04069832808563,-5.99646344653251,2.01660976444019e-09,6.07760523913267e-07,2.21076598422047,2.3260542229337,6.7652777472491,13.9520167849024,12.4036979363618,617.760979838123,1625.39219823663,556.741044175675,574.341132754648,20.3303526005535,12.1552965585462
"54","LOC101856370",165.01923193134,-2.61226976160492,0.437309166835974,-5.97350789718236,2.32205540847488e-09,6.86855389621654e-07,37.5830217317479,30.2387048981381,38.6587299842806,43.8491956096933,67.6565341983372,298.991660674949,310.100782791414,275.003136740001,362.581404762881,308.004841898385,42.5435379549116
"55","LOC101855491",75.2068310576923,-2.75185999431744,0.462065825506541,-5.95555836941784,2.59185370990159e-09,7.52721441968329e-07,18.791510865874,15.5070281528913,21.2623014913543,12.9554441574094,22.5521780661124,130.299867687137,124.462218943493,107.756331130776,204.142471589185,150.444609244096,19.1011803062869
"56","LOC101861955",341.836772299483,-2.75582851768679,0.463654343602816,-5.94371336257239,2.78636661545119e-09,7.94761320510748e-07,114.959831179464,61.2527612039208,73.4515869701331,49.8286313746515,113.888499233868,546.794087615665,665.556441977491,629.701060045471,571.294230193615,857.940879743356,75.5364857566799
"57","LOC101847780",290.853668217804,-1.30525660132707,0.219821727685545,-5.93779611810822,2.88878968229268e-09,8.03894983168399e-07,161.385916848094,141.113956191311,167.199007182014,148.489321496461,188.310686852038,374.612119600519,463.041645052486,463.576716218858,514.926532814512,311.054394788468,265.680053351081
"58","LOC101856247",43.1394781034962,-4.39401182992027,0.740220224831082,-5.93608723798783,2.91904520276511e-09,8.03894983168399e-07,3.3161489763307,4.6521084458674,2.89940474882104,6.97600839245121,0,97.7249007653529,84.3811653854189,141.430184609143,83.7898204283969,46.759810981273,2.60470640540275
"59","LOC101851693",100.591909250363,-3.64489777231278,0.615091046844875,-5.92578576945539,3.10807565965572e-09,8.41445635791199e-07,14.369978897433,20.1591365987588,17.3964284929263,8.96915364743727,7.89326232313933,246.639035264938,239.431556781126,352.452999740246,140.1575178075,41.6772228311346,17.3647093693517
"60","LOC101856344",333.024618756081,-5.53970328473066,0.943347206787939,-5.87239061595691,4.2955513260322e-09,1.14354735551187e-06,4.42153196844093,6.97816266880111,3.86587299842806,18.9348799223676,30.4454403892517,844.622356614835,790.018660920984,631.945983610695,1267.51146538957,37.6111523110239,26.9152995224951
"61","LOC101848576",361.135362487328,-2.78689950855833,0.475248634675177,-5.86408735390291,4.51609695277921e-09,1.18255109224168e-06,66.322979526614,99.2449801785046,102.445634458344,89.6915364743727,69.9117520049484,566.571746103891,416.632004090506,535.414270306042,804.38227611261,1144.59885141116,77.272956693615
"62","LOC101852116",132.286881255407,-2.91002457630047,0.497127423553285,-5.8536794359496,4.80814970367088e-09,1.23871895510863e-06,32.0561067711968,32.5647591210718,35.7593252354595,29.8971788247909,14.658915742973,238.495293534492,188.802857549875,215.512662261552,240.705302321577,401.524463860931,25.17882858556
"63","LOC101855371",323.413643061814,-3.47271727905042,0.595369125060601,-5.83288103610839,5.44784110652855e-09,1.38124390467588e-06,50.8476176370707,20.9344880064033,100.51269795913,37.8697598447351,38.3387027123911,731.773364064368,799.511542026844,679.08937848041,525.590691778126,547.903002584916,25.17882858556
"64","LOC101859002",49.3002256492339,-3.56132548123246,0.614917709796171,-5.79154807951936,6.97405880596838e-09,1.74057252043333e-06,4.42153196844093,10.8549197070239,7.73174599685612,8.96915364743727,3.38282670991686,87.2543756833508,81.2168716834657,106.633869348164,63.9849537816849,162.642820804428,5.20941281080551
"65","LOC101852874",31.4794477054523,-2.95626355535856,0.510703100039109,-5.78861486278851,7.09692109220741e-09,1.74398647085891e-06,6.6322979526614,5.42745985351197,4.83234124803507,11.9588715299164,4.51043561322248,47.6990587068984,32.6977015868498,55.0006273480001,114.258846038723,46.759810981273,16.4964739008841
"66","LOC101859252",186.766378517074,1.20162532185643,0.208006761044127,5.77685703976475,7.61088991443819e-09,1.8419506758079e-06,250.921939209023,270.597641267954,288.00753838289,258.112310520695,283.02983472971,140.770392769139,153.995626828389,96.5317133046533,102.071235794593,79.2883751421585,131.103555738605
"67","LOC101861981",348.083768851003,-2.34167482879633,0.405826684634598,-5.77013517705162,7.92079683746213e-09,1.88834161022064e-06,99.484469289921,77.5351407644567,108.244443955986,96.6675448668239,158.992855366092,659.643080166132,542.148987601316,573.577970914859,595.669450681876,810.164551132055,106.792962621513
"68","LOC101850439",318.801720950771,-2.48179833756995,0.43049542869594,-5.76498186075479,8.16666242633255e-09,1.91832498435014e-06,61.901447558173,90.7161146944144,47.3569442307437,80.7223828269354,174.779380012371,711.995705576142,724.623257747284,639.803216088981,553.01281482742,190.088796815175,231.818870080845
"69","LOC101854709",464.282676748008,-3.57151219147774,0.620345290030513,-5.75729718412477,8.54713636805267e-09,1.97860013343341e-06,38.6884047238581,51.1731929045414,50.2563489795648,142.509885731503,51.8700095520585,1277.40406000426,1527.29909347608,1297.56582069976,370.198661165463,212.452184675784,87.691782315226
"70","LOC101863676",81.2561554934852,-1.98887246233403,0.347169217818226,-5.72882721236935,1.01127334407279e-08,2.30758130355352e-06,34.2668727554172,33.3401105287164,38.6587299842806,33.883469334763,14.658915742973,101.215075792687,53.7929929332045,115.613563609062,129.493358843886,162.642820804428,176.25180009892
"71","LOC106011061",110.087385236689,-2.31704594936115,0.404649584703655,-5.72605542412218,1.02792650816064e-08,2.31254508659857e-06,47.53146866074,34.115461936361,28.0275792386034,28.9006061972979,34.9558760024742,243.148860237604,194.076680386463,288.472678131348,167.579640856794,89.4535514424352,54.6988345134578
"72","LOC101846602",289.444845919025,-3.80754677300171,0.665369324824786,-5.72245613217045,1.04994960101314e-08,2.32928402458095e-06,36.4776387396377,24.0358936369816,28.0275792386034,31.890324079777,58.6356629718922,518.872687396993,809.004423132703,902.459273220247,693.17033263492,39.6441875710792,41.6753024864441
"73","LOC101855069",323.232404594151,-1.01037609767102,0.178506385659021,-5.6601678082319,1.51225048456717e-08,3.30892835479335e-06,196.758172595621,197.714608949365,194.26011817101,244.160293735792,206.352429304928,416.494219928528,434.563001734907,438.882557001389,536.25485074174,374.078487850184,316.037710522201
"74","LOC101853767",692.77256357218,-1.90712901834664,0.337505170821917,-5.65066607335901,1.59827307622097e-08,3.44989403330777e-06,271.924216059117,327.198294026007,263.845832142715,319.899813425263,201.841993691706,1010.98736625109,971.438166499635,1102.25747052523,1217.23757313253,1609.14740833381,324.720065206877
"75","LOC101860737",58.7840253665497,-3.4873390286501,0.619902436948024,-5.62562561589429,1.84836840368509e-08,3.93653180160827e-06,18.791510865874,1.55070281528913,3.86587299842806,11.9588715299164,9.02087122644495,118.665950929357,105.476456731774,132.450490348245,181.290702381441,48.7928462413283,14.7600029639489
"76","LOC101855403",65.6277690311374,-2.71520857186687,0.486284288409381,-5.58358276544,2.35613570940093e-08,4.95191522187644e-06,25.4238088185354,19.3837851911142,14.4970237441052,4.98286313746515,16.9141335495843,147.750742823807,93.8740464912785,169.491729174449,141.680969088017,60.9910578016604,26.9152995224951
"77","LOC101860770",178.966629415418,-3.14772395922216,0.564464306684308,-5.57648007490864,2.45434011455297e-08,5.09132138308502e-06,54.1637666134014,34.115461936361,49.2898807299578,26.9074609423118,4.51043561322248,444.4156201472,345.962778080217,395.106547479511,370.198661165463,202.287008375507,41.6753024864441
"78","LOC101857052",144.344718882023,-2.17606251507983,0.391671861199597,-5.55583060885475,2.76294717617697e-08,5.6580199032147e-06,38.6884047238581,36.4415161592947,41.5581347331016,53.8149218846236,76.6774054247821,164.038226284699,122.352689808857,213.267738696327,484.457507204186,229.732984386254,126.762378396267
"79","LOC101846320",43.0335763231493,-2.76682017998102,0.499415459241006,-5.54011720859809,3.02269269191427e-08,6.03518379599334e-06,5.52691496055116,3.87675703822284,9.66468249607015,25.9108883148188,6.76565341983371,67.4767171951246,73.8335197122415,79.6947865654696,65.5084050622012,110.800421673016,24.3105931170924
"80","LOC101864457",164.419360900204,-1.89600539974722,0.34216720626271,-5.54116632174126,3.00463665019552e-08,6.03518379599334e-06,93.9575543293698,37.9922189745838,56.0551584772069,58.7977850220888,84.5706677479214,259.436343698496,249.979202454303,315.411760914042,361.057953482365,181.956655774953,109.397669026916
"81","LOC101854668",78.4906886171928,-9.05320322201898,1.63865012913267,-5.52479328019265,3.29873774931833e-08,6.50502939134096e-06,0,0,0,0,1.12760890330562,315.279144135841,162.433743366931,257.043748218205,68.5553076232338,58.958022541605,0
"82","LOC106013374",143.292311378495,-2.97518128831179,0.539985209625633,-5.50974588799286,3.59352089616818e-08,6.99991576518224e-06,33.161489763307,31.0140563057827,26.0946427393894,26.9074609423118,33.8282670991686,406.023694846526,351.236600916806,332.248687653225,246.799107443642,55.908469651522,32.9929478017682
"83","LOC101856240",89.678747076585,-3.17377788892035,0.578062542637306,-5.49037111873839,4.01090075629839e-08,7.71880937112702e-06,39.7937877159684,13.1809739299576,8.69821424646313,12.9554441574094,9.02087122644495,173.345359690924,170.871859905473,212.145276913715,155.392030612663,178.90710288487,12.1552965585462
"84","LOC106012574",270.668001064602,-2.70609829907801,0.49429634458294,-5.47464760509461,4.3838310513214e-08,8.33606349794723e-06,143.69978897433,36.4415161592947,56.0551584772069,43.8491956096933,57.5080540685866,668.950213572356,280.567374906518,589.29243587143,688.599978793371,321.219571088745,91.1647241890964
"85","LOC101853474",419.576302766615,-2.99382263404852,0.549251609407352,-5.45073074483821,5.0163270041995e-08,9.42656367506807e-06,95.06293732148,75.9844379491676,166.232538932407,65.77379341454,33.8282670991686,984.229357708197,967.219108230364,796.947865654696,738.873871050409,637.356554027351,53.8305990449903
"86","LOC101846410",46.7519355290243,-2.77446507321035,0.5097055480811,-5.44327030312981,5.2311175068299e-08,9.60421148696483e-06,15.4753618895433,6.97816266880111,9.66468249607015,4.98286313746515,19.1693513561955,68.6401088709026,61.1763449044287,70.7150923045716,103.594687075109,138.246397683764,15.6282384324165
"87","LOC106012394",519.556043348004,-5.89262136964295,1.08243181810059,-5.4438730191645,5.2134390902085e-08,9.60421148696483e-06,17.6861278737637,7.75351407644567,27.0611109889964,20.9280251773536,5.6380445165281,1443.76906964051,1080.07891693336,1544.50741287445,911.023865748752,656.670388997877,0
"88","LOC101848956",546.336948411552,-2.81234312765018,0.518857513282579,-5.42026096886936,5.95120958599559e-08,1.08021216723986e-05,140.383639998,176.780120942961,176.863689678084,70.7566565520051,72.1669698115596,1256.46300984025,1068.47650669287,1358.17875696082,708.404845440083,899.61810257449,81.614134035953
"89","LOC101864181",61.4511417463001,-3.6026617553647,0.667275278480182,-5.39906373209314,6.69895752665512e-08,1.20227470307036e-05,17.6861278737637,6.97816266880111,14.4970237441052,1.99314525498606,2.25521780661124,180.325709745592,126.571748078128,151.532340652653,118.829199880272,45.7432933512453,9.55059015314343
"90","LOC101848186",22.7825635098441,-3.13251749554491,0.583749267222499,-5.36620373066941,8.04111108395569e-08,1.38813783402475e-05,2.21076598422047,3.10140563057827,6.7652777472491,3.98629050997212,5.6380445165281,39.5553169764524,41.1358181253917,49.3883184349389,57.8911486596197,36.5946346809962,4.34117734233792
"91","LOC101850663",55.2948236355705,-2.66152130008981,0.49606344139149,-5.36528411088726,8.08218985565028e-08,1.38813783402475e-05,5.52691496055116,17.0577309681805,18.3628967425333,7.97258101994424,21.4245691628068,70.9668922224586,76.9978134141947,44.8984713044899,226.99424079693,71.1562341019371,46.8847152972496
"92","LOC101853719",135.741531748585,-5.35154705867759,0.996997818929225,-5.3676617511813,7.97639640627641e-08,1.38813783402475e-05,4.42153196844093,4.6521084458674,3.86587299842806,7.97258101994424,9.02087122644495,406.023694846526,412.412945821235,480.413642958042,152.345128051631,5.08258815013836,6.94588374774068
"93","LOC101864001",34.6608286301787,-4.98341334529211,0.927829582099957,-5.37104382252304,7.82821809937248e-08,1.38813783402475e-05,0,0,7.73174599685612,1.99314525498606,0,60.4963671404565,64.3406386063819,65.1027833915104,63.9849537816849,115.883009823155,1.73647093693517
