"","gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","AC164Pp","AC167Pp","AC172Pp","AC178Pp","AC185Pp","AC186Pp","AC163A","AC164A","AC172A","AC178A","AC186A"
"19","LOC106011175",6.11168556654814,2.38200105700475,0.573135262802648,4.15608881812068,3.23742010621006e-05,0.0252349189135964,1.2306195436476,3.018407416408,1.68323092729783,8.7065073736436,8.33056839230857,10.044147195565,3.30241299060713,2.27709587860514,1.08724371387659,12.36641834988,15.1818894501901
"20","LOC106011630",42.7111437030372,-3.04343229546945,0.726384506431474,-4.189836468871,2.7915556312458e-05,0.0252349189135964,12.306195436476,53.3251976898747,69.0124680192112,6.77172795727836,22.2148490461562,8.03531775645201,217.95925738007,11.3854793930257,63.0601354048422,2.24843969997817,3.50351295004386
"21","LOC106011656",15.9455420525259,-4.47780053220967,1.07608705900393,-4.16118797707176,3.16596347430234e-05,0.0252349189135964,2.4612390872952,3.018407416408,1.12215395153189,1.93477941636524,0,1.0044147195565,68.2498684725472,62.6201366616414,31.5300677024211,1.12421984998909,2.33567530002924
"22","LOC101845452",191.641376865472,-2.29473990675804,0.564225122096727,-4.06706439839211,4.76090897041235e-05,0.0338831821463825,76.2984117061512,250.527815561864,361.894649369034,44.4999265764006,103.669295548729,52.229565416938,806.889574038341,45.5419175721028,260.938491330382,48.3414535495307,57.2240448507164
"23","LOC101857902",72.6479499796351,1.02117314037717,0.250686295919206,4.0735100282717,4.63098565122444e-05,0.0338831821463825,68.9146944442656,62.3804199390987,49.3747738674031,61.9129413236878,109.223007810268,121.534181066337,40.7297602174879,36.4335340576823,39.1407736995573,109.049325448941,100.434037901257
"24","LOC101847696",34.6675401809624,-1.62029077538144,0.40466873659924,-4.00399296718115,6.22822168568674e-05,0.0395473983290116,71.3759335315608,55.3374693008134,40.9586192309139,18.3804044554698,21.2892303358997,4.017658878226,59.4434338309283,29.6022464218668,43.4897485550636,28.1054962497272,9.34270120011696
"25","LOC101847822",345.248080683671,-1.15174102287612,0.286652634209518,-4.01789792042971,5.87196228976214e-05,0.0395473983290116,434.408698907603,381.325470272878,333.840800580737,126.728051771924,245.288958217974,144.635719616136,732.03487958458,325.624710640535,554.494294077061,249.576806697577,269.770497153377
"26","LOC101863863",12.2996237430391,-3.50425212327556,0.875630601604633,-4.00197539562215,6.28158321555564e-05,0.0395473983290116,2.4612390872952,5.03067902734667,3.36646185459567,2.90216912454787,1.85123742051301,1.0044147195565,52.838607849714,34.1564381790771,28.2683365607914,2.24843969997817,1.16783765001462
"27","LOC101847037",28.6520419520409,-1.79973484336827,0.452451769462581,-3.97773854549398,6.95738114902132e-05,0.0421797674179,24.612390872952,21.128851914856,17.9544632245102,12.5760662063741,8.33056839230857,9.03973247600851,75.9554987839639,59.2044928437337,55.4494294077061,15.7390778998472,15.1818894501901
"28","LOC101857532",497.301366878999,-1.97324673906614,0.499925075243303,-3.94708494689089,7.91084948766773e-05,0.0462473911655832,220.28089831292,409.497272826019,926.89916396534,159.619301850133,208.264209807714,210.927091106865,1890.08103495748,174.197834713293,891.539845378804,194.490034048112,184.51834870231
"29","LOC101849172",56.5137369342375,-1.47628908086523,0.376803507096625,-3.91792818554277,8.93133040759174e-05,0.0487323158139564,54.1472599204944,64.3926915500374,91.455547049849,23.2173529963829,42.5784606717993,27.1191974280255,147.507780247118,30.7407943611694,90.241228251757,29.2297160997163,21.0210777002632
"30","LOC101853118",10.913402949957,-2.62598884237593,0.669233899418238,-3.92387302056679,8.71366756159178e-05,0.0487323158139564,6.153097718238,10.0613580546933,22.4430790306378,1.93477941636524,3.70247484102603,4.017658878226,42.9313688778926,5.69273969651285,18.483143135902,1.12421984998909,3.50351295004386
