"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"hco-miR-87c_MIMAT0023504_Haemonchus_contortus_miR-87c ",19.9639211520515,3.35741120229104,0.631123076603204,5.31974083464213,1.03915172535555e-07,7.7355755926987e-06
"sma-miR-124b-5p_MIMAT0033618_Schistosoma_mansoni_miR-124b-5p ",9.12793821895529,-3.21308048825573,1.16470553455708,-2.758706293499,0.00580306649070706,0.0454711710021832
"tur-miR-263b-3p_MIMAT0023109_Tetranychus_urticae_miR-263b-3p ",12.2271219111802,3.20304494388697,0.978420042328754,3.27369105835501,0.00106152600735027,0.010490937207777
"cte-miR-92a_MIMAT0009520_Capitella_teleta_miR-92a ",39.7340025274544,2.66909620816852,0.421045118875209,6.33921660295889,2.30936379036215e-10,6.3334301950682e-08
"cin-miR-125-5p_MIMAT0016405_Ciona_intestinalis_miR-125-5p ",11.6238924228216,-2.6423136508412,0.718079382968384,-3.67969574605867,0.00023351238914235,0.00291094421464952
"mle-miR-10b-5p_MIMAT0048710_Melibe_leonina_miR-10b-5p ",14.0197096543647,-2.42659775561392,0.688816364316548,-3.52285149035566,0.000426930515114444,0.00487857057375568
"api-miR-278_MIMAT0014723_Acyrthosiphon_pisum_miR-278 ",13.1443664345964,2.23059785867814,0.823564611201326,2.7084673483291,0.00675947629947785,0.0498105024369329
"pte-miR-100a-5p_MIMAT0046088_Parasteatoda_tepidariorum_miR-100a-5p ",183.232382973702,2.14382008407177,0.244386895738157,8.7722382887858,1.75149254950529e-18,9.60693663403654e-16
"tur-miR-87-3p_MIMAT0023067_Tetranychus_urticae_miR-87-3p ",10.3814293027962,2.10537241320369,0.710738736880448,2.96223113213799,0.00305418421342912,0.0263814179695413
"mle-miR-1994a-3p_MIMAT0048822_Melibe_leonina_miR-1994a-3p ",415.678205818875,-2.00993573311859,0.707527439526423,-2.84078838619166,0.00450021633400771,0.0362995391059298
"lva-miR-92a-3p_MIMAT0032201_Lytechinus_variegatus_miR-92a-3p ",91.4137430559882,-1.99611808393828,0.721895398510514,-2.76510708900052,0.00569041113199986,0.0449092159122579
"lgi-miR-1994b_MIMAT0009725_Lottia_gigantea_miR-1994b ",16.264993653212,-1.96078649772021,0.720078651550157,-2.72301712250337,0.00646887050598037,0.0492802148962533
"odi-let-7d_MIMAT0006077_Oikopleura_dioica_let-7d ",21.4771947332909,-1.87986342742797,0.392313961936174,-4.79173215796437,1.65347545143151e-06,3.94317950047906e-05
"osa-miR5077_MIMAT0020574_Oryza_sativa_miR5077 ",17.9170870620256,1.82533519972752,0.495984748050055,3.68022445630386,0.00023302874400989,0.00291094421464952
"efu-miR-92a_MIMAT0034995_Eptesicus_fuscus_miR-92a ",30.5296504233148,-1.74365311376513,0.511566532839514,-3.40845814147921,0.000653311074635684,0.0072392146351045
"efu-miR-99a_MIMAT0034944_Eptesicus_fuscus_miR-99a ",10.3800130739292,-1.67418124969209,0.599535099752219,-2.79246577954154,0.0052308000087275,0.0415810696345947
"pte-miR-87c-3p_MIMAT0046230_Parasteatoda_tepidariorum_miR-87c-3p ",290.445170561036,1.58949699032741,0.156952253680382,10.1272645218861,4.18184696603197e-24,4.58748612173707e-21
"ipu-miR-99b_MIMAT0029533_Ictalurus_punctatus_miR-99b ",44.8003696737271,-1.57585091442857,0.365835557312802,-4.30753895549079,1.65081028769109e-05,0.00030182314759952
"tcf-miR-1175-3p_MIMAT0041418_Triops_cancriformis_miR-1175-3p ",29.8450244983476,-1.54368248567062,0.509216470926591,-3.03148577040659,0.00243353390378245,0.0224335016172214
"lgi-miR-153_MIMAT0009582_Lottia_gigantea_miR-153 ",23.9903951206158,1.51482365698878,0.407339968503149,3.71881910472791,0.000200156322886859,0.00266621762084342
"gmo-miR-1-3p_MIMAT0044042_Gadus_morhua_miR-1-3p ",21.9826814818974,1.51282127369553,0.409009725024581,3.69874157296532,0.000216671069475885,0.00282962099065531
"lva-miR-1-3p_MIMAT0032190_Lytechinus_variegatus_miR-1-3p ",21.8402715573848,1.46021151803778,0.402930472568487,3.62397886843763,0.000290105318057933,0.00345919058597339
"gga-miR-184b-5p_MIMAT0049906_Gallus_gallus_miR-184b-5p ",393.600387308418,1.460109456497,0.184217851124739,7.92599331488413,2.2632976927183e-15,8.27612522970658e-13
