"","AC169A","AC170A","AC174A","AC199A","AC200A","AC201A","AC202A","AC203A","AC204A","AC179A","AC183A","AC184A","AC176A","AC180A","AC205A","AC206A","AC207A","AC208A","AC209A","AC210A","AC163A","AC164A","AC172A","AC187A","AC188A","AC189A","AC190A","AC191A","AC192A","AC177A","AC181A","AC182A","AC178A","AC186A","AC193A","AC194A","AC195A","AC196A","AC197A","AC198A"
"LOC101854617",1.02567891727717,0.293978226796308,0.799874600959095,0.921189813673593,-0.597764400522176,1.21902132327688,0.755708931328747,0.858346185932772,-0.0490361965286791,1.33510460173061,1.77473663660561,-0.84321828572343,1.52389466888884,0.954633057785848,0.345051985095148,0.893076310136093,1.06781636788185,1.95287283192697,0.423027182580312,2.01702772415909,-0.920655948733382,-0.920655948733382,-0.846049105286334,-0.67300628838345,-0.920655948733382,-0.920655948733382,-0.920655948733382,-0.920655948733382,-0.786795829834216,-0.690994695326726,-0.920655948733382,-0.920655948733382,-0.920655948733382,-0.680095192460043,-0.920655948733382,-0.920655948733382,-0.920655948733382,-0.596063972705563,-0.503273982722775,-0.846870031740957
"LOC118477792",0.456342205560395,-0.178165489552024,0.182389901490173,0.67263017403831,-0.133469510471824,-0.486048656248918,0.728186129020214,4.28398121157521,1.29754486755869,0.426708323691338,0.301214276151614,0.735787071775719,2.0377834459521,0.5688304848892,0.586858605987185,0.714937880118455,-0.388731163839925,-0.069471541114666,-0.103190600951137,0.320910964562299,1.21611853786271,-0.528126219629076,-0.883843900104935,-0.739964350022708,-0.489087656488375,-0.883843900104935,-0.883843900104935,-0.883843900104935,-0.728303741851125,-0.883843900104935,-0.638439412594999,-0.574914310714712,-0.706433352312621,-0.324799751509838,-0.582386238704947,-0.604848368967453,-0.699422880223638,-0.732978690259082,-0.68985137244409,-0.712371271807788
"LOC101854553",1.21958804917276,1.83687740959854,0.652073476507786,0.962105937748977,0.171690752110938,-0.202783082825297,-0.0780620431215727,0.933149081819837,1.05079345107116,1.08834291585596,0.681956477842283,1.498619466652,0.334577810275762,0.77349144493927,0.0278405807062576,1.14161779592909,0.817758809073455,0.610774298949188,-0.546021842128711,0.437500663542065,2.58859479832632,0.481102198231414,0.0543923791810374,-1.03569441519579,-1.08580315787304,-1.0209024279739,-1.11635959667667,-1.11008870394283,-1.19523292612399,-0.800699085217407,-0.719035534920025,-1.02395713799146,-0.801795295806604,-0.988603906783363,-1.02809970121411,-0.963213166012889,-0.990740662429067,-0.860664032686082,-0.980127450908639,-0.814963627702681
"LOC118477315",-0.141385629667208,0.0300326962752122,-0.0312415559822039,0.00916882082639207,0.203461257938682,0.0219839441527347,0.256434030595987,5.72749206376109,-0.00665577217902339,0.896053261507954,-0.0654623513642801,-0.185839661252134,0.598853174400473,0.0474681640593443,0.287807201552802,0.661122077723502,0.270182921277932,-0.118790561180769,0.21684405629376,-0.0853945352473302,0.172922448735294,-0.34037902960488,-0.492377050081268,-0.474468381093981,-0.398959358194815,-0.565541293827965,-0.53552461715221,-0.565541293827965,-0.499905395600669,-0.528004540837062,-0.487873197622675,-0.532950239343616,-0.490676379261376,-0.447586659945322,-0.374724549725126,-0.47724196412498,-0.215336707275612,-0.438215030686022,-0.442747856313015,-0.457002507709659
"LOC101859517",0.150783308427368,0.177613389094707,-0.101362520631349,-0.166099168166864,-0.210758877570552,-0.076735994182226,0.00567951350412103,6.06114180778963,0.254701203992635,-0.0407572851519579,-0.165344086589451,0.0475797958645365,-0.0462317878003629,0.00613806235059238,-0.066961368292683,0.100127897402554,0.124852411506902,-0.0633577369777367,-0.223646206227409,-0.234825732341363,0.271056964752813,-0.155777327023991,-0.238244912962128,-0.338371655597096,-0.310349135656513,-0.301759217969467,-0.322661547556164,-0.354442768080367,-0.354442768080367,-0.334571084125261,-0.313325842981376,-0.30268236664392,-0.314809826947878,-0.29199844301783,-0.287098103984125,-0.323279419566434,-0.292644181281242,-0.320739969373263,-0.31110546641144,-0.335289553495038
"LOC101856278",0.750377510481854,0.366091725079516,0.874022206688901,0.228730651884384,0.404539355682892,-0.537473237021816,-0.0898626983245606,4.17903807585691,-0.0792772280918785,0.685133115122772,-0.240776317661063,0.508498969630231,1.13147066797157,0.160090642751234,1.14454911931118,1.60227615481458,-0.145714681285464,-0.369706340045032,-0.284299257140345,-0.00385202681764264,1.86105442687368,0.728449169338147,-0.571220979612841,-0.800524787515161,-0.800524787515161,-0.69655954097985,-0.706449623065257,-0.800524787515161,-0.697670164629187,-0.565237167324559,-0.71938501531507,-0.800524787515161,-0.56589091297073,-0.800524787515161,-0.800524787515161,-0.800524787515161,-0.800524787515161,-0.700761585268782,-0.672242622322209,-0.573744093490273
"LOC101861648",1.40426965353189,1.94101847762335,1.00659630353504,0.154064615605278,0.193628483161344,-0.0485852277660482,0.609804121532837,0.773576112937575,0.394877168867711,0.540675095229219,1.43013090447933,1.0325774440855,1.07864321019856,0.57055165404266,1.07729995942277,2.0858307353872,0.353101560780318,-0.416361205675316,1.65792664966388,0.398183434117053,0.975364423205594,-0.222058153359305,-1.04233876672903,-1.04233876672903,-0.738904412822168,-1.04233876672903,-0.932986082610906,-1.04233876672903,-1.04233876672903,-1.04233876672903,-0.948022143094129,-1.04233876672903,-1.04233876672903,-0.89909999362332,-0.578900317324645,-1.04233876672903,-0.61706615417817,-0.810409882933768,-1.04233876672903,-1.04233876672903
"LOC101845051",-0.00255149449184623,-0.614233853744242,-0.825133221308041,-0.208509146144451,0.619500826920922,-1.18498842942682,-1.34534739363778,-1.47669229363637,-1.47669229363637,0.903000944624876,-0.98011801734536,-0.0690740619306335,-1.31799349164227,0.259267998403826,-1.47669229363637,0.0864932246158291,-0.0244245692877532,-0.202707219465112,-0.140965675132877,-1.47669229363637,2.28752160530542,2.34908309949624,0.048989042610264,0.7741257413778,0.83911059163853,1.59769259160478,0.192461235835382,0.475323826734111,0.652387335961698,0.262746430612355,2.12241746982398,-0.57053812125097,-0.262468302800232,0.345298524533912,-1.03457356002084,-0.112773279403372,0.326457273776541,0.588395261268289,0.0406945749890713,0.0322014114442666
"LOC118478367",-0.53053658240912,-0.370436756823985,1.13474025433879,1.94057894514031,-0.538751114316845,-0.387196273004875,2.41962986361276,2.10939890808854,-0.534447585075741,2.16487746892129,-0.548792918289608,1.93793519549538,-0.441924348151421,-0.514609131414958,1.46020583332033,-0.521763057282672,-0.531366787475973,1.11801939886863,1.82530059211097,-0.377846148335537,-0.547523105591052,-0.487481966801666,-0.432066818643759,-0.570470111102425,-0.564514033926198,-0.533977923065351,-0.570650020483577,-0.501000106821737,-0.5691719178993,-0.566682022196434,-0.586488439755361,-0.552094839757022,-0.586488439755361,-0.565742028611273,-0.45224148409027,-0.555427443888286,-0.586488439755361,-0.536100281489146,-0.500098509775478,-0.54830782390722
"LOC101864629",-0.241962555657543,0.0126081426334465,0.0771704963892672,-0.29391233932736,-0.398462800763368,-0.198863228537596,-0.0107444304683326,5.71426941367986,0.919187104651876,0.685258017200187,0.225592364644464,-0.348485341152309,0.754248034207627,-0.0286343609780684,-0.345821153212305,-0.0727702565151529,0.661479114692619,-0.248348655322112,0.198154169732028,0.447345418217796,-0.351893607415733,-0.34992784614085,-0.114829193553071,-0.472091240858155,-0.472091240858155,-0.364103975213892,-0.472091240858155,-0.472091240858155,-0.472091240858155,-0.349896240167712,-0.134976198018907,-0.365996184469486,-0.350235758454397,-0.472091240858155,-0.161504278487626,-0.376276376808895,-0.472091240858155,-0.472091240858155,-0.338846327661057,-0.472091240858155
"LOC101850031",0.428008816852702,0.97217681908647,-0.354108147063127,-0.541540094445155,-0.572369406334738,-0.310571542714517,0.0167569978728487,4.9430696788357,0.347820643471758,0.306485729336461,0.208270990534192,0.513168297574728,0.170024307197682,-0.277057464356999,0.791513317232048,-0.321061033011968,-0.267116097548298,-0.0499694832536522,0.617287017419227,-0.535848779000554,2.39658399014989,-0.475590529100753,-0.481724175321598,0.0690410224450503,-0.448857053987059,-0.288530779276768,-0.719184785483298,-0.719184785483298,-0.506158043957407,-0.719184785483298,-0.383080470578549,-0.507630854564243,-0.23322422927955,-0.463963765862978,0.106563934808776,-0.528129595731209,-0.46660301254922,-0.512560821460845,-0.719184785483298,-0.484337041485153
"LOC101851855",-0.173929557178621,-0.383759526855377,-0.216821662545879,-0.383759526855377,0.0190443219295254,-0.134631846444371,-0.0472368994387164,5.71927879894569,0.396892374782402,0.7887562356581,0.252384244873758,-0.158353275005146,0.836061063411244,-0.1815888509636,0.537299006589531,-0.201710274796813,-0.177042982045382,-0.179752364960281,1.08294236534053,-0.383759526855377,-0.383759526855377,-0.383759526855377,-0.383759526855377,-0.383759526855377,-0.136535084585394,-0.383759526855377,-0.383759526855377,-0.383759526855377,-0.188938902752803,-0.160926173706245,-0.383759526855377,-0.383759526855377,-0.383759526855377,-0.383759526855377,-0.383759526855377,-0.383759526855377,-0.383759526855377,-0.383759526855377,-0.383759526855377,-0.383759526855377
"LOC106011078",-0.0512709960535675,0.264160521809132,-0.260797641861623,0.252320384801248,-0.214775803428202,-0.223567330842836,0.044677632214802,6.03042978659323,0.370821700340022,-0.123966796758155,-0.336417090886531,0.276209528323707,-0.0601401619622872,0.304637269561626,-0.12780672227158,-0.336417090886531,-0.149140330308311,-0.244006005819326,-0.00422406376711356,-0.260467187016231,0.060739085790796,-0.235504233065812,-0.23804519514841,-0.173149450533837,-0.336417090886531,-0.247214399608798,-0.336417090886531,-0.336417090886531,-0.336417090886531,0.0673387726309231,-0.197180446120783,-0.336417090886531,-0.23575858349206,-0.336417090886531,-0.250897152481648,-0.336417090886531,-0.336417090886531,-0.336417090886531,-0.336417090886531,-0.336417090886531
"LOC106011020",0.122932666776971,-0.188549319647217,-0.247767213475776,-0.248730907473543,-0.0524173255912827,-0.176424150394503,-0.24748223325306,6.12787096487622,0.0104588493697712,-0.0817306026659215,-0.146732444701103,0.104582186124437,-0.108603721918392,-0.0660456972071837,-0.134964555604878,-0.0485086480456289,-0.150176484808477,-0.151926730523632,-0.178438517598007,-0.175402021017747,0.141074138596995,-0.18777296122941,-0.0499005781313145,-0.283714178877393,-0.177243804292549,-0.241310192886493,-0.24534403030981,-0.283714178877393,-0.283714178877393,-0.0437990802534085,-0.184431489372814,-0.242053217670826,-0.235864479767636,-0.183193683216446,-0.283714178877393,-0.283714178877393,-0.233973673475398,-0.243024067792763,-0.179070072947693,-0.237466006084518
"LOC101856675",0.555155257480379,0.203169966040193,0.139838119654876,0.0237018629616234,-0.309880818714521,-0.398201281252962,-0.268173981111337,5.87874198228774,0.363451046294336,0.244670670076823,0.435958207086543,0.216767947876441,-0.34989803970097,-0.474615663738831,0.231669954045771,-0.139578276762343,0.0326300054765095,-0.349466332494788,0.125221973455096,-0.166046199247479,0.466631831410788,-0.337952657769323,-0.208171936649567,-0.253507600901207,-0.322954450819357,-0.112202740534048,-0.365303316630991,-0.474615663738831,-0.474615663738831,-0.0645205739425957,-0.19177016477474,-0.355928152163597,-0.474615663738831,-0.474615663738831,-0.358798788613737,-0.474615663738831,-0.474615663738831,-0.242772331732687,-0.325555870420217,-0.474615663738831
"LOC101859821",0.0776919051788406,-0.0781546092469709,-0.251481932835588,-0.124049247034255,-0.146164526655265,-0.251481932835588,-0.0535101327107825,6.13133857130214,-0.0983995448601989,-0.251481932835588,-0.251481932835588,-0.251481932835588,-0.0920143148376865,-0.251481932835588,-0.251481932835588,-0.251481932835588,0.153880076110349,-0.0914623213213447,-0.251481932835588,-0.185724269114666,-0.251481932835588,-0.164111265704475,-0.251481932835588,-0.251481932835588,-0.0575634505559765,-0.0197860276218271,-0.251481932835588,-0.176040676748921,-0.251481932835588,-0.076695389696107,-0.251481932835588,-0.175603263309077,-0.164331483097047,0.0231406844779966,-0.103395073880093,-0.251481932835588,-0.160887686755527,-0.177371509010297,0.0344064132961856,-0.251481932835588
"LOC106012109",2.50980813927265,1.33517343182871,0.217486544536024,-0.295879478221691,-0.577059601830591,-0.361472106291928,-0.431451393386718,3.50400924029692,-0.239283430021967,-0.475593664242742,-0.118310088584529,-0.479529754414644,-0.489093307590017,-0.577059601830591,-0.278163616834603,-0.419519732108997,-0.39817340938313,-0.223976451597306,-0.25974983207852,-0.141776897938435,2.36299878693684,2.31469004966991,1.20826657822441,-0.499083224936844,-0.470089356177845,-0.577059601830591,-0.577059601830591,-0.577059601830591,-0.492763689067583,0.00143995849905716,-0.510560391906194,-0.325920262548298,-0.384762201238586,-0.476067169373066,-0.413682831404222,-0.425856316337868,-0.577059601830591,-0.331772711726233,-0.47192419903841,-0.577059601830591
"LOC101862822",0.635444004379819,0.181043634973747,-0.0300236912658271,0.578978831163688,0.476150023073605,0.554170463357067,1.01046718461206,1.53829775508522,1.04355596619993,1.62192944043506,0.457767692022715,1.65767799945937,0.732036764945124,0.412079624004633,0.86756357202511,2.0568826410662,1.98254227343928,0.503360916513192,0.440182338102398,0.855375564134664,0.255411290073475,-0.954149745764446,-0.822595679586817,-0.939559872354033,-0.937165002932107,-0.984742174951688,-0.906317691779873,-0.926592496102184,-0.940309960420955,-0.98832036571907,-0.96355887767159,-0.911194474836236,-0.954322044143987,-0.977745109037794,-0.964576994151199,-0.942086039296702,-0.863026290713911,-0.921036507386398,-0.985228767989443,-0.948366192962093
"LOC101846924",-0.537680133422337,-0.561954489810637,-0.53543701629993,-0.624810781545393,-0.56400354712574,-0.594105945189965,-0.512197215409725,-0.598641239285928,-0.557544903766759,-0.604364945295548,-0.579074068762122,-0.590544306018874,-0.608526858206271,-0.568224872923276,-0.620288518012444,-0.62350438361713,-0.635646689915177,-0.622039836721797,-0.57042938041757,-0.635646689915177,-0.489450868630258,1.07310113703237,1.07352888396075,-0.587566769375493,-0.602667978182375,2.43781245371824,-0.611876733743063,-0.60998688268076,2.00216174845516,1.28161851596896,0.953225199094172,1.23547568706072,1.49860978566963,1.59056043177041,-0.572685777480492,-0.623992772662559,1.36724954684579,-0.623043114046601,-0.505994556448047,2.45858788533526
"LOC101859411",-0.135418015530057,1.18422416253982,0.127880775722945,-0.143150515287036,0.902375122306711,0.169991115383157,0.275376552955664,-0.268356038795833,0.897034366263959,1.78138375889355,0.816642752927929,1.89625220377503,1.1435508593746,1.09831450652403,1.08642388204916,2.17879231890539,2.09874794328743,0.512587398984771,0.208426135093336,0.933613327410026,-0.457872266655151,-0.889297602208535,-0.820536646405287,-0.850964960835791,-0.917934523328366,-0.707475465195154,-0.764590052558066,-0.872645866013727,-0.871023785951345,-0.999367896365727,-0.923431990982618,-0.90377531650702,-0.852977413096593,-0.807161307138992,-0.874993857486177,-0.769154466886006,-0.847192715344279,-0.9371246102346,-0.839294776541325,-0.85787709304983
"LOC101847524",0.87528299540964,0.239676945578657,0.0286033575295258,-0.442175275183146,-0.443671835468964,-0.387157661216993,-0.210354694027568,0.346612799925897,1.18436704785946,4.76795403303217,0.441472803227301,0.634346258978718,1.21439489112144,-0.104532011223968,0.301671170069603,0.10794976041158,0.299342499350518,-0.350271637231983,-0.159695779775198,2.23955990228101,-0.0363786135267385,-0.52404107898997,-0.478070940189676,-0.603380765931212,-0.568310244328456,-0.491625760540418,-0.563832085931734,-0.559088616924775,-0.601750707734009,-0.598624304906707,-0.520577301887253,-0.515529346111177,-0.549092301405097,-0.493244247368841,-0.58135262740931,-0.58449265055581,-0.494591162740522,-0.6234939569904,-0.596375379189263,-0.599523477986325
"LOC101847260",-0.45535392474211,0.254024017421819,-0.522507859625006,-0.656694267972181,-0.573657443134237,-0.686362219353702,-0.652154790445398,-0.783873777043631,-0.63109552531199,-0.783873777043631,-0.783873777043631,-0.783873777043631,-0.624722981137276,-0.783873777043631,-0.783873777043631,-0.783873777043631,-0.622051114451922,-0.145067006042568,-0.592512215054162,-0.652619737514867,0.588829804035775,0.78567372716152,0.91615585219463,0.485817335501702,-0.590340562067292,1.37432500380638,-0.783873777043631,-0.482708283983434,1.80880048874187,2.53047266061348,1.50205452403594,0.730684576442082,1.1296269041586,-0.601155769596633,-0.192703186752393,-0.647093414533354,2.29021099748721,-0.635947406977609,-0.40344663328899,2.24250866673316
"LOC101862489",0.913434661227431,-0.0178170768289503,0.00476934879825019,-0.115930720702926,-0.187435543820828,-0.0375173695017613,0.166286011316748,1.62519384827068,0.735949334447234,0.533369112121398,0.865906208406159,0.344168962394176,0.110114422104997,0.167473287893274,1.85679659475442,3.49338901411031,2.7977334347122,-0.263691714409325,0.739007019926975,-0.0434806022417723,-0.361257468768073,-0.491805223112219,-0.69928632404165,-0.71066224001584,-0.766144094877286,-0.766144094877286,-0.711285382816161,-0.766144094877286,-0.586209076722885,-0.766144094877286,-0.718828489043821,-0.706580429884037,-0.560908543517607,-0.550569287368035,-0.766144094877286,-0.766144094877286,-0.695028913792786,-0.766144094877286,-0.766144094877286,-0.766144094877286
"LOC101864596",-0.0967649236025689,-0.596709576738622,0.231390384853515,-0.244104489971526,-0.378210705165584,0.154627569723544,0.704399451439799,3.08567318489181,1.07174560578865,-0.101065969446258,-0.163153421891967,0.652826224152791,0.585587161660928,-0.190463460801997,0.762634425116703,3.40323300281634,0.608000195837432,-0.537928432356806,1.61616604037853,1.62644944452289,-0.446428680300717,-0.595463481436753,-0.749454084004538,-0.749454084004538,-0.749454084004538,-0.681393499470651,-0.749454084004538,0.0483361720196955,-0.278119460921815,-0.749454084004538,-0.749454084004538,-0.749454084004538,-0.365447909221874,-0.668783794025333,-0.618952707560277,-0.507899096374421,-0.669618007429161,-0.749454084004538,-0.665474490445459,-0.749454084004538
"LOC101849699",0.449127103006664,1.24582315665793,1.95966803071319,0.596905326313347,-0.355487010757565,-0.387562727855366,-0.24312620702564,0.790081450196722,0.361863263344329,0.595924506131103,2.5650167000804,-0.501272042970455,2.15748074767536,0.938156659530843,1.33181757752052,1.96871562752901,0.977223739134375,0.00989123306007892,0.81670686064857,-0.0234079870794452,-0.219686246400575,-0.79929288656371,-0.79929288656371,-0.79929288656371,-0.79929288656371,-0.79929288656371,-0.79929288656371,-0.79929288656371,-0.79929288656371,-0.79929288656371,-0.79929288656371,-0.79929288656371,-0.79929288656371,-0.79929288656371,-0.79929288656371,-0.79929288656371,-0.646587801306603,-0.79929288656371,-0.79929288656371,-0.79929288656371
"LOC101857004",2.84051316286403,2.1900689405842,1.89535805155073,-0.0130039080296765,-0.4364254529017,0.431923306006324,2.70970756510416,0.595749651675135,-0.626587804117717,1.80899160160058,-0.02594510565117,1.28885588709522,-0.530608933257639,-0.340255502250552,-0.626587804117717,-0.540642960459928,-0.0410466632140037,-0.626587804117717,0.989070676108024,0.402429912662621,-0.523108475764947,-0.626587804117717,-0.626587804117717,-0.541508801158311,-0.509873970915906,-0.626587804117717,-0.542464363445928,-0.535776056047841,-0.442639472658249,-0.521388922597555,-0.626587804117717,-0.626587804117717,-0.626587804117717,-0.516396284554817,-0.537458677526316,-0.626587804117717,-0.408483751286158,-0.626587804117717,-0.626587804117717,-0.626587804117717
"LOC101860271",-0.601736568495475,-0.601736568495475,1.518834720609,-0.547428111205739,1.86685632091414,0.81400939845,-0.48924273973099,0.758358498783522,-0.340777826964023,1.98514801516837,2.37539304404145,-0.526387066761409,2.9322303558233,-0.534154327237116,-0.601736568495475,-0.540880579271243,-0.601736568495475,1.30775556155123,0.869144418995564,1.58414992866101,-0.601736568495475,-0.527266410161636,-0.529141551275442,-0.541493665408446,-0.51909361432443,-0.601736568495475,-0.542170281780102,-0.537434412289583,-0.601736568495475,-0.601736568495475,-0.550360682381937,-0.601736568495475,-0.230324285403086,-0.601736568495475,-0.601736568495475,-0.251287166872575,-0.524518801122901,-0.538568743667319,-0.520511175193917,-0.601736568495475
"LOC101856078",-0.753880700330302,0.686548249883368,-0.448797245753205,0.727890221292017,0.447221092548789,-0.105786464245034,0.385370819540547,-1.2699455184157,0.746021654141706,-1.154596098194,1.54626113028525,0.614925380727237,1.03011506803565,0.0228452607863623,-1.15668097731118,0.879205189638022,1.3737736249276,-0.567503981226442,2.45756627550268,0.544475149647615,-0.083952616036691,0.0450244258105409,0.118735400278522,1.12349125600106,-1.2699455184157,-1.2699455184157,-1.2699455184157,-1.2699455184157,0.071675014898252,-1.2699455184157,-1.2699455184157,-1.2699455184157,0.151014680369766,0.911465872896883,0.401637534473703,-1.18399937859857,0.888907845370717,-1.2699455184157,0.761911051066146,0.948624929314271
"LOC101845435",2.07378780771286,0.812662317612824,0.946198741409021,0.185097548046599,0.200627095338151,0.191998391781724,0.41930074021248,0.909202901592224,0.669666663175532,1.52297675201848,0.864367034875366,1.01742787519927,1.35476423249059,1.33368205805747,0.373076238462562,0.378393871645054,0.216129725679696,0.224211991812346,0.0638705218092355,1.04039400591415,2.55567553448048,-0.862601027114777,-0.840519874906081,-0.931871821457938,-0.924967642176512,-0.925303826417104,-0.94667610208981,-0.889292529772633,-0.895498741583135,-0.932637751296995,-0.912092297384282,-0.903845030305882,-0.932832448753274,-0.966011439840144,-0.891394018782072,-0.961501802102848,-0.884671450952164,-0.935860269588711,-0.897647568304844,-0.918286406496893
"LOC101860737",0.672587477174428,0.0603017491774201,0.0898963023860946,0.73200720140391,-0.059257663886231,-0.0532848283658842,0.822330809319425,4.57184658721288,0.64998926338491,0.847548721541724,0.658831722322564,1.03376901012751,0.951385921698404,1.08209335804718,0.0811134298854045,0.969184401066825,0.478055824517596,0.446920695916787,-0.237537048353692,0.222072785038,-0.175335818457757,-0.691447478576816,-0.785153077890497,-0.777762076013988,-0.798161035839595,-0.774277176830927,-0.72863206377421,-0.694991685723455,-0.558009682352635,-0.551990884729509,-0.793978991553054,-0.761546347715302,-0.738105486141002,-0.782894680903175,-0.802223167098132,-0.657434755807186,-0.718994162957754,-0.736526018419492,-0.781563347764949,-0.710827781065809
"LOC106013784",-0.139565399997315,-0.272030303807386,-0.519119196210519,0.0841500620887785,-0.316119923937331,-0.348911958441026,-0.20124987000819,-0.214326353904583,-0.0370670433042648,-0.153501816220478,0.822497171516181,0.161118356977161,5.03150512546223,-0.0107555376677766,-0.251098195486099,0.187108371549957,-0.614606998235081,0.302530532905234,-0.586271531581704,-0.203256891800815,-0.35834353156803,-0.017035315355825,-0.443683029599958,-0.363849199154513,-0.212891245104455,-0.40014539835263,-0.368409038003047,-0.192045251982986,-0.623540016577794,2.91147860944611,0.153446541572792,-0.333980609801084,-0.769836907037164,-0.594562942450025,-0.0609794813553991,0.148618023862714,0.0107396283794296,-0.273187748108922,-0.404908596718439,-0.527913091987745
"TRNAA-UGC",-0.309165483858672,-0.288015168827489,0.179770839053955,-0.460745655543058,-0.452587776998369,-0.329148073677513,-0.643563779475627,-0.637232093058998,-0.559264764057146,-0.529396539755421,-0.546445212484371,-0.621870717112376,-0.630261274023841,-0.630691284859971,-0.35779083850093,-0.431003921407373,-0.62896560589094,-0.397661734124382,-0.614641309383013,-0.643789246226906,-0.374605730981681,0.391958114518509,0.694033673520147,-0.433788824952311,0.981862622905714,1.38571212186932,-0.639794271727632,-0.634416177634413,-0.55952468728015,-0.622847427452645,0.984505777134284,-0.193319982139946,-0.370015074370644,4.16586045288012,1.08428870856343,1.21609961025508,-0.53205993836424,1.94671695638096,-0.615198004151263,1.65700172123981
"LOC106013015",0.968160662884253,2.22545389750197,2.12404583217836,1.01089495390896,-0.619319653754942,-0.171014279667889,0.420747179718516,0.380948288525443,-0.194664397746387,0.834048434303022,0.992238991890801,1.52363185054313,0.781145713902021,-0.0391092628642647,1.84783703083293,1.39469740751665,0.81624864226228,0.671819080445007,-0.611411825847317,0.318838003063621,0.193105135287188,-0.418756969161222,-1.18569102277582,-1.10383366401905,-0.0384564424706884,-0.409635360666985,-0.291636997329324,-0.760231609319003,-0.753197300352737,-0.291205353123116,-0.958517045623729,0.127320711084569,-1.30977409800431,-1.30977409800431,-1.20190205923748,-1.20993979088845,-1.17778958440021,-0.985865174486235,-0.893270446371323,-0.696185379733947
"LOC101861883",0.559854558724343,-0.0136884400291005,-0.0680325388390442,-0.202586361887743,-0.23884159987374,-0.155214335536316,-0.411496329570578,5.58142837432047,0.0402306802037658,-0.0496400992739611,-0.247893278674897,-0.063677310042144,1.15706709101073,0.576392063119334,0.00303885482982483,0.10351609075087,-0.0393537222992411,-0.359029897336422,-0.285761176092363,-0.368375739852323,1.56150254421233,-0.239616377748066,-0.411496329570578,-0.365148693990033,-0.411496329570578,-0.411496329570578,-0.411496329570578,-0.411496329570578,-0.361392485287162,-0.354188189435182,-0.411496329570578,-0.411496329570578,-0.411496329570578,-0.351468400056588,-0.411496329570578,-0.231751769647076,-0.411496329570578,-0.362898417193718,-0.286515469229615,-0.411496329570578
"LOC101850439",0.272129606845725,0.0332031370814782,-0.256302669043444,0.128993556347423,0.639044771595509,-0.0194418657559168,0.446630322847133,-0.0732759514349388,0.0312051057757547,0.251287617191832,0.266579116929611,0.144902334129114,0.480140888603693,0.191381593970072,2.68189776183636,3.86169673919794,2.04862718211036,0.399276907665259,1.614175286086,-0.166286543018463,-0.128330533327654,-0.674396890125015,-0.690489693353178,-0.676260502966249,-0.678530900064868,-0.677856482403709,-0.693640539994732,-0.694832348628468,-0.64707211082982,-0.67595044320135,-0.63701021100991,-0.697167947141267,-0.64317498844311,-0.696534274354331,-0.644017143489295,-0.677703828315702,-0.679254443962743,-0.693382656152723,-0.697195124807352,-0.673063836389013
"LOC101852128",0.441663523794238,0.206397623230098,0.163080878698219,0.0681049373563832,-0.0245865195010146,0.0427714580968159,0.0729244650194954,1.52562961367609,-0.0271970500301358,0.432588367805891,0.755933730928116,0.556571172483625,0.859103756551222,0.49554940199069,2.43979560525891,3.11649939539005,2.49087883783725,-0.164133112887857,0.675669178438191,0.178007064861931,0.558825393202781,-0.760197463965388,-0.67652206627269,-0.804239241141115,-0.78607983892862,-0.816131474388754,-0.815931504350046,-0.788918729775494,-0.779975002813072,-0.797334982204219,-0.808223782464413,-0.784513573443834,-0.769696140905777,-0.799555154982424,-0.746815765054025,-0.783872401856106,-0.785662626429876,-0.801868048765795,-0.77709853241976,-0.78144139203958
"LOC101858324",0.813952225633494,0.388876035741995,0.984948845767585,0.0104003674858126,0.104101622336759,-0.351416664327928,0.3696390453233,1.13248651786761,-0.0999350970588114,0.765917893031712,1.04777689724855,0.419918019057054,0.882899812967043,0.517718688031755,2.1307121818929,2.36348594133198,3.08270705831563,-0.0826083278561322,0.469147321863206,0.0860432708833049,0.469715816896002,-0.816213446998489,-0.828330831722256,-0.802790761568067,-0.807168947594992,-0.807564437418748,-0.824467005966978,-0.809675817129194,-0.786014894068114,-0.836800726414062,-0.792022289221887,-0.804686752198296,-0.795869828498379,-0.828469866632846,-0.833149599597189,-0.842068274048783,-0.807831920913642,-0.824352199678913,-0.819973807545142,-0.839036065216829
"LOC106012574",0.261127244763141,0.563023463499393,1.55875451675352,-0.105712356367039,-0.39081582795781,0.653606648107812,2.43266622797187,1.87608733477094,1.16236928171704,2.1301819328359,0.336979333710267,1.75292873139783,0.827617160211067,1.3307523294994,0.121369443614123,0.53329501745917,1.065449025184,-0.164336853778607,0.181941751741934,-0.22041240947812,-0.67695093586148,-0.723375251136514,-0.605022717799478,-0.936088105081938,-0.929960137762707,-0.813001678091186,-0.84664790111851,-0.77665772864527,-0.774406015145837,-0.290282959204396,-0.787424022950802,-0.696018865738944,-0.83064029832876,-0.909878427159395,-0.90077323958139,-0.924605987723176,-0.915600991991824,-0.870485009246073,-0.86924080028274,-0.829810922805421
