"","AC166Pp","AC170Pp","AC174Pp","AC199Pp","AC200Pp","AC201Pp","AC202Pp","AC203Pp","AC204Pp","AC179Pp","AC183Pp","AC184Pp","AC175Pp","AC176Pp","AC180Pp","AC205Pp","AC206Pp","AC207Pp","AC208Pp","AC209Pp","AC210Pp","AC164Pp","AC167Pp","AC172Pp","AC187Pp","AC188Pp","AC189Pp","AC190Pp","AC191Pp","AC192Pp","AC177Pp","AC181Pp","AC182Pp","AC178Pp","AC185Pp","AC186Pp","AC193Pp","AC194Pp","AC195Pp","AC196Pp","AC197Pp","AC198Pp"
"LOC101845832",0.878544572619951,1.09377547094221,0.622459244663573,0.777046557829825,0.895151421967151,0.965248529673343,0.979305174468049,0.512891246023409,0.919555847931628,1.12252591736708,1.79637548234636,0.774502238150262,2.28159204237057,1.8178543914464,0.221448269380876,0.554164692154381,1.33274051641086,0.788830142538709,0.554749407737867,-0.226257588670803,0.279775349447254,-0.959819835081184,-0.618117444330953,-0.916351388463552,-0.943733420798242,-0.941086871718461,-0.99820214379511,-0.745140663729691,-1.03075038287577,-0.876337136140173,-0.707612808216663,-1.07455752755117,-0.956459611233593,-0.819360705698066,-0.662085798615015,-0.994204435217486,-1.04297394687233,-0.822896981807711,-0.914532899021246,-1.1008676486939,-0.816656196764853,-1.00053108017377
"LOC101861296",1.28055069525337,1.78801956519774,1.45260000356939,1.32436550529879,0.190022205931215,1.19768006026211,1.81505438682587,1.34780569818212,0.107591662818674,0.890468473952873,0.389081420371146,0.752990073591887,0.994085888895579,1.77877513535025,1.18699463755199,0.0889484703196346,0.112040576949269,1.25967868685697,-0.0717126875596157,0.651541935780752,0.0214242506654159,-0.933373692805229,-0.933373692805229,-0.481196939421077,-0.923587512111136,-0.888752536617541,-0.933373692805229,-0.928051818139298,-0.933373692805229,-0.921595079651909,-0.796722755553513,-0.933373692805229,-0.933373692805229,-0.928080980901853,-0.887894723945452,-0.851090769870998,-0.933373692805229,-0.854849073782478,-0.892994421045031,-0.876956665850212,-0.89601561106657,-0.896601908471763
"LOC101860266",1.11186988582762,-0.03968244037327,0.652139250541514,0.57738874967907,-0.0842039316434103,1.81999910265667,3.3666131130542,0.708121585879297,1.91864490899542,1.44220946975592,0.359193717411753,0.387615371619184,0.285236977566187,1.95186634110689,0.297012132879144,0.257426458245087,0.170718091702501,0.10704405266094,0.169246861925879,-0.019622673212945,0.901785647615202,-0.519134715458829,-0.760277456410406,-0.823125859738052,-0.846861667622454,-0.78765002253256,-0.865684222009257,-0.890872903282433,-0.760016343135254,-0.842038149762016,-0.775308828793088,-0.757013311664965,-0.696113320840839,-0.617181044184957,-0.701999496074024,-0.825602099854527,-0.846408081737587,-0.792793674036237,-0.820944419300857,-0.827453687190662,-0.878251763580559,-0.705891606683294
"LOC101852892",-0.670777221967025,-0.123982219419084,-0.664631183277628,2.44209940908575,1.15777876046558,1.10173680207023,-0.295781866484613,-0.804638520394564,-0.496406085696386,1.35998741640256,1.02864806324521,0.887093601469162,-0.108632649283871,-0.696811432571566,-0.057353390826578,-0.0930692942105623,0.439692023728486,0.842042865345927,2.384600447909,2.02679311760508,2.22125411108744,-0.715869967764301,-0.743824463932283,-0.834380506514871,-0.480785621914232,-0.812596767194863,-0.74781256882795,-0.68791193154454,-0.868755158867184,-0.64639383051928,0.969317118095504,0.393999986866497,-0.557391872355001,-0.628952166631417,-0.2391371568433,-0.806620373367936,-0.868755158867184,-0.631568137045477,-0.868755158867184,-0.726746758932355,-0.626951498376315,-0.749750760878894
"LOC101845616",0.392482005980316,-0.00415196941284315,0.948349619500097,0.531305058787204,-0.724709696354728,1.16070513028534,0.0712306613161043,-0.425033083465354,0.546593111844407,2.45911049874474,2.3156120197744,1.28300383870996,2.77483738228791,0.344046965313925,0.740107451732816,0.210436807631945,0.451074094514962,-0.045495349797314,-0.328911954706792,-0.281782112569454,0.112576614531351,0.9603197228087,0.288870102643197,0.872433178768479,-1.0903726020083,-1.05824428500836,-1.11100557425497,-1.02097858934942,-1.0446050437314,-1.11463740015836,-0.10684149096054,-0.565707206526983,-0.417242506681052,-0.393641190164752,-0.469705780624703,-0.546205313210178,-0.749159960163566,-0.878713372848808,-0.805344518213701,-1.07141705100534,-1.12055342555558,-1.08863478840338
"LOC118478919",0.613120334023758,0.863674438883809,1.07071262399907,0.59295758066803,0.828795523527573,0.789079807025882,0.900398614016243,0.624185790878861,1.14000718435051,1.59076921674214,1.85244738162654,1.9987073239111,1.46972769408044,1.09256413788596,1.32802379183465,0.330075395999487,1.16010183290558,-0.105785713641404,0.427446326067104,0.50764046415452,-0.364468006199077,-0.932305284161182,-1.0319909809819,-0.363523463192037,-0.93959181301224,-1.04403563228204,-0.920314600387138,-0.978601756624359,-0.553819710751712,-0.85402684556012,-0.966534041957541,-0.749361088322759,-0.616122731869745,-0.865057622877923,-0.768699487903257,-1.03262226868542,-1.15128360852322,-0.811559294976153,-0.860126080455723,-1.0834837969157,-1.03583802477738,-1.15128360852322
"LOC101856161",2.27269149438987,0.411616374422586,0.771440990315069,0.0780522041115173,0.227732117833415,1.13324819455023,1.17396043053466,0.879082992296389,0.668749249179845,1.20115359795878,0.77631562488387,1.31726253927964,0.345616098613382,1.33060524461484,1.35858340607248,0.644531722051731,1.12412827464553,0.697439161072229,0.286648124832494,0.390723174602218,1.87818032642885,-0.926753844720083,-0.824539917483882,-0.549849219463676,-0.949024903868007,-0.989827071727543,-0.976416206134479,-1.02386831426368,-1.01852994204009,-0.749593983603513,-0.976442298275422,-0.837241385072191,-1.01922373437597,-1.02463867361928,-0.630509782555858,-0.971243623898973,-0.513928478329583,-0.841782068953269,-0.986674683452651,-1.10925374457118,-0.976479576916552,-1.07193988936375
"LOC101864001",0.781132278529558,0.39615040664546,0.505567985157814,0.760360140587807,0.484072594417656,0.901833837480757,0.80466179324205,0.426706187366027,0.233210584891881,0.852308443391068,0.928172797098743,1.72705133935951,0.924182382574272,2.48164239099745,0.495946382240294,0.707551441428182,1.89812347867939,1.00988517604471,0.894149081110072,0.372083831127491,1.39518951469194,-0.675643233499842,-0.545005573227228,-0.657865615882079,-1.03659774241245,-0.948206252732402,-1.03659774241245,-0.989157511945303,-0.888872650140364,-1.00159878949623,-0.922397759493231,-1.03659774241245,-0.938582596654449,-0.98941747450803,-0.586143949852769,-0.987698672409921,-1.03659774241245,-0.943266569780561,-1.03659774241245,-0.980718586851155,-0.846302177276001,-0.896115941250307
"LOC101858273",2.74343461889859,-0.230640487173979,1.04000138712418,0.233299606249696,-0.0175812343294628,0.836691503708215,0.209391448599856,0.912555979927158,0.881951683873462,-0.23494089931623,0.787090324977082,2.33553348079922,1.36266884272416,0.580841319497188,-0.0335389439300002,0.942007154436388,1.48919346622086,1.19487558057494,0.430961364869348,0.0978350635865429,1.61280978001517,-0.546547224838975,-0.863409174085817,-0.7466058387079,-0.920594897553836,-0.835590474669278,-0.867878210096884,-0.913338162548548,-0.816430568278359,-0.870511467172328,-0.75045638643921,-0.80329982286104,-0.86384102796577,-0.779471128132037,-0.746843794361685,-0.956986964796998,-0.753341697341421,-0.737615700631229,-0.661716546501778,-1.00340543525695,-0.777602851780203,-0.958953667312159
"LOC106011527",0.354108115000536,0.534882325696291,-0.151309930357905,1.39319507835798,0.744261424104821,1.6566263533722,0.347291198797676,0.235960381200977,2.19639191003387,1.18064743898984,0.846285052275816,0.29770422600061,1.46696241847943,-0.7553393353644,2.49142845622724,-0.90160779222498,0.999558044748122,1.94911609751905,-0.569508458344451,0.945094721717541,0.321626609072013,-0.875204544951338,-0.265536476059186,-0.884860534493881,-0.832021143672703,-0.830178198089413,-0.591655917731467,-0.744169409442987,-0.892616100009321,-0.803695186417966,-0.789017617746358,-0.827066585557823,-0.892989492677253,-0.820658486865716,-0.755627668331723,-0.503230030041588,-0.971149039699656,-0.822300162935471,-0.30140900711448,-0.61467437832855,-0.743529904058734,-0.821784451076672
"LOC101853118",0.817109379342019,1.8816970671488,0.741771880193633,1.82796445712672,0.034298197650039,1.78860714010198,1.06794081252408,0.184901463062966,0.535510369773262,2.03965779184611,0.330661708234282,0.84768282098064,1.13952694906135,0.425685467970012,0.274672278263422,0.0614029237181711,1.46033096271664,0.583932040236095,0.792666903462315,0.530995534552601,0.782563431822483,-0.752894129635576,-0.480933876107494,0.360759867314108,-0.995127521606245,-0.992656825063478,-0.706805366073178,-0.978782828419063,-0.971079435836333,-0.982096694608288,-0.910346008262939,-0.924098538855592,-0.832370538232265,-1.04714487551774,-0.924816290729311,-0.902844202852183,-1.18164567755882,-0.982095344358284,-1.09613430933633,-1.0223462166995,-0.978211271032424,-0.847909496316667
"LOC101845209",-0.385337358336747,1.49716975446252,1.11150100035969,0.736252905565202,1.37252668435815,1.47793945002357,-0.0123025808097208,1.3407026646625,0.0150014824743979,1.90279568462379,2.86781769647714,0.555630301407666,1.65204546208573,-0.177200065462166,0.447170700658629,0.481219231549154,0.175376716589777,-0.702341904499457,0.493339222580275,0.0845046481210725,0.443515798822286,-0.767076800602623,-0.338680496330312,0.954689812923168,-0.887455679321776,-0.955912881212793,-0.881221786159373,-0.881456735381723,-0.878629382202144,-0.846053080085992,-0.597445373849941,-0.766859366496043,-0.87899683428017,-0.955912881212793,-0.743820404392684,-0.879167126580902,-0.85255246195384,-0.809432155220603,-0.767602988211084,-0.955912881212793,-0.731915112716233,-0.955912881212793
"LOC106012790",-0.482422747953153,-0.470803264263574,-0.498311185264829,-0.445192920645054,2.16839964732991,2.08073710395396,2.27708154512519,-0.4505225055681,2.08584741203083,-0.396994989562343,-0.399256221226695,1.28360722931955,-0.48223451793248,-0.470084533968055,-0.456836238906746,2.30320530366501,-0.444393921959445,-0.471151552940503,1.91267862227553,-0.466134972118871,2.03279710410784,-0.488260879853655,-0.470509704289201,-0.465908673125884,-0.487839392130976,-0.50802232561917,-0.511818384351868,-0.507418610561496,-0.479595576126071,-0.473915399966883,-0.470205061430817,-0.479823449509048,-0.479769834272907,-0.446013769641918,-0.486909773645931,-0.498048302982734,-0.473356146428369,-0.494537859599499,-0.5050831519365,-0.490251840852922,-0.480836918878872,-0.511889340293246
"LOC101855637",2.22625851381845,-0.33375638507332,-0.734834200385537,0.998539875760803,0.411493533285194,0.182182516693973,0.136958179655873,-0.219919895420184,0.607247147133416,-0.236689260727909,1.14766467904824,0.214598803827886,0.454760719323834,-0.19699651865788,-0.807157508084898,0.45657586763969,3.40076163927542,2.58310333891864,-0.34255624064562,0.202324386380693,2.20475034279554,-0.347240872190075,-0.67588789920177,-0.648399978858036,-0.609711024600762,-0.850868647026649,-0.84332227207939,-0.369017477929868,-0.292248490122381,-0.326617888335795,-0.441322885535916,-0.748269363721848,-0.622250914722709,-0.529541944038855,-0.74882913772001,-0.677333876745486,-0.802709133554426,-0.378490047281882,-0.348918023443397,-0.824892633476482,-0.684699632595226,-0.584737391381353
"LOC101853146",-0.0869869767252844,-0.507030741869259,-0.50797781117482,1.57860083163659,1.0675971328825,-0.57808726161372,2.20986028755938,-0.541384221428444,1.57707738522667,2.73415144894413,-0.520921324521053,-0.547629045791085,-0.553913603106721,2.53879199877907,1.93010604053798,-0.292636211266072,-0.503186283229416,-0.1471810934793,1.22320841712559,1.50136285033563,-0.224317204075696,-0.446810464050973,-0.542329489327138,-0.519054804047471,-0.546360124845786,-0.545939854085955,-0.508854674752248,-0.57808726161372,-0.506451726555806,-0.552629480406149,-0.57808726161372,-0.534277943147667,-0.57808726161372,-0.543768950991676,-0.545321841109417,-0.57808726161372,-0.57808726161372,-0.476255447742207,-0.490813263188666,-0.57808726161372,-0.57808726161372,-0.544025719199469
"LOC101848186",0.753577511895321,0.284620715013703,1.36219045255288,0.213481692670542,0.603533039027429,0.77458920257708,1.38520091897434,1.2468191159323,0.335010519301008,0.180130813330067,-0.144223875141155,0.0537910502416832,0.83066613314178,0.639188553914626,2.18879689317234,1.25537588765233,1.37617804124909,-0.261596548503943,1.42483429357304,1.06970540282825,1.20942839064055,-0.0605826937404944,0.0397463858444509,1.08632983888447,-1.11339745291904,-1.18109941537161,-1.10723233384966,-1.18109941537161,-1.18109941537161,-1.07245161900426,-1.06292848495301,-1.13435745980915,-0.800761979894576,-1.0346369725635,-0.342088967646496,-0.573906827307125,-1.07887929783172,-0.963802352304316,-0.80863460660699,-0.92089961186027,-1.18109941537161,-1.10841610699514
"LOC101848778",-0.965299193265429,-0.965299193265429,-0.737590357318726,-0.11624245604345,-0.790052419355066,-0.965299193265429,-0.787750392537077,-0.607675227995106,-0.965299193265429,-0.805923834279849,-0.501125358294417,-0.965299193265429,-0.808271699689537,-0.752176502889365,-0.361864110731283,-0.965299193265429,-0.843663561461248,-0.583605837050572,-0.76697928562668,-0.769535238048878,-0.390793420573721,-0.254674910502585,-0.849161345194278,-0.837477983130583,1.50782224852168,2.79352295177936,1.50817033639497,0.827929136660518,0.430693289774177,0.771074369124571,-0.0659805373164721,0.030720343951174,0.655615087754794,2.37857920592987,0.843823359624956,1.22964265602314,1.36848437917347,0.026920984778839,0.451989094217493,1.41094548968412,0.271018770056034,0.9153879341823
"LOC118478584",-0.469006192733338,-0.26387717968826,-0.577029388282576,-0.629749147223459,-0.549972349958361,-0.686179160504835,-0.496080515370858,-0.614656071493111,-0.530286785776849,-0.384330481097137,-0.0557392104221891,-0.638067603442452,-0.299124780301336,-0.62925367460461,-0.752253920213425,-0.454992362432384,-0.54165392412247,-0.531965895138114,-0.294425665406011,-0.300326168541366,-0.531209566152792,-0.424153852928485,1.2585573845835,0.944453853584729,1.56714311049761,-0.571475403144005,2.36233984598993,-0.234787843221869,-0.617974914085589,3.39938343927258,0.0262864738229167,0.233179647862006,0.784612557114049,0.662979874703505,-0.629418009317487,-0.685581578844144,-0.6624602737771,-0.306864523109285,1.4562503892455,-0.599874983975286,-0.427926410529172,2.69551125916203
"LOC101861137",-0.524327280652055,-0.582705474984139,-0.660064133585691,-0.469753096024751,-0.79551718940734,-0.658839211585326,-0.536887903007156,-0.76497703825971,-0.285227693346647,-0.649085395676764,-0.521183514814015,-0.688934829270746,-0.652490733776007,-0.571130401084065,-0.880243016464799,-0.382209877733875,-0.645016329563571,-0.265124031845956,-0.49671942121171,-0.596307467005063,-0.50990446924957,-0.605392969342144,-0.767945654168877,3.07477698282353,1.51109640614991,1.84565008753926,0.533020074326148,1.28716854218612,0.694557868341917,-0.160691056979138,2.3372018047913,-0.261118343168343,-0.76829206378875,-0.772466286683625,-0.571543391583748,0.571897192733849,1.2259255937396,-0.453838970040784,0.901304176140743,1.67271944722044,1.4019510387921,-0.559331970480557
"LOC101857319",-0.392300523952636,-0.446321360473151,-0.653735753463848,-0.626687930322728,-0.486445018908166,-0.619211557374783,-0.721650652016674,-0.721650652016674,-0.583999831084629,-0.365144020675651,-0.721650652016674,-0.456107282004466,-0.510897836328031,-0.721650652016674,-0.721650652016674,-0.537306705945727,-0.612815987432247,-0.493968090135876,-0.544201985798328,-0.634069800551973,-0.378954233512274,2.07603649751883,2.29189795240177,-0.721650652016674,1.67560293355824,2.17447498269377,-0.118061310575474,1.78539386225259,-0.51347101008057,0.831986480893639,1.61190427910457,0.487832576263339,-0.618055736448944,1.17326223746045,-0.721650652016674,-0.308188427249094,2.20179511771561,-0.623006357057304,-0.594837404040156,-0.60353020527141,0.887378471045313,-0.424692458103939
"LOC101856319",1.37886954354434,1.38638235787903,0.358693705344803,2.37001168883376,0.296228373280258,0.778602435661616,0.792788477718459,-0.712824206416169,0.317384610226072,-0.865853695246725,-0.128958963495905,1.37832065763778,-0.0191916680985136,1.06750958051958,0.408510658100905,-0.988876652001941,0.795059887279314,2.84133645123623,0.0827150359166036,1.95779894846392,0.489340124613417,-0.111219267934689,-0.988876652001941,-0.00221577124174346,-0.352536726516344,-0.908280508626311,-0.988876652001941,-0.988876652001941,-0.988876652001941,-0.605928387985558,-0.919457614564681,-0.988876652001941,-0.988876652001941,-0.128488926828517,-0.906731100251093,-0.632183810089267,-0.268291092639127,-0.903776461948766,-0.551270746520753,-0.988876652001941,-0.294823923306036,-0.476506448530362
