gene,logP
LOC118478065,-3.7139950724791
LOC101845732,-1.14264485701186
LOC101855065,-2.25661926908366
LOC101845963,-0.48335340550865
LOC101846613,-1.01958344477934
LOC106012211,0.140588812309522
LOC101847001,0.513461968006286
LOC101855301,-2.43756093608141
LOC101847694,4.75372486991161
LOC118478385,-2.68750715702332
LOC101848083,1.1310496069507
LOC101848620,0.536272363274737
LOC101848391,0.276296708285533
LOC101848850,-0.115507471604048
LOC101849253,0.827999115723956
LOC101849504,1.09786377427631
LOC101855532,0.209249738690491
LOC101849970,0.595924497682124
LOC101850212,-0.86655246114783
LOC101850446,2.22816915513067
LOC101850682,4.59483173034049
LOC101850917,-1.23273312978262
LOC101851377,-1.34969137148115
LOC101851774,-0.173008833446618
LOC101855758,-0.0392594396809466
LOC101852128,-4.32983134028341
LOC101852364,2.59124500105088
LOC101852581,-0.659352584206927
LOC101853505,0.921975059751226
LOC101853981,-0.193142848248892
LOC101854370,-0.397631782439678
LOC101856476,0.2279900009537
LOC101854761,-0.0428876620991401
LOC101856700,-0.119233585695483
LOC101855452,1.5267089010798
LOC101856937,-0.0753325289651054
LOC101857153,-2.08623468786354
LOC101857372,1.94616211088754
LOC101857609,-0.0398545915900308
LOC101855683,-7.03054351033382
LOC101857841,0.356846000183379
LOC101858073,-0.952194210821808
LOC101855910,3.3152134604099
LOC101858313,0.511696978469268
LOC100533353,-5.86171512997214
LOC101856139,-9.1049225301968
LOC101858530,-3.93723002622971
LOC101856539,-2.16145975456717
LOC101856763,6.17170843098356
LOC101857754,0.190953864631155
LOC118477465,-1.55899672650681
LOC101857986,-0.221177763920771
LOC101858529,3.06189699001411
LOC101858747,1.02447319527348
LOC101859282,4.61763756706541
LOC101859675,0.308208493080455
LOC101859896,-1.47886772664303
LOC101860375,-5.03891572742106
LOC101859524,-0.0390548481273952
LOC106011455,-1.20530428374784
LOC101859745,1.28350493333759
LOC101859983,-4.00719128612435
LOC101860211,1.09612241770482
LOC101860615,1.04187536469361
LOC101861328,-11.539640814303
LOC101861244,2.54086225785298
LOC101861473,0.442837673694325
LOC101861549,-11.1550640690732
LOC101862382,0.0717394028545921
LOC101862618,-1.85423422896194
LOC101862840,-0.168131828959552
LOC106012640,-2.10101003392696
LOC101863065,0.047123992748369
LOC101863307,-0.157726020549827
LOC101861775,0.43132848522111
LOC101863551,0.478390013168253
LOC101861996,-6.50044211557473
