gene,logP
LOC118478065,-4.74470220061031
LOC101845732,-1.12657080092891
LOC101855065,-2.34422910789774
LOC101845963,-0.590437878613247
LOC101846613,-0.339725548431123
LOC106012211,0.357584050298761
LOC101847001,0.016204961407245
LOC101855301,-4.25260596584173
LOC101847694,0.890662441350157
LOC118478385,-3.48575202437542
LOC101848083,2.26599657615488
LOC101848620,0.358197237556518
LOC101848391,-0.0644263669301885
LOC101848850,0.0643562923125975
LOC101849253,0.0801153007284363
LOC101849504,0.283614820331098
LOC101855532,1.36231875930821
LOC101849970,0.674975932020781
LOC101850212,-1.98008493016738
LOC101850446,0.978582533374307
LOC101850682,0.326460973122626
LOC101850917,-1.60230726868579
LOC101851377,-0.58631113235029
LOC101851774,-0.339173771933072
LOC101855758,0.00847861895884738
LOC101852128,-1.48862044728629
LOC101852364,2.76455598772403
LOC101852581,-0.0827387696544745
LOC101853505,0.430637090993084
LOC101853981,0.251659772345825
LOC101854370,0.416838606191615
LOC101856476,0.900708081242769
LOC101854761,0.825499609849691
LOC101856700,0.395919169050245
LOC101855452,3.18146013169141
LOC101856937,0.393675847784739
LOC101857153,-1.03361444287564
LOC101857372,0.365970429530579
LOC101857609,0.314404689795113
LOC101855683,-8.63414966936541
LOC101857841,0.994138724149279
LOC101858073,-0.653948782765359
LOC101855910,0.747974391601175
LOC101858313,0.10231442459712
LOC100533353,-6.64298138337479
LOC101856139,-5.63332217848079
LOC101858530,-8.769323592191
LOC101856539,-4.63559675610112
LOC101856763,0.592051358840265
LOC101857754,0.150392608287045
LOC118477465,-1.62829900912365
LOC101857986,1.09322981479693
LOC101858529,2.96874687182345
LOC101858747,4.24756886883814
LOC101859282,0.191790701035601
LOC101859675,0.316650027783338
LOC101859896,-2.39946862469785
LOC101860375,-3.77161996053213
LOC101859524,-0.825135816480955
LOC106011455,-2.42663848209969
LOC101859745,0.32689530872463
LOC101859983,-1.74563248987645
LOC101860211,-1.24520376015496
LOC101860615,0.30516426362021
LOC101861328,-10.179147952258
LOC101861244,2.65539721026315
LOC101861473,0.465006775740275
LOC101861549,-10.3894773807697
LOC101862382,-0.349378623307782
LOC101862618,-1.40851308606629
LOC101862840,-0.445339712709608
LOC106012640,-1.65690783513952
LOC101863065,-0.155559988714757
LOC101863307,0.0671074389091783
LOC101861775,-0.0326446473840306
LOC101863551,0.174517965657952
LOC101861996,-6.43025400760788
LOC101864424,-7.18969674273573
LOC101864031,-18.3929341733372
LOC101864654,-5.89035127529772
LOC101845135,-16.4489658034778
LOC101845657,0.660229747949319
LOC101846041,-0.0226289970659239
LOC101862459,-8.41385873133433
LOC100533245,1.54862869700072
LOC101862691,0.0145639267399837
LOC100533249,-0.18475509022293
LOC101846927,0.52801848259983
LOC101847156,1.99607151572332
LOC101847384,1.23338928663755
LOC101847916,0.587632436083101
LOC101848154,1.6155323444258
LOC101848702,3.66610956478752
LOC101862909,0.251873695299649
LOC101863146,-3.18993677341589
LOC101849419,-0.299380412842807
LOC101849656,1.02106203656338
LOC106012021,0.0859375089295475
LOC101863390,-0.072255581418048
LOC101849892,-0.172903148843043
LOC101850124,0.462743539909388
LOC101850373,-3.25565938494154
LOC101850608,-0.0358484702932131
LOC101850854,0.34915527981181
LOC118477874,-8.11737540564298
LOC101851082,-2.10776220706443
LOC101851304,9.63239378376695
LOC101851538,1.97049452333317
LOC101864344,-8.16884295308705
LOC101851775,0.349346271756184
LOC106012852,-0.198801915117662
LOC101851991,-0.568231067228684
LOC101852215,-0.742587383439468
LOC101845508,0.843273336745174
LOC101852737,-1.72489019537893
LOC101852887,-0.0655823242331074
LOC101845733,-0.166867321367775
LOC101853269,1.55380439581608
LOC101853653,-2.9893990820061
LOC101854125,1.5366033104012
LOC101846173,-0.151571600443348
LOC101846389,1.26448606342134
LOC101846614,-3.03967547815944
LOC101854608,2.18315742443061
LOC106012383,-2.40777230003535
LOC118477135,-0.245874332633392
LOC101847539,-3.2116221949292
LOC101847774,0.059774320601072
LOC101848005,-7.20079873509779
LOC101848559,-0.319452069383034
LOC101849256,-2.89617252208782
LOC101848789,-2.16441836814804
LOC106014231,0.11326747378423
LOC101849013,0.0126387724774996
LOC101849255,0.264085047794087
LOC101849803,0.468176170811103
LOC106013019,-4.1600601384094
LOC101850213,1.53817791054963
LOC101851084,3.04165619629669
LOC118477211,-1.95232306118275
LOC106013075,-5.58627426042532
LOC101851540,0.571107042628766
LOC101851776,0.877993371670478
LOC101852365,-2.77074042486645
LOC101852582,-2.38754675224988
LOC106014233,-4.52676976639546
LOC101852806,-2.01197709456945
LOC101853201,-7.3404378808021
LOC101850448,-0.508197976169083
LOC101850684,-6.85223318256024
LOC101851159,-1.88429889969212
LOC101851378,-2.69452176703423
LOC101851615,-0.199638509693282
LOC101851840,-6.88661499872103
LOC101852060,-1.09224591427154
LOC101853654,-0.223874468992854
LOC101853894,0.0299554153133304
LOC101854538,2.50332831856139
LOC118478780,-0.0188809080840543
LOC101854909,-0.334306925855997
LOC101856541,1.50894887629886
LOC101856765,0.135423154460729
LOC106013452,0.000537252280918475
LOC101857373,-0.333575086007979
LOC101852287,-4.10592106573795
LOC101852740,-1.48313313330478
LOC101857610,0.207002831865568
LOC101857842,-0.0852647404743437
LOC101858074,2.98941700337162
LOC101858314,1.55332958558293
LOC101858531,-0.0419889030778873
LOC101858750,4.1837037389272
LOC101852969,0.539810022836794
LOC101853203,0.197943265863267
LOC101858902,-4.30225833897885
LOC101853421,-0.962222187290504
LOC101859139,-3.30938766933757
LOC101853656,-2.13020956230886
LOC101859283,-0.478137475434076
LOC101859525,-2.65109839800423
LOC101859746,-0.251120134292742
LOC101859985,0.449472059844531
LOC101860213,-0.360902063658506
LOC101860456,3.10240458892367
LOC101853896,-6.5831386762101
LOC101861008,-0.910126085744136
LOC101861245,-1.12883539865036
LOC106014240,-3.22780385206549
LOC101861474,-7.00003384062976
LOC101862226,-0.497540274274959
LOC101863392,-3.61582884185784
LOC101854373,-2.62994705886242
LOC118477217,-0.43648112352674
LOC101854610,1.90821994605726
LOC106014179,-0.0743153855449328
LOC101854836,0.283535240626031
LOC106014243,-0.562443264167896
LOC101863630,-2.47646330005703
LOC101863857,-1.27945337587452
LOC101864107,-0.154327030097833
LOC101864346,-0.930445563962258
LOC101864571,-0.375996405751215
LOC101845050,NA
LOC101855302,0.950095568285865
LOC101845888,-0.895161646928087
LOC101846256,-0.267377539068382
LOC101846470,2.248312377534
LOC101846699,-1.17411213164922
LOC101846928,0.886582930203638
LOC101847157,0.390832179923907
LOC101847776,0.215713381387846
LOC101847385,0.223648043603377
LOC101848156,0.439020662463726
LOC106014199,-0.431995215422097
LOC118477191,-0.752984409050789
LOC101855535,-6.57640966112978
LOC101855760,-0.253786207551834
LOC118479209,-4.35558298843476
LOC101855987,-4.15854115516966
LOC101856227,-0.4121355174728
LOC101848622,0.0805251213474409
LOC101849014,0.696096353892395
LOC101856701,-1.18384918041611
LOC101856938,8.18933859449191
LOC101857155,0.442038571749839
LOC101849658,0.232492078888341
LOC101857374,0.334933002637284
LOC101850126,-0.70335132051872
LOC101857611,3.54254849081559
LOC101850376,-7.51582070484599
LOC101857843,-1.77996341577983
LOC101858075,1.31076536357486
LOC101858315,-1.27989091494767
LOC106011065,-2.75101640921652
LOC101858532,0.886326665982552
LOC101858752,1.02904001015746
LOC106011020,-1.31994164346843
LOC100533454,1.00465846625208
LOC101858979,-0.411091348003285
