gene,logP
LOC118478065,0.495642315759772
LOC101845963,-0.795481854307611
LOC101846613,0.073156267222935
LOC106012211,-0.0706189060908646
LOC101847001,-1.5183452789435
LOC101855301,-0.222493480372317
LOC101847694,-0.895622514339394
LOC101848083,-0.189562452528791
LOC101848620,-4.00391718193035
LOC101848391,-1.19271055002559
LOC101848850,0.463735056930333
LOC101849253,0.111703590687136
LOC101849504,0.384308879521001
LOC101855532,0.782792889028212
LOC101849970,0.410018972956748
LOC101850212,-0.490636507821615
LOC101850446,0.502462356258693
LOC101850682,-1.22172931233284
LOC101850917,-0.538152753573997
LOC101851377,0.247022593210937
LOC101851774,0.245355360753486
LOC101855758,-0.148313625805265
LOC101852128,2.61546414530787
LOC101852364,0.323353421372618
LOC101852581,-0.0430213881807634
LOC101853505,0.713649325755004
LOC101853981,-0.311425266692169
LOC101854370,2.25223794475693
LOC101856476,0.596181117807321
LOC101854761,1.72268967940857
LOC101856700,1.02517502831513
LOC101855452,-0.693858891204213
LOC101856937,0.435265860242175
LOC101857153,-0.634351590346505
LOC101857372,-0.197778989706069
LOC101857609,-0.081139197260854
LOC101855683,-0.101116896707749
LOC101857841,-0.159593198061053
LOC101858073,-0.0218696871661127
LOC101855910,-0.680779841380874
LOC101858313,0.89351504690664
LOC100533353,0.102615293809588
LOC101856139,0.30431918944535
LOC101858530,0.384097165475022
LOC101856539,0.525743585399831
LOC101856763,-0.0667489280806066
LOC101857754,-0.0304745282817916
LOC118477465,0.145957452020702
LOC101857986,0.20353258109128
LOC101858529,-0.0556497530504416
LOC101858747,3.21243589420844
LOC101859282,-0.402913398058268
LOC101859675,-0.233746257881036
LOC101860375,0.572047767212885
LOC101859524,1.08524505211658
LOC106011455,-0.0163998287967145
LOC101859745,-1.37733931714696
LOC101859983,-0.415350645337045
LOC101860211,-3.28521592966275
LOC101860615,-1.60459442725763
LOC101861328,-0.134758622303646
LOC101861244,0.398042727878226
LOC101861473,-0.450750585284587
LOC101861549,0.242223551502358
LOC101862382,-1.78057090963768
LOC101862618,0.0599490772459079
LOC101862840,-0.00215782181580601
LOC106012640,-0.386592367189068
LOC101863065,-0.574555362834765
LOC101863307,0.136076760425809
LOC101861775,-0.405615651782029
LOC101863551,0.119264589023079
LOC101861996,-0.0322825972065015
LOC101864424,-1.77161798263971
LOC101864031,-0.0325982962234233
LOC101864654,0.134625747862825
LOC101845135,0.259965493228458
LOC101845657,-2.85704373814439
LOC101846041,-1.55115997819955
LOC101862459,-0.476432671783552
LOC100533245,-0.106113650874146
LOC101862691,0.412853438220989
LOC100533249,0.0229739615733565
LOC101846927,-3.08518049442876
LOC101847156,-0.281574426758024
LOC101847384,-0.494293706828944
LOC101847916,-0.262721736621987
LOC101848154,0.00103410990321501
LOC101848702,0.433901031688814
LOC101862909,-0.408831411577808
LOC101863146,0.0882723366529822
LOC101849419,-0.789431474001587
LOC101849656,0.0167546194243576
LOC101863390,-0.888676306104729
LOC101849892,-0.0536494479249401
LOC101850124,-0.0411968398411136
LOC101850373,-1.36272735833002
LOC101850608,0.678742397694592
LOC101850854,0.18127951705835
LOC118477874,-0.282631299617068
LOC101851082,0.367944022235026
LOC101851304,0.577301153704296
LOC101851538,-0.59655635596172
LOC101864344,-0.0823443549664678
LOC101851775,-0.553199651797539
LOC106012852,-0.0777817890125741
LOC101851991,-2.46922525264063
LOC101852215,-1.11732289510122
LOC101845508,3.25404525858546
LOC101852737,0.225042211929737
LOC101852887,-0.329421018811615
LOC101845733,-1.46358119163001
LOC101853269,2.09304613160084
LOC101853653,-2.27649397957305
LOC101854125,0.496537753560289
LOC101846173,-0.634723547625231
LOC101846389,-1.4504809485613
LOC101846614,-0.304311055224834
LOC101854608,2.2886019171168
LOC106012383,-0.0315081199886811
LOC118477135,0.45323769165751
LOC101847539,-0.533429801453356
LOC101847774,-0.0694063854837734
LOC101848005,1.70446381556896
LOC101848559,-0.338557174691315
LOC101849256,1.49953134071162
LOC101848789,-0.19682078870438
LOC101849506,0.249837462577832
LOC101849013,0.269811104148612
LOC101849255,1.82950381550027
LOC101849803,-0.60017111311992
LOC106013019,-0.591962954394388
LOC101850213,1.07019400887187
LOC101851084,0.308704916825392
LOC118477211,-0.126039255254885
LOC106013075,-0.278344029215629
LOC101851540,-0.215141724497598
LOC101851776,-0.556695861988593
LOC101852365,0.0691851604238642
LOC101852582,-0.586465203094643
LOC106014233,-0.0313291037841302
LOC101852806,-0.529764670900902
LOC101853201,-0.338420266598498
LOC101850448,-1.38355659145992
LOC101850684,0.411696799386946
LOC101851159,-0.877253551604784
LOC101851378,0.401902255543412
LOC101851615,-0.0337503788491667
LOC101851840,-0.86553286554897
LOC101852060,-1.07184571483679
LOC101853654,-0.961189869304474
LOC101853894,1.53090903901984
LOC101854538,0.522073364600225
LOC118478780,-0.58317661473717
LOC101854909,-0.259872838709581
LOC101856541,1.15168143999694
LOC101856765,-1.00746583194868
LOC106013452,-1.02758939623013
LOC101857373,0.31055199130032
LOC101852287,-0.168311600109973
LOC101852740,-0.66680226728614
LOC101857610,0.00109664824318858
LOC101857842,0.19410479519122
LOC101858074,1.71670220479898
LOC101858314,-0.546079487540239
LOC101858531,-0.869887507037427
LOC101858750,0.470541666418202
LOC101852969,-1.34469865350002
LOC101853203,0.312887848044101
LOC101853421,-0.301840203095621
LOC101859139,-0.357956821396443
LOC101853656,1.50067701435856
LOC101859283,-0.433810169289986
LOC101859525,-0.604499137226316
LOC101859746,-0.0690173055169794
LOC101859985,0.341154365014997
LOC101860213,0.0900086098732841
LOC101860456,1.08764937147513
LOC101861008,0.868623300659231
LOC101861245,-2.87009459644412
LOC106014240,-0.010032237243901
LOC101861474,-0.0709893300630006
LOC101862226,-0.385746477728242
LOC101863392,-0.038561105182991
LOC101854373,0.050358268455712
LOC118477217,-0.169770453662888
LOC101854610,-0.195861864428875
LOC106014179,0.0547899577148731
LOC101854836,-0.207741240631567
LOC106014243,0.0104241861697247
LOC101863630,-0.329578450080315
LOC101863857,-0.887033530920007
LOC101864107,-0.33311937261687
LOC101864346,1.00165882300885
LOC101864571,-0.939667118759584
LOC101845050,-0.269885853880484
LOC101855302,0.083330761716433
LOC101845888,-0.308523587767124
LOC101846256,-0.456546613052888
LOC101846470,-0.143912915826607
LOC101846699,-0.239894930859607
LOC101846928,0.110186655671621
LOC101847157,-0.307541245201845
LOC101847776,0.788381357512176
LOC101847385,-0.549894198155678
LOC101848156,-0.226637200421293
LOC106014199,-0.135507382909805
LOC118477191,-0.0462728597811358
LOC101855535,-0.318008192971374
LOC101855760,-0.0682204191944246
LOC118479209,0.250258635252346
LOC101855987,0.24562103074553
LOC101856227,-0.246042376718548
LOC101848622,-0.508787385249673
LOC101849014,-0.76350210425589
LOC101856701,-0.46911910963801
LOC101856938,0.882134292181178
LOC101857155,-0.417654771225838
LOC101849658,-0.0212526156804996
LOC101857374,-0.051218507100464
LOC101850126,-2.97085444082286
LOC101857611,1.8334321307512
LOC101850376,0.0506293059384793
LOC101857843,-0.184184253832526
LOC101858075,0.104510132421661
LOC101858315,-0.475160552504539
LOC106011065,0.670726447451752
LOC101858532,0.0935658254796959
LOC101858752,0.550626427348594
LOC106011020,0.14074893664317
LOC100533454,0.368520230516432
LOC101858979,-0.525316818069978
LOC101859209,1.04160033540977
LOC101860135,-0.917077021119017
LOC106011097,-0.327921414709135
LOC101851086,0.719399539541401
LOC101851541,0.0122246676626042
LOC118477235,-0.0734729489597591
LOC101860536,-1.34134309775512
LOC101851777,0.245480963411321
LOC101861246,0.825413934583077
LOC101861475,-0.296741097162811
LOC101861855,-1.06596034590896
LOC101862078,0.13093173790178
LOC101851992,-0.159352275699677
LOC106011076,0.33902582994611
LOC101852216,-0.493889417826363
LOC101852658,-0.880390106600943
LOC101863066,0.379186491964496
LOC106011104,-1.17559742274278
LOC101852888,0.370740259078496
LOC118477287,-0.0552958765073636
LOC101863308,-0.849663179259258
LOC101863703,-0.0825479008152463
LOC101863939,0.140910302647816
LOC101853131,-0.478597496816152
LOC101864184,0.144318740265751
LOC101853826,0.044344858530681
LOC118477276,-0.00788666465533395
LOC101864426,-0.700363061249764
LOC101864656,0.11182222293544
LOC106011080,-0.69836561381043
LOC101854297,0.239782427975262
LOC101854539,-0.0106365252127274
LOC101854989,-0.162003331695318
LOC101845138,-0.749081480172335
LOC101845368,0.0478047057934295
TRNAT-UGU,0.155725543965985
LOC101845587,-0.139131856108961
LOC101846543,-0.497017970387441
LOC101846778,-1.04187131972659
LOC101847158,0.23316742767637
LOC101847386,0.2558185206918
LOC101847778,-0.790471006319574
