gene,Fish_kME
LOC101863476,0
LOC101863859,0
LOC106012057,0
LOC101864112,0
LOC101864495,0
LOC101845206,0
LOC101845592,0
LOC101845816,0.653511881795521
LOC101856943,0
LOC101846705,0
LOC101857159,0
LOC101847078,0
LOC101847463,0.572400861272353
LOC101847696,0.800205211966888
LOC101857849,0
LOC118477844,0
LOC101858538,0
LOC101847921,0
LOC101859215,0
LOC101848158,0.811264782252712
LOC101848709,0
LOC101859900,0
LOC101850296,0
LOC101851091,0
LOC101852291,0
LOC101852971,0.553298327000525
LOC101853207,0.571366352310088
LOC101853424,0
LOC101853659,0.46603156388917
LOC101860864,0.83622216483134
LOC118477857,0
LOC101854061,0
LOC101861091,0
LOC101861554,0
LOC101854461,0
LOC118477858,0
LOC101854685,0
LOC101862005,0
LOC101862466,0
LOC101862697,0
LOC101862917,0.3481665950745
LOC101863315,0.290496914599664
LOC101863558,0
LOC101863947,0.507270974997866
LOC101864577,0
LOC101854917,0
LOC101845056,0
LOC101845289,0
LOC101845514,0
LOC101845738,0.574696131780966
LOC101855158,0
LOC101845970,0
LOC101847235,0
LOC101855391,0
LOC101847627,0
LOC101848484,0
LOC101848711,0
LOC101848934,0
LOC101855841,0
LOC101849261,0
LOC106012167,0
LOC101849579,0.0761031472960589
LOC101856309,0
LOC101857220,0
LOC101850526,0
LOC101851092,0
LOC106012135,0
LOC101851547,0
LOC101857918,0
LOC106012139,0
LOC101859749,0
LOC101859988,0.340762001494168
LOC101852065,0
LOC101860218,0
LOC101852292,0
LOC101852523,0.405722969671293
LOC101852742,0.693678291047231
LOC101853362,0
LOC101853751,0.465920847057255
LOC100533244,0
LOC101861861,0
LOC100533272,0
LOC101863154,0
LOC101863397,0
LOC101863633,0
LOC101863861,0
LOC101864272,0
LOC101864496,0
LOC100861465,0.354739287414931
LOC101844966,0
LOC101845207,0
LOC101846048,-0.00599583661587475
LOC101846324,0
LOC101846548,0
LOC101847784,0.945746433406713
LOC101848160,0
LOC101848485,0.539462068817468
LOC101848712,0
LOC101849262,0
LOC101849511,0
LOC101849741,0.611713045823655
LOC101849981,0
LOC101850221,0
LOC101850454,0.1135984991421
LOC101850861,0.627746179008725
LOC101851094,0
LOC101851315,0.247868499560465
LOC100533519,0
LOC101852067,0.765521677601498
LOC101852294,0
LOC101861253,0
LOC118477951,0
LOC101852896,0.296092831083569
LOC101853661,0.682263795203964
LOC106012309,0
LOC101854464,0.784685746122588
LOC101854993,0.3450897098448
LOC101855227,0.896658463643651
TRNAD-GUC,0
LOC101856232,0
LOC101856483,0
LOC101857161,0
LOC101857379,0
LOC101857850,0.386193935084656
LOC101858321,0
LOC101858081,0
LOC101858987,0.736259593817356
LOC101863071,0
LOC101862847,0
LOC106012316,0
LOC101863709,0
LOC101863948,0
LOC101864192,0
LOC118478018,0
LOC118478023,0
LOC101864579,0
LOC101845208,0
LOC101845439,0
LOC101845664,0
LOC100533447,0
LOC101850053,-0.00989284507558106
LOC101855538,0
LOC101850527,0.0784562141511286
LOC101850769,0.286933063781639
LOC101852296,0
LOC101852744,0
LOC101852974,0
LOC106012362,0
LOC118478056,0
LOC101853210,0.978093020805896
LOC101853427,0
LOC101853900,0
LOC101854132,0
LOC106012355,0.768280007326517
LOC101858082,0
LOC101858229,0
LOC101858989,0
LOC101859532,0
LOC106012456,0
LOC101860301,0
LOC101851844,0.159972448212752
LOC118478106,0.354250838814454
LOC101860867,0
LOC101861094,0
LOC101862389,0
LOC101862625,0.280436510468811
LOC101862848,0
LOC101863228,0
LOC101863636,0
LOC101853211,0
LOC101863864,0.309635323737886
LOC118478142,0
LOC101853663,0.450121346112626
LOC101864273,0.599267611684597
LOC101864497,0
LOC101844967,0.337196283255254
LOC101845594,0
LOC101846049,0
LOC101854134,0
LOC101846855,0
LOC101847081,0
LOC106012467,0
LOC101847304,0
LOC101847547,0
LOC101847785,0.398213315710819
LOC101854840,0.258526089451085
LOC101848014,0
LOC101848257,0
LOC101848629,0.155446239417102
LOC101848861,0.523661526201546
LOC101849742,0
LOC101849512,0
TRNAE-CUC,0
LOC101850222,0
LOC101850455,0
LOC101856553,0
LOC101857163,0
LOC101852298,0.735810272545959
LOC101857619,0
LOC101852746,0
LOC101853429,0
LOC101859064,0
LOC101859616,0.875298217451829
LOC101859835,0.313678884657099
LOC101860219,0
LOC100533439,0.10675647156885
LOC101854615,0
LOC101860868,0.145912168157987
LOC101861096,0.761323618904374
LOC101861409,0.756897446767372
LOC101861785,0
LOC100533367,0
LOC101864275,0.153527015985511
LOC106012541,0
LOC101864665,0
LOC101846050,0
LOC106012547,0
LOC101855310,0
LOC101846261,0
LOC101846856,0
LOC101847548,0
LOC101855994,0.277905236881596
LOC101850223,0.0736670509994418
LOC101850456,0
LOC101850691,0
KHC1,0
LOC101850927,0
LOC101851383,0
LOC101851620,0.519181198194605
LOC106012576,0.857013770088269
LOC118478217,0
LOC101856856,0.158615360612917
LOC118478230,0
LOC101862236,0.738697893561382
LOC101862469,0
LOC101857298,0.105254805544092
LOC101857532,0.97022628795671
LOC101858540,0
LOC101858761,0
LOC118478240,0
LOC101859295,0.184761760969767
LOC101859990,0
LOC101862698,0
LOC118478242,0
LOC101860221,0.768907469101092
LOC101864115,0
LOC118478246,0
LOC101860466,0.887174553664223
LOC101864354,0
LOC118478249,0
LOC101861097,0
LOC118477182,0
LOC101847394,0
LOC101855920,0
LOC101856392,-0.0142058712882365
LOC101856624,0.196894937009623
LOC101848163,0
LOC101857079,0
LOC101848401,0
LOC101848631,0
LOC101857760,0
LOC101849105,0.553001827683201
LOC101849343,0
LOC101858233,0
LOC101849815,0
LOC101850385,0.756383726613749
LOC101850619,0
LOC101851464,0
LOC101851697,0
LOC101852072,0
LOC101852299,0
LOC101852665,0
LOC101852898,0
LOC101858457,0
LOC101858907,0
LOC101859143,0
LOC101853516,0
LOC101853755,0.27478757372601
LOC101854223,0
LOC101855228,0.468162269046538
LOC101853138,0
LOC101860546,0
LOC100533340,0
LOC101860782,0.654591650251014
LOC100533321,0
LOC101861014,0
LOC101861411,0
LOC101853365,0.31245147403173
LOC101862238,0.318494886135983
LOC101862766,0
LOC101854064,0
LOC101863229,0
LOC101863478,0
LOC101863638,0
LOC118478329,0
LOC101864041,0.37986869486602
LOC101864500,0
LOC101844969,0
LOC101855462,0
LOC106012782,0
LOC101855694,0
LOC101846182,0.371213896248679
LOC101846399,0
LOC101846624,0
LOC101847010,0
LOC101847239,0.760774896827144
LOC101848488,0
LOC101848715,0
LOC101856625,0
LOC101849662,0.293287794749401
LOC101851782,0
LOC101856858,0
LOC101851996,0
LOC101857081,0
LOC101857302,0.424921427021233
LOC101857852,0
LOC101855395,0
LOC101858459,0.821679578951314
LOC101858827,0
LOC101859068,0.9615541176299
LOC101856313,0
LOC101859617,0
LOC106012851,0
LOC101859991,0
LOC101861483,0
LOC101861930,0
LOC101856554,0.423783381886141
LOC101862470,0
LOC100533553,0.416521503902639
LOC101857462,0
LOC101863711,0.490838275240781
LOC101863949,0
LOC101864433,0
LOC101857921,0
LOC101845144,0.739664349551204
LOC101846478,0.78286530347278
LOC101847550,0
LOC101847786,0
LOC101848260,0
LOC101858379,0
LOC101849513,0
LOC101849743,0
LOC101859070,0
LOC101850131,0
LOC101850772,0
LOC101851621,0
LOC101852300,0.880794893173956
LOC101852530,0.854923100692895
LOC101853215,0
LOC101853432,0.237638801036524
LOC101859299,0.862609375850193
LOC101853667,0.860146508355416
LOC101854225,0.505714920698937
LOC101859536,0
LOC101859754,0
LOC101860302,0
LOC101850459,0
LOC101860871,-0.119806490474041
LOC101850930,0
LOC101861016,0
LOC101861256,0
LOC101851169,0.847086543436209
LOC101861484,0
LOC101851385,0
LOC101851846,0.517367873202974
LOC101861708,0
LOC101852074,0
LOC101861931,0
LOC101862160,0
LOC101862393,0.649881138213987
LOC101852301,0
LOC101852748,0.820635301075836
LOC101862990,0
LOC101863951,0.367383374232022
LOC101863402,0
LOC101853216,0
LOC101844971,0
LOC101853668,0
LOC101845974,0
LOC101846328,0
LOC101846552,0
LOC101847468,0
LOC101846939,0
LOC101848167,0
LOC101848794,0
LOC101854843,0
LOC101849265,0
LOC101849663,0
LOC101855767,0.73210047363935
LOC101856236,0.289660842342212
LOC101857383,0.553861223962055
LOC101848169,0
LOC101858235,0
LOC101859144,0
LOC106013091,0
LOC101848406,0.841600924541828
LOC101859377,0
LOC101849109,0
LOC101859905,0.314139177791116
LOC101860784,0
LOC101850299,0
LOC106013106,0.199233370700398
LOC101851008,0
LOC101861414,0
LOC101851239,0
LOC101862472,0.219868916302571
LOC101863076,0
LOC101863403,0.216307531147054
LOC101863639,0
LOC101852143,0
LOC101864116,0
LOC101852590,0
LOC106013123,0
LOC101864356,0.25584831333322
LOC101852817,0
LOC101864584,0.624782461134943
LOC101845062,0.665171444759818
LOC101845666,0
LOC101846401,0
LOC101846626,0
LOC101847011,0
LOC101853051,0
LOC101853281,0
LOC106013143,0.111479929118936
LOC101853757,0
LOC101847701,0
LOC101854138,0.262223016088826
LOC101854384,0
LOC101862010,0.768384767800579
LOC101862240,0
LOC118478595,0.384079732894689
LOC101862922,0.741527556354454
LOC101855996,0.362753777800233
LOC101863157,0
LOC101863640,0
LOC101856555,0.440540532034283
LOC101864357,0
LOC101857463,0
LOC101857698,0
LOC101858155,0
LOC101858381,0
LOC101858597,0
LOC101845522,0
LOC101859458,0
LOC101859684,0
LOC101846859,0
LOC118478627,0
LOC101847307,0
LOC101847552,0
LOC101859906,0
LOC101860305,0.321727945209534
LOC101848016,0.633246922699914
LOC101860713,0
LOC101848489,0.78626796710593
LOC101861258,0.875554655469606
LOC118478634,0.786200300963732
LOC101848936,0
LOC106013250,0
LOC101861486,0
LOC101849819,0.353022197431382
LOC101850300,0.531171528868497
LOC101851320,0
LOC106013357,0
LOC101852533,0
LOC101852750,0
LOC101860469,0.315728570949985
LOC101853366,0
LOC101853992,0
LOC101854468,0
LOC101861176,0
LOC101861634,0
LOC101855313,0.553647696859686
LOC101861864,0
LOC101855697,0.650577475352059
LOC101856237,0
LOC101857086,0
LOC101857306,0
LOC101857763,0
LOC101863234,0.171014851643962
LOC101863482,0
LOC101858324,0.951097192896668
LOC106013374,0.945348866769792
LOC101863953,0.176902071379288
LOC101864196,0
LOC101864435,0
LOC101864668,0
LOC106013353,0
LOC101861789,0
LOC101845146,0
LOC101845379,0
LOC118478706,0.775774783912644
LOC101845978,0
LOC101846553,0
LOC101847169,0
LOC101847702,0
LOC101847930,0
LOC101862702,0.262475270005029
LOC101848331,0.210765638137621
LOC101848565,0
LOC101848797,0
LOC101849023,0
LOC101849268,0
LOC101863405,0
LOC101849516,0
LOC101863641,0
LOC101849746,0
LOC101850931,0
LOC101851171,0
LOC101863870,0
LOC101864118,0
LOC101851784,0
LOC101852819,0
LOC101853053,0
LOC101864588,0.482371755823093
LOC101853283,0
LOC101853669,0.677555548731035
LOC101854545,0.444605451350066
LOC101854772,0
LOC101855924,0.302519408786518
LOC101856152,0
LOC101856398,0
LOC101845523,0
LOC101856777,0.453529930865906
LOC101857000,0
LOC101857223,0.516904624633951
LOC101857621,0.480026201445237
LOC101857853,0
LOC101858990,0
LOC101860471,0.39678348611068
LOC101861260,0.446133374190384
LOC101857224,0
LOC101857924,0
LOC101846788,0
LOC101847170,0.421614429962936
LOC101847398,0
LOC101847931,0
LOC101848170,0
LOC101858158,0
LOC101848407,0
LOC101849024,0.687242183652292
LOC101850302,0
LOC101849898,0
LOC101850530,0
LOC118478822,0
LOC101858383,0
LOC101858600,0
LOC101859074,0.65218592491143
LOC101859302,0
LOC101859539,0
LOC101851389,0.762722583354757
LOC101851849,0
LOC101852077,0
LOC101859994,0
LOC101853219,0
LOC101853671,0.381039391686304
LOC101853905,0.459860152077975
LOC101854140,0
LOC101854386,0.517512846644156
LOC101854773,0
LOC101854998,0
LOC101860716,0
LOC101855846,0
LOC101860947,0
LOC101861418,0.68268595929737
LOC101856399,0.651941671918428
LOC101861636,0
LOC101857001,0
LOC101862091,0
LOC101862090,0
LOC101862321,0
LOC101862320,0
LOC101862553,0
LOC101862771,0
LOC101862994,0.124281639023461
LOC101863236,0
LOC101863484,0.499483848050087
LOC101863718,0
LOC101864280,0
LOC101864670,0.909262659152956
LOC101845899,0
LOC101846554,0
LOC101846941,0.610552534087537
LOC101847309,0.451405704810894
LOC101862554,0
LOC101847554,0
LOC101847791,0.577702247160645
LOC101848409,0
LOC101848639,0
LOC101849110,0
LOC101849348,0
LOC101862772,0
LOC101850388,0
LOC101850623,0.914680260794126
LOC101863485,0.651990812639737
LOC101851099,0
LOC101863719,0
LOC101851322,0.450935181402362
LOC101864671,0
LOC101845148,0
LOC101851998,0
LOC101845382,0
LOC101852667,0
LOC101852899,0
LOC101853285,0.320624975698904
LOC101853672,0.679831498804812
LOC101853906,0.431388763922451
LOC101854141,0.577527801094535
LOC101854387,0
LOC101855316,0.147973602973874
LOC101846053,0
LOC101856155,0
LOC101856556,0
LOC101857310,0.210102730460703
LOC101856779,0.959077978473393
LOC101858541,0
LOC101858910,0.397931553777396
LOC101859145,0
LOC101859379,0
LOC101860626,0
LOC101848094,0
His.H4,0
LOC101849026,0.479922083832265
LOC101849589,0
LOC101849748,0
LOC101850133,0
LOC101850389,0
LOC101850774,0
LOC101853437,0
LOC101853674,0
LOC101858000,0
LOC101853908,0
LOC101854305,0.466599350304707
LOC101858466,0
LOC101858686,0
LOC101854546,0
LOC101854922,0
LOC101855318,0
LOC101855544,0
LOC101859147,0.879298735103919
LOC101856314,0
LOC101855998,0
LOC101856949,0
LOC100533406,0.567017863907711
LOC101857166,0
LOC101859381,0
LOC101860071,0.737032079095896
LOC118479032,0.872241838979873
LOC101860307,0
LOC101860787,-0.0677161260577349
LOC101861181,0
LOC101849349,0
LOC101861559,0.241028898971193
LOC101849820,0.522886193997418
LOC101850059,0
LOC101861790,0.447516874456351
LOC101862162,0
LOC101850775,0
LOC101862555,0
LOC101862773,0.610106021863584
LOC101862996,-0.0323363681876634
LOC101863645,0
LOC106013958,0
LOC100533408,0
LOC101864121,-0.074581500751353
LOC101864361,0
LOC101864504,0.117152499059968
LOC101851702,0
LOC101852145,0.20068292580107
LOC101844973,0.921126717226329
LOC101845824,0
LOC101846404,0
LOC101846790,0
LOC101853994,0
LOC101847013,0
LOC101847402,0
LOC118479089,0
LOC106014022,0
LOC101848719,0
LOC101848939,0
LOC100533323,0
TRNAS-AGA,0
LOC101862997,0
LOC101863239,0
LOC101855398,0
LOC101856239,0.565113375838554
LOC101856780,0.77975589110166
LOC101857002,0
LOC101863720,0
LOC101857700,0.210430243686966
LOC100533532,0.702420158623408
LOC101845825,0.513301942512744
LOC101858991,0
LOC101846266,0.451761040030885
LOC101859759,0.795598875250534
LOC101860228,0
LOC101846712,0
LOC101846943,0
LOC101861711,0
LOC101847403,0
LOC101862164,0
LOC100533262,0
LOC101849272,0.769616254443911
LOC118479159,0
LOC101849666,0
LOC101849899,0.0180709901159341
LOC101850134,0
LOC101850533,0
LOC101850776,0
LOC101859304,0.264803946147084
LOC118479166,-0.0589248639257868
LOC101851012,0
LOC101851391,0
LOC101851627,0
LOC101852000,0.0489194287094107
LOC101852380,0.621699964763834
LOC101852751,0
LOC101852985,0
LOC101853221,0.240027280511666
LOC101853600,0
LOC101854142,0
LOC101859997,0.566011170471563
LOC101860474,0.470976102745585
LOC101855231,0.599725377997295
LOC101855466,0
LOC101855702,0
LOC101855927,0
LOC101861182,0.379058800004111
LOC101856713,0
LOC101857701,0
LOC118479163,0
LOC101857926,0.22480298962469
LOC101858384,0
LOC101858603,0
LOC101863240,0
LOC101863487,0.208031407119606
LOC106014183,0.198844977439191
LOC101863876,0
LOC101864123,0
LOC106014181,0.927070851191175
LOC106014185,0
LOC101845301,0
LOC101845525,0
LOC118479167,0
LOC101846190,0
LOC101846405,0
LOC101851704,0
LOC101847793,0
LOC101851918,0
LOC101852823,0
LOC101848720,0
LOC101849751,0
LOC101854231,0
LOC101850135,0
LOC101850391,0.115017168955354
LOC101850625,0
LOC101855621,0
LOC101858161,0.422669178536084
LOC101859384,0
LOC101846861,0
LOC101847085,0
LOC101860074,0
LOC101847555,0
LOC101861183,0.832050289175331
LOC101861560,0.592582718816116
LOC101861937,0
LOC101862166,0
LOC106014193,0
LOC101848940,0
LOC101862999,0.433865261461213
LOC101863410,0
LOC101863565,0
LOC101849430,0
LOC101863795,0.299446193227931
LOC100533366,0
LOC101845069,0
LOC101864592,0.399414454292516
LOC101857227,0.422420174123939
LOC101857465,0
LOC101857927,0
LOC101858162,0
