gene,logP
LOC118478065,0.843002822621282
LOC101845963,0.0110069351614416
LOC101846613,1.18004519573412
LOC106012211,-0.250666947150674
LOC101847001,-1.25126991617855
LOC101855301,-0.206048076363953
LOC101847694,0.840882515312206
LOC101848083,-0.618092670518351
LOC101848620,-0.935639965035128
LOC101848391,-0.126130967350459
LOC101848850,-0.780646772849573
LOC101849253,-0.185495950971596
LOC101849504,0.0839351590132559
LOC101855532,0.0842135712137797
LOC101849970,-0.171738091992609
LOC101850212,-1.72648001771838
LOC101850446,-0.0258221959424733
LOC101850682,-0.260796749261983
LOC101850917,0.812134774467887
LOC101851377,0.0303867690008082
LOC101851774,0.195281077099895
LOC101855758,-0.698457125725513
LOC101852128,-4.6379645449126
LOC101852364,0.162951570035429
LOC101852581,-0.124031594916907
LOC101853505,0.185724441783575
LOC101853981,-5.19462436181719
LOC101854370,0.41024996118384
LOC101856476,0.242025370717754
LOC101854761,0.30412721396991
LOC101856700,0.505839856878981
LOC101855452,-0.247864104308599
LOC101856937,-0.0844141692899295
LOC101857153,-0.497898254946231
LOC101857372,0.0893471229110707
LOC101857609,0.257815840853567
LOC101855683,1.5273367694883
LOC101857841,0.905559538648302
LOC101858073,1.14644909505039
LOC101855910,-0.627846767891946
LOC101858313,0.732118153080525
LOC100533353,-0.055189699112011
LOC101856139,0.939803354714487
LOC101858530,0.0609782901769406
LOC101856539,0.263637583828265
LOC101856763,1.2504286883168
LOC101857754,-0.38306123126918
LOC118477465,0.227933227294349
LOC101857986,-0.349991680563934
LOC101858529,0.0465365370567525
LOC101858747,1.51101470531525
LOC101859282,0.422241724153166
LOC101859675,-0.103487100660971
LOC101860375,0.596113392357884
LOC101859524,0.30019936588392
LOC106011455,0.146284415951847
LOC101859745,-1.99339386058366
LOC101859983,-0.0272030839517112
LOC101860211,-2.08870240471095
LOC101860615,-0.266131544059401
LOC101861328,0.0126975991910971
LOC101861244,-0.636762099566631
LOC101861473,-0.0155437291064282
LOC101861549,-0.165036179296617
LOC101862382,-2.84150700721062
LOC101862618,-0.552845549813931
LOC101862840,0.506061238489397
LOC106012640,0.136224660258086
LOC101863065,-0.05048145615386
LOC101863307,-0.347273625650201
LOC101861775,-0.00786153022602448
LOC101863551,-0.980569763621941
LOC101861996,0.761281065696395
LOC101864424,0.0381078603575162
LOC101864031,0.643995129155168
LOC101864654,-0.0254072399110926
LOC101845135,-0.779054881685901
LOC101845657,-4.65860700591768
LOC101846041,-0.405018767017963
LOC101862459,3.10444287369096
LOC100533245,0.42805551413969
LOC101862691,0.70560159346146
LOC100533249,-0.395436395659116
LOC101846927,-0.779340074508265
LOC101847156,-0.497750089542966
LOC101847384,-1.48161232542473
LOC101847916,-3.10356431279413
LOC101848154,-0.510151563005078
LOC101848702,0.774337317620929
LOC101862909,-0.685395248236395
LOC101863146,0.258381957610104
LOC101849419,-0.056487942487673
LOC101849656,-0.0670647412306422
LOC101863390,0.013131909596789
LOC101849892,-0.289637338562475
LOC101850124,0.410636257303549
LOC101850373,-3.14686767386126
LOC101850608,0.792598592957868
LOC101850854,-0.0890491365215359
LOC118477874,0.399832804623037
LOC101851082,0.889128846114513
LOC101851304,-0.260974218375642
LOC101851538,0.0598071526444175
LOC101864344,0.175122565397293
LOC101851775,-1.90579683390279
LOC106012852,-0.729475685373728
LOC101851991,-2.89274179951659
LOC101852215,-1.06074563709321
LOC101845508,1.87838096771553
LOC101852737,2.42099118479209
LOC101852887,-0.879999514051542
LOC101845733,-2.00373234696381
LOC101853269,0.401838093214457
LOC101853653,-0.0810754073966773
LOC101854125,-0.310803954758901
LOC101846173,-0.296913437871136
LOC101846389,0.604040139315803
LOC101846614,0.0460494167298525
LOC101854608,-0.819362754195359
LOC106012383,-0.498477340466898
LOC118477135,0.552341492952717
LOC101847539,-0.297385815133429
LOC101847774,-1.17327629419422
LOC101848005,1.08662155065434
LOC101848559,-0.836376550211031
LOC101849256,0.382401080633538
LOC101848789,0.0344784087093899
LOC101849506,-0.328034834605627
LOC101849013,-0.0676068089529571
LOC101849255,0.878615054215629
LOC101849803,0.0934384583391772
LOC106013019,0.762556073492115
LOC101850213,2.62353828192293
LOC101851084,-0.0589712601566876
LOC118477211,0.417417917793818
LOC106013075,-0.110702576780105
LOC101851540,-0.541941185469406
LOC101851776,-1.90927555003704
LOC101852365,-0.248364978423902
LOC101852582,-0.239154344773782
LOC106014233,-0.0757145169858914
LOC101852806,-1.27584689857723
LOC101853201,-0.353113047720221
LOC101850448,-0.195533562304536
LOC101850684,0.24837711882068
LOC101851159,0.548186054106658
LOC101851378,-0.154576169330989
LOC101851615,0.534743366286054
LOC101851840,0.21663034092461
LOC101852060,-0.0940552806543432
LOC101853654,-0.249655235502406
LOC101853894,2.05046325785603
LOC101854538,-0.900510872893154
LOC118478780,-0.322792066779505
LOC101854909,0.17545199522034
LOC101856541,0.492686487083544
LOC101856765,0.0351316093868513
LOC106013452,-0.117721931413485
LOC101857373,2.72170691487253
LOC101852287,0.370108228382721
LOC101852740,-0.687831263891262
LOC101857610,0.653023379846323
LOC101857842,1.47937001865293
LOC101858074,-0.243928068424029
LOC101858314,2.3443662187437
LOC101858531,0.269073714281383
LOC101858750,-0.285396848242015
LOC101852969,-3.4096406073901
LOC101853203,0.952059302260316
LOC101853421,-0.545760772281637
LOC101859139,0.573008435922289
LOC101853656,1.99033738136203
LOC101859283,-0.0348967697814934
LOC101859525,-0.416458065536289
LOC101859746,-1.65066454327626
LOC101859985,-0.12843233596364
LOC101860213,-0.35527088062317
LOC101860456,1.40113698211777
LOC101861008,-0.153340051763917
LOC101861245,2.1416521427372
LOC106014240,0.735432753914174
LOC101861474,-0.392566450600198
LOC101862226,-0.174044034773732
LOC101863392,1.11190860433828
LOC101854373,0.155967979865569
LOC118477217,-0.904336635528815
LOC101854610,0.249600060276791
LOC106014179,-0.0361387618524071
LOC101854836,-0.308547196375225
LOC106014243,-1.48219876461956
LOC101863630,-0.0505932168037908
LOC101863857,-1.60740801533821
LOC101864107,0.332937107597212
LOC101864346,0.290495393394422
LOC101864571,0.351835956238611
LOC101845050,-0.644977343561519
LOC101855302,-0.0401988416481757
LOC101845888,-1.57124427867066
LOC101846256,-0.574517380080631
LOC101846470,0.0437728675210869
LOC101846699,-0.168890429090675
LOC101846928,-0.0244750147473681
LOC101847157,-0.709669717806888
LOC101847776,0.975405369870204
LOC101847385,-0.0113740547890299
LOC101848156,-0.746676873733699
LOC106014199,0.010194408663757
LOC118477191,0.0949526882966538
LOC101855535,0.177996364742027
LOC101855760,-0.130625195011043
LOC118479209,1.68227990419921
LOC101855987,0.205067003506714
LOC101856227,-0.844623470953486
LOC101848622,-0.28702718111442
LOC101849014,-1.98776591112277
LOC101856701,0.0375754856996338
LOC101856938,1.66853683750157
LOC101857155,-0.172727930874302
LOC101849658,-0.0845762851765578
LOC101857374,-0.33196592344126
LOC101850126,-0.749065311090779
LOC101857611,1.24529230903431
LOC101850376,1.44360767458646
LOC101857843,-0.609919655320871
LOC101858075,0.224792546643344
LOC101858315,-0.367053467171732
LOC106011065,0.0954242109929667
LOC101858532,0.113419620993405
LOC101858752,0.157925893414113
LOC106011020,-0.474856531462582
LOC100533454,1.07608284950788
LOC101858979,-0.128605226495315
LOC101859209,1.15383532061762
LOC101860135,-2.98651905879509
LOC106011097,-0.185696147051736
LOC101851086,-0.95662601070641
LOC101851541,-0.160291010320838
LOC118477235,-0.0922528087918496
LOC101860536,-0.300101652406484
LOC101851777,1.92001159265246
LOC101861246,0.963880670453595
LOC101861475,0.789808339811285
LOC101861855,-1.02441280633881
LOC101862078,0.232673846493647
LOC101851992,-1.24336592468319
LOC106011076,0.436631596542169
LOC101852216,0.120657981992597
LOC101852658,0.0543541165304168
LOC101863066,0.0349399352600553
LOC106011104,0.0833893686817294
LOC101852888,0.243490465073026
LOC118477287,1.79167003239919
LOC101863308,-0.555371700480887
LOC101863703,0.14215348329099
LOC101863939,0.0337997888115407
LOC101853131,0.205756381828166
LOC101864184,0.382597968505738
LOC101853826,-0.361830699664988
LOC118477276,0.846386781677467
LOC101864426,-0.745173850989117
LOC101864656,0.194884606684665
LOC106011080,-0.0232696498723812
LOC101854297,-0.414818792626092
LOC101854539,0.347348328491394
LOC101854989,0.0917564280417876
LOC101845138,0.186447474096342
LOC101845368,-0.353865722041514
TRNAT-UGU,0.443264203786152
LOC101845587,-0.171827982634544
LOC101846543,-3.03207187790648
LOC101846778,-0.790594666564701
LOC101847158,-0.0111459311939013
LOC101847386,0.879734081906996
LOC101847778,-1.56133262625586
LOC101855453,0.570387703760951
LOC101848007,0.00583372296005721
LOC101848250,0.84672178280328
LOC101856140,-0.528884093024184
LOC106011107,0.254435358472815
LOC101848478,0.046123116754001
TRNAA-AGC,0.273901423181671
TRNAQ-CUG,-0.30715686381807
TRNAQ-UUG,0.0891082080810236
LOC101856852,4.69925614531465
LOC101848704,0.490929107079375
LOC106011085,-1.36992030017766
LOC118477140,0.120915596114563
LOC101848929,0.00277988479143943
LOC101849171,-2.60936217698716
LOC101857527,-0.0790378788627349
LOC101860059,-0.0260749878167714
LOC101858980,0.0234056546180302
LOC101859369,0.328260829400443
LOC101859606,1.26329244396466
LOC101860291,0.746807393646965
LOC101860539,0.276164021831326
LOC101860537,0.180563674119497
LOC101860776,0.618848012210522
LOC101861403,-0.615641632651131
LOC101861778,-0.33292217629658
LOC101861010,-0.21394874430568
LOC106011226,-0.0698374448526561
LOC106011126,-0.0959090441092451
LOC101861248,-0.437568162269636
LOC101863309,-0.545051325878306
LOC101861477,0.0544589951119256
LOC101863784,0.00625955868464113
LOC101864033,0.272930124047659
LOC101864427,-2.96003948204626
LOC101864657,-0.712786197600672
LOC101846779,-0.584225992345939
LOC118477322,-0.31180017492135
LOC101845658,1.63069957370527
LOC101847003,-0.0796015269541195
LOC118477370,0.0256456135679342
LOC101847387,0.179535165265144
LOC101847622,-0.655347715108611
LOC101862384,1.7929733648424
LOC101847848,0.657183484105464
LOC101848252,3.18200706619301
LOC106011222,0.525443010455201
LOC118477111,-0.413649878131109
LOC101862620,-0.131157377297777
LOC101848479,-0.254333389667189
LOC101849172,-2.96517205771089
LOC101849421,-0.077825276851945
LOC101863067,0.0658610666405564
LOC101863310,0.417865742282484
LOC106011157,-0.282470833885001
LOC101849806,-0.160201617522496
LOC101850047,-0.282292319867267
LOC106011166,0.142734434244215
LOC101863553,0.0809387227648019
LOC101850449,-0.563117594604091
LOC101850685,0.913665097221897
LOC101851456,-0.0157972581074852
LOC101851685,0.340241109013544
LOC101852367,-1.96188316108022
LOC101853043,-0.469044702246019
LOC101853591,-1.04683731495388
LOC101854540,-0.0137055537935159
LOC101853827,0.31406217434869
LOC101855066,-0.41149010382327
LOC118477356,-0.178313356112185
LOC101855834,0.991541595068211
LOC101856228,0.309215995542414
LOC118477376,-0.12088833194871
LOC101864493,0.146300864228348
LOC101856619,-1.34131283083103
LOC101844963,0.773771207648614
LOC101857074,-0.0327137518552179
LOC101845435,-2.05420669130529
LOC101857450,-0.163885018555195
LOC101845659,0.157920332173746
LOC101858316,1.76659063402515
LOC101858533,0.051300605149176
LOC101858753,-0.240547233569699
LOC101858981,-0.357714808173898
LOC101845890,1.82191634448732
LOC101859210,0.425209841457704
LOC101859607,-0.569821942497224
LOC101846104,-0.314011723178216
LOC101857451,0.671826626700763
LOC101857688,-0.00125675444827839
LOC101857914,-0.0621781204951401
LOC101846780,-0.376845653456336
LOC101847004,0.64169931514948
LOC100533392,0.990138506780247
LOC101858371,-1.111384491189
LOC101858586,-0.174346875212672
LOC101847229,-0.103908965184457
LOC101858816,-0.680139757818984
LOC101859287,0.680500068307198
LOC101859527,2.54808959169109
LOC101859747,0.585543520515817
LOC101859986,-3.32760831176235
LOC106011300,-1.33594342640542
LOC101847850,-0.553901292987287
LOC101848084,0.840887402367547
LOC101860458,-0.40300328617084
LOC106011305,0.332827055795377
LOC101860705,-0.108108380265829
LOC101848327,0.204435985304218
LOC101860936,0.553459878507249
LOC101848706,0.136895578424955
LOC101848931,-0.426116586095637
LOC101849973,0.658960277241336
LOC101850522,-0.538091725136737
LOC118477399,-0.553422248627897
LOC101850764,0.964465267951382
LOC101861405,-1.0434614185053
LOC101851543,-5.30947144500731
LOC101852061,-0.53708025786438
LOC101852288,-2.93626179390575
LOC101852520,-0.0773750781181097
LOC101853360,1.68439604164717
LOC118477406,0.136485544773949
LOC106011319,-1.47049243544165
LOC101853593,-0.253698818009656
LOC101853828,-0.412092141449475
LOC101854058,-1.30023927065103
LOC101861626,-1.10716231907099
LOC101854298,-0.225874839354664
LOC101854837,-1.01268163651671
LOC101855224,-0.418890862398998
LOC101861857,-0.192001621976129
LOC106011276,-0.246189321412754
LOC101855913,-0.535266933705583
LOC101856141,1.99188841532521
LOC118477418,1.44467667540316
LOC101862313,-0.192116111903154
LOC101856542,-0.0349236791799792
LOC101863472,0.112611495449318
LOC101856767,-1.23295201721775
LOC101863705,0.153714359290128
LOC101863941,-0.52208597782821
LOC101857156,-1.61040290127995
LOC101864186,-1.44712235739084
LOC118477147,-0.347280480263133
LOC101857295,-0.146897070032698
LOC101864659,-0.410833042702815
LOC106011473,0.254700657571273
LOC101845588,0.45154028781892
LOC101845968,-0.174970779492719
LOC101846781,-0.10726347327149
LOC101847230,-0.209902659225642
LOC101847005,-1.22955994226492
LOC101847851,-0.687537615637879
LOC101848085,-1.07084926468466
LOC101848480,-0.169977873988263
LOC106011483,0.541176556705891
LOC101849094,-0.160582138512583
LOC101849332,1.84566256380303
LOC101849572,0.175901866809544
LOC101854990,-2.94005975861209
LOC101849808,1.1102574459929
LOC101850378,-0.239656565489476
LOC101850613,-0.598296473343458
LOC101855225,-2.08766418847614
LOC101850858,-0.0207112527524985
LOC101851234,-0.177517865145503
LOC101855688,0.376040202067569
LOC118477454,-0.218902677718873
LOC101855916,0.0136827321536635
LOC101851457,0.209735804097244
LOC101856143,1.30586847630741
LOC101851686,-0.524746108908609
LOC101852062,-0.399605964921664
